"Gemeente";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Gulpen-Wittem";3;21,2;0;0;0;0
"Haaksbergen";9;37;0;0;0;0
"Haaren";2;13,9;0;0;0;0
"Haarlem";134;82,3;4;2,5;1;0,6
"Haarlemmermeer";146;93,6;2;1,3;0;0
"Halderberge";13;42,9;0;0;1;3,3
"Hardenberg";4;6,6;0;0;0;0
"Harderwijk";28;57,8;0;0;0;0
"Hardinxveld-Giessendam";4;21,9;0;0;0;0
"Harlingen";3;19,1;0;0;0;0
"Hattem";5;41;0;0;0;0
"Heemskerk";19;48,5;0;0;0;0
"Heemstede";17;62,4;0;0;0;0
"Heerde";10;53,8;0;0;0;0
"Heerenveen";10;19,8;0;0;0;0
"Heerhugowaard";34;59;0;0;0;0
"Heerlen";46;52,8;1;1,1;0;0
"Heeze-Leende";1;6,2;0;0;0;0
"Heiloo";7;29,2;0;0;0;0
"Hellendoorn";0;0;0;0;0;0
"Hellevoetsluis";18;44,8;0;0;0;0
"Helmond";42;45,4;0;0;0;0
"Hendrik-Ido-Ambacht";31;99,4;0;0;0;0
"Hengelo (O.)";28;34,5;1;1,2;0;0
"Het Hogeland";19;39,7;0;0;0;0
"Heumen";8;48,6;0;0;0;0
"Heusden";21;47;0;0;0;0
"Hillegom";14;63;0;0;0;0
"Hilvarenbeek";13;83,8;0;0;0;0
"Hilversum";69;76;1;1,1;0;0
"Hoeksche Waard";87;99,5;0;0;0;0
"Hof van Twente";3;8,6;0;0;0;0
"Hollands Kroon";8;16,5;0;0;0;0
"Hoogeveen";2;3,6;1;1,8;0;0
"Hoorn";42;57,3;0;0;0;0
"Horst aan de Maas";9;21,2;0;0;0;0
"Houten";34;67,8;0;0;0;0
"Huizen";23;55,7;0;0;0;0
"Hulst";2;7,3;0;0;0;0
"IJsselstein";10;29,3;0;0;0;0
"Kaag en Braassem";9;33;0;0;0;0
"Kampen";27;49,7;0;0;0;0
"Kapelle";0;0;0;0;0;0
"Katwijk";20;30,4;1;1,5;0;0
"Kerkrade";21;45,9;0;0;0;0
"Koggenland";9;39,6;0;0;0;0
"Krimpen aan den IJssel";16;54,2;0;0;0;0
"Krimpenerwaard";38;67,5;0;0;0;0
"Laarbeek";6;26,6;0;0;0;0
"Landerd";1;6,4;0;0;0;0
"Landgraaf";8;21,4;0;0;0;0
"Landsmeer";16;139,2;0;0;0;0
"Langedijk";13;46,2;0;0;0;0
"Lansingerland";50;80,1;0;0;0;0
"Laren (NH.)";2;17,7;0;0;0;0
"Leeuwarden";29;23,4;0;0;0;0
"Leiden";166;132,7;1;0,8;0;0
"Leiderdorp";8;29,6;0;0;0;0
"Leidschendam-Voorburg";104;135,9;0;0;0;0
"Lelystad";25;31,8;0;0;0;0
"Leudal";5;13,9;0;0;0;0
"Leusden";21;69,1;0;0;0;0
"Lingewaard";25;53,6;0;0;0;0
"Lisse";9;39,2;0;0;0;0
"Lochem";5;14,8;0;0;0;0
"Loon op Zand";8;34,2;0;0;0;0
"Lopik";7;48,4;1;6,9;0;0
"Loppersum";2;21;0;0;0;0
"Losser";8;35,3;0;0;0;0
"Maasdriel";7;28;0;0;0;0
"Maasgouw";6;25;0;0;0;0
"Maassluis";28;84,3;0;0;0;0
"Maastricht";42;34,5;0;0;0;0
"Medemblik";3;6,7;0;0;0;0
"Meerssen";3;15,9;0;0;0;0
"Meierijstad";15;18,5;0;0;0;0
"Meppel";2;5,9;0;0;0;0
"Middelburg (Z.)";21;43;0;0;0;0
"Midden-Delfland";14;72,4;0;0;0;0
"Midden-Drenthe";1;3;0;0;0;0
"Midden-Groningen";14;23;1;1,6;0;0
"Mill en Sint Hubert";7;64;0;0;0;0
"Moerdijk";19;51,2;0;0;0;0
"Molenlanden";9;20,5;1;2,3;0;0
"Montferland";10;27,8;1;2,8;0;0
"Montfoort";13;93,4;0;0;0;0
"Mook en Middelaar";4;51;0;0;0;0
"Neder-Betuwe";1;4,1;0;0;0;0
"Nederweert";2;11,8;0;0;0;0
"Nieuwegein";37;58,3;0;0;0;0
"Nieuwkoop";5;17,4;0;0;0;0
"Nijkerk";19;44;0;0;0;0
"Nijmegen";260;146,3;2;1,1;0;0
"Nissewaard";47;55,2;1;1,2;0;0
"Noardeast-Frysl̢n";4;8,8;0;0;0;0
"Noord-Beveland";2;27,1;0;0;0;0
"Noordenveld";5;16;0;0;0;0
"Noordoostpolder";9;19;0;0;0;0
"Noordwijk";35;80,4;0;0;0;0
"Nuenen, Gerwen en Nederwetten";9;38,5;0;0;0;0
"Nunspeet";11;39,5;0;0;0;0
"Oegstgeest";17;68,4;0;0;0;0
"Oirschot";7;37,4;0;0;0;0
"Oisterwijk";7;26,7;0;0;0;0
"Oldambt";9;23,6;0;0;0;0
"Oldebroek";3;12,7;0;0;0;0
"Oldenzaal";9;28,3;0;0;0;0
"Olst-Wijhe";2;11;0;0;0;0
"Ommen";11;61,1;0;0;0;0
"Oost Gelre";15;50,6;0;0;0;0
"Oosterhout";34;60,7;0;0;0;0
"Ooststellingwerf";0;0;0;0;0;0
"Oostzaan";2;20,5;0;0;0;0
"Opmeer";0;0;0;0;0;0
"Opsterland";4;13,5;0;0;0;0
"Oss";76;82,7;0;0;0;0
"Oude IJsselstreek";12;30,5;0;0;0;0
"Ouder-Amstel";28;199,6;0;0;0;0
"Oudewater";6;58,7;0;0;0;0
"Overbetuwe";21;43,8;0;0;0;0
"Papendrecht";16;49,8;0;0;0;0
"Peel en Maas";11;25,3;0;0;0;0
"Pekela";0;0;0;0;0;0
"Pijnacker-Nootdorp";68;122,9;3;5,4;0;0
"Purmerend";35;43,1;0;0;0;0
"Putten";9;37,3;0;0;0;0
"Raalte";9;23,9;0;0;0;0
"Reimerswaal";4;17,6;0;0;0;0
"Renkum";18;57,3;0;0;0;0
"Renswoude";0;0;0;0;0;0
"Reusel-De Mierden";11;83,9;0;0;0;0
"Rheden";14;32;0;0;0;0
"Rhenen";7;34,8;0;0;0;0
"Ridderkerk";36;77,9;0;0;0;0
"Rijssen-Holten";10;26,2;0;0;0;0
"Rijswijk (ZH.)";77;141,4;0;0;0;0
"Roerdalen";0;0;0;0;0;0
"Roermond";21;36;0;0;0;0
"Roosendaal";27;35;0;0;0;0
"Rotterdam";1131;173,7;14;2,2;0;0
"Rozendaal";0;0;0;0;0;0
"Rucphen";4;17,5;0;0;0;0
"Schagen";7;15,1;0;0;0;0
"Scherpenzeel";0;0;0;0;0;0
"Schiedam";103;130,8;0;0;0;0
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";19;56,1;0;0;0;0
"Simpelveld";2;18,9;0;0;0;0
"Sint Anthonis";3;25,7;0;0;0;0
"Sint-Michielsgestel";12;41,1;0;0;0;0
"Sittard-Geleen";19;20,6;0;0;0;0
"Sliedrecht";9;35,7;0;0;0;0
"Sluis";0;0;0;0;0;0
"Smallingerland";4;7,1;0;0;0;0
"Soest";27;57,9;0;0;0;0
"Someren";1;5,2;0;0;0;0
"Son en Breugel";6;34,6;0;0;0;0
"Stadskanaal";4;12,6;0;0;0;0
"Staphorst";4;23,3;0;0;0;0
"Stede Broec";4;18,4;0;0;0;0
"Steenbergen";2;8,2;0;0;0;0
"Steenwijkerland";7;15,9;0;0;0;0
"Stein (L.)";2;8;0;0;0;0
"Stichtse Vecht";68;104,7;0;0;0;0
"S̼dwest-Frysl̢n";15;16,7;1;1,1;0;0
"Terneuzen";6;11;0;0;0;0
"Terschelling";0;0;0;0;0;0
"Texel";2;14,7;0;0;0;0
"Teylingen";20;53,4;0;0;0;0
"Tholen";5;19,4;0;0;0;0
"Tiel";17;40,3;0;0;0;0
"Tilburg";199;90,5;1;0,5;0;0
"Tubbergen";3;14,1;0;0;0;0
"Twenterand";1;3;0;0;0;0
"Tynaarlo";5;14,8;0;0;0;0
"Tytsjerksteradiel";1;3,1;0;0;0;0
"Uden";9;21,4;0;0;0;0
"Uitgeest";8;58,5;0;0;0;0
"Uithoorn";37;125,5;0;0;0;0
"Urk";0;0;0;0;0;0
"Utrecht (gemeente)";438;122,5;4;1,1;0;0
"Utrechtse Heuvelrug";23;46,4;0;0;0;0
"Vaals";1;9,9;0;0;0;0
"Valkenburg aan de Geul";1;6,1;0;0;0;0
"Valkenswaard";20;64,1;0;0;0;0
"Veendam";8;29,2;0;0;0;0
"Veenendaal";25;37,6;0;0;0;0
"Veere";3;13,7;0;0;0;0
"Veldhoven";13;28,6;0;0;0;0
"Velsen";70;102;1;1,5;1;1,5
"Venlo";52;51,1;1;1;1;1
"Venray";18;41,3;0;0;0;0
"Vijfheerenlanden";36;63,4;0;0;0;0
"Vlaardingen";74;100,8;0;0;0;0
"Vlieland";0;0;0;0;0;0
"Vlissingen";11;24,8;0;0;0;0
"Voerendaal";1;8;0;0;0;0
"Voorschoten";23;89,9;0;0;0;0
"Voorst";1;4,1;0;0;0;0
"Vught";11;41,4;0;0;0;0
"Waadhoeke";3;6,5;0;0;0;0
"Waalre";9;51,6;0;0;0;0
"Waalwijk";30;61,7;1;2,1;0;0
"Waddinxveen";28;95,6;0;0;0;0
"Wageningen";42;105,9;0;0;0;0
"Wassenaar";26;98,8;1;3,8;0;0
"Waterland";18;103,3;0;0;0;0
"Weert";7;14;0;0;0;0
"Weesp";30;152;0;0;0;0
"West Betuwe";11;21,5;0;0;0;0
"West Maas en Waal";5;25,9;1;5,2;0;0
"Westerkwartier";6;9,5;0;0;0;0
"Westerveld";1;5,1;0;0;0;0
"Westervoort";4;26,7;0;0;0;0
"Westerwolde";2;7,8;0;0;0;0
"Westland";85;77;0;0;0;0
"Weststellingwerf";5;19,3;0;0;0;0
"Westvoorne";7;47,5;0;0;0;0
"Wierden";11;45;0;0;0;0
"Wijchen";18;43,8;0;0;0;0
"Wijdemeren";24;98,5;0;0;0;0
"Wijk bij Duurstede";9;37,6;0;0;0;0
"Winterswijk";2;6,9;0;0;0;0
"Woensdrecht";5;22,9;0;0;0;0
"Woerden";24;45,9;2;3,8;0;0
"Wormerland";4;24,6;0;0;0;0
"Woudenberg";8;59,9;0;0;0;0
"Zaanstad";150;95,7;3;1,9;1;0,6
"Zaltbommel";7;24,2;0;0;0;0
"Zandvoort";11;64,3;0;0;0;0
"Zeewolde";16;70,6;0;0;0;0
"Zeist";59;90,9;0;0;0;0
"Zevenaar";20;45,7;0;0;0;0
"Zoetermeer";143;114,1;1;0,8;0;0
"Zoeterwoude";4;46,5;0;0;0;0
"Zuidplas";54;123;0;0;0;0
"Zundert";5;22,9;0;0;0;0
"Zutphen";6;12,5;0;0;0;0
"Zwartewaterland";3;13,2;0;0;0;0
"Zwijndrecht";33;73,8;0;0;0;0
"Zwolle";56;43,5;0;0;0;0
