Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Diemen;270;877,2;2;6,5;0;0
Dinkelland;195;736,9;0;0;0;0
Doesburg;70;631,9;0;0;0;0
Doetinchem;264;455,2;1;1,7;0;0
Dongen;124;472,9;0;0;0;0
Dordrecht;752;630,4;1;0,8;6;5
Drechterland;95;481,8;0;0;0;0
Drimmelen;110;403,3;0;0;0;0
Dronten;88;211,8;3;7,2;1;2,4
Druten;82;433,3;0;0;0;0
Duiven;104;413,9;1;4;0;0
Echt-Susteren;64;202,5;1;3,2;1;3,2
Edam-Volendam;320;884,1;5;13,8;1;2,8
Ede;554;472,8;7;6;2;1,7
Eemnes;37;400,1;0;0;0;0
Eersel;127;657,6;1;5,2;0;0
Eijsden-Margraten;92;357;1;3,9;0;0
Eindhoven;1083;462;2;0,9;3;1,3
Elburg;66;285;0;0;0;0
Emmen;543;507,2;9;8,4;2;1,9
Enkhuizen;42;225,9;0;0;0;0
Enschede;800;501,1;0;0;2;1,3
Epe;91;274,3;0;0;0;0
Ermelo;53;196,2;0;0;0;0
Etten-Leur;297;676,9;2;4,6;0;0
Geertruidenberg;112;519,9;0;0;0;0
Geldrop-Mierlo;170;427,9;0;0;0;0
Gemert-Bakel;120;390,6;0;0;0;0
Gennep;44;260;0;0;0;0
Gilze en Rijen;123;465,4;0;0;0;0
Goeree-Overflakkee;193;385,6;0;0;0;0
Goes;74;194,3;1;2,6;0;0
Goirle;105;439,3;0;0;1;4,2
Gooise Meren;313;539,1;2;3,4;0;0
Gorinchem;183;494,3;0;0;0;0
Gouda;480;653,7;3;4,1;2;2,7
Grave;70;562,9;0;0;0;0
Groningen (gemeente);1041;447;1;0,4;0;0
Gulpen-Wittem;56;395,2;1;7,1;0;0
Haaksbergen;107;440,1;1;4,1;3;12,3
Haaren;63;438,4;0;0;0;0
Haarlem;797;489,3;9;5,5;2;1,2
Haarlemmermeer;947;607;9;5,8;5;3,2
Halderberge;191;630,7;7;23,1;1;3,3
Hardenberg;222;364,2;0;0;0;0
Harderwijk;190;392,4;2;4,1;0;0
Hardinxveld-Giessendam;102;557,5;0;0;0;0
Harlingen;36;229;0;0;0;0
Hattem;35;286,7;0;0;0;0
Heemskerk;193;492,6;2;5,1;1;2,6
Heemstede;91;334,1;2;7,3;2;7,3
Heerde;31;166,8;0;0;0;0
Heerenveen;121;239,6;2;4;1;2
Heerhugowaard;163;283;1;1,7;0;0
Heerlen;147;168,8;1;1,1;0;0
Heeze-Leende;101;625,3;1;6,2;0;0
Heiloo;86;358,8;1;4,2;0;0
Hellendoorn;160;445,5;5;13,9;1;2,8
Hellevoetsluis;183;455,9;1;2,5;0;0
Helmond;630;681,6;3;3,2;0;0
Hendrik-Ido-Ambacht;203;650,6;0;0;0;0
Hengelo (O.);477;587,9;3;3,7;3;3,7
Het Hogeland;112;234,3;0;0;1;2,1
Heumen;102;619,9;0;0;2;12,2
Heusden;224;501,2;2;4,5;1;2,2
Hillegom;108;486,3;0;0;0;0
Hilvarenbeek;55;354,4;1;6,4;1;6,4
Hilversum;404;444,8;0;0;1;1,1
Hoeksche Waard;505;577,8;2;2,3;2;2,3
Hof van Twente;170;485,5;0;0;1;2,9
Hollands Kroon;129;266,4;0;0;0;0
Hoogeveen;214;384,2;3;5,4;2;3,6
Hoorn;272;371,3;2;2,7;0;0
Horst aan de Maas;205;483,2;0;0;1;2,4
Houten;244;486,6;3;6;1;2
Huizen;250;605,7;1;2,4;0;0
Hulst;77;279,4;1;3,6;0;0
IJsselstein;232;680,2;2;5,9;0;0
Kaag en Braassem;170;622,8;0;0;0;0
Kampen;106;195,1;0;0;0;0
Kapelle;27;212,7;0;0;0;0
Katwijk;530;806;4;6,1;2;3
Kerkrade;111;242,6;2;4,4;1;2,2
Koggenland;55;241,8;0;0;0;0
Krimpen aan den IJssel;233;789,1;0;0;0;0
Krimpenerwaard;347;616,1;2;3,6;1;1,8
Laarbeek;100;444;0;0;0;0
Landerd;112;712;0;0;0;0
Landgraaf;59;157,6;0;0;0;0
Landsmeer;49;426,4;2;17,4;0;0
Langedijk;101;358,6;1;3,6;3;10,7
Lansingerland;404;647,6;0;0;0;0
Laren (NH.);48;425,5;1;8,9;1;8,9
Leeuwarden;414;333,6;3;2,4;2;1,6
Leiden;803;641,9;2;1,6;2;1,6
Leiderdorp;206;761,4;1;3,7;0;0
Leidschendam-Voorburg;402;525,3;1;1,3;4;5,2
Lelystad;252;320,6;5;6,4;0;0
Leudal;102;284,3;0;0;0;0
Leusden;139;457,2;1;3,3;1;3,3
Lingewaard;216;463,5;2;4,3;0;0
Lisse;139;605,5;1;4,4;0;0
Lochem;123;364,7;0;0;0;0
Loon op Zand;117;499,8;0;0;7;29,9
Lopik;78;539,2;2;13,8;0;0
Loppersum;11;115,3;0;0;0;0
Losser;106;467,3;0;0;2;8,8
Maasdriel;129;515,4;0;0;1;4
Maasgouw;50;208,6;0;0;0;0
Maassluis;252;758,7;1;3;0;0
Maastricht;259;213;0;0;0;0
Medemblik;149;330,4;0;0;0;0
Meerssen;31;164,6;0;0;0;0
Meierijstad;347;427,4;0;0;0;0
Meppel;74;218,2;0;0;0;0
Middelburg (Z.);60;122,9;0;0;0;0
Midden-Delfland;126;651,5;0;0;0;0
Midden-Drenthe;122;367,6;0;0;0;0
Midden-Groningen;148;243,4;2;3,3;0;0
Mill en Sint Hubert;81;740,5;0;0;0;0
Moerdijk;228;614,1;1;2,7;0;0
Molenlanden;213;485,1;0;0;0;0
Montferland;143;397,1;2;5,6;0;0
Montfoort;62;445,5;0;0;0;0
Mook en Middelaar;38;484,3;0;0;0;0
Neder-Betuwe;156;640,9;1;4,1;1;4,1
Nederweert;60;352,5;2;11,8;0;0
Nieuwegein;350;551,5;4;6,3;0;0
Nieuwkoop;139;482,5;2;6,9;0;0
Nijkerk;255;590,7;1;2,3;1;2,3
Nijmegen;787;443;11;6,2;2;1,1
Nissewaard;560;657,1;2;2,3;0;0
Noardeast-Frysl̢n;60;132,7;0;0;0;0
Noord-Beveland;18;243,5;0;0;0;0
Noordenveld;72;230,4;2;6,4;1;3,2
Noordoostpolder;155;327,8;1;2,1;1;2,1
Noordwijk;243;558,5;3;6,9;1;2,3
Nuenen, Gerwen en Nederwetten;110;470,4;1;4,3;1;4,3
Nunspeet;78;280,1;2;7,2;0;0
Oegstgeest;141;567,6;1;4;0;0
Oirschot;123;657,3;3;16;0;0
Oisterwijk;113;430,6;2;7,6;0;0
Oldambt;72;188,4;1;2,6;0;0
Oldebroek;43;181,8;0;0;0;0
Oldenzaal;243;763,3;1;3,1;4;12,6
Olst-Wijhe;63;345,2;0;0;0;0
Ommen;30;166,6;0;0;0;0
Oost Gelre;188;634,6;1;3,4;3;10,1
Oosterhout;299;534,1;1;1,8;0;0
Ooststellingwerf;60;235,6;2;7,9;0;0
Oostzaan;99;1016,9;0;0;0;0
Opmeer;21;177,4;0;0;0;0
Opsterland;73;245,5;0;0;0;0
Oss;542;589,7;2;2,2;2;2,2
Oude IJsselstreek;125;317,4;2;5,1;0;0
Ouder-Amstel;115;819,9;1;7,1;0;0
Oudewater;59;576,7;1;9,8;0;0
Overbetuwe;172;359;3;6,3;0;0
Papendrecht;152;473;0;0;1;3,1
Peel en Maas;225;518,1;0;0;0;0
Pekela;35;287;1;8,2;0;0
Pijnacker-Nootdorp;374;676,2;0;0;1;1,8
Purmerend;404;497,2;1;1,2;1;1,2
Putten;72;298,6;0;0;0;0
Raalte;159;421,6;0;0;1;2,7
Reimerswaal;83;365,2;1;4,4;0;0
Renkum;143;455,1;0;0;3;9,5
Renswoude;19;349;0;0;0;0
Reusel-De Mierden;118;899,9;1;7,6;0;0
Rheden;133;303,9;1;2,3;0;0
Rhenen;144;715,7;0;0;0;0
Ridderkerk;365;790,2;1;2,2;0;0
Rijssen-Holten;114;298,6;0;0;0;0
Rijswijk (ZH.);386;708,9;4;7,3;3;5,5
Roerdalen;29;141;0;0;0;0
Roermond;149;255,8;1;1,7;1;1,7
Roosendaal;521;674,4;4;5,2;1;1,3
Rotterdam;5272;809,6;36;5,5;11;1,7
Rozendaal;3;176,1;0;0;0;0
Rucphen;182;795,5;1;4,4;0;0
S̼dwest-Frysl̢n;332;368,9;1;1,1;0;0
Schagen;153;329,2;0;0;0;0
Scherpenzeel;40;404,9;0;0;0;0
Schiedam;601;763,4;2;2,5;0;0
Schiermonnikoog;1;105,6;1;105,6;0;0
Schouwen-Duiveland;91;268,9;0;0;4;11,8
's-Gravenhage (gemeente);3935;720,9;42;7,7;18;3,3
's-Hertogenbosch;780;502,9;1;0,6;2;1,3
Simpelveld;12;113,7;0;0;0;0
Sint Anthonis;63;540,1;1;8,6;0;0
Sint-Michielsgestel;146;499,9;1;3,4;0;0
Sittard-Geleen;198;214,2;2;2,2;1;1,1
Sliedrecht;112;444,1;0;0;0;0
Sluis;17;73,2;0;0;0;0
Smallingerland;155;276;3;5,3;0;0
Soest;359;770,3;6;12,9;1;2,1
Someren;66;340,8;0;0;0;0
Son en Breugel;72;415,7;0;0;0;0
Stadskanaal;78;246,2;1;3,2;0;0
Staphorst;120;699,9;0;0;0;0
Stede Broec;53;243,9;1;4,6;0;0
Steenbergen;152;622,5;4;16,4;0;0
Steenwijkerland;110;249,3;0;0;0;0
Stein (L.);45;179,9;1;4;0;0
Stichtse Vecht;368;566,8;4;6,2;0;0
Terneuzen;121;222,3;0;0;0;0
Terschelling;33;675,1;1;20,5;0;0
Texel;24;176,8;0;0;0;0
Teylingen;212;566,2;0;0;2;5,3
Tholen;84;326,1;0;0;2;7,8
Tiel;226;536,1;2;4,7;1;2,4
Tilburg;925;420,9;2;0,9;4;1,8
Tubbergen;246;1156,3;0;0;1;4,7
Twenterand;134;397,1;0;0;0;0
Tynaarlo;105;309,9;2;5,9;0;0
Tytsjerksteradiel;73;227,8;1;3,1;0;0
Uden;148;351,4;0;0;0;0
Uitgeest;74;541,5;0;0;0;0
Uithoorn;174;590,3;3;10,2;0;0
Urk;23;109,4;0;0;0;0
Utrecht (gemeente);3095;865,5;14;3,9;1;0,3
Utrechtse Heuvelrug;330;665,6;1;2;0;0
Vaals;18;178,1;0;0;0;0
Valkenburg aan de Geul;58;354,4;0;0;0;0
Valkenswaard;176;564,2;0;0;0;0
Veendam;60;219,1;0;0;0;0
Veenendaal;491;738,4;1;1,5;0;0
Veere;32;146,3;2;9,1;0;0
Veldhoven;270;593,9;0;0;0;0
Velsen;280;407,9;6;8,7;0;0
Venlo;518;508,8;2;2;1;1
Venray;237;543,4;1;2,3;1;2,3
Vijfheerenlanden;293;515,7;3;5,3;0;0
Vlaardingen;588;801,1;2;2,7;0;0
Vlieland;4;346,3;0;0;0;0
Vlissingen;79;178,1;0;0;0;0
Voerendaal;20;160,3;0;0;0;0
Voorschoten;124;484,5;1;3,9;0;0
Voorst;61;248,5;0;0;0;0
Vught;125;470,7;0;0;0;0
Waadhoeke;134;290,7;0;0;1;2,2
Waalre;88;504,1;0;0;0;0
Waalwijk;240;493,5;2;4,1;0;0
Waddinxveen;169;577;3;10,2;0;0
Wageningen;190;479;0;0;7;17,6
Wassenaar;137;520,8;0;0;0;0
Waterland;130;746,1;1;5,7;0;0
Weert;205;409,1;1;2;0;0
Weesp;108;547,2;0;0;1;5,1
West Betuwe;243;475,3;5;9,8;3;5,9
West Maas en Waal;78;403,6;2;10,3;0;0
Westerkwartier;174;274,8;3;4,7;0;0
Westerveld;28;143,9;0;0;0;0
Westervoort;40;267,2;0;0;0;0
Westerwolde;82;318,7;3;11,7;0;0
Westland;714;646,9;2;1,8;0;0
Weststellingwerf;63;243,1;0;0;0;0
Westvoorne;112;760,3;0;0;0;0
Wierden;155;634,1;0;0;0;0
Wijchen;172;418,4;3;7,3;1;2,4
Wijdemeren;137;562,4;1;4,1;0;0
Wijk bij Duurstede;114;476,7;1;4,2;1;4,2
Winterswijk;85;294,6;0;0;0;0
Woensdrecht;144;658,3;0;0;2;9,1
Woerden;292;558,3;4;7,6;1;1,9
Wormerland;113;694,5;1;6,1;4;24,6
Woudenberg;68;508,9;0;0;0;0
Zaanstad;1035;660,1;8;5,1;2;1,3
Zaltbommel;144;498,6;2;6,9;1;3,5
Zandvoort;55;321,3;0;0;0;0
Zeewolde;67;295,8;1;4,4;0;0
Zeist;389;599,3;2;3,1;0;0
Zevenaar;134;306,3;3;6,9;0;0
Zoetermeer;714;569,9;1;0,8;0;0
Zoeterwoude;52;604,3;1;11,6;0;0
Zuidplas;276;628,9;1;2,3;0;0
Zundert;140;641,3;0;0;0;0
Zutphen;138;287,9;1;2,1;0;0
Zwartewaterland;83;365,9;0;0;1;4,4
Zwijndrecht;303;677,3;0;0;2;4,5
Zwolle;385;298,8;0;0;0;0
