Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Aa en Hunze;0;0;0;0;0;0
Aalsmeer;21;65,9;0;0;0;0
Aalten;7;25,8;0;0;0;0
Achtkarspelen;0;0;0;0;0;0
Alblasserdam;9;44,6;0;0;0;0
Albrandswaard;15;58,6;0;0;0;0
Alkmaar;27;24,7;0;0;0;0
Almelo;15;20,5;1;1,4;0;0
Almere;138;65,1;2;0,9;0;0
Alphen aan den Rijn;47;42;0;0;0;0
Alphen-Chaam;4;39,2;0;0;0;0
Altena;8;14,3;0;0;0;0
Ameland;0;0;0;0;0;0
Amersfoort;82;52,1;1;0,6;1;0,6
Amstelveen;67;73,1;0;0;0;0
Amsterdam;1401;160,5;10;1,1;2;0,2
Apeldoorn;22;13,4;0;0;0;0
Appingedam;1;8,6;0;0;0;0
Arnhem;74;45,9;0;0;1;0,6
Assen;6;8,7;0;0;0;0
Asten;4;23,9;0;0;0;0
Baarle-Nassau;3;43,7;0;0;0;0
Baarn;9;36,2;0;0;0;0
Barendrecht;35;71,8;0;0;0;0
Barneveld;14;23,7;0;0;0;0
Beek (L.);2;12,6;0;0;0;0
Beekdaelen;6;16,7;0;0;0;0
Beemster;0;0;0;0;0;0
Beesel;0;0;0;0;0;0
Berg en Dal;6;17,1;0;0;0;0
Bergeijk;20;107,3;0;0;0;0
Bergen (L.);2;15,3;0;0;0;0
Bergen (NH.);6;20,1;0;0;0;0
Bergen op Zoom;12;17,8;0;0;0;0
Berkelland;6;13,7;1;2,3;0;0
Bernheze;11;35,2;0;0;0;0
Best;19;63,4;0;0;0;0
Beuningen;5;19,3;0;0;0;0
Beverwijk;24;57,7;0;0;0;0
Bladel;5;24,5;0;0;0;0
Blaricum;9;78;0;0;0;0
Bloemendaal;11;46,7;0;0;0;0
Bodegraven-Reeuwijk;10;28,7;0;0;0;0
Boekel;3;27,8;0;0;0;0
Borger-Odoorn;0;0;0;0;0;0
Borne;0;0;0;0;0;0
Borsele;4;17,6;0;0;0;0
Boxmeer;5;17;0;0;0;0
Boxtel;12;39;0;0;0;0
Breda;78;42,4;1;0,5;0;0
Brielle;1;5,8;0;0;0;0
Bronckhorst;4;11,1;0;0;0;0
Brummen;1;4,8;0;0;0;0
Brunssum;9;32,3;0;0;0;0
Bunnik;8;52,7;0;0;0;0
Bunschoten;18;82,3;0;0;0;0
Buren;4;15;0;0;0;0
Capelle aan den IJssel;36;53,6;0;0;3;4,5
Castricum;8;22,2;0;0;0;0
Coevorden;0;0;0;0;0;0
Cranendonck;1;4,7;0;0;0;0
Cuijk;5;19,9;0;0;0;0
Culemborg;10;34,5;0;0;0;0
Dalfsen;6;21;0;0;0;0
Dantumadiel;0;0;0;0;0;0
De Bilt;16;37,1;0;0;0;0
De Fryske Marren;0;0;0;0;0;0
De Ronde Venen;22;49,5;0;0;0;0
De Wolden;3;12,3;0;0;0;0
Delft;144;139;0;0;0;0
Delfzijl;6;24,3;0;0;0;0
Den Helder;7;12,4;0;0;0;0
Deurne;23;70,8;0;0;0;0
Deventer;17;16,9;0;0;0;0
Diemen;38;123,5;0;0;0;0
Dinkelland;1;3,8;0;0;0;0
Doesburg;5;45,1;0;0;0;0
Doetinchem;15;25,9;0;0;0;0
Dongen;3;11,4;0;0;0;0
Dordrecht;80;67,1;0;0;0;0
Drechterland;3;15,2;0;0;0;0
Drimmelen;3;11;0;0;0;0
Dronten;1;2,4;0;0;0;0
Druten;5;26,4;0;0;0;0
Duiven;2;8;0;0;0;0
Echt-Susteren;3;9,5;0;0;0;0
Edam-Volendam;10;27,6;0;0;0;0
Ede;59;50,4;1;0,9;0;0
Eemnes;8;86,5;0;0;0;0
Eersel;20;103,6;0;0;0;0
Eijsden-Margraten;2;7,8;0;0;0;0
Eindhoven;117;49,9;0;0;0;0
Elburg;3;13;0;0;0;0
Emmen;5;4,7;0;0;0;0
Enkhuizen;1;5,4;0;0;0;0
Enschede;26;16,3;0;0;0;0
Epe;3;9;0;0;0;0
Ermelo;12;44,4;0;0;0;0
Etten-Leur;6;13,7;0;0;0;0
Geertruidenberg;6;27,8;0;0;0;0
Geldrop-Mierlo;3;7,6;0;0;0;0
Gemert-Bakel;13;42,3;0;0;0;0
Gennep;6;35,5;0;0;0;0
Gilze en Rijen;11;41,6;0;0;0;0
Goeree-Overflakkee;15;30;0;0;0;0
Goes;9;23,6;0;0;0;0
Goirle;9;37,7;0;0;0;0
Gooise Meren;25;43,1;0;0;0;0
Gorinchem;19;51,3;0;0;1;2,7
Gouda;45;61,3;0;0;1;1,4
Grave;0;0;0;0;0;0
Groningen (gemeente);53;22,8;0;0;0;0
Gulpen-Wittem;0;0;0;0;0;0
Haaksbergen;0;0;0;0;0;0
Haaren;3;20,9;0;0;0;0
Haarlem;81;49,7;3;1,8;1;0,6
Haarlemmermeer;80;51,3;1;0,6;0;0
Halderberge;10;33;0;0;1;3,3
Hardenberg;1;1,6;0;0;0;0
Harderwijk;18;37,2;0;0;0;0
Hardinxveld-Giessendam;6;32,8;0;0;0;0
Harlingen;1;6,4;0;0;0;0
Hattem;2;16,4;0;0;0;0
Heemskerk;8;20,4;1;2,6;0;0
Heemstede;10;36,7;0;0;0;0
Heerde;6;32,3;0;0;0;0
Heerenveen;10;19,8;0;0;0;0
Heerhugowaard;26;45,1;0;0;0;0
Heerlen;34;39;0;0;0;0
Heeze-Leende;1;6,2;0;0;0;0
Heiloo;2;8,3;0;0;0;0
Hellendoorn;0;0;0;0;0;0
Hellevoetsluis;7;17,4;0;0;0;0
Helmond;36;39;0;0;1;1,1
Hendrik-Ido-Ambacht;18;57,7;1;3,2;0;0
Hengelo (O.);12;14,8;0;0;0;0
Het Hogeland;3;6,3;0;0;0;0
Heumen;4;24,3;0;0;0;0
Heusden;9;20,1;0;0;0;0
Hillegom;10;45;0;0;0;0
Hilvarenbeek;8;51,6;0;0;0;0
Hilversum;48;52,8;0;0;0;0
Hoeksche Waard;64;73,2;0;0;0;0
Hof van Twente;1;2,9;0;0;0;0
Hollands Kroon;10;20,6;0;0;0;0
Hoogeveen;0;0;0;0;0;0
Hoorn;28;38,2;0;0;0;0
Horst aan de Maas;4;9,4;0;0;0;0
Houten;19;37,9;0;0;0;0
Huizen;33;80;0;0;0;0
Hulst;6;21,8;0;0;0;0
IJsselstein;9;26,4;0;0;0;0
Kaag en Braassem;5;18,3;0;0;0;0
Kampen;13;23,9;0;0;0;0
Kapelle;1;7,9;0;0;0;0
Katwijk;7;10,6;1;1,5;0;0
Kerkrade;3;6,6;0;0;0;0
Koggenland;15;65,9;0;0;0;0
Krimpen aan den IJssel;12;40,6;0;0;0;0
Krimpenerwaard;23;40,8;0;0;0;0
Laarbeek;8;35,5;0;0;0;0
Landerd;3;19,1;0;0;0;0
Landgraaf;3;8;0;0;0;0
Landsmeer;7;60,9;0;0;0;0
Langedijk;9;32;0;0;0;0
Lansingerland;16;25,6;0;0;0;0
Laren (NH.);2;17,7;0;0;0;0
Leeuwarden;15;12,1;1;0,8;0;0
Leiden;85;67,9;1;0,8;0;0
Leiderdorp;4;14,8;0;0;0;0
Leidschendam-Voorburg;70;91,5;0;0;0;0
Lelystad;21;26,7;0;0;1;1,3
Leudal;4;11,1;0;0;0;0
Leusden;11;36,2;0;0;0;0
Lingewaard;10;21,5;0;0;0;0
Lisse;6;26,1;0;0;0;0
Lochem;0;0;0;0;0;0
Loon op Zand;7;29,9;0;0;0;0
Lopik;0;0;0;0;0;0
Loppersum;0;0;0;0;0;0
Losser;2;8,8;0;0;0;0
Maasdriel;2;8;0;0;0;0
Maasgouw;7;29,2;1;4,2;0;0
Maassluis;24;72,3;0;0;0;0
Maastricht;60;49,4;0;0;0;0
Medemblik;4;8,9;0;0;0;0
Meerssen;2;10,6;0;0;0;0
Meierijstad;25;30,8;0;0;0;0
Meppel;0;0;0;0;0;0
Middelburg (Z.);12;24,6;0;0;0;0
Midden-Delfland;10;51,7;0;0;0;0
Midden-Drenthe;0;0;0;0;0;0
Midden-Groningen;7;11,5;1;1,6;0;0
Mill en Sint Hubert;5;45,7;0;0;0;0
Moerdijk;7;18,9;0;0;0;0
Molenlanden;6;13,7;0;0;0;0
Montferland;4;11,1;0;0;0;0
Montfoort;25;179,6;0;0;0;0
Mook en Middelaar;4;51;0;0;0;0
Neder-Betuwe;2;8,2;0;0;0;0
Nederweert;2;11,8;0;0;0;0
Nieuwegein;24;37,8;0;0;0;0
Nieuwkoop;4;13,9;0;0;0;0
Nijkerk;19;44;0;0;0;0
Nijmegen;104;58,5;0;0;1;0,6
Nissewaard;23;27;0;0;0;0
Noardeast-Fryslân;2;4,4;0;0;0;0
Noord-Beveland;2;27,1;0;0;0;0
Noordenveld;5;16;0;0;0;0
Noordoostpolder;5;10,6;0;0;0;0
Noordwijk;13;29,9;0;0;0;0
Nuenen, Gerwen en Nederwetten;5;21,4;0;0;0;0
Nunspeet;5;18;0;0;0;0
Oegstgeest;11;44,3;0;0;0;0
Oirschot;2;10,7;0;0;0;0
Oisterwijk;5;19,1;0;0;0;0
Oldambt;1;2,6;0;0;0;0
Oldebroek;4;16,9;0;0;0;0
Oldenzaal;1;3,1;0;0;0;0
Olst-Wijhe;1;5,5;0;0;0;0
Ommen;9;50;0;0;0;0
Oost Gelre;3;10,1;0;0;0;0
Oosterhout;21;37,5;0;0;0;0
Ooststellingwerf;2;7,9;0;0;0;0
Oostzaan;3;30,8;0;0;0;0
Opmeer;1;8,4;0;0;0;0
Opsterland;3;10,1;0;0;0;0
Oss;56;60,9;0;0;0;0
Oude IJsselstreek;30;76,2;0;0;0;0
Ouder-Amstel;20;142,6;0;0;0;0
Oudewater;6;58,7;0;0;0;0
Overbetuwe;9;18,8;0;0;0;0
Papendrecht;11;34,2;0;0;0;0
Peel en Maas;11;25,3;0;0;0;0
Pekela;0;0;0;0;0;0
Pijnacker-Nootdorp;25;45,2;0;0;0;0
Purmerend;30;36,9;1;1,2;0;0
Putten;3;12,4;0;0;0;0
Raalte;12;31,8;0;0;0;0
Reimerswaal;1;4,4;0;0;0;0
Renkum;6;19,1;0;0;0;0
Renswoude;2;36,7;0;0;0;0
Reusel-De Mierden;4;30,5;0;0;0;0
Rheden;4;9,1;0;0;0;0
Rhenen;2;9,9;0;0;0;0
Ridderkerk;18;39;0;0;0;0
Rijssen-Holten;3;7,9;0;0;0;0
Rijswijk (ZH.);43;79;1;1,8;2;3,7
Roerdalen;1;4,9;0;0;0;0
Roermond;11;18,9;0;0;0;0
Roosendaal;22;28,5;0;0;0;0
Rotterdam;825;126,7;6;0,9;1;0,2
Rozendaal;0;0;0;0;0;0
Rucphen;5;21,9;0;0;0;0
Schagen;5;10,8;0;0;0;0
Scherpenzeel;0;0;0;0;0;0
Schiedam;68;86,4;0;0;0;0
Schiermonnikoog;0;0;0;0;0;0
Schouwen-Duiveland;12;35,5;0;0;0;0
's-Gravenhage (gemeente);799;146,4;3;0,5;1;0,2
's-Hertogenbosch;58;37,4;0;0;1;0,6
Simpelveld;0;0;0;0;0;0
Sint Anthonis;2;17,1;0;0;0;0
Sint-Michielsgestel;11;37,7;0;0;0;0
Sittard-Geleen;18;19,5;0;0;0;0
Sliedrecht;7;27,8;0;0;0;0
Sluis;1;4,3;0;0;0;0
Smallingerland;2;3,6;0;0;0;0
Soest;15;32,2;0;0;0;0
Someren;1;5,2;0;0;0;0
Son en Breugel;6;34,6;0;0;0;0
Stadskanaal;1;3,2;0;0;0;0
Staphorst;2;11,7;0;0;0;0
Stede Broec;1;4,6;0;0;0;0
Steenbergen;2;8,2;0;0;0;0
Steenwijkerland;4;9,1;0;0;0;0
Stein (L.);3;12;0;0;0;0
Stichtse Vecht;43;66,2;0;0;0;0
Súdwest-Fryslân;7;7,8;0;0;0;0
Terneuzen;10;18,4;0;0;0;0
Terschelling;0;0;0;0;0;0
Texel;1;7,4;0;0;0;0
Teylingen;5;13,4;0;0;0;0
Tholen;3;11,6;0;0;0;0
Tiel;9;21,3;0;0;0;0
Tilburg;191;86,9;1;0,5;1;0,5
Tubbergen;4;18,8;0;0;0;0
Twenterand;1;3;0;0;0;0
Tynaarlo;2;5,9;0;0;0;0
Tytsjerksteradiel;3;9,4;0;0;0;0
Uden;7;16,6;0;0;0;0
Uitgeest;3;22;0;0;0;0
Uithoorn;21;71,2;1;3,4;0;0
Urk;0;0;0;0;0;0
Utrecht (gemeente);323;90,3;3;0,8;1;0,3
Utrechtse Heuvelrug;15;30,3;0;0;0;0
Vaals;1;9,9;0;0;0;0
Valkenburg aan de Geul;0;0;0;0;0;0
Valkenswaard;11;35,3;0;0;0;0
Veendam;5;18,3;0;0;0;0
Veenendaal;28;42,1;0;0;0;0
Veere;0;0;0;0;0;0
Veldhoven;9;19,8;0;0;0;0
Velsen;30;43,7;0;0;0;0
Venlo;45;44,2;1;1;1;1
Venray;14;32,1;0;0;0;0
Vijfheerenlanden;19;33,4;0;0;0;0
Vlaardingen;49;66,8;0;0;0;0
Vlieland;0;0;0;0;0;0
Vlissingen;7;15,8;0;0;0;0
Voerendaal;0;0;0;0;0;0
Voorschoten;11;43;0;0;0;0
Voorst;2;8,1;0;0;0;0
Vught;11;41,4;0;0;0;0
Waadhoeke;4;8,7;0;0;0;0
Waalre;8;45,8;0;0;0;0
Waalwijk;14;28,8;1;2,1;0;0
Waddinxveen;16;54,6;0;0;0;0
Wageningen;27;68,1;0;0;0;0
Wassenaar;14;53,2;0;0;0;0
Waterland;10;57,4;0;0;0;0
Weert;6;12;0;0;0;0
Weesp;14;70,9;0;0;0;0
West Betuwe;6;11,7;0;0;0;0
West Maas en Waal;5;25,9;0;0;0;0
Westerkwartier;3;4,7;0;0;0;0
Westerveld;0;0;0;0;0;0
Westervoort;3;20;0;0;0;0
Westerwolde;3;11,7;0;0;0;0
Westland;57;51,6;0;0;0;0
Weststellingwerf;1;3,9;0;0;0;0
Westvoorne;0;0;0;0;0;0
Wierden;2;8,2;0;0;0;0
Wijchen;3;7,3;0;0;0;0
Wijdemeren;11;45,2;0;0;0;0
Wijk bij Duurstede;6;25,1;0;0;0;0
Winterswijk;4;13,9;0;0;0;0
Woensdrecht;3;13,7;1;4,6;0;0
Woerden;14;26,8;0;0;0;0
Wormerland;1;6,1;0;0;0;0
Woudenberg;2;15;0;0;0;0
Zaanstad;72;45,9;1;0,6;2;1,3
Zaltbommel;4;13,8;0;0;0;0
Zandvoort;12;70,1;0;0;0;0
Zeewolde;8;35,3;0;0;0;0
Zeist;35;53,9;0;0;0;0
Zevenaar;7;16;0;0;0;0
Zoetermeer;79;63,1;0;0;0;0
Zoeterwoude;3;34,9;0;0;0;0
Zuidplas;34;77,5;0;0;0;0
Zundert;3;13,7;0;0;0;0
Zutphen;6;12,5;0;0;0;0
Zwartewaterland;1;4,4;0;0;0;0
Zwijndrecht;17;38;0;0;0;0
Zwolle;31;24,1;0;0;0;0
