Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Aa en Hunze;41;161,1;0;0;0;0
Aalsmeer;109;342,1;1;3,1;1;3,1
Aalten;31;114,3;0;0;0;0
Achtkarspelen;28;100,6;0;0;0;0
Alblasserdam;95;471,1;0;0;0;0
Albrandswaard;109;425,9;2;7,8;0;0
Alkmaar;171;156,3;1;0,9;0;0
Almelo;155;212;3;4,1;0;0
Almere;458;216,1;4;1,9;1;0,5
Alphen aan den Rijn;302;269,9;3;2,7;0;0
Alphen-Chaam;9;88,2;0;0;0;0
Altena;111;198,3;1;1,8;0;0
Ameland;10;269,1;0;0;0;0
Amersfoort;392;249,2;7;4,5;0;0
Amstelveen;344;375,2;4;4,4;3;3,3
Amsterdam;4773;546,9;59;6,8;3;0,3
Apeldoorn;275;167,9;3;1,8;0;0
Appingedam;10;85,9;1;8,6;0;0
Arnhem;235;145,6;3;1,9;1;0,6
Assen;70;102;0;0;0;0
Asten;26;155,5;0;0;0;0
Baarle-Nassau;7;102,1;0;0;0;0
Baarn;48;193;0;0;0;0
Barendrecht;196;402,3;0;0;0;0
Barneveld;73;123,6;1;1,7;0;0
Beek (L.);11;69,3;0;0;0;0
Beekdaelen;32;89;0;0;0;0
Beemster;20;199,6;0;0;0;0
Beesel;9;66,8;0;0;0;0
Berg en Dal;96;274,3;1;2,9;3;8,6
Bergeijk;52;279;0;0;0;0
Bergen (L.);26;198,7;0;0;0;0
Bergen (NH.);91;305;2;6,7;1;3,4
Bergen op Zoom;204;302,2;4;5,9;0;0
Berkelland;74;169,2;0;0;0;0
Bernheze;50;160,1;0;0;0;0
Best;41;136,7;0;0;0;0
Beuningen;70;270,4;0;0;0;0
Beverwijk;107;257,1;0;0;1;2,4
Bladel;162;794,5;0;0;1;4,9
Blaricum;20;173,3;0;0;0;0
Bloemendaal;55;233,3;0;0;0;0
Bodegraven-Reeuwijk;75;215,1;1;2,9;3;8,6
Boekel;9;83,4;0;0;0;0
Borger-Odoorn;34;133;0;0;1;3,9
Borne;26;111,5;0;0;0;0
Borsele;21;92,4;0;0;0;0
Boxmeer;44;149,8;0;0;1;3,4
Boxtel;34;110,4;0;0;0;0
Breda;348;189,1;4;2,2;2;1,1
Brielle;43;249;0;0;0;0
Bronckhorst;55;152,5;0;0;0;0
Brummen;36;173,7;0;0;0;0
Brunssum;31;111,4;0;0;0;0
Bunnik;32;210,7;0;0;0;0
Bunschoten;38;173,8;2;9,1;0;0
Buren;36;134,6;2;7,5;0;0
Capelle aan den IJssel;219;326,3;1;1,5;1;1,5
Castricum;52;144,5;1;2,8;1;2,8
Coevorden;29;82,2;0;0;0;0
Cranendonck;59;279,1;0;0;0;0
Cuijk;33;131,3;0;0;0;0
Culemborg;70;241,8;0;0;0;0
Dalfsen;59;206,4;0;0;0;0
Dantumadiel;30;158,5;0;0;0;0
De Bilt;118;273,5;1;2,3;0;0
De Fryske Marren;62;120,2;1;1,9;0;0
De Ronde Venen;143;321,7;1;2,2;0;0
De Wolden;14;57,5;0;0;0;0
Delft;379;365,8;1;1;0;0
Delfzijl;8;32,4;0;0;0;0
Den Helder;43;76,4;0;0;0;0
Deurne;60;184,8;0;0;0;0
Deventer;179;177,7;1;1;1;1
Diemen;185;601;3;9,7;0;0
Dinkelland;55;207,9;0;0;0;0
Doesburg;22;198,6;0;0;0;0
Doetinchem;101;174,1;0;0;0;0
Dongen;43;164;1;3,8;0;0
Dordrecht;292;244,8;0;0;2;1,7
Drechterland;14;71;0;0;0;0
Drimmelen;37;135,7;0;0;1;3,7
Dronten;30;72,2;2;4,8;1;2,4
Druten;14;74;0;0;0;0
Duiven;53;210,9;1;4;0;0
Echt-Susteren;9;28,5;1;3,2;0;0
Edam-Volendam;151;417,2;3;8,3;0;0
Ede;265;226,2;2;1,7;1;0,9
Eemnes;18;194,7;0;0;0;0
Eersel;63;326,2;0;0;0;0
Eijsden-Margraten;28;108,7;0;0;0;0
Eindhoven;520;221,8;0;0;1;0,4
