Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Aa en Hunze;7;27,5;0;0;0;0
Aalsmeer;33;103,6;0;0;0;0
Aalten;17;62,7;0;0;0;0
Achtkarspelen;6;21,5;0;0;0;0
Alblasserdam;33;163,6;0;0;1;5
Albrandswaard;33;129;0;0;0;0
Alkmaar;78;71,3;2;1,8;0;0
Almelo;44;60,2;0;0;0;0
Almere;252;118,9;3;1,4;1;0,5
Alphen aan den Rijn;155;138,5;2;1,8;0;0
Alphen-Chaam;8;78,4;0;0;0;0
Altena;9;16,1;0;0;0;0
Ameland;0;0;0;0;0;0
Amersfoort;158;100,5;5;3,2;1;0,6
Amstelveen;203;221,4;1;1,1;2;2,2
Amsterdam;3211;367,9;30;3,4;3;0,3
Apeldoorn;86;52,5;3;1,8;1;0,6
Appingedam;5;42,9;0;0;0;0
Arnhem;134;83,1;0;0;0;0
Assen;24;35;0;0;0;0
Asten;6;35,9;0;0;0;0
Baarle-Nassau;0;0;0;0;0;0
Baarn;18;72,4;0;0;0;0
Barendrecht;105;215,5;0;0;0;0
Barneveld;17;28,8;0;0;1;1,7
Beek (L.);2;12,6;0;0;0;0
Beekdaelen;15;41,7;0;0;0;0
Beemster;8;79,8;0;0;0;0
Beesel;1;7,4;0;0;0;0
Berg en Dal;28;80;2;5,7;0;0
Bergeijk;58;311,2;0;0;0;0
Bergen (L.);6;45,9;0;0;0;0
Bergen (NH.);22;73,7;1;3,4;0;0
Bergen op Zoom;66;97,8;1;1,5;0;0
Berkelland;17;38,9;0;0;0;0
Bernheze;22;70,4;0;0;0;0
Best;12;40;0;0;0;0
Beuningen;30;115,9;0;0;0;0
Beverwijk;46;110,5;0;0;0;0
Bladel;21;103;0;0;0;0
Blaricum;8;69,3;0;0;0;0
Bloemendaal;28;118,8;0;0;0;0
Bodegraven-Reeuwijk;59;169,2;1;2,9;1;2,9
Boekel;4;37,1;0;0;0;0
Borger-Odoorn;5;19,6;0;0;0;0
Borne;9;38,6;0;0;0;0
Borsele;11;48,4;0;0;0;0
Boxmeer;14;47,7;0;0;0;0
Boxtel;10;32,5;0;0;0;0
Breda;114;61,9;0;0;0;0
Brielle;16;92,6;0;0;0;0
Bronckhorst;17;47,2;0;0;0;0
Brummen;7;33,8;0;0;0;0
Brunssum;17;61,1;1;3,6;0;0
Bunnik;15;98,7;0;0;0;0
Bunschoten;10;45,7;0;0;0;0
Buren;7;26,2;0;0;0;0
Capelle aan den IJssel;120;178,8;1;1,5;1;1,5
Castricum;10;27,8;0;0;0;0
Coevorden;15;42,5;0;0;0;0
Cranendonck;6;28,4;0;0;0;0
Cuijk;22;87,5;0;0;0;0
Culemborg;37;127,8;1;3,5;0;0
Dalfsen;11;38,5;0;0;0;0
Dantumadiel;15;79,3;0;0;0;0
De Bilt;36;83,5;1;2,3;0;0
De Fryske Marren;21;40,7;0;0;0;0
De Ronde Venen;56;126;1;2,2;0;0
De Wolden;4;16,4;0;0;0;0
Delft;292;281,9;1;1;0;0
Delfzijl;3;12,2;0;0;0;0
Den Helder;11;19,5;0;0;0;0
Deurne;13;40;0;0;0;0
Deventer;47;46,7;0;0;0;0
Diemen;85;276,2;0;0;0;0
Dinkelland;7;26,5;0;0;0;0
Doesburg;7;63,2;0;0;0;0
Doetinchem;45;77,6;1;1,7;0;0
Dongen;11;41,9;0;0;0;0
Dordrecht;109;91,4;0;0;1;0,8
Drechterland;12;60,9;0;0;0;0
Drimmelen;15;55;0;0;0;0
Dronten;11;26,5;0;0;0;0
Druten;12;63,4;0;0;0;0
Duiven;20;79,6;0;0;0;0
Echt-Susteren;6;19;0;0;0;0
Edam-Volendam;47;129,8;0;0;0;0
Ede;113;96,4;1;0,9;0;0
Eemnes;3;32,4;0;0;0;0
Eersel;38;196,8;0;0;0;0
Eijsden-Margraten;5;19,4;0;0;0;0
Eindhoven;260;110,9;1;0,4;1;0,4
Elburg;11;47,5;0;0;0;0
Emmen;66;61,7;0;0;0;0
Enkhuizen;9;48,4;0;0;0;0
Enschede;76;47,6;1;0,6;0;0
Epe;17;51,2;0;0;0;0
Ermelo;20;74,1;0;0;0;0
Etten-Leur;37;84,3;1;2,3;0;0
Geertruidenberg;7;32,5;0;0;0;0
Geldrop-Mierlo;13;32,7;0;0;0;0
Gemert-Bakel;9;29,3;0;0;0;0
Gennep;5;29,5;0;0;0;0
Gilze en Rijen;12;45,4;0;0;0;0
Goeree-Overflakkee;52;103,9;0;0;0;0
Goes;22;57,8;0;0;0;0
Goirle;45;188,3;0;0;0;0
Gooise Meren;79;136,1;1;1,7;0;0
Gorinchem;47;127;0;0;0;0
Gouda;90;122,6;1;1,4;1;1,4
Grave;14;112,6;0;0;0;0
Groningen (gemeente);403;173,1;0;0;0;0
Gulpen-Wittem;6;42,3;0;0;0;0
Haaksbergen;56;230,3;1;4,1;0;0
Haaren;2;13,9;0;0;0;0
Haarlem;210;128,9;5;3,1;2;1,2
Haarlemmermeer;235;150,6;4;2,6;0;0
Halderberge;23;75,9;0;0;0;0
Hardenberg;10;16,4;0;0;0;0
Harderwijk;41;84,7;0;0;0;0
Hardinxveld-Giessendam;9;49,2;0;0;0;0
Harlingen;4;25,4;0;0;0;0
Hattem;9;73,7;2;16,4;0;0
Heemskerk;28;71,5;0;0;0;0
Heemstede;27;99,1;0;0;1;3,7
Heerde;22;118,3;0;0;0;0
Heerenveen;15;29,7;0;0;0;0
Heerhugowaard;41;71,2;0;0;0;0
Heerlen;57;65,5;0;0;0;0
Heeze-Leende;2;12,4;0;0;0;0
Heiloo;12;50,1;0;0;0;0
Hellendoorn;3;8,4;0;0;0;0
Hellevoetsluis;59;147;0;0;0;0
Helmond;79;85,5;0;0;0;0
Hendrik-Ido-Ambacht;52;166,7;0;0;0;0
Hengelo (O.);44;54,2;1;1,2;0;0
Het Hogeland;36;75,3;0;0;0;0
Heumen;18;109,4;0;0;0;0
Heusden;38;85;0;0;0;0
Hillegom;21;94,6;0;0;0;0
Hilvarenbeek;22;141,8;1;6,4;0;0
Hilversum;120;132,1;1;1,1;0;0
