Updated;Municipality_name;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
30-6-2020;Katwijk;13;19,8;0;0;0;0
7-7-2020;Katwijk;6;9,1;0;0;0;0
14-7-2020;Katwijk;5;7,6;0;0;0;0
21-7-2020;Katwijk;2;3;0;0;0;0
28-7-2020;Katwijk;3;4,6;0;0;0;0
4-8-2020;Katwijk;6;9,1;0;0;0;0
11-8-2020;Katwijk;8;12,2;0;0;0;0
18-8-2020;Katwijk;9;13,7;0;0;0;0
3-3-2020;Kerkrade;0;0;1;2,2;0;0
10-3-2020;Kerkrade;0;0;2;4,4;0;0
17-3-2020;Kerkrade;4;8,7;2;4,4;0;0
25-3-2020;Kerkrade;18;39,3;14;30,6;2;4,4
31-3-2020;Kerkrade;41;89,6;28;61,2;10;21,9
7-4-2020;Kerkrade;61;133,3;26;56,8;13;28,4
14-4-2020;Kerkrade;63;137,7;18;39,3;7;15,3
21-4-2020;Kerkrade;56;122,4;11;24;7;15,3
28-4-2020;Kerkrade;55;120,2;8;17,5;8;17,5
5-5-2020;Kerkrade;50;109,3;8;17,5;7;15,3
12-5-2020;Kerkrade;32;69,9;5;10,9;7;15,3
19-5-2020;Kerkrade;12;26,2;1;2,2;4;8,7
26-5-2020;Kerkrade;7;15,3;0;0;1;2,2
2-6-2020;Kerkrade;6;13,1;1;2,2;1;2,2
9-6-2020;Kerkrade;3;6,6;1;2,2;2;4,4
16-6-2020;Kerkrade;5;10,9;0;0;1;2,2
23-6-2020;Kerkrade;3;6,6;0;0;0;0
30-6-2020;Kerkrade;0;0;0;0;0;0
7-7-2020;Kerkrade;0;0;0;0;0;0
14-7-2020;Kerkrade;0;0;0;0;0;0
21-7-2020;Kerkrade;0;0;0;0;0;0
28-7-2020;Kerkrade;0;0;0;0;0;0
4-8-2020;Kerkrade;0;0;0;0;0;0
11-8-2020;Kerkrade;2;4,4;0;0;0;0
18-8-2020;Kerkrade;4;8,7;0;0;0;0
3-3-2020;Koggenland;0;0;0;0;0;0
10-3-2020;Koggenland;0;0;0;0;0;0
17-3-2020;Koggenland;2;8,8;0;0;0;0
25-3-2020;Koggenland;4;17,6;2;8,8;0;0
31-3-2020;Koggenland;10;44;5;22;1;4,4
7-4-2020;Koggenland;13;57,1;3;13,2;4;17,6
14-4-2020;Koggenland;14;61,5;1;4,4;3;13,2
21-4-2020;Koggenland;13;57,1;1;4,4;2;8,8
28-4-2020;Koggenland;6;26,4;0;0;2;8,8
5-5-2020;Koggenland;4;17,6;0;0;0;0
12-5-2020;Koggenland;2;8,8;0;0;0;0
19-5-2020;Koggenland;0;0;0;0;0;0
26-5-2020;Koggenland;0;0;0;0;0;0
2-6-2020;Koggenland;1;4,4;0;0;0;0
9-6-2020;Koggenland;2;8,8;0;0;0;0
16-6-2020;Koggenland;1;4,4;0;0;0;0
23-6-2020;Koggenland;0;0;0;0;0;0
30-6-2020;Koggenland;0;0;0;0;0;0
7-7-2020;Koggenland;0;0;0;0;0;0
14-7-2020;Koggenland;0;0;0;0;0;0
21-7-2020;Koggenland;0;0;0;0;0;0
28-7-2020;Koggenland;0;0;0;0;0;0
4-8-2020;Koggenland;0;0;0;0;0;0
11-8-2020;Koggenland;3;13,2;0;0;0;0
18-8-2020;Koggenland;3;13,2;0;0;0;0
3-3-2020;Krimpen aan den IJssel;0;0;0;0;0;0
10-3-2020;Krimpen aan den IJssel;1;3,4;0;0;0;0
17-3-2020;Krimpen aan den IJssel;3;10,2;0;0;0;0
25-3-2020;Krimpen aan den IJssel;6;20,3;1;3,4;0;0
31-3-2020;Krimpen aan den IJssel;18;61;4;13,5;3;10,2
7-4-2020;Krimpen aan den IJssel;25;84,7;6;20,3;4;13,5
14-4-2020;Krimpen aan den IJssel;21;71,1;5;16,9;1;3,4
21-4-2020;Krimpen aan den IJssel;25;84,7;2;6,8;1;3,4
28-4-2020;Krimpen aan den IJssel;24;81,3;1;3,4;1;3,4
5-5-2020;Krimpen aan den IJssel;12;40,6;1;3,4;2;6,8
12-5-2020;Krimpen aan den IJssel;6;20,3;0;0;2;6,8
19-5-2020;Krimpen aan den IJssel;5;16,9;0;0;0;0
26-5-2020;Krimpen aan den IJssel;4;13,5;0;0;0;0
2-6-2020;Krimpen aan den IJssel;2;6,8;0;0;0;0
9-6-2020;Krimpen aan den IJssel;4;13,5;0;0;1;3,4
16-6-2020;Krimpen aan den IJssel;6;20,3;0;0;1;3,4
23-6-2020;Krimpen aan den IJssel;2;6,8;0;0;0;0
30-6-2020;Krimpen aan den IJssel;0;0;0;0;0;0
7-7-2020;Krimpen aan den IJssel;0;0;0;0;0;0
14-7-2020;Krimpen aan den IJssel;0;0;0;0;0;0
21-7-2020;Krimpen aan den IJssel;0;0;0;0;0;0
28-7-2020;Krimpen aan den IJssel;4;13,5;0;0;0;0
4-8-2020;Krimpen aan den IJssel;7;23,7;0;0;0;0
11-8-2020;Krimpen aan den IJssel;13;44;1;3,4;0;0
18-8-2020;Krimpen aan den IJssel;14;47,4;0;0;0;0
3-3-2020;Krimpenerwaard;0;0;0;0;0;0
10-3-2020;Krimpenerwaard;3;5,3;1;1,8;0;0
17-3-2020;Krimpenerwaard;4;7,1;2;3,6;0;0
25-3-2020;Krimpenerwaard;13;23,1;9;16;1;1,8
31-3-2020;Krimpenerwaard;49;87;28;49,7;8;14,2
7-4-2020;Krimpenerwaard;55;97,7;26;46,2;15;26,6
14-4-2020;Krimpenerwaard;47;83,5;11;19,5;11;19,5
21-4-2020;Krimpenerwaard;50;88,8;7;12,4;3;5,3
28-4-2020;Krimpenerwaard;35;62,1;4;7,1;2;3,6
5-5-2020;Krimpenerwaard;21;37,3;2;3,6;2;3,6
12-5-2020;Krimpenerwaard;15;26,6;0;0;3;5,3
19-5-2020;Krimpenerwaard;17;30,2;0;0;5;8,9
26-5-2020;Krimpenerwaard;25;44,4;0;0;3;5,3
2-6-2020;Krimpenerwaard;22;39,1;0;0;4;7,1
9-6-2020;Krimpenerwaard;9;16;0;0;3;5,3
16-6-2020;Krimpenerwaard;5;8,9;0;0;3;5,3
23-6-2020;Krimpenerwaard;8;14,2;0;0;4;7,1
30-6-2020;Krimpenerwaard;6;10,7;0;0;1;1,8
7-7-2020;Krimpenerwaard;2;3,6;0;0;0;0
14-7-2020;Krimpenerwaard;4;7,1;0;0;0;0
21-7-2020;Krimpenerwaard;4;7,1;0;0;0;0
28-7-2020;Krimpenerwaard;11;19,5;0;0;0;0
4-8-2020;Krimpenerwaard;17;30,2;0;0;0;0
11-8-2020;Krimpenerwaard;15;26,6;0;0;0;0
18-8-2020;Krimpenerwaard;18;32;0;0;0;0
3-3-2020;Laarbeek;0;0;0;0;0;0
10-3-2020;Laarbeek;0;0;1;4,4;0;0
17-3-2020;Laarbeek;6;26,6;6;26,6;0;0
25-3-2020;Laarbeek;26;115,4;17;75,5;4;17,8
31-3-2020;Laarbeek;48;213,1;21;93,2;12;53,3
7-4-2020;Laarbeek;40;177,6;17;75,5;16;71
14-4-2020;Laarbeek;21;93,2;9;40;10;44,4
21-4-2020;Laarbeek;27;119,9;3;13,3;5;22,2
28-4-2020;Laarbeek;28;124,3;3;13,3;3;13,3
5-5-2020;Laarbeek;16;71;2;8,9;0;0
12-5-2020;Laarbeek;11;48,8;1;4,4;1;4,4
19-5-2020;Laarbeek;8;35,5;0;0;1;4,4
26-5-2020;Laarbeek;5;22,2;1;4,4;0;0
2-6-2020;Laarbeek;4;17,8;1;4,4;0;0
9-6-2020;Laarbeek;4;17,8;0;0;0;0
16-6-2020;Laarbeek;3;13,3;0;0;0;0
23-6-2020;Laarbeek;2;8,9;0;0;0;0
30-6-2020;Laarbeek;1;4,4;0;0;0;0
7-7-2020;Laarbeek;0;0;0;0;0;0
14-7-2020;Laarbeek;0;0;0;0;0;0
21-7-2020;Laarbeek;0;0;0;0;0;0
28-7-2020;Laarbeek;0;0;0;0;0;0
4-8-2020;Laarbeek;0;0;0;0;0;0
11-8-2020;Laarbeek;0;0;0;0;0;0
18-8-2020;Laarbeek;2;8,9;0;0;0;0
3-3-2020;Landerd;0;0;0;0;0;0
10-3-2020;Landerd;1;6,4;2;12,7;0;0
17-3-2020;Landerd;16;101,7;7;44,5;1;6,4
25-3-2020;Landerd;36;228,9;12;76,3;5;31,8
31-3-2020;Landerd;40;254,3;17;108,1;7;44,5
7-4-2020;Landerd;42;267;17;108,1;7;44,5
14-4-2020;Landerd;45;286,1;9;57,2;8;50,9
21-4-2020;Landerd;37;235,2;3;19,1;7;44,5
28-4-2020;Landerd;28;178;1;6,4;5;31,8
5-5-2020;Landerd;19;120,8;0;0;2;12,7
12-5-2020;Landerd;8;50,9;0;0;0;0
19-5-2020;Landerd;2;12,7;0;0;0;0
26-5-2020;Landerd;2;12,7;0;0;0;0
2-6-2020;Landerd;5;31,8;0;0;0;0
9-6-2020;Landerd;5;31,8;0;0;0;0
16-6-2020;Landerd;3;19,1;0;0;0;0
23-6-2020;Landerd;2;12,7;0;0;0;0
30-6-2020;Landerd;1;6,4;0;0;0;0
7-7-2020;Landerd;0;0;0;0;0;0
14-7-2020;Landerd;0;0;0;0;0;0
21-7-2020;Landerd;0;0;0;0;0;0
28-7-2020;Landerd;0;0;0;0;0;0
4-8-2020;Landerd;0;0;0;0;0;0
11-8-2020;Landerd;2;12,7;0;0;0;0
18-8-2020;Landerd;2;12,7;0;0;0;0
3-3-2020;Landgraaf;0;0;0;0;0;0
10-3-2020;Landgraaf;0;0;2;5,3;0;0
17-3-2020;Landgraaf;7;18,7;4;10,7;1;2,7
25-3-2020;Landgraaf;21;56,1;11;29,4;2;5,3
31-3-2020;Landgraaf;34;90,8;23;61,4;3;8
7-4-2020;Landgraaf;54;144,2;22;58,8;6;16
14-4-2020;Landgraaf;52;138,9;18;48,1;7;18,7
21-4-2020;Landgraaf;35;93,5;14;37,4;3;8
28-4-2020;Landgraaf;33;88,1;7;18,7;1;2,7
5-5-2020;Landgraaf;22;58,8;3;8;1;2,7
12-5-2020;Landgraaf;6;16;0;0;1;2,7
19-5-2020;Landgraaf;4;10,7;0;0;1;2,7
26-5-2020;Landgraaf;8;21,4;0;0;0;0
2-6-2020;Landgraaf;6;16;0;0;0;0
9-6-2020;Landgraaf;3;8;0;0;0;0
16-6-2020;Landgraaf;1;2,7;0;0;0;0
23-6-2020;Landgraaf;1;2,7;0;0;0;0
30-6-2020;Landgraaf;1;2,7;0;0;0;0
7-7-2020;Landgraaf;0;0;0;0;0;0
14-7-2020;Landgraaf;0;0;0;0;0;0
21-7-2020;Landgraaf;1;2,7;0;0;0;0
28-7-2020;Landgraaf;1;2,7;0;0;0;0
4-8-2020;Landgraaf;0;0;0;0;0;0
11-8-2020;Landgraaf;1;2,7;0;0;0;0
18-8-2020;Landgraaf;2;5,3;0;0;0;0
3-3-2020;Landsmeer;0;0;0;0;0;0
10-3-2020;Landsmeer;0;0;0;0;0;0
17-3-2020;Landsmeer;3;26,1;0;0;0;0
25-3-2020;Landsmeer;6;52,2;3;26,1;0;0
31-3-2020;Landsmeer;6;52,2;3;26,1;2;17,4
7-4-2020;Landsmeer;10;87;0;0;2;17,4
14-4-2020;Landsmeer;8;69,6;0;0;0;0
21-4-2020;Landsmeer;5;43,5;0;0;1;8,7
28-4-2020;Landsmeer;5;43,5;0;0;1;8,7
5-5-2020;Landsmeer;1;8,7;0;0;0;0
12-5-2020;Landsmeer;1;8,7;0;0;0;0
19-5-2020;Landsmeer;1;8,7;0;0;0;0
26-5-2020;Landsmeer;0;0;0;0;0;0
2-6-2020;Landsmeer;0;0;0;0;0;0
9-6-2020;Landsmeer;0;0;0;0;0;0
16-6-2020;Landsmeer;0;0;0;0;0;0
23-6-2020;Landsmeer;0;0;0;0;0;0
30-6-2020;Landsmeer;0;0;0;0;0;0
7-7-2020;Landsmeer;0;0;0;0;0;0
14-7-2020;Landsmeer;0;0;0;0;0;0
21-7-2020;Landsmeer;0;0;0;0;0;0
28-7-2020;Landsmeer;0;0;0;0;0;0
4-8-2020;Landsmeer;1;8,7;0;0;0;0
11-8-2020;Landsmeer;3;26,1;0;0;0;0
18-8-2020;Landsmeer;5;43,5;0;0;0;0
3-3-2020;Langedijk;0;0;0;0;0;0
10-3-2020;Langedijk;1;3,6;0;0;0;0
17-3-2020;Langedijk;4;14,2;0;0;0;0
25-3-2020;Langedijk;11;39,1;6;21,3;0;0
31-3-2020;Langedijk;14;49,7;10;35,5;1;3,6
7-4-2020;Langedijk;16;56,8;8;28,4;2;7,1
14-4-2020;Langedijk;19;67,5;5;17,8;1;3,6
21-4-2020;Langedijk;13;46,2;1;3,6;1;3,6
28-4-2020;Langedijk;6;21,3;0;0;1;3,6
5-5-2020;Langedijk;2;7,1;0;0;0;0
12-5-2020;Langedijk;1;3,6;0;0;0;0
19-5-2020;Langedijk;2;7,1;0;0;0;0
26-5-2020;Langedijk;1;3,6;0;0;1;3,6
2-6-2020;Langedijk;0;0;0;0;1;3,6
9-6-2020;Langedijk;0;0;0;0;0;0
16-6-2020;Langedijk;0;0;0;0;0;0
23-6-2020;Langedijk;0;0;0;0;0;0
30-6-2020;Langedijk;0;0;0;0;0;0
7-7-2020;Langedijk;0;0;0;0;0;0
14-7-2020;Langedijk;1;3,6;0;0;0;0
21-7-2020;Langedijk;1;3,6;0;0;0;0
28-7-2020;Langedijk;6;21,3;0;0;0;0
4-8-2020;Langedijk;6;21,3;0;0;0;0
11-8-2020;Langedijk;2;7,1;0;0;0;0
18-8-2020;Langedijk;0;0;0;0;0;0
3-3-2020;Lansingerland;1;1,6;0;0;0;0
10-3-2020;Lansingerland;4;6,4;1;1,6;0;0
17-3-2020;Lansingerland;10;16;5;8;0;0
25-3-2020;Lansingerland;21;33,7;11;17,6;0;0
31-3-2020;Lansingerland;49;78,5;18;28,9;2;3,2
7-4-2020;Lansingerland;70;112,2;20;32,1;12;19,2
14-4-2020;Lansingerland;69;110,6;15;24;16;25,6
21-4-2020;Lansingerland;55;88,2;9;14,4;8;12,8
28-4-2020;Lansingerland;33;52,9;4;6,4;3;4,8
5-5-2020;Lansingerland;18;28,9;1;1,6;1;1,6
12-5-2020;Lansingerland;11;17,6;0;0;0;0
19-5-2020;Lansingerland;8;12,8;0;0;2;3,2
26-5-2020;Lansingerland;5;8;0;0;3;4,8
2-6-2020;Lansingerland;5;8;0;0;1;1,6
9-6-2020;Lansingerland;7;11,2;0;0;0;0
16-6-2020;Lansingerland;7;11,2;0;0;1;1,6
23-6-2020;Lansingerland;4;6,4;0;0;1;1,6
30-6-2020;Lansingerland;2;3,2;0;0;0;0
7-7-2020;Lansingerland;2;3,2;0;0;0;0
14-7-2020;Lansingerland;2;3,2;0;0;0;0
21-7-2020;Lansingerland;8;12,8;0;0;0;0
28-7-2020;Lansingerland;9;14,4;0;0;0;0
4-8-2020;Lansingerland;20;32,1;0;0;0;0
11-8-2020;Lansingerland;35;56,1;0;0;0;0
18-8-2020;Lansingerland;34;54,5;0;0;0;0
3-3-2020;Laren (NH.);0;0;0;0;0;0
10-3-2020;Laren (NH.);0;0;0;0;0;0
17-3-2020;Laren (NH.);0;0;1;8,9;0;0
25-3-2020;Laren (NH.);3;26,6;4;35,5;0;0
31-3-2020;Laren (NH.);12;106,4;5;44,3;1;8,9
7-4-2020;Laren (NH.);13;115,2;3;26,6;1;8,9
14-4-2020;Laren (NH.);7;62,1;1;8,9;0;0
21-4-2020;Laren (NH.);6;53,2;0;0;1;8,9
28-4-2020;Laren (NH.);3;26,6;0;0;1;8,9
5-5-2020;Laren (NH.);1;8,9;0;0;0;0
12-5-2020;Laren (NH.);1;8,9;0;0;0;0
19-5-2020;Laren (NH.);1;8,9;0;0;0;0
26-5-2020;Laren (NH.);2;17,7;0;0;0;0
2-6-2020;Laren (NH.);1;8,9;0;0;0;0
9-6-2020;Laren (NH.);0;0;0;0;0;0
16-6-2020;Laren (NH.);0;0;0;0;0;0
23-6-2020;Laren (NH.);0;0;0;0;0;0
30-6-2020;Laren (NH.);0;0;0;0;0;0
7-7-2020;Laren (NH.);0;0;0;0;0;0
14-7-2020;Laren (NH.);0;0;0;0;0;0
21-7-2020;Laren (NH.);0;0;0;0;0;0
28-7-2020;Laren (NH.);1;8,9;0;0;0;0
4-8-2020;Laren (NH.);3;26,6;0;0;0;0
11-8-2020;Laren (NH.);6;53,2;0;0;0;0
18-8-2020;Laren (NH.);6;53,2;0;0;0;0
3-3-2020;Leeuwarden;0;0;0;0;0;0
10-3-2020;Leeuwarden;0;0;0;0;0;0
17-3-2020;Leeuwarden;5;4;1;0,8;1;0,8
25-3-2020;Leeuwarden;12;9,7;11;8,9;1;0,8
31-3-2020;Leeuwarden;22;17,7;22;17,7;1;0,8
7-4-2020;Leeuwarden;31;25;18;14,5;3;2,4
14-4-2020;Leeuwarden;20;16,1;8;6,4;2;1,6
21-4-2020;Leeuwarden;7;5,6;3;2,4;2;1,6
28-4-2020;Leeuwarden;7;5,6;1;0,8;2;1,6
5-5-2020;Leeuwarden;4;3,2;0;0;0;0
12-5-2020;Leeuwarden;3;2,4;0;0;0;0
19-5-2020;Leeuwarden;4;3,2;0;0;0;0
26-5-2020;Leeuwarden;1;0,8;0;0;0;0
2-6-2020;Leeuwarden;0;0;0;0;0;0
9-6-2020;Leeuwarden;1;0,8;0;0;0;0
16-6-2020;Leeuwarden;7;5,6;0;0;0;0
23-6-2020;Leeuwarden;7;5,6;0;0;0;0
30-6-2020;Leeuwarden;1;0,8;0;0;0;0
7-7-2020;Leeuwarden;0;0;0;0;0;0
14-7-2020;Leeuwarden;2;1,6;0;0;0;0
21-7-2020;Leeuwarden;3;2,4;0;0;0;0
28-7-2020;Leeuwarden;3;2,4;0;0;0;0
4-8-2020;Leeuwarden;2;1,6;0;0;0;0
11-8-2020;Leeuwarden;4;3,2;0;0;0;0
18-8-2020;Leeuwarden;14;11,3;0;0;0;0
3-3-2020;Leiden;0;0;0;0;0;0
10-3-2020;Leiden;2;1,6;0;0;0;0
17-3-2020;Leiden;11;8,8;5;4;0;0
25-3-2020;Leiden;20;16;11;8,8;0;0
31-3-2020;Leiden;34;27,2;15;12;5;4
7-4-2020;Leiden;52;41,6;19;15,2;8;6,4
14-4-2020;Leiden;53;42,4;15;12;6;4,8
21-4-2020;Leiden;39;31,2;7;5,6;8;6,4
28-4-2020;Leiden;28;22,4;4;3,2;5;4
5-5-2020;Leiden;21;16,8;2;1,6;0;0
12-5-2020;Leiden;15;12;0;0;2;1,6
19-5-2020;Leiden;17;13,6;0;0;2;1,6
26-5-2020;Leiden;11;8,8;0;0;0;0
2-6-2020;Leiden;5;4;0;0;0;0
9-6-2020;Leiden;10;8;0;0;0;0
16-6-2020;Leiden;12;9,6;0;0;0;0
23-6-2020;Leiden;13;10,4;1;0,8;0;0
30-6-2020;Leiden;8;6,4;1;0,8;0;0
7-7-2020;Leiden;2;1,6;0;0;0;0
14-7-2020;Leiden;2;1,6;0;0;0;0
21-7-2020;Leiden;3;2,4;0;0;0;0
28-7-2020;Leiden;10;8;0;0;0;0
4-8-2020;Leiden;26;20,8;0;0;0;0
11-8-2020;Leiden;46;36,8;0;0;0;0
18-8-2020;Leiden;45;36;1;0,8;1;0,8
3-3-2020;Leiderdorp;0;0;0;0;0;0
10-3-2020;Leiderdorp;0;0;0;0;0;0
17-3-2020;Leiderdorp;2;7,4;1;3,7;0;0
25-3-2020;Leiderdorp;3;11,1;3;11,1;0;0
31-3-2020;Leiderdorp;5;18,5;4;14,8;0;0
7-4-2020;Leiderdorp;12;44,4;5;18,5;2;7,4
14-4-2020;Leiderdorp;14;51,7;5;18,5;3;11,1
21-4-2020;Leiderdorp;9;33,3;3;11,1;1;3,7
28-4-2020;Leiderdorp;6;22,2;1;3,7;2;7,4
5-5-2020;Leiderdorp;6;22,2;1;3,7;3;11,1
12-5-2020;Leiderdorp;4;14,8;1;3,7;1;3,7
19-5-2020;Leiderdorp;2;7,4;0;0;0;0
26-5-2020;Leiderdorp;1;3,7;0;0;0;0
2-6-2020;Leiderdorp;0;0;0;0;0;0
9-6-2020;Leiderdorp;4;14,8;1;3,7;0;0
16-6-2020;Leiderdorp;4;14,8;1;3,7;0;0
23-6-2020;Leiderdorp;2;7,4;0;0;0;0
30-6-2020;Leiderdorp;3;11,1;0;0;0;0
7-7-2020;Leiderdorp;1;3,7;0;0;0;0
14-7-2020;Leiderdorp;0;0;0;0;0;0
21-7-2020;Leiderdorp;1;3,7;1;3,7;0;0
28-7-2020;Leiderdorp;2;7,4;1;3,7;0;0
4-8-2020;Leiderdorp;4;14,8;0;0;0;0
11-8-2020;Leiderdorp;6;22,2;0;0;0;0
18-8-2020;Leiderdorp;6;22,2;0;0;0;0
3-3-2020;Leidschendam-Voorburg;0;0;0;0;0;0
10-3-2020;Leidschendam-Voorburg;2;2,6;0;0;0;0
17-3-2020;Leidschendam-Voorburg;6;7,8;2;2,6;0;0
25-3-2020;Leidschendam-Voorburg;12;15,7;5;6,5;0;0
31-3-2020;Leidschendam-Voorburg;19;24,8;9;11,8;3;3,9
7-4-2020;Leidschendam-Voorburg;30;39,2;10;13,1;5;6,5
14-4-2020;Leidschendam-Voorburg;37;48,3;7;9,1;3;3,9
21-4-2020;Leidschendam-Voorburg;35;45,7;4;5,2;2;2,6
28-4-2020;Leidschendam-Voorburg;28;36,6;1;1,3;2;2,6
5-5-2020;Leidschendam-Voorburg;14;18,3;0;0;5;6,5
12-5-2020;Leidschendam-Voorburg;14;18,3;1;1,3;5;6,5
19-5-2020;Leidschendam-Voorburg;16;20,9;1;1,3;2;2,6
26-5-2020;Leidschendam-Voorburg;7;9,1;0;0;2;2,6
2-6-2020;Leidschendam-Voorburg;4;5,2;0;0;1;1,3
9-6-2020;Leidschendam-Voorburg;6;7,8;0;0;0;0
16-6-2020;Leidschendam-Voorburg;14;18,3;0;0;0;0
23-6-2020;Leidschendam-Voorburg;20;26,1;0;0;0;0
30-6-2020;Leidschendam-Voorburg;18;23,5;0;0;0;0
7-7-2020;Leidschendam-Voorburg;14;18,3;0;0;0;0
14-7-2020;Leidschendam-Voorburg;7;9,1;0;0;0;0
21-7-2020;Leidschendam-Voorburg;11;14,4;0;0;0;0
28-7-2020;Leidschendam-Voorburg;13;17;1;1,3;0;0
4-8-2020;Leidschendam-Voorburg;11;14,4;1;1,3;0;0
11-8-2020;Leidschendam-Voorburg;20;26,1;0;0;0;0
18-8-2020;Leidschendam-Voorburg;37;48,3;1;1,3;0;0
3-3-2020;Lelystad;0;0;0;0;0;0
10-3-2020;Lelystad;1;1,3;1;1,3;0;0
17-3-2020;Lelystad;10;12,7;8;10,2;0;0
25-3-2020;Lelystad;24;30,5;17;21,6;2;2,5
31-3-2020;Lelystad;28;35,6;19;24,2;3;3,8
7-4-2020;Lelystad;28;35,6;17;21,6;2;2,5
14-4-2020;Lelystad;48;61,1;17;21,6;5;6,4
21-4-2020;Lelystad;66;84;12;15,3;9;11,5
28-4-2020;Lelystad;52;66,2;7;8,9;10;12,7
5-5-2020;Lelystad;33;42;9;11,5;8;10,2
12-5-2020;Lelystad;23;29,3;5;6,4;8;10,2
19-5-2020;Lelystad;10;12,7;1;1,3;5;6,4
26-5-2020;Lelystad;6;7,6;2;2,5;1;1,3
2-6-2020;Lelystad;11;14;1;1,3;3;3,8
9-6-2020;Lelystad;13;16,5;0;0;2;2,5
16-6-2020;Lelystad;14;17,8;0;0;0;0
23-6-2020;Lelystad;11;14;0;0;0;0
30-6-2020;Lelystad;4;5,1;0;0;0;0
7-7-2020;Lelystad;0;0;0;0;0;0
14-7-2020;Lelystad;0;0;0;0;0;0
21-7-2020;Lelystad;0;0;0;0;0;0
28-7-2020;Lelystad;0;0;0;0;0;0
4-8-2020;Lelystad;1;1,3;0;0;0;0
11-8-2020;Lelystad;12;15,3;1;1,3;0;0
18-8-2020;Lelystad;18;22,9;1;1,3;0;0
3-3-2020;Leudal;0;0;0;0;0;0
10-3-2020;Leudal;3;8,4;3;8,4;0;0
17-3-2020;Leudal;14;39;9;25,1;0;0
25-3-2020;Leudal;29;80,8;18;50,2;2;5,6
31-3-2020;Leudal;48;133,8;29;80,8;11;30,7
7-4-2020;Leudal;58;161,7;27;75,3;17;47,4
14-4-2020;Leudal;70;195,1;12;33,4;10;27,9
21-4-2020;Leudal;74;206,2;2;5,6;8;22,3
28-4-2020;Leudal;41;114,3;0;0;7;19,5
5-5-2020;Leudal;11;30,7;0;0;3;8,4
12-5-2020;Leudal;4;11,1;0;0;3;8,4
19-5-2020;Leudal;4;11,1;0;0;2;5,6
26-5-2020;Leudal;4;11,1;0;0;1;2,8
2-6-2020;Leudal;8;22,3;0;0;0;0
9-6-2020;Leudal;7;19,5;0;0;0;0
16-6-2020;Leudal;1;2,8;0;0;0;0
23-6-2020;Leudal;0;0;0;0;0;0
30-6-2020;Leudal;0;0;0;0;0;0
7-7-2020;Leudal;2;5,6;0;0;0;0
14-7-2020;Leudal;2;5,6;0;0;0;0
21-7-2020;Leudal;1;2,8;1;2,8;1;2,8
28-7-2020;Leudal;0;0;0;0;1;2,8
4-8-2020;Leudal;0;0;0;0;0;0
11-8-2020;Leudal;2;5,6;0;0;0;0
18-8-2020;Leudal;6;16,7;1;2,8;0;0
3-3-2020;Leusden;0;0;0;0;0;0
10-3-2020;Leusden;0;0;0;0;0;0
17-3-2020;Leusden;4;13,2;0;0;0;0
25-3-2020;Leusden;13;42,8;3;9,9;2;6,6
31-3-2020;Leusden;15;49,3;6;19,7;3;9,9
7-4-2020;Leusden;15;49,3;5;16,4;2;6,6
14-4-2020;Leusden;14;46,1;2;6,6;1;3,3
21-4-2020;Leusden;10;32,9;0;0;0;0
28-4-2020;Leusden;11;36,2;1;3,3;0;0
5-5-2020;Leusden;8;26,3;1;3,3;0;0
12-5-2020;Leusden;3;9,9;0;0;1;3,3
19-5-2020;Leusden;2;6,6;0;0;1;3,3
26-5-2020;Leusden;2;6,6;0;0;0;0
2-6-2020;Leusden;3;9,9;0;0;0;0
9-6-2020;Leusden;3;9,9;0;0;0;0
16-6-2020;Leusden;2;6,6;0;0;0;0
23-6-2020;Leusden;1;3,3;0;0;0;0
30-6-2020;Leusden;0;0;0;0;0;0
7-7-2020;Leusden;0;0;0;0;0;0
14-7-2020;Leusden;0;0;0;0;0;0
21-7-2020;Leusden;1;3,3;0;0;0;0
28-7-2020;Leusden;2;6,6;0;0;0;0
4-8-2020;Leusden;5;16,4;0;0;0;0
11-8-2020;Leusden;7;23;0;0;0;0
18-8-2020;Leusden;5;16,4;0;0;0;0
3-3-2020;Lingewaard;0;0;1;2,1;0;0
10-3-2020;Lingewaard;2;4,3;1;2,1;0;0
17-3-2020;Lingewaard;5;10,7;1;2,1;0;0
25-3-2020;Lingewaard;12;25,8;8;17,2;0;0
31-3-2020;Lingewaard;27;57,9;17;36,5;2;4,3
7-4-2020;Lingewaard;28;60,1;14;30;2;4,3
14-4-2020;Lingewaard;32;68,7;10;21,5;2;4,3
21-4-2020;Lingewaard;40;85,8;6;12,9;4;8,6
28-4-2020;Lingewaard;29;62,2;1;2,1;4;8,6
5-5-2020;Lingewaard;25;53,6;2;4,3;3;6,4
12-5-2020;Lingewaard;15;32,2;1;2,1;2;4,3
19-5-2020;Lingewaard;5;10,7;0;0;1;2,1
26-5-2020;Lingewaard;14;30;0;0;0;0
2-6-2020;Lingewaard;11;23,6;0;0;0;0
9-6-2020;Lingewaard;4;8,6;0;0;0;0
16-6-2020;Lingewaard;7;15;0;0;0;0
23-6-2020;Lingewaard;4;8,6;0;0;0;0
30-6-2020;Lingewaard;0;0;0;0;0;0
7-7-2020;Lingewaard;0;0;0;0;0;0
14-7-2020;Lingewaard;0;0;0;0;0;0
