Updated;Confirmed;ConfirmedChange;Deaths;DeathsChange;Recovered;RecoveredChange;Latitude;Longitude;ISO2;ISO3;Country_Region;AdminRegion1;AdminRegion2
2020-04-25;37190;655;4409;120;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-04-26;37845;655;4475;66;3459;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-04-27;38245;400;4518;43;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-04-28;38416;171;4566;48;3459;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-04-29;38802;386;4711;145;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-04-30;39316;514;4795;84;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-01;39791;475;4893;98;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-02;40236;445;4987;94;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-03;40571;335;5056;69;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-04;40770;199;5082;26;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-05;41087;317;5168;86;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-06;41319;232;5204;36;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-07;41774;455;5288;84;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-08;42093;319;5359;71;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-09;42382;289;5422;63;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-10;42627;245;5440;18;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-11;42788;161;5456;16;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-12;42984;196;5510;54;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-13;43211;227;5562;52;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-14;43481;270;5590;28;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-15;43681;200;5643;53;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-16;43870;189;5670;27;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-17;43995;125;5680;10;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-18;44141;146;5694;14;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-19;44249;108;5715;21;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-20;44447;198;5748;33;3459;0;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-21;44700;253;5775;27;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-22;44888;188;5788;13;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-23;45064;176;5811;23;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-24;45236;172;5822;11;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-25;45445;209;5830;8;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-26;45578;133;5856;26;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-27;45768;190;5871;15;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-28;45950;182;5903;32;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-29;46126;176;5931;28;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-30;46257;131;5951;20;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-05-31;46442;185;5956;5;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-01;46545;103;5962;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-02;46647;102;5967;5;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-03;46733;86;5977;10;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-04;46942;209;5990;13;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-05;47152;210;6005;15;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-06;47335;183;6011;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-07;47574;239;6013;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-08;47739;165;6016;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-09;47903;164;6031;15;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-10;48087;184;6042;11;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-11;48251;164;6044;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-12;48461;210;6053;9;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-13;48640;179;6057;4;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-14;48783;143;6059;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-15;48948;165;6065;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-16;49087;139;6070;5;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-17;49204;117;6074;4;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-18;49319;115;6078;4;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-19;49426;107;6081;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-20;49502;76;6089;8;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-21;49593;91;6090;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-22;49658;65;6090;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-23;49722;64;6095;5;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-24;49804;82;6097;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-25;49914;110;6100;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-26;50005;91;6103;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-27;50074;69;6105;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-28;50147;73;6105;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-29;50223;76;6107;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-06-30;50273;50;6113;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-01;50333;60;6113;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-02;50393;60;6113;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-03;50453;60;6113;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-04;50513;60;6113;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-05;50573;60;6113;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-06;50633;60;6113;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-07;50694;61;6132;19;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-08;50746;52;6135;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-09;50749;3;6137;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-10;50840;91;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-11;50916;76;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-12;50992;76;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-13;51069;77;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-14;51146;77;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-15;51254;108;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-16;51363;109;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-17;51472;109;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-18;51581;109;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-19;51745;164;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-20;51910;165;6137;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-21;52073;163;6138;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-22;52242;169;6139;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-23;52404;162;6139;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-24;52595;191;6139;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-25;52732;137;6139;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-26;52946;214;6139;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-27;53151;205;6141;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-28;53374;223;6145;4;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-29;53621;247;6147;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-30;53963;342;6147;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-07-31;54301;338;6147;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-01;54732;431;6148;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-02;55098;366;6149;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-03;55470;372;6149;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-04;55962;492;6151;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-05;56381;419;6153;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-06;56982;601;6153;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-07;57501;519;6154;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-08;57987;486;6157;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-09;58564;577;6157;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-10;59194;630;6157;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-11;59973;779;6159;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-12;60300;327;6159;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-13;60627;327;6161;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-14;61840;1213;6167;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-15;62495;655;6169;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-16;63002;507;6172;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-17;63487;485;6172;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-18;63973;486;6175;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-19;64525;552;6181;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-20;65057;532;6181;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-21;65589;532;6195;14;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-22;66097;508;6198;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-23;66554;457;6201;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-24;67128;574;6204;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-25;67543;415;6207;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-26;68114;571;6207;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-27;68624;510;6218;11;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-28;69131;507;6218;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-29;69630;499;6220;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-30;70129;499;6220;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-08-31;70629;500;6220;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-01;71129;500;6231;11;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-02;71863;734;6235;4;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-03;72464;601;6235;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-04;73208;744;6237;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-05;73997;789;6237;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-06;74787;790;6243;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-07;75584;797;6243;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-08;76548;964;6244;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-09;77688;1140;6246;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-10;78511;823;6249;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-11;79781;1270;6252;3;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-12;81012;1231;6253;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-13;82099;1087;6254;1;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-14;83399;1300;6256;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-15;84778;1379;6258;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-16;86320;1542;6260;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-17;88073;1753;6266;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-18;90047;1974;6273;7;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-19;92029;1982;6273;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-20;94012;1983;6273;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-21;95995;1983;6281;8;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-22;98240;2245;6291;10;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-23;100597;2357;6296;5;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-24;103257;2660;6296;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-25;105918;2661;6328;32;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-26;108631;2713;6366;38;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-27;111626;2995;6374;8;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-28;114540;2914;6380;6;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-29;117551;3011;6393;13;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-09-30;120845;3294;6406;13;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-01;124097;3252;6419;13;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-02;127922;3825;6428;9;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-03;131907;3985;6428;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-04;135892;3985;6454;26;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-05;140471;4579;6461;7;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-06;144999;4528;6482;21;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-07;149988;4989;6518;36;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-08;155884;5896;6518;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-09;161781;5897;6544;26;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-10;168280;6499;6567;23;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-11;174653;6373;6584;17;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-12;181498;6845;6596;12;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-13;188876;7378;6631;35;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-14;196163;7287;6663;32;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-15;203954;7791;6692;29;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-16;211938;7984;6708;16;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-17;220079;8141;6736;28;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-18;228234;8155;6751;15;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-19;236226;7992;6768;17;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-20;244391;8165;6814;46;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-21;253134;8743;6873;59;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-22;262405;9271;6919;46;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-23;272401;9996;6964;45;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-24;281052;8651;7019;55;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-25;291254;10202;7064;45;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-26;301597;10343;7072;8;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-27;311889;10292;7142;70;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-28;319991;8102;7202;60;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-29;330255;10264;7258;56;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-30;341374;11119;7345;87;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-10-31;351178;9804;7395;50;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-11-01;359861;8683;7434;39;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-11-02;368147;8286;7463;29;;;52.34226;5.52816;NL;NLD;Netherlands;;
2020-11-03;375890;7743;7576;113;;;52.34226;5.52816;NL;NLD;Netherlands;;
