Municipality_code;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
Stede Broec;1;4,6;0;0;0;0
Steenbergen;0;0;0;0;0;0
Steenwijkerland;0;0;0;0;0;0
Stein (L.);1;4;0;0;0;0
Stichtse Vecht;2;3,1;0;0;0;0
Terneuzen;3;5,5;0;0;0;0
Terschelling;0;0;0;0;0;0
Texel;0;0;0;0;0;0
Teylingen;7;18,7;0;0;0;0
Tholen;10;38,8;0;0;0;0
Tiel;21;49,8;0;0;0;0
Tilburg;36;16,4;0;0;1;0,5
Tubbergen;2;9,4;0;0;0;0
Twenterand;0;0;0;0;0;0
Tynaarlo;2;5,9;0;0;0;0
Tytsjerksteradiel;1;3,1;0;0;0;0
Uden;5;11,9;0;0;0;0
Uitgeest;0;0;0;0;0;0
Uithoorn;7;23,7;0;0;0;0
Urk;2;9,5;0;0;0;0
Utrecht (gemeente);119;33,3;5;1,4;6;1,7
Utrechtse Heuvelrug;6;12,1;0;0;0;0
Vaals;0;0;0;0;0;0
Valkenburg aan de Geul;1;6,1;0;0;0;0
Valkenswaard;2;6,4;0;0;0;0
Veendam;0;0;0;0;0;0
Veenendaal;15;22,6;0;0;0;0
Veere;0;0;0;0;0;0
Veldhoven;1;2,2;0;0;0;0
Velsen;6;8,7;0;0;0;0
Venlo;6;5,9;0;0;0;0
Venray;17;39;0;0;0;0
Vijfheerenlanden;7;12,3;0;0;0;0
Vlaardingen;10;13,6;0;0;0;0
Vlieland;0;0;0;0;0;0
Vlissingen;0;0;0;0;0;0
Voerendaal;2;16;0;0;1;8
Voorschoten;4;15,6;0;0;1;3,9
Voorst;7;28,5;0;0;0;0
Vught;4;15,1;0;0;0;0
Waadhoeke;2;4,3;0;0;0;0
Waalre;1;5,7;0;0;0;0
Waalwijk;25;51,4;2;4,1;2;4,1
Waddinxveen;3;10,2;0;0;0;0
Wageningen;1;2,5;0;0;0;0
Wassenaar;2;7,6;0;0;0;0
Waterland;2;11,5;0;0;0;0
Weert;7;14;0;0;0;0
Weesp;3;15,2;0;0;0;0
West Betuwe;20;39,1;1;2;0;0
West Maas en Waal;0;0;0;0;0;0
Westerkwartier;1;1,6;0;0;0;0
Westerveld;0;0;0;0;0;0
Westervoort;0;0;0;0;0;0
Westerwolde;0;0;0;0;0;0
Westland;14;12,7;0;0;0;0
Weststellingwerf;1;3,9;0;0;0;0
Westvoorne;0;0;0;0;0;0
Wierden;0;0;0;0;0;0
Wijchen;2;4,9;0;0;0;0
Wijdemeren;0;0;0;0;0;0
Wijk bij Duurstede;4;16,7;1;4,2;0;0
Winterswijk;3;10,4;0;0;0;0
Woensdrecht;3;13,7;0;0;0;0
Woerden;6;11,5;0;0;0;0
Wormerland;0;0;0;0;0;0
Woudenberg;1;7,5;0;0;0;0
Zaanstad;21;13,4;0;0;0;0
Zaltbommel;2;6,9;0;0;0;0
Zandvoort;0;0;0;0;0;0
Zeewolde;0;0;0;0;0;0
Zeist;26;40,1;0;0;0;0
Zevenaar;7;16;1;2,3;0;0
Zoetermeer;30;23,9;0;0;1;0,8
Zoeterwoude;0;0;0;0;0;0
Zuidplas;18;41;0;0;0;0
Zundert;15;68,7;1;4,6;0;0
Zutphen;4;8,3;0;0;0;0
Zwartewaterland;2;8,8;0;0;0;0
Zwijndrecht;8;17,9;0;0;0;0
Zwolle;7;5,4;0;0;0;0
