Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Eemnes;3;32,5;0;0;0;0
Eersel;-1;-5,1;-3;-15,5;2;10,3
Eijsden-Margraten;15;58,3;3;11,7;7;27,2
Eindhoven;-13;-5,6;-3;-1,3;18;7,6
Elburg;18;77,8;9;38,8;2;8,6
Emmen;13;12,2;1;0,9;3;2,8
Enkhuizen;-7;-37,7;-9;-48,4;-1;-5,4
Enschede;28;17,6;6;3,7;4;2,5
Epe;0;0;-7;-21,1;1;3
Ermelo;12;44,4;0;0;2;7,4
Etten-Leur;12;27,3;-6;-13,7;7;15,9
Geertruidenberg;-3;-13,9;-2;-9,3;0;0
Geldrop-Mierlo;7;17,6;-1;-2,6;2;5,1
Gemert-Bakel;-27;-87,8;-19;-61,8;-5;-16,2
Gennep;7;41,4;0;0;2;11,8
Gilze en Rijen;-5;-18,9;-8;-30,3;5;19
Goeree-Overflakkee;28;55,9;-4;-8;6;12
Goes;6;15,8;-1;-2,6;3;7,9
Goirle;0;0;-9;-37,6;0;0
Gooise Meren;3;5,1;-3;-5,1;4;6,9
Gorinchem;31;83,8;-3;-8,1;4;10,8
Gouda;30;40,9;3;4;4;5,4
Grave;-2;-16,1;-1;-8,1;1;8
Groningen (gemeente);-39;-16,7;-3;-1,3;1;0,5
Gulpen-Wittem;16;112,9;0;0;2;14,1
Haaksbergen;10;41,2;5;20,5;1;4,1
Haaren;1;7;-2;-14;-2;-13,9
Haarlem;32;19,6;4;2,4;9;5,5
Haarlemmermeer;37;23,7;-3;-1,9;5;3,2
Halderberge;11;36,4;-6;-19,8;0;0
Hardenberg;42;68,9;4;6,5;5;8,2
Harderwijk;12;24,8;1;2;4;8,2
Hardinxveld-Giessendam;5;27,3;0;0;1;5,4
Harlingen;0;0;-1;-6,3;0;0
Hattem;4;32,8;-1;-8,2;2;16,4
Heemskerk;17;43,4;-3;-7,7;4;10,2
Heemstede;22;80,8;-4;-14,6;13;47,8
Heerde;-1;-5,3;-13;-70;4;21,6
Heerenveen;19;37,6;-1;-1,9;6;11,9
Heerhugowaard;6;10,4;-10;-17,4;-2;-3,4
Heerlen;33;37,9;-8;-9,2;2;2,3
Heeze-Leende;9;55,7;3;18,5;2;12,4
Heiloo;1;4,2;0;0;-2;-8,4
Hellendoorn;11;30,6;2;5,5;2;5,6
Hellevoetsluis;11;27,4;3;7,5;0;0
Helmond;2;2,1;9;9,7;6;6,5
Hendrik-Ido-Ambacht;7;22,5;-1;-3,2;1;3,2
Hengelo (O.);12;14,8;4;4,9;4;4,9
Het Hogeland;4;8,4;0;0;1;2,1
Heumen;5;30,4;2;12,1;1;6
Heusden;-14;-31,3;-9;-20,1;0;0
Hillegom;4;18;0;0;0;0
Hilvarenbeek;-3;-19,4;-3;-19,4;0;0
Hilversum;-10;-11;-3;-3,3;1;1,1
Hoeksche Waard;0;0;-8;-9,2;1;1,2
Hof van Twente;10;28,5;2;5,8;2;5,7
Hollands Kroon;3;6,2;-4;-8,2;1;2,1
Hoogeveen;11;19,8;1;1,8;0;0
Hoorn;9;12,3;-2;-2,7;1;1,4
Horst aan de Maas;4;9,4;-8;-18,9;1;2,4
Houten;-8;-15,9;-1;-2;6;12
Huizen;0;0;-3;-7,3;1;2,5
Hulst;13;47,2;1;3,6;4;14,5
IJsselstein;2;5,9;-8;-23,5;8;23,4
Kaag en Braassem;1;3,7;-3;-11;1;3,7
Kampen;28;51,5;-6;-11,1;8;14,7
Kapelle;8;63;0;0;0;0
Katwijk;19;28,9;6;9,1;3;4,6
Kerkrade;20;43,7;-2;-4,4;3;6,5
Koggenland;3;13,1;-2;-8,8;3;13,2
Krimpen aan den IJssel;7;23,7;2;6,8;1;3,3
Krimpenerwaard;6;10,7;-2;-3,5;7;12,4
Laarbeek;-8;-35,5;-4;-17,7;4;17,7
Landerd;2;12,7;0;0;0;0
Landgraaf;20;53,4;-1;-2,6;3;8
Landsmeer;4;34,8;-3;-26,1;0;0
Langedijk;2;7,1;-2;-7,1;1;3,5
Lansingerland;21;33,7;2;3,2;10;16
Laren (NH.);1;8,8;-2;-17,7;0;0
Leeuwarden;9;7,3;-4;-3,2;2;1,6
Leiden;18;14,4;4;3,2;3;2,4
Leiderdorp;7;25,9;1;3,7;2;7,4
Leidschendam-Voorburg;11;14,4;1;1,3;2;2,6
Lelystad;0;0;-2;-2,6;-1;-1,3
Leudal;10;27,9;-2;-5,5;6;16,7
Leusden;0;0;-1;-3,3;-1;-3,3
Lingewaard;1;2,2;-3;-6,5;0;0
Lisse;4;17,4;1;4,3;0;0
Lochem;2;5,9;0;0;2;6
Loon op Zand;-10;-42,8;-6;-25,6;-1;-4,3
Lopik;1;7;2;13,8;2;13,8
Loppersum;-1;-10,5;0;0;0;0
Losser;5;22;1;4,5;0;0
Maasdriel;1;4;-1;-4;-1;-4
Maasgouw;9;37,6;2;8,4;4;16,7
Maassluis;5;15;-1;-3;0;0
Maastricht;51;42;-1;-0,9;12;9,8
Medemblik;7;15,5;2;4,4;2;4,5
Meerssen;13;69,1;-2;-10,6;0;0
Meierijstad;-59;-72,7;-45;-55,5;1;1,2
Meppel;7;20,7;2;5,9;1;2,9
Middelburg (Z.);8;16,4;-3;-6,2;-1;-2
Midden-Delfland;4;20,6;0;0;0;0
Midden-Drenthe;2;6,1;0;0;0;0
Midden-Groningen;1;1,6;-2;-3,3;1;1,6
Mill en Sint Hubert;-4;-36,6;-3;-27,4;0;0
Moerdijk;8;21,5;2;5,4;3;8,1
Molenlanden;12;27,3;0;0;0;0
Montferland;7;19,5;-2;-5,6;0;0
Montfoort;4;28,8;-5;-36;2;14,3
Mook en Middelaar;-2;-25,5;0;0;1;12,8
Neder-Betuwe;5;20,6;-5;-20,5;1;4,1
Nederweert;-8;-47;-7;-41,1;2;11,7
Nieuwegein;9;14,2;6;9,4;6;9,4
Nieuwkoop;6;20,8;1;3,4;2;6,9
Nijkerk;5;11,6;2;4,6;-1;-2,3
Nijmegen;24;13,5;-11;-6,2;11;6,2
Nissewaard;18;21,1;4;4,7;-2;-2,4
Noardeast-Fryslƒn;-2;-4,5;-1;-2,2;0;0
Noord-Beveland;0;0;0;0;0;0
Noordenveld;2;6,4;2;6,4;0;0
Noordoostpolder;3;6,3;-5;-10,6;1;2,1
Noordwijk;0;0;-3;-6,9;1;2,3
Nuenen, Gerwen en Nederwetten;-6;-25,7;-4;-17,1;-1;-4,2
Nunspeet;-7;-25,1;-11;-39,5;2;7,2
Oegstgeest;-3;-12;1;4;0;0
Oirschot;5;26,7;-1;-5,3;1;5,3
Oisterwijk;0;0;0;0;0;0
Oldambt;1;2,6;1;2,6;0;0
Oldebroek;18;76,2;4;16,9;1;4,2
Oldenzaal;-4;-12,6;0;0;0;0
Olst-Wijhe;4;22;0;0;0;0
Ommen;10;55,5;-1;-5,6;2;11,1
Oost Gelre;2;6,8;2;6,8;1;3,3
Oosterhout;0;0;-4;-7,2;3;5,4
Ooststellingwerf;0;0;-2;-7,9;0;0
Oostzaan;2;20,6;2;20,5;0;0
Opmeer;0;0;-1;-8,4;0;0
Opsterland;1;3,3;0;0;0;0
Oss;-13;-14,1;-34;-37;18;19,6
Oude IJsselstreek;11;27,9;6;15,2;3;7,7
Ouder-Amstel;-2;-14,3;0;0;0;0
Oudewater;-1;-9,7;-8;-78,2;-1;-9,8
Overbetuwe;-18;-37,6;-11;-23;1;2,1
Papendrecht;6;18,7;3;9,4;2;6,2
Peel en Maas;-20;-46;-37;-85,2;-6;-13,8
Pekela;-1;-8,2;-1;-8,2;0;0
Pijnacker-Nootdorp;7;12,6;0;0;3;5,4
Purmerend;8;9,9;-10;-12,3;5;6,2
Putten;2;8,3;0;0;0;0
Raalte;6;15,9;-6;-15,9;2;5,3
Reimerswaal;1;4,4;-1;-4,4;-1;-4,4
Renkum;5;15,9;-1;-3,1;0;0
Renswoude;7;128,6;3;55,1;2;36,7
Reusel-De Mierden;-1;-7,6;1;7,6;0;0
Rheden;0;0;-5;-11,4;4;9,1
Rhenen;2;9,9;1;5;1;5
Ridderkerk;11;23,8;-2;-4,3;3;6,5
Rijssen-Holten;21;55;7;18,3;1;2,6
Rijswijk (ZH.);9;16,5;-3;-5,5;5;9,2
Roerdalen;-2;-9,8;-1;-4,8;3;14,6
Roermond;5;8,6;-6;-10,3;3;5,2
Roosendaal;37;47,9;-7;-9;5;6,5
Rotterdam;303;46,5;34;5,2;45;6,9
Rozendaal;0;0;0;0;0;0
Rucphen;6;26,2;-2;-8,8;4;17,5
Schagen;18;38,7;1;2,1;2;4,3
Scherpenzeel;4;40,5;2;20,2;1;10,1
Schiedam;12;15,3;0;0;1;1,3
Schiermonnikoog;0;0;0;0;0;0
Schouwen-Duiveland;0;0;-1;-3;0;0
Simpelveld;5;47,3;0;0;2;18,9
Sint Anthonis;7;60;-2;-17,2;-1;-8,6
Sint-Michielsgestel;3;10,2;1;3,4;1;3,4
Sittard-Geleen;12;13;-6;-6,5;-1;-1,1
Sliedrecht;8;31,7;0;0;0;0
Sluis;1;4,3;2;8,6;-1;-4,3
Smallingerland;5;8,9;0;0;0;0
Soest;10;21,4;-4;-8,6;3;6,4
Someren;4;20,6;-2;-10,4;1;5,1
Son en Breugel;3;17,3;-7;-40,4;1;5,7
Stadskanaal;1;3,1;1;3,1;0;0
Staphorst;16;93,3;1;5,9;1;5,9
Stede Broec;0;0;-3;-13,8;1;4,6
Steenbergen;3;12,3;-2;-8,2;3;12,3
Steenwijkerland;6;13,6;-2;-4,6;2;4,5
Stein (L.);6;24;-9;-36;0;0
Stichtse Vecht;1;1,5;-4;-6,2;0;0
S£dwest-Fryslƒn;12;13,3;-4;-4,4;2;2,2
Terneuzen;18;33,1;0;0;0;0
Terschelling;1;20,5;0;0;0;0
Texel;1;7,3;3;22,1;0;0
Teylingen;3;8;2;5,4;0;0
Tholen;24;93,1;-9;-34,9;4;15,5
Tiel;1;2,3;0;0;3;7,1
Tilburg;-73;-33,2;-46;-21;3;1,3
Tubbergen;33;155,1;-2;-9,4;2;9,4
Twenterand;10;29,6;-1;-2,9;1;3
Tynaarlo;-3;-8,8;-2;-5,9;0;0
Tytsjerksteradiel;5;15,6;1;3,1;1;3,1
Uden;-24;-57;-20;-47,5;6;14,3
Uitgeest;1;7,3;-2;-14,7;0;0
Uithoorn;2;6,8;-1;-3,4;1;3,4
Urk;4;19;2;9,6;1;4,8
Utrecht (gemeente);-15;-4,2;0;0;9;2,5
Utrechtse Heuvelrug;7;14,1;3;6,1;3;6,1
Vaals;2;19,8;-4;-39,6;0;0
Valkenburg aan de Geul;22;134,4;4;24,4;3;18,3
Valkenswaard;23;73,7;-3;-9,6;13;41,7
Veendam;-1;-3,7;0;0;0;0
Veenendaal;25;37,6;7;10,6;2;3
Veere;0;0;0;0;-1;-4,6
Veldhoven;0;0;-3;-6,6;4;8,8
Velsen;64;93,2;-3;-4,4;10;14,6
Venlo;14;13,8;-4;-4;14;13,8
Venray;1;2,3;-3;-6,9;3;6,8
Vijfheerenlanden;35;61,6;1;1,8;12;21,1
Vlaardingen;20;27,2;5;6,8;8;10,9
Vlieland;0;0;0;0;0;0
Vlissingen;16;36;-1;-2,3;1;2,3
Voerendaal;5;40,1;2;16;3;24,1
Voorschoten;5;19,5;2;7,8;2;7,8
Voorst;0;0;0;0;3;12,3
Vught;1;3,7;-3;-11,3;3;11,3
Waadhoeke;32;69,4;1;2,1;2;4,3
Waalre;3;17,2;1;5,7;3;17,2
Waalwijk;-15;-30,9;-8;-16,5;-2;-4,2
Waddinxveen;11;37,5;4;13,6;2;6,8
Wageningen;5;12,6;1;2,5;3;7,6
Wassenaar;8;30,4;1;3,8;3;11,4
Waterland;-2;-11,5;-1;-5,7;0;0
Weert;9;17,9;0;0;3;6
Weesp;1;5,1;2;10,1;0;0
West Betuwe;27;52,8;4;7,9;5;9,8
West Maas en Waal;8;41,4;-5;-25,9;0;0
Westerkwartier;6;9,5;-2;-3,1;0;0
Westerveld;9;46,3;2;10,3;-1;-5,1
Westervoort;2;13,3;4;26,7;0;0
Westerwolde;-2;-7,7;-2;-7,7;0;0
Westland;25;22,7;3;2,8;6;5,5
Weststellingwerf;1;3,8;-2;-7,7;0;0
Westvoorne;3;20,4;-2;-13,6;0;0
Wierden;3;12,2;1;4,1;1;4,1
Wijchen;-5;-12,2;-9;-21,9;-1;-2,4
Wijdemeren;3;12,4;0;0;0;0
Wijk bij Duurstede;0;0;0;0;0;0
Winterswijk;2;7;2;7;0;0
Woensdrecht;1;4,6;-3;-13,7;0;0
Woerden;9;17,2;-5;-9,6;6;11,5
Wormerland;6;36,9;-2;-12,3;-1;-6,1
Woudenberg;3;22,4;3;22,4;0;0
Zaanstad;55;35,1;4;2,5;5;3,2
Zaltbommel;6;20,8;2;6,9;2;6,9
Zandvoort;8;46,7;-1;-5,8;0;0
Zeewolde;2;8,8;-1;-4,4;0;0
Zeist;5;7,7;1;1,5;6;9,2
Zevenaar;7;16;-5;-11,5;0;0
Zoetermeer;15;12;-3;-2,4;-1;-0,8
Zoeterwoude;2;23,2;-1;-11,6;0;0
Zuidplas;15;34,2;-4;-9,1;2;4,5
Zundert;0;0;-4;-18,4;-1;-4,6
Zutphen;7;14,6;2;4,2;5;10,4
Zwartewaterland;0;0;-4;-17,7;1;4,4
Zwijndrecht;9;20,1;-3;-6,7;0;0
Zwolle;28;21,7;-2;-1,5;4;3,1
