"Gemeente";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Castricum";29;80,6;2;5,6;3;8,3
"Coevorden";18;51;4;11,3;1;2,8
"Cranendonck";75;354,8;14;66,2;14;66,2
"Cuijk";23;91,5;3;11,9;3;11,9
"Culemborg";16;55,3;3;10,4;2;6,9
"Dalfsen";39;136,4;6;21;4;14
"Dantumadiel";2;10,6;1;5,3;0;0
"De Bilt";30;69,5;7;16,2;6;13,9
"De Fryske Marren";22;42,7;2;3,9;3;5,8
"De Ronde Venen";29;65,2;13;29,2;3;6,7
"De Wolden";21;86,3;7;28,8;0;0
"Delft";49;47,3;10;9,7;4;3,9
"Delfzijl";4;16,2;1;4,1;0;0
"Den Helder";19;33,8;4;7,1;0;0
"Deurne";43;132,4;7;21,6;10;30,8
"Deventer";63;62,6;16;15,9;4;4
"Diemen";27;87,7;5;16,2;3;9,7
"Dinkelland";22;83,1;1;3,8;3;11,3
"Doesburg";10;90,3;3;27,1;3;27,1
"Doetinchem";29;50;4;6,9;3;5,2
"Dongen";20;76,3;3;11,4;4;15,3
"Dordrecht";106;88,9;23;19,3;11;9,2
"Drechterland";25;126,8;1;5,1;7;35,5
"Drimmelen";11;40,3;4;14,7;2;7,3
"Dronten";45;108,3;7;16,8;6;14,4
"Druten";63;332,9;6;31,7;5;26,4
"Duiven";21;83,6;6;23,9;2;8
"Echt-Susteren";26;82,3;9;28,5;7;22,1
"Edam-Volendam";29;80,1;7;19,3;0;0
"Ede";68;58;18;15,4;6;5,1
"Eemnes";7;75,7;0;0;0;0
"Eersel";24;124,3;4;20,7;6;31,1
"Eijsden-Margraten";63;244,5;22;85,4;13;50,5
"Eindhoven";131;55,9;53;22,6;37;15,8
"Elburg";57;246,1;13;56,1;2;8,6
"Emmen";42;39,2;5;4,7;6;5,6
"Enkhuizen";5;26,9;4;21,5;0;0
"Enschede";71;44,5;20;12,5;8;5
"Epe";39;117,5;14;42,2;7;21,1
"Ermelo";41;151,8;6;22,2;6;22,2
"Etten-Leur";56;127,6;9;20,5;14;31,9
"Geertruidenberg";7;32,5;0;0;2;9,3
"Geldrop-Mierlo";39;98,2;9;22,7;9;22,7
"Gemert-Bakel";39;126,9;5;16,3;10;32,5
"Gennep";25;147,7;3;17,7;4;23,6
"Gilze en Rijen";23;87;4;15,1;6;22,7
"Goeree-Overflakkee";95;189,8;14;28;19;38
"Goes";33;86,7;2;5,3;7;18,4
"Goirle";22;92;6;25,1;5;20,9
"Gooise Meren";37;63,7;5;8,6;4;6,9
"Gorinchem";74;199,9;6;16,2;10;27
"Gouda";101;137,6;13;17,7;12;16,3
"Grave";14;112,6;4;32,2;3;24,1
"Groningen (gemeente)";42;18;4;1,7;1;0,4
"Gulpen-Wittem";30;211,7;4;28,2;5;35,3
"Haaksbergen";29;119,3;7;28,8;2;8,2
"Haaren";10;69,6;3;20,9;0;0
"Haarlem";106;65,1;20;12,3;26;16
"Haarlemmermeer";86;55,1;20;12,8;8;5,1
"Halderberge";27;89,2;1;3,3;3;9,9
"Hardenberg";104;170,6;11;18;6;9,8
"Harderwijk";37;76,4;10;20,7;8;16,5
"Hardinxveld-Giessendam";13;71,1;0;0;1;5,5
"Harlingen";7;44,5;2;12,7;0;0
"Hattem";20;163,8;3;24,6;3;24,6
"Heemskerk";31;79,1;2;5,1;4;10,2
"Heemstede";37;135,9;2;7,3;16;58,8
"Heerde";58;312;3;16,1;7;37,7
"Heerenveen";50;99;3;5,9;10;19,8
"Heerhugowaard";56;97,2;3;5,2;3;5,2
"Heerlen";126;144,7;29;33,3;19;21,8
"Heeze-Leende";33;204,3;6;37,1;7;43,3
"Heiloo";17;70,9;2;8,3;0;0
"Hellendoorn";21;58,5;3;8,4;3;8,4
"Hellevoetsluis";31;77,2;10;24,9;0;0
"Helmond";111;120,1;41;44,4;16;17,3
"Hendrik-Ido-Ambacht";17;54,5;3;9,6;3;9,6
"Hengelo (O.)";56;69;9;11,1;7;8,6
"Het Hogeland";13;27,2;3;6,3;1;2,1
"Heumen";22;133,7;6;36,5;2;12,2
"Heusden";30;67,1;7;15,7;7;15,7
"Hillegom";13;58,5;2;9;1;4,5
"Hilvarenbeek";10;64,4;2;12,9;2;12,9
"Hilversum";35;38,5;4;4,4;3;3,3
"Hoeksche Waard";75;85,8;17;19,5;4;4,6
"Hof van Twente";33;94,2;4;11,4;4;11,4
"Hollands Kroon";21;43,4;4;8,3;2;4,1
"Hoogeveen";30;53,9;6;10,8;2;3,6
"Hoorn";34;46,4;10;13,6;5;6,8
"Horst aan de Maas";48;113,1;6;14,1;4;9,4
"Houten";36;71,8;9;17,9;7;14
"Huizen";23;55,7;4;9,7;2;4,8
"Hulst";19;69;3;10,9;4;14,5
"IJsselstein";37;108,5;8;23,5;16;46,9
"Kaag en Braassem";8;29,3;1;3,7;2;7,3
"Kampen";150;276,1;17;31,3;14;25,8
"Kapelle";13;102,4;1;7,9;1;7,9
"Katwijk";67;101,9;12;18,3;5;7,6
"Kerkrade";63;137,7;18;39,3;7;15,3
"Koggenland";14;61,5;1;4,4;3;13,2
"Krimpen aan den IJssel";21;71,1;5;16,9;1;3,4
"Krimpenerwaard";47;83,5;11;19,5;11;19,5
"Laarbeek";21;93,2;9;40;10;44,4
"Landerd";45;286,1;9;57,2;8;50,9
"Landgraaf";52;138,9;18;48,1;7;18,7
"Landsmeer";8;69,6;0;0;0;0
"Langedijk";19;67,5;5;17,8;1;3,6
"Lansingerland";69;110,6;15;24;16;25,6
"Laren (NH.)";7;62,1;1;8,9;0;0
"Leeuwarden";20;16,1;8;6,4;2;1,6
"Leiden";53;42,4;15;12;6;4,8
"Leiderdorp";14;51,7;5;18,5;3;11,1
"Leidschendam-Voorburg";37;48,3;7;9,1;3;3,9
"Lelystad";48;61,1;17;21,6;5;6,4
"Leudal";70;195,1;12;33,4;10;27,9
"Leusden";14;46,1;2;6,6;1;3,3
"Lingewaard";32;68,7;10;21,5;2;4,3
"Lisse";8;34,9;3;13,1;1;4,4
"Lochem";31;91,9;7;20,8;4;11,9
"Loon op Zand";8;34,2;4;17,1;2;8,5
"Lopik";15;103,7;8;55,3;2;13,8
"Loppersum";0;0;0;0;0;0
"Losser";11;48,5;1;4,4;0;0
"Maasdriel";14;55,9;4;16;2;8
"Maasgouw";31;129,4;7;29,2;7;29,2
"Maassluis";20;60,2;4;12;1;3
"Maastricht";263;216,3;52;42,8;35;28,8
"Medemblik";27;59,9;5;11,1;4;8,9
"Meerssen";46;244,3;7;37,2;5;26,6
"Meierijstad";125;154;28;34,5;38;46,8
"Meppel";14;41,3;4;11,8;2;5,9
"Middelburg (Z.)";19;38,9;3;6,1;2;4,1
"Midden-Delfland";6;31;1;5,2;0;0
"Midden-Drenthe";7;21,1;0;0;0;0
"Midden-Groningen";16;26,3;2;3,3;2;3,3
"Mill en Sint Hubert";12;109,7;0;0;2;18,3
"Moerdijk";25;67,3;7;18,9;4;10,8
"Molenlanden";46;104,8;4;9,1;2;4,6
"Montferland";35;97,2;3;8,3;1;2,8
"Montfoort";12;86,2;1;7,2;2;14,4
"Mook en Middelaar";13;165,7;3;38,2;1;12,7
"Neder-Betuwe";25;102,7;5;20,5;7;28,8
"Nederweert";7;41,1;4;23,5;3;17,6
"Nieuwegein";36;56,7;17;26,8;9;14,2
"Nieuwkoop";20;69,4;3;10,4;4;13,9
"Nijkerk";19;44;7;16,2;0;0
"Nijmegen";192;108,1;26;14,6;23;12,9
"Nissewaard";63;73,9;12;14,1;5;5,9
"Noardeast-Fryslân";17;37,6;2;4,4;1;2,2
"Noord-Beveland";2;27,1;0;0;0;0
"Noordenveld";9;28,8;3;9,6;0;0
"Noordoostpolder";22;46,5;3;6,3;3;6,3
"Noordwijk";10;23;2;4,6;1;2,3
"Nuenen, Gerwen en Nederwetten";19;81,3;5;21,4;3;12,8
"Nunspeet";51;183,1;11;39,5;8;28,7
"Oegstgeest";11;44,3;2;8,1;0;0
"Oirschot";18;96,2;3;16;3;16
"Oisterwijk";18;68,6;7;26,7;1;3,8
"Oldambt";3;7,9;2;5,2;0;0
"Oldebroek";55;232,6;16;67,7;7;29,6
"Oldenzaal";16;50,3;4;12,6;2;6,3
"Olst-Wijhe";21;115,1;6;32,9;2;11
"Ommen";21;116,6;3;16,7;2;11,1
"Oost Gelre";21;70,9;6;20,3;3;10,1
"Oosterhout";26;46,4;6;10,7;6;10,7
"Ooststellingwerf";1;3,9;0;0;0;0
"Oostzaan";9;92,4;5;51,4;1;10,3
"Opmeer";2;16,9;0;0;1;8,4
"Opsterland";10;33,6;2;6,7;0;0
"Oss";147;159,9;33;35,9;42;45,7
"Oude IJsselstreek";32;81,2;9;22,8;3;7,6
"Ouder-Amstel";9;64,2;1;7,1;0;0
"Oudewater";15;146,6;5;48,9;2;19,6
"Overbetuwe";35;73,1;12;25;5;10,4
"Papendrecht";31;96,5;4;12,4;6;18,7
"Peel en Maas";69;158,9;19;43,8;18;41,5
"Pekela";0;0;0;0;0;0
"Pijnacker-Nootdorp";36;65,1;7;12,7;5;9
"Purmerend";70;86,2;13;16;10;12,3
"Putten";6;24,9;2;8,3;0;0
"Raalte";35;92,8;3;8;3;8
"Reimerswaal";15;66;0;0;0;0
"Renkum";22;70;3;9,5;2;6,4
"Renswoude";11;202,1;4;73,5;5;91,8
"Reusel-De Mierden";8;61;3;22,9;2;15,3
"Rheden";21;48;5;11,4;7;16
"Rhenen";10;49,7;1;5;4;19,9
"Ridderkerk";30;65;6;13;7;15,2
"Rijssen-Holten";47;123,1;12;31,4;4;10,5
"Rijswijk (ZH.)";39;71,6;9;16,5;8;14,7
"Roerdalen";14;68;6;29,2;4;19,4
"Roermond";51;87,5;13;22,3;12;20,6
"Roosendaal";102;132;5;6,5;11;14,2
"Rotterdam";867;133,1;164;25,2;111;17
"Rozendaal";0;0;0;0;0;0
"Rucphen";24;104,9;1;4,4;4;17,5
"Schagen";34;73,1;5;10,8;4;8,6
"Scherpenzeel";11;111,3;3;30,4;2;20,2
"Schiedam";54;68,6;13;16,5;4;5,1
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";13;38,4;3;8,9;0;0
"Simpelveld";16;151,6;4;37,9;2;18,9
"Sint Anthonis";25;214,3;2;17,1;2;17,1
"Sint-Michielsgestel";32;109,6;13;44,5;8;27,4
"Sittard-Geleen";124;134,2;23;24,9;16;17,3
"Sliedrecht";22;87,2;2;7,9;1;4
"Sluis";8;34,5;3;12,9;1;4,3
"Smallingerland";17;30,3;2;3,6;1;1,8
"Soest";29;62,2;7;15;4;8,6
"Someren";36;185,9;7;36,1;4;20,7
"Son en Breugel";27;155,9;6;34,6;7;40,4
"Stadskanaal";3;9,5;1;3,2;1;3,2
"Staphorst";35;204,1;3;17,5;2;11,7
"Stede Broec";19;87,5;5;23;2;9,2
"Steenbergen";26;106,5;4;16,4;4;16,4
"Steenwijkerland";41;92,9;4;9,1;2;4,5
"Stein (L.)";45;179,9;10;40;7;28
"Stichtse Vecht";32;49,3;7;10,8;2;3,1
"Súdwest-Fryslân";29;32,2;3;3,3;2;2,2
"Terneuzen";53;97,4;6;11;2;3,7
"Terschelling";1;20,5;0;0;0;0
"Texel";6;44,2;3;22,1;0;0
"Teylingen";17;45,4;5;13,4;0;0
"Tholen";66;256,2;9;34,9;6;23,3
"Tiel";35;83;13;30,8;7;16,6
"Tilburg";146;66,4;46;20,9;55;25
"Tubbergen";49;230,3;2;9,4;3;14,1
"Twenterand";33;97,8;4;11,9;2;5,9
"Tynaarlo";12;35,4;2;5,9;0;0
"Tytsjerksteradiel";8;25;1;3,1;1;3,1
"Uden";53;125,8;12;28,5;20;47,5
"Uitgeest";9;65,9;2;14,6;0;0
"Uithoorn";22;74,6;7;23,7;1;3,4
"Urk";26;123,6;5;23,8;2;9,5
"Utrecht (gemeente)";247;69,1;76;21,3;37;10,3
"Utrechtse Heuvelrug";33;66,6;12;24,2;3;6,1
"Vaals";15;148,4;2;19,8;0;0
"Valkenburg aan de Geul";37;226,1;9;55;4;24,4
"Valkenswaard";55;176,3;4;12,8;20;64,1
"Veendam";2;7,3;1;3,7;0;0
"Veenendaal";64;96,3;22;33,1;4;6
"Veere";8;36,6;3;13,7;0;0
"Veldhoven";49;107,8;8;17,6;8;17,6
"Velsen";137;199,6;9;13,1;18;26,2
"Venlo";101;99,2;29;28,5;28;27,5
"Venray";40;91,7;11;25,2;10;22,9
"Vijfheerenlanden";95;167,2;9;15,8;23;40,5
"Vlaardingen";87;118,5;13;17,7;11;15
"Vlieland";0;0;0;0;0;0
"Vlissingen";27;60,9;1;2,3;2;4,5
"Voerendaal";16;128,3;8;64,1;4;32,1
"Voorschoten";11;43;3;11,7;3;11,7
"Voorst";13;52,9;3;12,2;5;20,4
"Vught";30;113;12;45,2;8;30,1
"Waadhoeke";50;108,5;5;10,8;6;13
"Waalre";7;40,1;3;17,2;4;22,9
"Waalwijk";40;82,2;8;16,4;5;10,3
"Waddinxveen";20;68,3;5;17,1;4;13,7
"Wageningen";22;55,5;9;22,7;5;12,6
"Wassenaar";24;91,2;5;19;6;22,8
"Waterland";8;45,9;4;23;1;5,7
"Weert";43;85,8;14;27,9;5;10
"Weesp";13;65,9;4;20,3;1;5,1
"West Betuwe";66;129,1;19;37,2;9;17,6
"West Maas en Waal";42;217,3;5;25,9;1;5,2
"Westerkwartier";28;44,2;4;6,3;2;3,2
"Westerveld";17;87,4;5;25,7;2;10,3
"Westervoort";14;93,5;6;40,1;0;0
"Westerwolde";1;3,9;1;3,9;0;0
"Westland";90;81,5;20;18,1;18;16,3
"Weststellingwerf";9;34,7;0;0;1;3,9
"Westvoorne";10;67,9;1;6,8;0;0
"Wierden";19;77,7;1;4,1;1;4,1
"Wijchen";45;109,5;8;19,5;1;2,4
"Wijdemeren";9;36,9;1;4,1;0;0
"Wijk bij Duurstede";14;58,5;2;8,4;1;4,2
"Winterswijk";16;55,5;4;13,9;1;3,5
"Woensdrecht";18;82,3;0;0;0;0
"Woerden";60;114,7;14;26,8;9;17,2
"Wormerland";16;98,3;3;18,4;3;18,4
"Woudenberg";12;89,8;5;37,4;1;7,5
"Zaanstad";153;97,6;34;21,7;23;14,7
"Zaltbommel";23;79,6;7;24,2;2;6,9
"Zandvoort";17;99,3;4;23,4;3;17,5
"Zeewolde";9;39,7;2;8,8;3;13,2
"Zeist";45;69,3;12;18,5;9;13,9
"Zevenaar";37;84,6;13;29,7;6;13,7
"Zoetermeer";70;55,9;15;12;5;4
"Zoeterwoude";4;46,5;0;0;0;0
"Zuidplas";42;95,7;5;11,4;3;6,8
"Zundert";19;87;5;22,9;3;13,7
"Zutphen";28;58,4;7;14,6;7;14,6
"Zwartewaterland";57;251,3;9;39,7;4;17,6
"Zwijndrecht";47;105,1;3;6,7;3;6,7
"Zwolle";128;99,3;18;14;18;14
