Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Kerkrade;14;30,6;12;26,2;2;4,4
Koggenland;2;8,8;2;8,8;0;0
Krimpen aan den IJssel;3;10,1;1;3,4;0;0
Krimpenerwaard;9;16;7;12,4;1;1,8
Laarbeek;20;88,8;11;48,9;4;17,8
Landerd;20;127,2;5;31,8;4;25,4
Landgraaf;14;37,4;7;18,7;1;2,6
Landsmeer;3;26,1;3;26,1;0;0
Langedijk;7;24,9;6;21,3;0;0
Lansingerland;11;17,7;6;9,6;0;0
Laren (NH.);3;26,6;3;26,6;0;0
Leeuwarden;7;5,7;10;8,1;0;0
Leiden;9;7,2;6;4,8;0;0
Leiderdorp;1;3,7;2;7,4;0;0
Leidschendam-Voorburg;6;7,9;3;3,9;0;0
Lelystad;14;17,8;9;11,4;2;2,5
Leudal;15;41,8;9;25,1;2;5,6
Leusden;9;29,6;3;9,9;2;6,6
Lingewaard;7;15,1;7;15,1;0;0
Lisse;2;8,7;1;4,3;0;0
Lochem;5;14,8;4;11,8;0;0
Loon op Zand;10;42,7;9;38,5;2;8,5
Lopik;6;41,5;5;34,6;0;0
Loppersum;1;10,5;0;0;0;0
Losser;1;4,4;0;0;0;0
Maasdriel;4;16;4;16;1;4
Maasgouw;7;29,2;4;16,7;2;8,3
Maassluis;5;15,1;4;12,1;0;0
Maastricht;61;50,2;28;23;6;5
Medemblik;4;8,9;1;2,2;0;0
Meerssen;7;37,2;4;21,2;2;10,6
Meierijstad;107;131,8;53;65,3;28;34,5
Meppel;3;8,8;0;0;1;2,9
Middelburg (Z.);5;10,2;3;6,1;2;4,1
Midden-Delfland;1;5,1;0;0;0;0
Midden-Drenthe;1;3;0;0;0;0
Midden-Groningen;1;1,6;2;3,3;0;0
Mill en Sint Hubert;6;54,9;3;27,5;0;0
Moerdijk;4;10,8;1;2,7;0;0
Molenlanden;9;20,5;3;6,8;0;0
Montferland;3;8,3;4;11,1;0;0
Montfoort;6;43,1;6;43,1;0;0
Mook en Middelaar;6;76,5;1;12,7;0;0
Neder-Betuwe;6;24,7;7;28,8;1;4,1
Nederweert;12;70,5;10;58,8;1;5,9
Nieuwegein;10;15,8;5;7,9;0;0
Nieuwkoop;5;17,3;2;6,9;0;0
Nijkerk;7;16,2;4;9,3;1;2,3
Nijmegen;63;35,5;22;12,4;4;2,3
Nissewaard;14;16,4;4;4,7;4;4,7
Noardeast-Fryslƒn;3;6,6;2;4,4;0;0
Noord-Beveland;0;0;0;0;0;0
Noordenveld;0;0;0;0;0;0
Noordoostpolder;3;6,4;5;10,6;1;2,1
Noordwijk;3;6,9;4;9,2;0;0
Nuenen, Gerwen en Nederwetten;8;34,2;5;21,3;2;8,6
Nunspeet;25;89,7;17;61;1;3,6
Oegstgeest;7;28,2;0;0;0;0
Oirschot;7;37,4;4;21,4;0;0
Oisterwijk;6;22,9;6;22,9;1;3,8
Oldambt;0;0;0;0;0;0
Oldebroek;9;38,1;8;33,8;2;8,5
Oldenzaal;10;31,4;3;9,5;2;6,3
Olst-Wijhe;6;32,9;3;16,4;1;5,5
Ommen;4;22,2;1;5,5;0;0
Oost Gelre;5;16,9;1;3,4;0;0
Oosterhout;14;25;8;14,3;1;1,8
Ooststellingwerf;1;3,9;2;7,9;0;0
Oostzaan;4;41,1;1;10,3;0;0
Opmeer;0;0;1;8,4;0;0
Opsterland;0;0;1;3,4;0;0
Oss;82;89,2;50;54,4;9;9,8
Oude IJsselstreek;2;5,1;2;5,1;0;0
Ouder-Amstel;6;42,8;1;7,2;0;0
Oudewater;10;97,7;12;117,3;1;9,8
Overbetuwe;30;62,6;15;31,3;3;6,3
Papendrecht;5;15,6;1;3,1;0;0
Peel en Maas;61;140,5;46;105,9;17;39,1
Pekela;1;8,2;0;0;0;0
Pijnacker-Nootdorp;2;3,6;5;9,1;0;0
Purmerend;31;38,1;16;19,7;1;1,2
Putten;3;12,4;2;8,3;0;0
Raalte;7;18,5;7;18,6;0;0
Reimerswaal;3;13,2;-1;-4,4;1;4,4
Renkum;-2;-6,4;2;6,3;0;0
Renswoude;0;0;1;18,4;0;0
Reusel-De Mierden;4;30,5;1;7,6;0;0
Rheden;12;27,5;9;20,5;1;2,3
Rhenen;2;9,9;0;0;0;0
Ridderkerk;8;17,3;8;17,3;1;2,2
Rijssen-Holten;9;23,6;2;5,2;0;0
Rijswijk (ZH.);8;14,7;7;12,9;0;0
Roerdalen;10;48,6;6;29,1;0;0
Roermond;19;32,6;14;24;3;5,1
Roosendaal;13;16,8;8;10,4;0;0
Rotterdam;117;18;60;9,2;3;0,5
Rozendaal;0;0;0;0;0;0
Rucphen;5;21,8;1;4,3;0;0
Schagen;2;4,3;3;6,5;0;0
Scherpenzeel;3;30,4;0;0;0;0
Schiedam;13;16,5;7;8,9;1;1,3
Schiermonnikoog;0;0;0;0;0;0
Schouwen-Duiveland;4;11,8;3;8,8;0;0
Simpelveld;3;28,4;3;28,4;0;0
Sint Anthonis;10;85,7;4;34,3;1;8,6
Sint-Michielsgestel;11;37,7;4;13,7;1;3,4
Sittard-Geleen;17;18,4;19;20,5;9;9,7
Sliedrecht;4;15,8;2;7,9;0;0
Sluis;3;12,9;1;4,3;2;8,6
Smallingerland;0;0;0;0;0;0
Soest;7;15;8;17,2;0;0
Someren;10;51,6;4;20,6;0;0
Son en Breugel;12;69,2;10;57,7;1;5,8
Stadskanaal;0;0;0;0;0;0
Staphorst;1;5,8;1;5,8;0;0
Stede Broec;10;46;7;32,2;1;4,6
Steenbergen;9;36,9;5;20,5;0;0
Steenwijkerland;5;11,3;4;9;0;0
Stein (L.);19;76;17;68;4;16
Stichtse Vecht;13;20,1;10;15,4;2;3,1
S£dwest-Fryslƒn;6;6,7;6;6,7;0;0
Terneuzen;7;12,9;4;7,4;1;1,8
Terschelling;0;0;0;0;0;0
Texel;2;14,7;0;0;0;0
Teylingen;6;16,1;3;8;0;0
Tholen;14;54,3;14;54,4;1;3,9
Tiel;10;23,7;9;21,3;2;4,7
Tilburg;98;44,6;64;29,1;29;13,2
Tubbergen;1;4,7;4;18,8;0;0
Twenterand;3;8,9;3;8,9;0;0
Tynaarlo;11;32,4;4;11,8;0;0
Tytsjerksteradiel;1;3,1;0;0;0;0
Uden;38;90,3;16;38;10;23,8
Uitgeest;4;29,3;2;14,6;0;0
Uithoorn;7;23,7;5;17;0;0
Urk;5;23,8;3;14,3;0;0
Utrecht (gemeente);118;33;44;12,3;6;1,7
Utrechtse Heuvelrug;5;10,1;5;10,1;0;0
Vaals;4;39,6;5;49,5;0;0
Valkenburg aan de Geul;6;36,7;2;12,2;0;0
Valkenswaard;10;32,1;6;19,2;0;0
Veendam;1;3,7;0;0;0;0
Veenendaal;5;7,5;4;6;1;1,5
Veere;6;27,4;2;9,1;1;4,6
Veldhoven;19;41,8;7;15,4;1;2,2
Velsen;12;17,5;7;10,2;1;1,5
Venlo;39;38,3;28;27,5;5;4,9
Venray;16;36,7;11;25,2;3;6,9
Vijfheerenlanden;14;24,7;4;7,1;0;0
Vlaardingen;19;25,9;4;5,5;0;0
Vlieland;0;0;0;0;0;0
Vlissingen;4;9;1;2,2;0;0
Voerendaal;3;24,1;2;16,1;1;8
Voorschoten;4;15,6;1;3,9;0;0
Voorst;4;16,3;3;12,2;0;0
Vught;17;64;11;41,4;2;7,5
Waadhoeke;0;0;1;2,2;0;0
Waalre;3;17,2;1;5,7;0;0
Waalwijk;29;59,6;11;22,6;6;12,3
Waddinxveen;3;10,3;0;0;0;0
Wageningen;2;5,1;2;5,1;0;0
Wassenaar;3;11,4;2;7,6;0;0
Waterland;5;28,7;3;17,2;1;5,7
Weert;23;45,9;12;23,9;2;4
Weesp;7;35,5;0;0;1;5,1
West Betuwe;10;19,5;6;11,7;0;0
West Maas en Waal;6;31,1;7;36,2;0;0
Westerkwartier;10;15,8;4;6,3;1;1,6
Westerveld;2;10,3;0;0;1;5,1
Westervoort;2;13,4;0;0;0;0
Westerwolde;3;11,7;3;11,7;0;0
Westland;20;18,2;11;10;1;0,9
Weststellingwerf;1;3,9;2;7,7;0;0
Westvoorne;5;33,9;3;20,4;0;0
Wierden;2;8,2;0;0;0;0
Wijchen;18;43,7;12;29,2;1;2,4
Wijdemeren;3;12,3;1;4,1;0;0
Wijk bij Duurstede;1;4,2;0;0;0;0
Winterswijk;2;6,9;1;3,5;0;0
Woensdrecht;5;22,9;3;13,7;0;0
Woerden;17;32,6;11;21;0;0
Wormerland;3;18,5;5;30,8;1;6,1
Woudenberg;4;29,9;2;15;0;0
Zaanstad;28;17,9;20;12,7;4;2,6
Zaltbommel;3;10,4;3;10,4;0;0
Zandvoort;4;23,4;3;17,5;1;5,8
Zeewolde;2;8,9;3;13,2;0;0
Zeist;13;20,1;7;10,8;0;0
Zevenaar;7;16;8;18,3;1;2,3
Zoetermeer;11;8,8;9;7,2;2;1,6
Zoeterwoude;1;11,6;1;11,6;0;0
Zuidplas;5;11,4;8;18,2;0;0
Zundert;7;32,1;4;18,3;1;4,6
Zutphen;8;16,7;5;10,4;2;4,2
Zwartewaterland;24;105,8;12;52,9;3;13,2
Zwijndrecht;3;6,7;4;8,9;1;2,2
Zwolle;32;24,9;12;9,3;3;2,3
