Gemeente	Totaal_Absoluut	Totaal_inc100000	Zkh_Absoluut	Zkh_inc100000	Overleden_Absoluut	Overleden_inc100000
Harderwijk	11	22,7	7	14,5	-1	-2
Hardinxveld-Giessendam	3	16,4	1	5,5	1	5,5
Harlingen	0	0	1	6,3	0	0
Hattem	12	98,2	6	49,1	1	8,2
Heemskerk	25	63,8	12	30,6	3	7,7
Heemstede	24	88,1	4	14,6	10	36,7
Heerde	26	139,8	10	53,8	6	32,2
Heerenveen	9	17,9	5	9,9	1	2
Heerhugowaard	18	31,3	9	15,7	2	3,4
Heerlen	42	48,2	20	23	6	6,9
Heeze-Leende	5	31	0	0	0	0
Heiloo	5	20,8	5	20,9	2	8,4
Hellendoorn	14	39	2	5,6	0	0
Hellevoetsluis	15	37,3	3	7,4	0	0
Helmond	48	52	14	15,2	8	8,6
Hendrik-Ido-Ambacht	3	9,6	-1	-3,2	0	0
Hengelo (O.)	24	29,5	5	6,2	2	2,5
Het Hogeland	6	12,5	1	2,1	0	0
Heumen	4	24,3	7	42,6	1	6,1
Heusden	22	49,2	15	33,6	2	4,5
Hillegom	4	18	3	13,5	0	0
Hilvarenbeek	4	25,8	2	12,9	0	0
Hilversum	14	15,4	9	9,9	2	2,2
Hoeksche Waard	32	36,6	11	12,6	1	1,1
Hof van Twente	10	28,6	6	17,1	0	0
Hollands Kroon	20	41,3	9	18,6	2	4,1
Hoogeveen	3	5,3	4	7,2	0	0
Hoorn	12	16,4	6	8,2	5	6,8
Horst aan de Maas	16	37,7	14	33	7	16,5
Houten	21	41,8	9	17,9	1	2
Huizen	15	36,3	8	19,4	2	4,8
Hulst	6	21,8	2	7,2	1	3,6
IJsselstein	17	49,8	6	17,6	6	17,6
Kaag en Braassem	3	11	2	7,3	0	0
Kampen	46	84,7	18	33,2	7	12,9
Kapelle	-1	-7,9	-1	-7,9	0	0
Katwijk	22	33,5	9	13,7	2	3
Kerkrade	23	50,3	14	30,6	8	17,5
Koggenland	6	26,4	3	13,2	1	4,4
Krimpen aan den IJssel	12	40,7	3	10,1	3	10,2
Krimpenerwaard	36	63,9	19	33,7	7	12,4
Laarbeek	22	97,7	4	17,7	8	35,5
Landerd	4	25,4	5	31,8	2	12,7
Landgraaf	13	34,7	12	32	1	2,7
Landsmeer	0	0	0	0	2	17,4
Langedijk	3	10,6	4	14,2	1	3,6
Lansingerland	28	44,8	7	11,3	2	3,2
Laren (NH.)	9	79,8	1	8,8	1	8,9
Leeuwarden	10	8	11	8,8	0	0
Leiden	14	11,2	4	3,2	5	4
Leiderdorp	2	7,4	1	3,7	0	0
Leidschendam-Voorburg	7	9,1	4	5,3	3	3,9
Lelystad	4	5,1	2	2,6	1	1,3
Leudal	19	53	11	30,6	9	25,1
Leusden	2	6,5	3	9,8	1	3,3
Lingewaard	15	32,1	9	19,3	2	4,3
Lisse	5	21,8	1	4,4	1	4,4
Lochem	8	23,7	1	3	2	5,9
Loon op Zand	6	25,7	3	12,8	2	8,6
Lopik	3	20,7	0	0	1	6,9
Loppersum	1	10,5	0	0	0	0
Losser	5	22,1	5	22	0	0
Maasdriel	9	35,9	5	20	1	4
Maasgouw	11	45,9	6	25	-1	-4,2
Maassluis	11	33,1	4	12	1	3
Maastricht	75	61,6	27	22,3	4	3,3
Medemblik	19	42,1	10	22,2	2	4,4
Meerssen	11	58,4	5	26,6	0	0
Meierijstad	43	53	17	21	15	18,5
Meppel	8	23,6	2	5,9	1	3
Middelburg (Z.)	10	20,5	1	2,1	3	6,1
Midden-Delfland	3	15,6	3	15,5	0	0
Midden-Drenthe	9	27,1	6	18,1	0	0
Midden-Groningen	3	5	2	3,3	0	0
Mill en Sint Hubert	4	36,6	3	27,4	1	9,1
Moerdijk	10	26,9	3	8,1	1	2,7
Molenlanden	6	13,7	2	4,6	2	4,6
Montferland	8	22,2	5	13,9	2	5,6
Montfoort	12	86,2	4	28,8	2	14,4
Mook en Middelaar	8	101,9	1	12,8	1	12,7
Neder-Betuwe	27	110,9	13	53,4	6	24,7
Nederweert	6	35,3	3	17,6	1	5,9
Nieuwegein	20	31,5	9	14,2	1	1,6
Nieuwkoop	8	27,8	3	10,5	1	3,5
Nijkerk	14	32,5	8	18,5	1	2,3
Nijmegen	82	46,1	41	23,1	11	6,1
Nissewaard	21	24,7	11	12,9	1	1,2
Noardeast-Fryslǽn	3	6,7	0	0	2	4,4
Noord-Beveland	1	13,6	0	0	0	0
Noordenveld	4	12,8	-1	-3,2	-1	-3,2
Noordoostpolder	6	12,7	3	6,3	1	2,1
Noordwijk	9	20,7	2	4,6	0	0
Nuenen, Gerwen en Nederwetten	7	29,9	3	12,9	1	4,2
Nunspeet	32	114,9	12	43,1	4	14,3
Oegstgeest	3	12	0	0	1	4
Oirschot	12	64,2	3	16	2	10,7
Oisterwijk	3	11,4	0	0	6	22,9
Oldambt	3	7,9	1	2,6	0	0
Oldebroek	19	80,3	8	33,8	4	16,9
Oldenzaal	6	18,9	3	9,4	3	9,4
Olst-Wijhe	6	32,8	3	16,5	2	10,9
Ommen	2	11,1	3	16,7	0	0
Oost Gelre	11	37,1	2	6,7	2	6,8
Oosterhout	12	21,4	11	19,7	3	5,3
Ooststellingwerf	0	0	0	0	0	0
Oostzaan	3	30,8	3	30,8	0	0
Opmeer	3	25,3	0	0	0	0
Opsterland	4	13,5	2	6,7	0	0
Oss	86	93,5	41	44,6	26	28,3
Oude IJsselstreek	9	22,8	1	2,5	1	2,5
Ouder-Amstel	1	7,1	1	7,1	0	0
Oudewater	16	156,4	5	48,9	4	39,1
Overbetuwe	16	33,4	7	14,6	4	8,3
Papendrecht	2	6,2	2	6,2	0	0
Peel en Maas	23	52,9	22	50,7	20	46,1
Pekela	1	8,2	2	16,4	0	0
Pijnacker-Nootdorp	7	12,7	3	5,4	2	3,6
Purmerend	29	35,7	19	23,4	3	3,7
Putten	3	12,5	1	4,2	0	0
Raalte	13	34,5	6	15,9	5	13,3
Reimerswaal	-2	-8,8	-1	-4,4	1	4,4
Renkum	8	25,5	5	15,9	0	0
Renswoude	1	18,4	0	0	0	0
Reusel-De Mierden	4	30,5	1	7,6	0	0
Rheden	16	36,5	13	29,7	6	13,7
Rhenen	6	29,9	3	14,9	0	0
Ridderkerk	33	71,5	14	30,3	3	6,5
Rijssen-Holten	18	47,1	8	21	0	0
Rijswijk (ZH.)	8	14,7	2	3,6	1	1,8
Roerdalen	13	63,2	10	48,6	2	9,7
Roermond	18	30,9	16	27,5	4	6,9
Roosendaal	4	5,2	4	5,1	2	2,6
Rotterdam	226	34,7	94	14,5	14	2,1
Rozendaal	-2	-117,4	-1	-58,7	0	0
Rucphen	5	21,9	2	8,8	2	8,7
Schagen	7	15	4	8,6	1	2,2
Scherpenzeel	3	30,3	0	0	0	0
Schiedam	22	27,9	12	15,3	2	2,5
Schiermonnikoog	0	0	0	0	0	0
Schouwen-Duiveland	9	26,6	1	3	0	0
Simpelveld	7	66,4	8	75,8	1	9,5
Sint Anthonis	12	102,9	0	0	6	51,4
Sint-Michielsgestel	11	37,7	1	3,4	4	13,7
Sittard-Geleen	11	11,9	12	13	4	4,4
Sliedrecht	3	11,9	3	11,9	2	7,9
Sluis	1	4,4	-2	-8,6	1	4,3
Smallingerland	4	7,2	2	3,5	1	1,8
Soest	8	17,2	5	10,7	2	4,3
Someren	19	98,1	9	46,5	0	0
Son en Breugel	5	28,9	4	23,1	-2	-11,5
Stadskanaal	1	3,2	1	3,2	0	0
Staphorst	2	11,7	3	17,5	1	5,8
Stede Broec	8	36,9	4	18,4	1	4,6
Steenbergen	6	24,5	1	4,1	0	0
Steenwijkerland	6	13,6	2	4,6	0	0
Stein (L.)	9	36	7	28	3	12
Stichtse Vecht	11	16,9	7	10,8	2	3,1
Sǧdwest-Fryslǽn	16	17,8	6	6,6	1	1,1
Terneuzen	15	27,5	4	7,3	0	0
Terschelling	0	0	0	0	0	0
Texel	2	14,8	0	0	1	7,4
Teylingen	7	18,7	2	5,3	0	0
Tholen	26	101	9	34,9	6	23,3
Tiel	16	38	5	11,9	2	4,8
Tilburg	53	24,1	20	9,1	25	11,4
Tubbergen	10	47	3	14,1	0	0
Twenterand	6	17,8	4	11,8	0	0
Tynaarlo	4	11,8	2	5,9	0	0
Tytsjerksteradiel	3	9,4	3	9,4	0	0
Uden	19	45,1	11	26,1	14	33,2
Uitgeest	5	36,6	1	7,4	1	7,3
Uithoorn	9	30,6	2	6,7	0	0
Urk	9	42,8	3	14,2	2	9,5
Utrecht (gemeente)	90	25,2	49	13,7	16	4,5
Utrechtse Heuvelrug	19	38,3	7	14,1	2	4
Vaals	5	49,5	3	29,7	1	9,9
Valkenburg aan de Geul	4	24,4	5	30,6	0	0
Valkenswaard	37	118,6	5	16,1	5	16
Veendam	4	14,6	1	3,7	0	0
Veenendaal	15	22,6	5	7,5	2	3
Veere	4	18,3	1	4,6	0	0
Veldhoven	13	28,6	10	22	6	13,2
Velsen	28	40,8	7	10,2	1	1,4
Venlo	44	43,2	27	26,5	10	9,8
Venray	24	55	5	11,5	3	6,9
Vijfheerenlanden	34	59,8	8	14	6	10,6
Vlaardingen	25	34,1	8	10,9	2	2,7
Vlieland	0	0	0	0	0	0
Vlissingen	6	13,6	3	6,8	2	4,5
Voerendaal	5	40,1	2	16	0	0
Voorschoten	7	27,4	3	11,7	1	3,9
Voorst	18	73,3	8	32,6	2	8,1
Vught	11	41,5	5	18,8	4	15,1
Waadhoeke	10	21,7	3	6,5	0	0
Waalre	8	45,8	2	11,5	0	0
Waalwijk	13	26,8	4	8,3	11	22,7
Waddinxveen	8	27,3	5	17,1	1	3,4
Wageningen	6	15,1	3	7,5	2	5
Wassenaar	-2	-7,6	-1	-3,8	0	0
Waterland	0	0	3	17,2	0	0
Weert	30	59,9	17	34	2	4
Weesp	8	40,5	2	10,1	0	0
West Betuwe	23	45	10	19,5	2	3,9
West Maas en Waal	8	41,4	2	10,4	2	10,3
Westerkwartier	11	17,3	4	6,3	0	0
Westerveld	7	35,9	1	5,2	0	0
Westervoort	5	33,4	4	26,7	1	6,7
Westerwolde	1	3,8	1	3,8	0	0
Westland	30	27,1	8	7,2	3	2,7
Weststellingwerf	2	7,7	0	0	1	3,9
Westvoorne	2	13,6	1	6,8	0	0
Wierden	11	45	3	12,3	2	8,2
Wijchen	17	41,4	6	14,6	5	12,2
Wijdemeren	3	12,3	3	12,3	0	0
Wijk bij Duurstede	3	12,6	2	8,3	0	0
Winterswijk	3	10,4	1	3,4	0	0
Woensdrecht	2	9,1	1	4,6	0	0
Woerden	25	47,8	17	32,6	4	7,6
Wormerland	9	55,3	6	36,9	2	12,3
Woudenberg	2	15	1	7,5	0	0
Zaanstad	55	35,1	33	21,1	5	3,1
Zaltbommel	11	38,1	5	17,3	2	6,9
Zandvoort	3	17,5	2	11,7	2	11,7
Zeewolde	4	17,6	3	13,3	0	0
Zeist	20	30,8	11	17	2	3,1
Zevenaar	14	32	15	34,3	1	2,3
Zoetermeer	25	19,9	14	11,2	0	0
Zoeterwoude	2	23,3	1	11,6	0	0
Zuidplas	21	47,8	6	13,7	2	4,6
Zundert	9	41,2	-1	-4,5	2	9,1
Zutphen	11	22,9	4	8,3	1	2,1
Zwartewaterland	13	57,4	6	26,5	5	22,1
Zwijndrecht	6	13,4	1	2,3	1	2,3
Zwolle	46	35,7	20	15,5	11	8,6
