"Gemeente";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage (gemeente)";156;28,6;14;2,6;19;3,5
"'s-Hertogenbosch";10;6,4;0;0;1;0,6
"Aa en Hunze";0;0;0;0;0;0
"Aalsmeer";2;6,3;0;0;0;0
"Aalten";2;7,4;0;0;1;3,7
"Achtkarspelen";0;0;0;0;0;0
"Alblasserdam";2;9,9;0;0;1;5
"Albrandswaard";6;23,4;0;0;0;0
"Alkmaar";12;11;1;0,9;3;2,7
"Almelo";3;4,1;0;0;0;0
"Almere";23;10,9;1;0,5;5;2,4
"Alphen aan den Rijn";15;13,4;0;0;0;0
"Alphen-Chaam";1;9,8;0;0;0;0
"Altena";2;3,6;1;1,8;0;0
"Ameland";0;0;0;0;0;0
"Amersfoort";11;7;1;0,6;0;0
"Amstelveen";8;8,7;1;1,1;0;0
"Amsterdam";118;13,5;9;1;29;3,3
"Apeldoorn";5;3,1;0;0;1;0,6
"Appingedam";0;0;0;0;0;0
"Arnhem";46;28,5;1;0,6;4;2,5
"Assen";0;0;0;0;0;0
"Asten";0;0;0;0;0;0
"Baarle-Nassau";2;29,2;0;0;0;0
"Baarn";1;4;0;0;0;0
"Barendrecht";8;16,4;1;2,1;0;0
"Barneveld";7;11,8;0;0;0;0
"Beek (L.)";1;6,3;0;0;0;0
"Beekdaelen";6;16,7;1;2,8;0;0
"Beemster";3;29,9;0;0;0;0
"Beesel";0;0;0;0;0;0
"Berg en Dal";7;20;0;0;0;0
"Bergeijk";1;5,4;1;5,4;0;0
"Bergen (L.)";0;0;0;0;0;0
"Bergen (NH.)";30;100,5;0;0;1;3,4
"Bergen op Zoom";35;51,9;0;0;2;3
"Berkelland";16;36,6;0;0;0;0
"Bernheze";4;12,8;0;0;1;3,2
"Best";4;13,3;0;0;0;0
"Beuningen";7;27;0;0;0;0
"Beverwijk";7;16,8;0;0;0;0
"Bladel";4;19,6;1;4,9;0;0
"Blaricum";1;8,7;0;0;0;0
"Bloemendaal";1;4,2;0;0;0;0
"Bodegraven-Reeuwijk";4;11,5;0;0;0;0
"Boekel";1;9,3;0;0;0;0
"Borger-Odoorn";0;0;0;0;0;0
"Borne";1;4,3;0;0;0;0
"Borsele";5;22;0;0;0;0
"Boxmeer";4;13,6;1;3,4;0;0
"Boxtel";10;32,5;0;0;8;26
"Breda";15;8,1;1;0,5;0;0
"Brielle";1;5,8;0;0;0;0
"Bronckhorst";4;11,1;0;0;0;0
"Brummen";1;4,8;0;0;0;0
"Brunssum";9;32,3;2;7,2;2;7,2
"Bunnik";4;26,3;0;0;0;0
"Bunschoten";2;9,1;0;0;0;0
"Buren";1;3,7;0;0;0;0
"Capelle aan den IJssel";13;19,4;3;4,5;0;0
"Castricum";3;8,3;0;0;0;0
"Coevorden";1;2,8;0;0;0;0
"Cranendonck";0;0;0;0;0;0
"Cuijk";0;0;0;0;1;4
"Culemborg";2;6,9;0;0;0;0
"Dalfsen";0;0;0;0;0;0
"Dantumadiel";0;0;0;0;0;0
"De Bilt";25;58;0;0;2;4,6
"De Fryske Marren";4;7,8;0;0;0;0
"De Ronde Venen";7;15,7;0;0;0;0
"De Wolden";1;4,1;0;0;0;0
"Delft";4;3,9;0;0;0;0
"Delfzijl";0;0;0;0;0;0
"Den Helder";0;0;0;0;1;1,8
"Deurne";19;58,5;0;0;1;3,1
"Deventer";19;18,9;0;0;0;0
"Diemen";7;22,7;0;0;0;0
"Dinkelland";0;0;0;0;0;0
"Doesburg";0;0;0;0;0;0
"Doetinchem";5;8,6;0;0;0;0
"Dongen";2;7,6;0;0;0;0
"Dordrecht";133;111,5;2;1,7;21;17,6
"Drechterland";0;0;1;5,1;0;0
"Drimmelen";1;3,7;0;0;0;0
"Dronten";10;24,1;0;0;0;0
"Druten";3;15,9;1;5,3;0;0
"Duiven";2;8;0;0;0;0
"Echt-Susteren";4;12,7;0;0;1;3,2
"Edam-Volendam";24;66,3;1;2,8;0;0
"Ede";12;10,2;0;0;0;0
"Eemnes";1;10,8;0;0;0;0
"Eersel";4;20,7;0;0;0;0
"Eijsden-Margraten";9;34,9;1;3,9;1;3,9
"Eindhoven";15;6,4;1;0,4;1;0,4
"Elburg";8;34,5;0;0;0;0
"Emmen";1;0,9;0;0;0;0
"Enkhuizen";0;0;0;0;0;0
"Enschede";18;11,3;0;0;3;1,9
"Epe";3;9;0;0;1;3
"Ermelo";10;37;2;7,4;1;3,7
"Etten-Leur";5;11,4;0;0;0;0
"Geertruidenberg";1;4,6;0;0;0;0
"Geldrop-Mierlo";3;7,6;0;0;0;0
"Gemert-Bakel";2;6,5;0;0;1;3,3
"Gennep";0;0;0;0;0;0
"Gilze en Rijen";2;7,6;0;0;0;0
"Goeree-Overflakkee";8;16;0;0;0;0
"Goes";2;5,3;0;0;0;0
"Goirle";3;12,6;0;0;0;0
"Gooise Meren";6;10,3;0;0;1;1,7
"Gorinchem";2;5,4;0;0;1;2,7
"Gouda";6;8,2;0;0;1;1,4
"Grave";1;8;0;0;1;8
"Groningen (gemeente)";0;0;0;0;0;0
"Gulpen-Wittem";1;7,1;0;0;1;7,1
"Haaksbergen";1;4,1;0;0;0;0
"Haaren";4;27,8;0;0;0;0
"Haarlem";14;8,6;0;0;5;3,1
"Haarlemmermeer";17;10,9;0;0;1;0,6
"Halderberge";1;3,3;0;0;0;0
"Hardenberg";0;0;0;0;0;0
"Harderwijk";19;39,2;0;0;2;4,1
"Hardinxveld-Giessendam";2;10,9;0;0;0;0
"Harlingen";0;0;0;0;0;0
"Hattem";0;0;0;0;0;0
"Heemskerk";4;10,2;1;2,6;0;0
"Heemstede";0;0;0;0;0;0
"Heerde";0;0;0;0;0;0
"Heerenveen";3;5,9;0;0;1;2
"Heerhugowaard";4;6,9;0;0;1;1,7
"Heerlen";22;25,3;4;4,6;2;2,3
"Heeze-Leende";2;12,4;0;0;0;0
"Heiloo";1;4,2;0;0;0;0
"Hellendoorn";1;2,8;0;0;0;0
"Hellevoetsluis";2;5;0;0;1;2,5
"Helmond";15;16,2;1;1,1;1;1,1
"Hendrik-Ido-Ambacht";15;48,1;1;3,2;1;3,2
"Hengelo (O.)";4;4,9;0;0;0;0
"Het Hogeland";0;0;0;0;0;0
"Heumen";1;6,1;0;0;1;6,1
"Heusden";1;2,2;0;0;0;0
"Hillegom";1;4,5;1;4,5;0;0
"Hilvarenbeek";2;12,9;0;0;0;0
"Hilversum";6;6,6;2;2,2;0;0
"Hoeksche Waard";19;21,7;0;0;0;0
"Hof van Twente";1;2,9;0;0;0;0
"Hollands Kroon";0;0;0;0;0;0
"Hoogeveen";4;7,2;0;0;0;0
"Hoorn";0;0;0;0;0;0
"Horst aan de Maas";0;0;0;0;0;0
"Houten";5;10;0;0;0;0
"Huizen";3;7,3;1;2,4;0;0
"Hulst";1;3,6;0;0;0;0
"IJsselstein";8;23,5;0;0;1;2,9
"Kaag en Braassem";1;3,7;0;0;0;0
"Kampen";6;11;0;0;0;0
"Kapelle";1;7,9;0;0;0;0
"Katwijk";4;6,1;0;0;1;1,5
"Kerkrade";7;15,3;0;0;1;2,2
"Koggenland";0;0;0;0;0;0
"Krimpen aan den IJssel";4;13,5;0;0;0;0
"Krimpenerwaard";25;44,4;0;0;3;5,3
"Laarbeek";5;22,2;1;4,4;0;0
"Landerd";2;12,7;0;0;0;0
"Landgraaf";8;21,4;0;0;0;0
"Landsmeer";0;0;0;0;0;0
"Langedijk";1;3,6;0;0;1;3,6
"Lansingerland";5;8;0;0;3;4,8
"Laren (NH.)";2;17,7;0;0;0;0
"Leeuwarden";1;0,8;0;0;0;0
"Leiden";11;8,8;0;0;0;0
"Leiderdorp";1;3,7;0;0;0;0
"Leidschendam-Voorburg";7;9,1;0;0;2;2,6
"Lelystad";6;7,6;2;2,5;1;1,3
"Leudal";4;11,1;0;0;1;2,8
"Leusden";2;6,6;0;0;0;0
"Lingewaard";14;30;0;0;0;0
"Lisse";0;0;0;0;0;0
"Lochem";6;17,8;1;3;1;3
"Loon op Zand";1;4,3;0;0;0;0
"Lopik";0;0;0;0;0;0
"Loppersum";0;0;0;0;0;0
"Losser";0;0;0;0;0;0
"Maasdriel";2;8;0;0;0;0
"Maasgouw";3;12,5;0;0;0;0
"Maassluis";6;18,1;1;3;0;0
"Maastricht";81;66,6;5;4,1;11;9
"Medemblik";1;2,2;0;0;0;0
"Meerssen";11;58,4;1;5,3;0;0
"Meierijstad";6;7,4;0;0;3;3,7
"Meppel";4;11,8;1;2,9;0;0
"Middelburg (Z.)";2;4,1;0;0;0;0
"Midden-Delfland";0;0;0;0;0;0
"Midden-Drenthe";0;0;0;0;0;0
"Midden-Groningen";1;1,6;0;0;0;0
"Mill en Sint Hubert";2;18,3;0;0;0;0
"Moerdijk";4;10,8;0;0;0;0
"Molenlanden";6;13,7;0;0;0;0
"Montferland";2;5,6;0;0;0;0
"Montfoort";2;14,4;0;0;0;0
"Mook en Middelaar";1;12,7;0;0;0;0
"Neder-Betuwe";10;41,1;1;4,1;0;0
"Nederweert";0;0;0;0;0;0
"Nieuwegein";23;36,2;2;3,2;1;1,6
"Nieuwkoop";2;6,9;0;0;0;0
"Nijkerk";4;9,3;0;0;0;0
"Nijmegen";32;18;2;1,1;8;4,5
"Nissewaard";8;9,4;0;0;0;0
"Noardeast-Fryslân";1;2,2;0;0;0;0
"Noord-Beveland";3;40,6;0;0;0;0
"Noordenveld";0;0;0;0;0;0
"Noordoostpolder";4;8,5;0;0;0;0
"Noordwijk";1;2,3;1;2,3;1;2,3
"Nuenen, Gerwen en Nederwetten";1;4,3;0;0;0;0
"Nunspeet";7;25,1;0;0;0;0
"Oegstgeest";1;4;0;0;0;0
"Oirschot";3;16;0;0;0;0
"Oisterwijk";7;26,7;0;0;0;0
"Oldambt";0;0;0;0;2;5,2
"Oldebroek";2;8,5;1;4,2;0;0
"Oldenzaal";0;0;0;0;0;0
"Olst-Wijhe";2;11;0;0;0;0
"Ommen";0;0;0;0;0;0
"Oost Gelre";9;30,4;0;0;0;0
"Oosterhout";12;21,4;1;1,8;0;0
"Ooststellingwerf";0;0;0;0;0;0
"Oostzaan";0;0;0;0;0;0
"Opmeer";0;0;0;0;0;0
"Opsterland";0;0;0;0;0;0
"Oss";9;9,8;0;0;0;0
"Oude IJsselstreek";3;7,6;0;0;0;0
"Ouder-Amstel";0;0;0;0;0;0
"Oudewater";5;48,9;0;0;0;0
"Overbetuwe";5;10,4;0;0;1;2,1
"Papendrecht";14;43,6;1;3,1;0;0
"Peel en Maas";5;11,5;0;0;3;6,9
"Pekela";0;0;0;0;0;0
"Pijnacker-Nootdorp";4;7,2;0;0;1;1,8
"Purmerend";7;8,6;1;1,2;1;1,2
"Putten";2;8,3;0;0;0;0
"Raalte";5;13,3;0;0;0;0
"Reimerswaal";1;4,4;0;0;0;0
"Renkum";9;28,6;0;0;1;3,2
"Renswoude";0;0;0;0;0;0
"Reusel-De Mierden";0;0;0;0;0;0
"Rheden";11;25,1;0;0;0;0
"Rhenen";7;34,8;1;5;0;0
"Ridderkerk";0;0;0;0;1;2,2
"Rijssen-Holten";24;62,9;0;0;4;10,5
"Rijswijk (ZH.)";9;16,5;1;1,8;2;3,7
"Roerdalen";1;4,9;0;0;0;0
"Roermond";3;5,1;1;1,7;0;0
"Roosendaal";5;6,5;1;1,3;2;2,6
"Rotterdam";180;27,6;18;2,8;20;3,1
"Rozendaal";0;0;0;0;0;0
"Rucphen";1;4,4;0;0;0;0
"Schagen";2;4,3;0;0;0;0
"Scherpenzeel";7;70,9;0;0;0;0
"Schiedam";25;31,8;4;5,1;1;1,3
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";8;23,6;0;0;3;8,9
"Simpelveld";5;47,4;1;9,5;0;0
"Sint Anthonis";0;0;0;0;0;0
"Sint-Michielsgestel";8;27,4;0;0;4;13,7
"Sittard-Geleen";9;9,7;0;0;2;2,2
"Sliedrecht";5;19,8;0;0;0;0
"Sluis";0;0;0;0;0;0
"Smallingerland";1;1,8;0;0;0;0
"Soest";5;10,7;0;0;0;0
"Someren";0;0;0;0;0;0
"Son en Breugel";3;17,3;0;0;0;0
"Stadskanaal";0;0;0;0;0;0
"Staphorst";0;0;0;0;0;0
"Stede Broec";0;0;0;0;0;0
"Steenbergen";3;12,3;0;0;0;0
"Steenwijkerland";1;2,3;0;0;0;0
"Stein (L.)";2;8;0;0;0;0
"Stichtse Vecht";9;13,9;1;1,5;1;1,5
"Súdwest-Fryslân";1;1,1;0;0;0;0
"Terneuzen";9;16,5;0;0;0;0
"Terschelling";0;0;0;0;0;0
"Texel";1;7,4;0;0;0;0
"Teylingen";3;8;1;2,7;0;0
"Tholen";10;38,8;0;0;0;0
"Tiel";7;16,6;1;2,4;0;0
"Tilburg";35;15,9;1;0,5;2;0,9
"Tubbergen";0;0;0;0;0;0
"Twenterand";2;5,9;0;0;0;0
"Tynaarlo";0;0;0;0;0;0
"Tytsjerksteradiel";0;0;0;0;0;0
"Uden";3;7,1;0;0;0;0
"Uitgeest";1;7,3;0;0;0;0
"Uithoorn";2;6,8;0;0;0;0
"Urk";6;28,5;0;0;0;0
"Utrecht (gemeente)";87;24,3;3;0,8;5;1,4
"Utrechtse Heuvelrug";5;10,1;0;0;0;0
"Vaals";0;0;0;0;0;0
"Valkenburg aan de Geul";4;24,4;2;12,2;0;0
"Valkenswaard";2;6,4;0;0;0;0
"Veendam";0;0;0;0;0;0
"Veenendaal";8;12;1;1,5;0;0
"Veere";1;4,6;0;0;0;0
"Veldhoven";5;11;0;0;0;0
"Velsen";4;5,8;0;0;1;1,5
"Venlo";7;6,9;1;1;1;1
"Venray";1;2,3;0;0;0;0
"Vijfheerenlanden";18;31,7;0;0;0;0
"Vlaardingen";22;30;1;1,4;2;2,7
"Vlieland";0;0;0;0;0;0
"Vlissingen";0;0;0;0;0;0
"Voerendaal";0;0;0;0;0;0
"Voorschoten";5;19,5;0;0;1;3,9
"Voorst";1;4,1;0;0;0;0
"Vught";2;7,5;0;0;0;0
"Waadhoeke";5;10,8;1;2,2;2;4,3
"Waalre";0;0;0;0;0;0
"Waalwijk";4;8,2;0;0;1;2,1
"Waddinxveen";8;27,3;0;0;1;3,4
"Wageningen";5;12,6;0;0;0;0
"Wassenaar";2;7,6;0;0;0;0
"Waterland";0;0;0;0;0;0
"Weert";3;6;1;2;1;2
"Weesp";5;25,3;0;0;0;0
"West Betuwe";13;25,4;0;0;0;0
"West Maas en Waal";3;15,5;0;0;0;0
"Westerkwartier";0;0;0;0;0;0
"Westerveld";0;0;0;0;0;0
"Westervoort";1;6,7;0;0;0;0
"Westerwolde";0;0;0;0;0;0
"Westland";13;11,8;0;0;2;1,8
"Weststellingwerf";0;0;0;0;0;0
"Westvoorne";0;0;0;0;0;0
"Wierden";1;4,1;0;0;0;0
"Wijchen";5;12,2;1;2,4;0;0
"Wijdemeren";4;16,4;0;0;0;0
"Wijk bij Duurstede";2;8,4;0;0;0;0
"Winterswijk";4;13,9;0;0;0;0
"Woensdrecht";2;9,1;0;0;0;0
"Woerden";7;13,4;0;0;1;1,9
"Wormerland";1;6,1;0;0;0;0
"Woudenberg";1;7,5;0;0;0;0
"Zaanstad";39;24,9;6;3,8;4;2,6
"Zaltbommel";9;31,2;0;0;0;0
"Zandvoort";0;0;0;0;0;0
"Zeewolde";1;4,4;0;0;1;4,4
"Zeist";18;27,7;0;0;5;7,7
"Zevenaar";9;20,6;0;0;0;0
"Zoetermeer";6;4,8;3;2,4;0;0
"Zoeterwoude";1;11,6;0;0;1;11,6
"Zuidplas";3;6,8;0;0;2;4,6
"Zundert";13;59,6;1;4,6;0;0
"Zutphen";3;6,3;0;0;0;0
"Zwartewaterland";2;8,8;0;0;1;4,4
"Zwijndrecht";12;26,8;0;0;3;6,7
"Zwolle";2;1,6;0;0;0;0
