Updated;Municipality_name;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
3-3-2020;Beuningen;0;0;0;0;0;0
3-3-2020;Beverwijk;3;7,2;1;2,4;0;0
3-3-2020;Bladel;0;0;0;0;0;0
3-3-2020;Blaricum;1;8,7;0;0;0;0
3-3-2020;Bloemendaal;1;4,2;0;0;0;0
3-3-2020;Bodegraven-Reeuwijk;0;0;0;0;0;0
3-3-2020;Boekel;0;0;1;9,3;0;0
3-3-2020;Borger-Odoorn;0;0;0;0;0;0
3-3-2020;Borne;1;4,3;0;0;0;0
3-3-2020;Borsele;0;0;0;0;0;0
3-3-2020;Boxmeer;0;0;0;0;0;0
3-3-2020;Boxtel;0;0;0;0;0;0
3-3-2020;Breda;7;3,8;1;0,5;0;0
3-3-2020;Brielle;0;0;1;5,8;0;0
3-3-2020;Bronckhorst;1;2,8;0;0;0;0
3-3-2020;Brummen;0;0;0;0;0;0
3-3-2020;Brunssum;0;0;0;0;0;0
3-3-2020;Bunnik;0;0;0;0;0;0
3-3-2020;Bunschoten;0;0;0;0;0;0
3-3-2020;Buren;0;0;0;0;0;0
3-3-2020;Capelle aan den IJssel;0;0;0;0;0;0
3-3-2020;Castricum;0;0;0;0;0;0
3-3-2020;Coevorden;3;8,5;0;0;0;0
3-3-2020;Cranendonck;0;0;0;0;0;0
3-3-2020;Cuijk;0;0;0;0;0;0
3-3-2020;Culemborg;1;3,5;0;0;0;0
3-3-2020;Dalfsen;0;0;1;3,5;0;0
3-3-2020;Dantumadiel;0;0;0;0;0;0
3-3-2020;De Bilt;4;9,3;0;0;0;0
3-3-2020;De Fryske Marren;0;0;0;0;0;0
3-3-2020;De Ronde Venen;0;0;0;0;0;0
3-3-2020;De Wolden;0;0;0;0;0;0
3-3-2020;Delft;1;1;0;0;0;0
3-3-2020;Delfzijl;0;0;0;0;0;0
3-3-2020;Den Helder;0;0;0;0;0;0
3-3-2020;Deurne;0;0;0;0;0;0
3-3-2020;Deventer;0;0;0;0;0;0
3-3-2020;Diemen;0;0;0;0;0;0
3-3-2020;Dinkelland;0;0;0;0;0;0
3-3-2020;Doesburg;0;0;0;0;0;0
3-3-2020;Doetinchem;0;0;0;0;0;0
3-3-2020;Dongen;1;3,8;0;0;0;0
3-3-2020;Dordrecht;0;0;0;0;0;0
3-3-2020;Drechterland;0;0;0;0;0;0
3-3-2020;Drimmelen;0;0;0;0;0;0
3-3-2020;Dronten;0;0;0;0;0;0
3-3-2020;Druten;0;0;0;0;0;0
3-3-2020;Duiven;0;0;0;0;0;0
3-3-2020;Echt-Susteren;0;0;0;0;0;0
3-3-2020;Edam-Volendam;0;0;0;0;0;0
3-3-2020;Ede;0;0;0;0;0;0
3-3-2020;Eemnes;0;0;0;0;0;0
3-3-2020;Eersel;0;0;0;0;0;0
3-3-2020;Eijsden-Margraten;0;0;1;3,9;0;0
3-3-2020;Eindhoven;2;0,9;0;0;0;0
3-3-2020;Elburg;0;0;0;0;0;0
3-3-2020;Emmen;0;0;0;0;0;0
3-3-2020;Enkhuizen;0;0;0;0;0;0
3-3-2020;Enschede;0;0;0;0;0;0
3-3-2020;Epe;0;0;0;0;0;0
3-3-2020;Ermelo;0;0;3;11,1;0;0
3-3-2020;Etten-Leur;0;0;0;0;0;0
3-3-2020;Geertruidenberg;0;0;0;0;0;0
3-3-2020;Geldrop-Mierlo;0;0;0;0;0;0
3-3-2020;Gemert-Bakel;0;0;0;0;0;0
3-3-2020;Gennep;0;0;0;0;0;0
3-3-2020;Gilze en Rijen;0;0;0;0;0;0
3-3-2020;Goeree-Overflakkee;0;0;0;0;0;0
3-3-2020;Goes;0;0;0;0;0;0
3-3-2020;Goirle;0;0;0;0;0;0
3-3-2020;Gooise Meren;2;3,4;0;0;0;0
3-3-2020;Gorinchem;0;0;0;0;0;0
3-3-2020;Gouda;0;0;0;0;0;0
3-3-2020;Grave;0;0;0;0;0;0
3-3-2020;Groningen (gemeente);0;0;0;0;0;0
3-3-2020;Gulpen-Wittem;0;0;0;0;0;0
3-3-2020;Haaksbergen;0;0;0;0;0;0
3-3-2020;Haaren;0;0;0;0;0;0
3-3-2020;Haarlem;2;1,2;0;0;0;0
3-3-2020;Haarlemmermeer;0;0;0;0;0;0
3-3-2020;Halderberge;0;0;0;0;0;0
3-3-2020;Hardenberg;0;0;0;0;0;0
3-3-2020;Harderwijk;0;0;0;0;0;0
3-3-2020;Hardinxveld-Giessendam;4;21,9;0;0;0;0
3-3-2020;Harlingen;0;0;0;0;0;0
3-3-2020;Hattem;0;0;0;0;0;0
3-3-2020;Heemskerk;0;0;0;0;0;0
3-3-2020;Heemstede;0;0;0;0;0;0
3-3-2020;Heerde;0;0;0;0;0;0
3-3-2020;Heerenveen;0;0;0;0;0;0
3-3-2020;Heerhugowaard;0;0;0;0;0;0
3-3-2020;Heerlen;0;0;1;1,1;0;0
3-3-2020;Heeze-Leende;0;0;0;0;0;0
3-3-2020;Heiloo;0;0;0;0;0;0
3-3-2020;Hellendoorn;0;0;0;0;0;0
3-3-2020;Hellevoetsluis;0;0;0;0;0;0
3-3-2020;Helmond;6;6,5;0;0;0;0
3-3-2020;Hendrik-Ido-Ambacht;0;0;0;0;0;0
3-3-2020;Hengelo (O.);0;0;0;0;0;0
3-3-2020;Het Hogeland;0;0;0;0;0;0
3-3-2020;Heumen;0;0;0;0;0;0
3-3-2020;Heusden;0;0;0;0;0;0
3-3-2020;Hillegom;0;0;0;0;0;0
3-3-2020;Hilvarenbeek;0;0;0;0;0;0
3-3-2020;Hilversum;0;0;0;0;0;0
3-3-2020;Hoeksche Waard;1;1,1;1;1,1;0;0
3-3-2020;Hof van Twente;0;0;0;0;0;0
3-3-2020;Hollands Kroon;0;0;0;0;0;0
3-3-2020;Hoogeveen;0;0;0;0;0;0
3-3-2020;Hoorn;0;0;1;1,4;0;0
3-3-2020;Horst aan de Maas;0;0;0;0;0;0
3-3-2020;Houten;9;17,9;0;0;0;0
3-3-2020;Huizen;0;0;0;0;0;0
3-3-2020;Hulst;0;0;0;0;0;0
3-3-2020;IJsselstein;0;0;0;0;0;0
3-3-2020;Kaag en Braassem;0;0;0;0;0;0
3-3-2020;Kampen;0;0;1;1,8;0;0
3-3-2020;Kapelle;0;0;0;0;0;0
3-3-2020;Katwijk;0;0;0;0;0;0
3-3-2020;Kerkrade;0;0;1;2,2;0;0
3-3-2020;Koggenland;0;0;0;0;0;0
3-3-2020;Krimpen aan den IJssel;0;0;0;0;0;0
3-3-2020;Krimpenerwaard;0;0;0;0;0;0
3-3-2020;Laarbeek;0;0;0;0;0;0
3-3-2020;Landerd;0;0;0;0;0;0
3-3-2020;Landgraaf;0;0;0;0;0;0
3-3-2020;Landsmeer;0;0;0;0;0;0
3-3-2020;Langedijk;0;0;0;0;0;0
3-3-2020;Lansingerland;1;1,6;0;0;0;0
3-3-2020;Laren (NH.);0;0;0;0;0;0
3-3-2020;Leeuwarden;0;0;0;0;0;0
3-3-2020;Leiden;0;0;0;0;0;0
3-3-2020;Leiderdorp;0;0;0;0;0;0
3-3-2020;Leidschendam-Voorburg;0;0;0;0;0;0
3-3-2020;Lelystad;0;0;0;0;0;0
3-3-2020;Leudal;0;0;0;0;0;0
3-3-2020;Leusden;0;0;0;0;0;0
3-3-2020;Lingewaard;0;0;1;2,1;0;0
3-3-2020;Lisse;0;0;0;0;0;0
3-3-2020;Lochem;0;0;0;0;0;0
3-3-2020;Loon op Zand;4;17,1;0;0;0;0
3-3-2020;Lopik;0;0;0;0;0;0
3-3-2020;Loppersum;0;0;0;0;0;0
3-3-2020;Losser;0;0;0;0;0;0
3-3-2020;Maasdriel;0;0;0;0;0;0
3-3-2020;Maasgouw;0;0;0;0;0;0
3-3-2020;Maassluis;0;0;1;3;0;0
3-3-2020;Maastricht;1;0,8;1;0,8;0;0
3-3-2020;Medemblik;0;0;0;0;0;0
3-3-2020;Meerssen;0;0;0;0;0;0
3-3-2020;Meierijstad;1;1,2;0;0;0;0
3-3-2020;Meppel;0;0;0;0;0;0
3-3-2020;Middelburg (Z.);0;0;1;2;0;0
3-3-2020;Midden-Delfland;0;0;0;0;0;0
3-3-2020;Midden-Drenthe;0;0;0;0;0;0
3-3-2020;Midden-Groningen;0;0;0;0;0;0
3-3-2020;Mill en Sint Hubert;0;0;0;0;0;0
3-3-2020;Moerdijk;0;0;0;0;0;0
3-3-2020;Molenlanden;0;0;0;0;0;0
3-3-2020;Montferland;0;0;0;0;0;0
3-3-2020;Montfoort;0;0;0;0;0;0
3-3-2020;Mook en Middelaar;0;0;0;0;0;0
3-3-2020;Neder-Betuwe;0;0;0;0;0;0
3-3-2020;Nederweert;0;0;0;0;0;0
3-3-2020;Nieuwegein;0;0;0;0;0;0
3-3-2020;Nieuwkoop;0;0;0;0;0;0
3-3-2020;Nijkerk;0;0;0;0;0;0
3-3-2020;Nijmegen;0;0;0;0;0;0
3-3-2020;Nissewaard;0;0;0;0;0;0
3-3-2020;Noardeast-Fryslân;0;0;0;0;0;0
3-3-2020;Noord-Beveland;0;0;0;0;0;0
3-3-2020;Noordenveld;0;0;0;0;0;0
3-3-2020;Noordoostpolder;0;0;0;0;0;0
3-3-2020;Noordwijk;0;0;0;0;0;0
3-3-2020;Nuenen, Gerwen en Nederwetten;0;0;0;0;0;0
3-3-2020;Nunspeet;0;0;0;0;0;0
3-3-2020;Oegstgeest;1;4;0;0;0;0
3-3-2020;Oirschot;0;0;0;0;0;0
3-3-2020;Oisterwijk;1;3,8;0;0;0;0
3-3-2020;Oldambt;0;0;0;0;0;0
3-3-2020;Oldebroek;0;0;0;0;0;0
3-3-2020;Oldenzaal;0;0;0;0;0;0
3-3-2020;Olst-Wijhe;0;0;0;0;0;0
3-3-2020;Ommen;0;0;0;0;0;0
3-3-2020;Oost Gelre;0;0;0;0;0;0
3-3-2020;Oosterhout;0;0;0;0;0;0
3-3-2020;Ooststellingwerf;0;0;0;0;0;0
3-3-2020;Oostzaan;0;0;0;0;0;0
3-3-2020;Opmeer;0;0;0;0;0;0
3-3-2020;Opsterland;0;0;0;0;0;0
3-3-2020;Oss;1;1,1;0;0;0;0
3-3-2020;Oude IJsselstreek;0;0;0;0;0;0
3-3-2020;Ouder-Amstel;0;0;0;0;0;0
3-3-2020;Oudewater;0;0;0;0;0;0
3-3-2020;Overbetuwe;0;0;0;0;0;0
3-3-2020;Papendrecht;0;0;0;0;0;0
3-3-2020;Peel en Maas;0;0;0;0;0;0
3-3-2020;Pekela;0;0;0;0;0;0
3-3-2020;Pijnacker-Nootdorp;1;1,8;0;0;0;0
3-3-2020;Purmerend;0;0;0;0;0;0
3-3-2020;Putten;0;0;0;0;0;0
3-3-2020;Raalte;0;0;0;0;0;0
3-3-2020;Reimerswaal;0;0;0;0;0;0
3-3-2020;Renkum;0;0;0;0;0;0
3-3-2020;Renswoude;0;0;0;0;0;0
3-3-2020;Reusel-De Mierden;0;0;0;0;0;0
3-3-2020;Rheden;0;0;0;0;0;0
3-3-2020;Rhenen;0;0;0;0;0;0
3-3-2020;Ridderkerk;1;2,2;0;0;0;0
3-3-2020;Rijssen-Holten;0;0;0;0;0;0
3-3-2020;Rijswijk (ZH.);0;0;0;0;0;0
3-3-2020;Roerdalen;0;0;0;0;0;0
3-3-2020;Roermond;0;0;1;1,7;0;0
3-3-2020;Roosendaal;0;0;0;0;0;0
3-3-2020;Rotterdam;6;0,9;0;0;0;0
3-3-2020;Rozendaal;0;0;0;0;0;0
3-3-2020;Rucphen;0;0;0;0;0;0
3-3-2020;Schagen;0;0;0;0;0;0
3-3-2020;Scherpenzeel;0;0;0;0;0;0
3-3-2020;Schiedam;0;0;1;1,3;0;0
3-3-2020;Schiermonnikoog;0;0;0;0;0;0
3-3-2020;Schouwen-Duiveland;0;0;1;3;0;0
3-3-2020;'s-Gravenhage (gemeente);0;0;1;0,2;0;0
3-3-2020;'s-Hertogenbosch;0;0;0;0;0;0
3-3-2020;Simpelveld;2;18,9;0;0;0;0
3-3-2020;Sint Anthonis;0;0;0;0;0;0
3-3-2020;Sint-Michielsgestel;4;13,7;0;0;0;0
3-3-2020;Sittard-Geleen;2;2,2;1;1,1;0;0
3-3-2020;Sliedrecht;0;0;0;0;0;0
3-3-2020;Sluis;0;0;0;0;0;0
3-3-2020;Smallingerland;0;0;0;0;0;0
3-3-2020;Soest;7;15;0;0;0;0
3-3-2020;Someren;0;0;0;0;0;0
3-3-2020;Son en Breugel;0;0;0;0;0;0
3-3-2020;Stadskanaal;0;0;0;0;0;0
3-3-2020;Staphorst;0;0;0;0;0;0
3-3-2020;Stede Broec;0;0;0;0;0;0
3-3-2020;Steenbergen;0;0;0;0;0;0
3-3-2020;Steenwijkerland;0;0;0;0;0;0
3-3-2020;Stein (L.);0;0;0;0;0;0
3-3-2020;Stichtse Vecht;3;4,6;0;0;0;0
3-3-2020;Súdwest-Fryslân;0;0;0;0;0;0
3-3-2020;Terneuzen;0;0;0;0;0;0
3-3-2020;Terschelling;0;0;0;0;0;0
3-3-2020;Texel;0;0;0;0;0;0
3-3-2020;Teylingen;0;0;0;0;0;0
3-3-2020;Tholen;0;0;0;0;0;0
3-3-2020;Tiel;0;0;0;0;0;0
3-3-2020;Tilburg;5;2,3;2;0,9;0;0
3-3-2020;Tubbergen;0;0;0;0;0;0
3-3-2020;Twenterand;0;0;0;0;0;0
3-3-2020;Tynaarlo;0;0;0;0;0;0
3-3-2020;Tytsjerksteradiel;0;0;0;0;0;0
3-3-2020;Uden;2;4,7;1;2,4;0;0
3-3-2020;Uitgeest;0;0;0;0;0;0
3-3-2020;Uithoorn;0;0;0;0;0;0
3-3-2020;Urk;0;0;0;0;0;0
3-3-2020;Utrecht (gemeente);7;2;2;0,6;0;0
3-3-2020;Utrechtse Heuvelrug;0;0;0;0;0;0
3-3-2020;Vaals;0;0;0;0;0;0
3-3-2020;Valkenburg aan de Geul;0;0;0;0;0;0
3-3-2020;Valkenswaard;0;0;0;0;0;0
3-3-2020;Veendam;0;0;0;0;0;0
3-3-2020;Veenendaal;0;0;0;0;0;0
3-3-2020;Veere;0;0;0;0;0;0
3-3-2020;Veldhoven;0;0;1;2,2;0;0
3-3-2020;Velsen;0;0;0;0;0;0
3-3-2020;Venlo;0;0;0;0;0;0
3-3-2020;Venray;0;0;0;0;0;0
3-3-2020;Vijfheerenlanden;0;0;1;1,8;0;0
3-3-2020;Vlaardingen;0;0;0;0;0;0
3-3-2020;Vlieland;0;0;0;0;0;0
3-3-2020;Vlissingen;0;0;0;0;0;0
3-3-2020;Voerendaal;0;0;0;0;0;0
3-3-2020;Voorschoten;0;0;0;0;0;0
3-3-2020;Voorst;0;0;0;0;0;0
3-3-2020;Vught;0;0;0;0;0;0
3-3-2020;Waadhoeke;0;0;0;0;0;0
3-3-2020;Waalre;1;5,7;0;0;0;0
3-3-2020;Waalwijk;3;6,2;0;0;0;0
3-3-2020;Waddinxveen;0;0;0;0;0;0
3-3-2020;Wageningen;0;0;0;0;0;0
3-3-2020;Wassenaar;0;0;0;0;0;0
3-3-2020;Waterland;0;0;0;0;0;0
3-3-2020;Weert;0;0;0;0;0;0
3-3-2020;Weesp;0;0;0;0;0;0
3-3-2020;West Betuwe;0;0;0;0;0;0
3-3-2020;West Maas en Waal;1;5,2;0;0;0;0
3-3-2020;Westerkwartier;0;0;0;0;0;0
3-3-2020;Westerveld;0;0;0;0;0;0
3-3-2020;Westervoort;0;0;0;0;0;0
3-3-2020;Westerwolde;0;0;0;0;0;0
3-3-2020;Westland;0;0;0;0;0;0
3-3-2020;Weststellingwerf;0;0;0;0;0;0
3-3-2020;Westvoorne;1;6,8;0;0;0;0
3-3-2020;Wierden;0;0;0;0;0;0
3-3-2020;Wijchen;0;0;0;0;0;0
3-3-2020;Wijdemeren;0;0;0;0;0;0
3-3-2020;Wijk bij Duurstede;0;0;0;0;0;0
3-3-2020;Winterswijk;0;0;0;0;0;0
3-3-2020;Woensdrecht;0;0;0;0;0;0
3-3-2020;Woerden;0;0;0;0;0;0
3-3-2020;Wormerland;0;0;0;0;0;0
3-3-2020;Woudenberg;0;0;0;0;0;0
3-3-2020;Zaanstad;0;0;0;0;0;0
3-3-2020;Zaltbommel;1;3,5;2;6,9;0;0
3-3-2020;Zandvoort;0;0;1;5,8;0;0
3-3-2020;Zeewolde;1;4,4;0;0;0;0
3-3-2020;Zeist;1;1,5;1;1,5;0;0
3-3-2020;Zevenaar;0;0;0;0;0;0
3-3-2020;Zoetermeer;0;0;0;0;0;0
3-3-2020;Zoeterwoude;0;0;0;0;0;0
3-3-2020;Zuidplas;0;0;0;0;0;0
3-3-2020;Zundert;0;0;0;0;0;0
3-3-2020;Zutphen;0;0;0;0;0;0
3-3-2020;Zwartewaterland;0;0;0;0;0;0
3-3-2020;Zwijndrecht;0;0;0;0;0;0
3-3-2020;Zwolle;0;0;0;0;0;0
17-3-2020;Aa en Hunze;0;0;0;0;0;0
17-3-2020;Aalsmeer;4;12,6;0;0;0;0
17-3-2020;Aalten;0;0;0;0;0;0
17-3-2020;Achtkarspelen;0;0;0;0;0;0
17-3-2020;Alblasserdam;2;9,9;1;5;0;0
17-3-2020;Albrandswaard;4;15,6;0;0;0;0
17-3-2020;Alkmaar;8;7,3;5;4,6;0;0
17-3-2020;Almelo;2;2,7;1;1,4;0;0
17-3-2020;Almere;3;1,4;3;1,4;0;0
17-3-2020;Alphen aan den Rijn;7;6,3;3;2,7;0;0
17-3-2020;Alphen-Chaam;6;58,8;4;39,2;0;0
17-3-2020;Altena;11;19,7;4;7,1;0;0
17-3-2020;Ameland;0;0;0;0;0;0
17-3-2020;Amersfoort;26;16,5;10;6,4;1;0,6
17-3-2020;Amstelveen;13;14,2;3;3,3;0;0
17-3-2020;Amsterdam;92;10,5;35;4;1;0,1
17-3-2020;Apeldoorn;9;5,5;3;1,8;0;0
17-3-2020;Appingedam;0;0;0;0;0;0
17-3-2020;Arnhem;10;6,2;4;2,5;0;0
17-3-2020;Assen;1;1,5;1;1,5;0;0
17-3-2020;Asten;2;12;1;6;0;0
17-3-2020;Baarle-Nassau;0;0;0;0;0;0
17-3-2020;Baarn;0;0;0;0;0;0
17-3-2020;Barendrecht;3;6,2;3;6,2;0;0
17-3-2020;Barneveld;7;11,8;1;1,7;0;0
17-3-2020;Beek (L.);3;18,9;2;12,6;0;0
17-3-2020;Beekdaelen;17;47,3;8;22,3;3;8,3
17-3-2020;Beemster;0;0;0;0;0;0
17-3-2020;Beesel;0;0;0;0;0;0
17-3-2020;Berg en Dal;15;42,9;1;2,9;0;0
17-3-2020;Bergeijk;1;5,4;1;5,4;0;0
17-3-2020;Bergen (L.);1;7,6;0;0;0;0
17-3-2020;Bergen (NH.);4;13,4;3;10,1;0;0
17-3-2020;Bergen op Zoom;5;7,4;5;7,4;1;1,5
17-3-2020;Berkelland;1;2,3;0;0;0;0
17-3-2020;Bernheze;28;89,6;17;54,4;2;6,4
17-3-2020;Best;6;20;5;16,7;0;0
17-3-2020;Beuningen;6;23,2;0;0;0;0
17-3-2020;Beverwijk;3;7,2;1;2,4;0;0
17-3-2020;Bladel;3;14,7;5;24,5;1;4,9
17-3-2020;Blaricum;2;17,3;0;0;0;0
17-3-2020;Bloemendaal;5;21,2;0;0;0;0
17-3-2020;Bodegraven-Reeuwijk;1;2,9;0;0;0;0
17-3-2020;Boekel;20;185,4;7;64,9;2;18,5
17-3-2020;Borger-Odoorn;0;0;0;0;0;0
17-3-2020;Borne;2;8,6;1;4,3;0;0
17-3-2020;Borsele;3;13,2;2;8,8;0;0
17-3-2020;Boxmeer;3;10,2;2;6,8;0;0
17-3-2020;Boxtel;5;16,2;1;3,2;1;3,2
17-3-2020;Breda;100;54,3;34;18,5;6;3,3
17-3-2020;Brielle;0;0;0;0;0;0
17-3-2020;Bronckhorst;1;2,8;0;0;0;0
17-3-2020;Brummen;0;0;1;4,8;0;0
17-3-2020;Brunssum;5;18;3;10,8;1;3,6
17-3-2020;Bunnik;1;6,6;0;0;0;0
17-3-2020;Bunschoten;0;0;0;0;0;0
17-3-2020;Buren;5;18,7;1;3,7;0;0
17-3-2020;Capelle aan den IJssel;1;1,5;0;0;0;0
17-3-2020;Castricum;5;13,9;2;5,6;0;0
17-3-2020;Coevorden;9;25,5;1;2,8;0;0
17-3-2020;Cranendonck;6;28,4;0;0;1;4,7
17-3-2020;Cuijk;2;8;1;4;0;0
17-3-2020;Culemborg;3;10,4;2;6,9;0;0
17-3-2020;Dalfsen;1;3,5;1;3,5;0;0
17-3-2020;Dantumadiel;0;0;0;0;0;0
17-3-2020;De Bilt;12;27,8;2;4,6;0;0
17-3-2020;De Fryske Marren;6;11,6;1;1,9;0;0
17-3-2020;De Ronde Venen;2;4,5;0;0;0;0
17-3-2020;De Wolden;1;4,1;0;0;0;0
17-3-2020;Delft;3;2,9;3;2,9;0;0
17-3-2020;Delfzijl;0;0;0;0;0;0
17-3-2020;Den Helder;2;3,6;2;3,6;0;0
17-3-2020;Deurne;13;40;9;27,7;1;3,1
17-3-2020;Deventer;5;5;2;2;0;0
17-3-2020;Diemen;1;3,2;1;3,2;0;0
17-3-2020;Dinkelland;7;26,5;3;11,3;1;3,8
17-3-2020;Doesburg;1;9;0;0;0;0
17-3-2020;Doetinchem;0;0;1;1,7;0;0
17-3-2020;Dongen;3;11,4;0;0;0;0
17-3-2020;Dordrecht;5;4,2;7;5,9;0;0
17-3-2020;Drechterland;0;0;0;0;0;0
17-3-2020;Drimmelen;12;44;4;14,7;0;0
17-3-2020;Dronten;7;16,8;2;4,8;0;0
17-3-2020;Druten;5;26,4;3;15,9;0;0
17-3-2020;Duiven;2;8;0;0;0;0
17-3-2020;Echt-Susteren;10;31,6;9;28,5;3;9,5
17-3-2020;Edam-Volendam;1;2,8;2;5,5;0;0
17-3-2020;Ede;5;4,3;1;0,9;0;0
17-3-2020;Eemnes;1;10,8;0;0;0;0
17-3-2020;Eersel;5;25,9;4;20,7;0;0
17-3-2020;Eijsden-Margraten;3;11,6;0;0;0;0
17-3-2020;Eindhoven;25;10,7;10;4,3;0;0
17-3-2020;Elburg;1;4,3;1;4,3;0;0
17-3-2020;Emmen;3;2,8;0;0;0;0
17-3-2020;Enkhuizen;1;5,4;1;5,4;0;0
17-3-2020;Enschede;6;3,8;3;1,9;0;0
17-3-2020;Epe;4;12,1;1;3;0;0
17-3-2020;Ermelo;9;33,3;5;18,5;0;0
17-3-2020;Etten-Leur;13;29,6;4;9,1;1;2,3
17-3-2020;Geertruidenberg;7;32,5;3;13,9;0;0
17-3-2020;Geldrop-Mierlo;3;7,6;1;2,5;1;2,5
17-3-2020;Gemert-Bakel;34;110,7;25;81,4;2;6,5
17-3-2020;Gennep;3;17,7;2;11,8;1;5,9
17-3-2020;Gilze en Rijen;3;11,4;0;0;0;0
17-3-2020;Goeree-Overflakkee;9;18;1;2;0;0
17-3-2020;Goes;3;7,9;0;0;0;0
17-3-2020;Goirle;11;46;2;8,4;2;8,4
17-3-2020;Gooise Meren;7;12,1;1;1,7;0;0
17-3-2020;Gorinchem;0;0;0;0;0;0
17-3-2020;Gouda;8;10,9;2;2,7;0;0
17-3-2020;Grave;3;24,1;1;8;0;0
17-3-2020;Groningen (gemeente);11;4,7;1;0,4;0;0
17-3-2020;Gulpen-Wittem;2;14,1;1;7,1;0;0
17-3-2020;Haaksbergen;2;8,2;0;0;0;0
17-3-2020;Haaren;9;62,6;3;20,9;1;7
17-3-2020;Haarlem;9;5,5;4;2,5;0;0
17-3-2020;Haarlemmermeer;7;4,5;3;1,9;1;0,6
17-3-2020;Halderberge;2;6,6;1;3,3;0;0
17-3-2020;Hardenberg;0;0;2;3,3;0;0
17-3-2020;Harderwijk;4;8,3;4;8,3;1;2,1
17-3-2020;Hardinxveld-Giessendam;2;10,9;0;0;0;0
17-3-2020;Harlingen;1;6,4;0;0;0;0
17-3-2020;Hattem;0;0;0;0;0;0
17-3-2020;Heemskerk;3;7,7;2;5,1;0;0
17-3-2020;Heemstede;6;22;0;0;0;0
17-3-2020;Heerde;4;21,5;7;37,7;0;0
17-3-2020;Heerenveen;0;0;0;0;0;0
17-3-2020;Heerhugowaard;2;3,5;1;1,7;0;0
17-3-2020;Heerlen;14;16,1;13;14,9;2;2,3
17-3-2020;Heeze-Leende;4;24,8;2;12,4;0;0
17-3-2020;Heiloo;3;12,5;0;0;0;0
17-3-2020;Hellendoorn;2;5,6;0;0;0;0
17-3-2020;Hellevoetsluis;1;2,5;0;0;0;0
17-3-2020;Helmond;17;18,4;12;13;1;1,1
17-3-2020;Hendrik-Ido-Ambacht;0;0;1;3,2;0;0
17-3-2020;Hengelo (O.);4;4,9;1;1,2;0;0
17-3-2020;Het Hogeland;0;0;0;0;0;0
17-3-2020;Heumen;6;36,5;0;0;0;0
17-3-2020;Heusden;5;11,2;0;0;0;0
17-3-2020;Hillegom;1;4,5;1;4,5;0;0
17-3-2020;Hilvarenbeek;5;32,2;0;0;0;0
17-3-2020;Hilversum;3;3,3;2;2,2;0;0
17-3-2020;Hoeksche Waard;9;10,3;7;8;1;1,1
17-3-2020;Hof van Twente;3;8,6;1;2,9;0;0
17-3-2020;Hollands Kroon;1;2,1;2;4,1;0;0
17-3-2020;Hoogeveen;3;5,4;1;1,8;0;0
17-3-2020;Hoorn;4;5,5;3;4,1;0;0
17-3-2020;Horst aan de Maas;8;18,9;6;14,1;1;2,4
17-3-2020;Houten;7;14;0;0;0;0
17-3-2020;Huizen;2;4,8;0;0;0;0
17-3-2020;Hulst;0;0;0;0;0;0
17-3-2020;IJsselstein;8;23,5;3;8,8;0;0
17-3-2020;Kaag en Braassem;0;0;0;0;0;0
