Date_of_report;Date_of_statistic_reported;Security_region_code;Security_region;Total_cases_reported;Total_deceased_reported
2021-01-05 10:00:00;2020-07-08;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-09;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-10;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-11;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-12;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-13;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-14;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-15;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-16;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-17;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-18;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-19;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-20;VR15;Haaglanden;3;0
2021-01-05 10:00:00;2020-07-21;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-22;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-07-23;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-24;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-25;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-26;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-27;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-07-28;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-29;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-07-30;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-07-31;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-01;VR15;Haaglanden;5;0
2021-01-05 10:00:00;2020-08-02;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-03;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-04;VR15;Haaglanden;5;0
2021-01-05 10:00:00;2020-08-05;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-06;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-08-07;VR15;Haaglanden;4;0
2021-01-05 10:00:00;2020-08-08;VR15;Haaglanden;5;0
2021-01-05 10:00:00;2020-08-09;VR15;Haaglanden;5;0
2021-01-05 10:00:00;2020-08-10;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-11;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-08-12;VR15;Haaglanden;4;0
2021-01-05 10:00:00;2020-08-13;VR15;Haaglanden;3;0
2021-01-05 10:00:00;2020-08-14;VR15;Haaglanden;3;1
2021-01-05 10:00:00;2020-08-15;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-16;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-17;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-18;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-08-19;VR15;Haaglanden;5;0
2021-01-05 10:00:00;2020-08-20;VR15;Haaglanden;3;0
2021-01-05 10:00:00;2020-08-21;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-22;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-23;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-24;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-08-25;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-26;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-08-27;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-28;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-08-29;VR15;Haaglanden;0;0
2021-01-05 10:00:00;2020-08-30;VR15;Haaglanden;2;1
2021-01-05 10:00:00;2020-08-31;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-09-01;VR15;Haaglanden;1;0
2021-01-05 10:00:00;2020-09-02;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-09-03;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-09-04;VR15;Haaglanden;3;0
2021-01-05 10:00:00;2020-09-05;VR15;Haaglanden;3;0
2021-01-05 10:00:00;2020-09-06;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-09-07;VR15;Haaglanden;4;0
2021-01-05 10:00:00;2020-09-08;VR15;Haaglanden;7;0
2021-01-05 10:00:00;2020-09-09;VR15;Haaglanden;5;0
2021-01-05 10:00:00;2020-09-10;VR15;Haaglanden;6;0
2021-01-05 10:00:00;2020-09-11;VR15;Haaglanden;4;0
2021-01-05 10:00:00;2020-09-12;VR15;Haaglanden;6;0
2021-01-05 10:00:00;2020-09-13;VR15;Haaglanden;7;0
2021-01-05 10:00:00;2020-09-14;VR15;Haaglanden;12;0
2021-01-05 10:00:00;2020-09-15;VR15;Haaglanden;7;0
2021-01-05 10:00:00;2020-09-16;VR15;Haaglanden;8;0
2021-01-05 10:00:00;2020-09-17;VR15;Haaglanden;11;0
2021-01-05 10:00:00;2020-09-18;VR15;Haaglanden;10;0
2021-01-05 10:00:00;2020-09-19;VR15;Haaglanden;18;0
2021-01-05 10:00:00;2020-09-20;VR15;Haaglanden;9;0
2021-01-05 10:00:00;2020-09-21;VR15;Haaglanden;8;0
2021-01-05 10:00:00;2020-09-22;VR15;Haaglanden;9;1
2021-01-05 10:00:00;2020-09-23;VR15;Haaglanden;16;0
2021-01-05 10:00:00;2020-09-24;VR15;Haaglanden;8;0
2021-01-05 10:00:00;2020-09-25;VR15;Haaglanden;11;0
2021-01-05 10:00:00;2020-09-26;VR15;Haaglanden;12;0
2021-01-05 10:00:00;2020-09-27;VR15;Haaglanden;11;0
2021-01-05 10:00:00;2020-09-28;VR15;Haaglanden;10;0
2021-01-05 10:00:00;2020-09-29;VR15;Haaglanden;13;0
2021-01-05 10:00:00;2020-09-30;VR15;Haaglanden;26;0
2021-01-05 10:00:00;2020-10-01;VR15;Haaglanden;13;0
2021-01-05 10:00:00;2020-10-02;VR15;Haaglanden;19;0
2021-01-05 10:00:00;2020-10-03;VR15;Haaglanden;26;1
2021-01-05 10:00:00;2020-10-04;VR15;Haaglanden;12;0
2021-01-05 10:00:00;2020-10-05;VR15;Haaglanden;18;0
2021-01-05 10:00:00;2020-10-06;VR15;Haaglanden;23;0
2021-01-05 10:00:00;2020-10-07;VR15;Haaglanden;21;0
2021-01-05 10:00:00;2020-10-08;VR15;Haaglanden;29;0
2021-01-05 10:00:00;2020-10-09;VR15;Haaglanden;26;1
2021-01-05 10:00:00;2020-10-10;VR15;Haaglanden;23;1
2021-01-05 10:00:00;2020-10-11;VR15;Haaglanden;23;0
2021-01-05 10:00:00;2020-10-12;VR15;Haaglanden;25;0
2021-01-05 10:00:00;2020-10-13;VR15;Haaglanden;40;0
2021-01-05 10:00:00;2020-10-14;VR15;Haaglanden;40;1
2021-01-05 10:00:00;2020-10-15;VR15;Haaglanden;30;0
2021-01-05 10:00:00;2020-10-16;VR15;Haaglanden;38;0
2021-01-05 10:00:00;2020-10-17;VR15;Haaglanden;24;1
2021-01-05 10:00:00;2020-10-18;VR15;Haaglanden;25;1
2021-01-05 10:00:00;2020-10-19;VR15;Haaglanden;25;0
2021-01-05 10:00:00;2020-10-20;VR15;Haaglanden;40;1
2021-01-05 10:00:00;2020-10-21;VR15;Haaglanden;55;1
2021-01-05 10:00:00;2020-10-22;VR15;Haaglanden;54;0
2021-01-05 10:00:00;2020-10-23;VR15;Haaglanden;45;0
2021-01-05 10:00:00;2020-10-24;VR15;Haaglanden;43;0
2021-01-05 10:00:00;2020-10-25;VR15;Haaglanden;47;0
2021-01-05 10:00:00;2020-10-26;VR15;Haaglanden;57;2
2021-01-05 10:00:00;2020-10-27;VR15;Haaglanden;51;1
2021-01-05 10:00:00;2020-10-28;VR15;Haaglanden;42;2
2021-01-05 10:00:00;2020-10-29;VR15;Haaglanden;34;0
2021-01-05 10:00:00;2020-10-30;VR15;Haaglanden;33;1
2021-01-05 10:00:00;2020-10-31;VR15;Haaglanden;47;2
2021-01-05 10:00:00;2020-11-01;VR15;Haaglanden;34;0
2021-01-05 10:00:00;2020-11-02;VR15;Haaglanden;36;0
2021-01-05 10:00:00;2020-11-03;VR15;Haaglanden;40;0
2021-01-05 10:00:00;2020-11-04;VR15;Haaglanden;62;0
2021-01-05 10:00:00;2020-11-05;VR15;Haaglanden;33;0
2021-01-05 10:00:00;2020-11-06;VR15;Haaglanden;23;0
2021-01-05 10:00:00;2020-11-07;VR15;Haaglanden;29;3
2021-01-05 10:00:00;2020-11-08;VR15;Haaglanden;24;0
2021-01-05 10:00:00;2020-11-09;VR15;Haaglanden;25;1
2021-01-05 10:00:00;2020-11-10;VR15;Haaglanden;21;4
2021-01-05 10:00:00;2020-11-11;VR15;Haaglanden;28;0
2021-01-05 10:00:00;2020-11-12;VR15;Haaglanden;34;1
2021-01-05 10:00:00;2020-11-13;VR15;Haaglanden;34;1
2021-01-05 10:00:00;2020-11-14;VR15;Haaglanden;14;0
2021-01-05 10:00:00;2020-11-15;VR15;Haaglanden;15;0
2021-01-05 10:00:00;2020-11-16;VR15;Haaglanden;15;0
2021-01-05 10:00:00;2020-11-17;VR15;Haaglanden;38;2
2021-01-05 10:00:00;2020-11-18;VR15;Haaglanden;25;3
2021-01-05 10:00:00;2020-11-19;VR15;Haaglanden;30;0
2021-01-05 10:00:00;2020-11-20;VR15;Haaglanden;19;2
2021-01-05 10:00:00;2020-11-21;VR15;Haaglanden;22;1
2021-01-05 10:00:00;2020-11-22;VR15;Haaglanden;9;1
2021-01-05 10:00:00;2020-11-23;VR15;Haaglanden;23;0
2021-01-05 10:00:00;2020-11-24;VR15;Haaglanden;26;0
2021-01-05 10:00:00;2020-11-25;VR15;Haaglanden;30;0
2021-01-05 10:00:00;2020-11-26;VR15;Haaglanden;12;0
2021-01-05 10:00:00;2020-11-27;VR15;Haaglanden;25;0
2021-01-05 10:00:00;2020-11-28;VR15;Haaglanden;20;2
2021-01-05 10:00:00;2020-11-29;VR15;Haaglanden;11;1
2021-01-05 10:00:00;2020-11-30;VR15;Haaglanden;18;0
2021-01-05 10:00:00;2020-12-01;VR15;Haaglanden;22;2
2021-01-05 10:00:00;2020-12-02;VR15;Haaglanden;21;0
2021-01-05 10:00:00;2020-12-03;VR15;Haaglanden;12;0
2021-01-05 10:00:00;2020-12-04;VR15;Haaglanden;31;1
2021-01-05 10:00:00;2020-12-05;VR15;Haaglanden;36;0
2021-01-05 10:00:00;2020-12-06;VR15;Haaglanden;15;0
2021-01-05 10:00:00;2020-12-07;VR15;Haaglanden;33;1
2021-01-05 10:00:00;2020-12-08;VR15;Haaglanden;36;3
2021-01-05 10:00:00;2020-12-09;VR15;Haaglanden;35;0
2021-01-05 10:00:00;2020-12-10;VR15;Haaglanden;37;1
2021-01-05 10:00:00;2020-12-11;VR15;Haaglanden;47;0
2021-01-05 10:00:00;2020-12-12;VR15;Haaglanden;31;1
2021-01-05 10:00:00;2020-12-13;VR15;Haaglanden;33;0
2021-01-05 10:00:00;2020-12-14;VR15;Haaglanden;46;0
2021-01-05 10:00:00;2020-12-15;VR15;Haaglanden;45;0
2021-01-05 10:00:00;2020-12-16;VR15;Haaglanden;29;0
2021-01-05 10:00:00;2020-12-17;VR15;Haaglanden;54;0
2021-01-05 10:00:00;2020-12-18;VR15;Haaglanden;41;0
2021-01-05 10:00:00;2020-12-19;VR15;Haaglanden;43;0
2021-01-05 10:00:00;2020-12-20;VR15;Haaglanden;36;0
2021-01-05 10:00:00;2020-12-21;VR15;Haaglanden;57;1
2021-01-05 10:00:00;2020-12-22;VR15;Haaglanden;40;0
2021-01-05 10:00:00;2020-12-23;VR15;Haaglanden;56;1
2021-01-05 10:00:00;2020-12-24;VR15;Haaglanden;44;1
2021-01-05 10:00:00;2020-12-25;VR15;Haaglanden;42;1
2021-01-05 10:00:00;2020-12-26;VR15;Haaglanden;17;1
2021-01-05 10:00:00;2020-12-27;VR15;Haaglanden;25;0
2021-01-05 10:00:00;2020-12-28;VR15;Haaglanden;29;1
2021-01-05 10:00:00;2020-12-29;VR15;Haaglanden;59;0
2021-01-05 10:00:00;2020-12-30;VR15;Haaglanden;47;0
2021-01-05 10:00:00;2020-12-31;VR15;Haaglanden;49;0
2021-01-05 10:00:00;2021-01-01;VR15;Haaglanden;35;0
2021-01-05 10:00:00;2021-01-02;VR15;Haaglanden;22;0
2021-01-05 10:00:00;2021-01-03;VR15;Haaglanden;25;0
2021-01-05 10:00:00;2021-01-04;VR15;Haaglanden;26;0
2021-01-05 10:00:00;2021-01-05;VR15;Haaglanden;2;0
2021-01-05 10:00:00;2020-07-01;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-02;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-03;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-04;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-05;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-06;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-07;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-08;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-09;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-10;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-11;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-12;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-07-13;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-14;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-07-15;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-16;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-17;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-07-18;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-07-19;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-20;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-21;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-22;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-07-23;VR16;Hollands-Midden;4;0
2021-01-05 10:00:00;2020-07-24;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-07-25;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-07-26;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-27;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-07-28;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-07-29;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-30;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-07-31;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-01;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-02;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-03;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-04;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-05;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-06;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-07;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-08;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-08-09;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-10;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-11;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-12;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-13;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-14;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-15;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-16;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-17;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-18;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-19;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-20;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-21;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-22;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-23;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-24;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-25;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-26;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-27;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-28;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-29;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-08-30;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-08-31;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-09-01;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-09-02;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-09-03;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-09-04;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-09-05;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-06;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-09-07;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-08;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-09-09;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-09-10;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-11;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-12;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-13;VR16;Hollands-Midden;0;0
2021-01-05 10:00:00;2020-09-14;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-15;VR16;Hollands-Midden;7;0
2021-01-05 10:00:00;2020-09-16;VR16;Hollands-Midden;7;0
2021-01-05 10:00:00;2020-09-17;VR16;Hollands-Midden;3;0
2021-01-05 10:00:00;2020-09-18;VR16;Hollands-Midden;1;0
2021-01-05 10:00:00;2020-09-19;VR16;Hollands-Midden;3;0
2021-01-05 10:00:00;2020-09-20;VR16;Hollands-Midden;6;0
2021-01-05 10:00:00;2020-09-21;VR16;Hollands-Midden;2;0
2021-01-05 10:00:00;2020-09-22;VR16;Hollands-Midden;7;0
2021-01-05 10:00:00;2020-09-23;VR16;Hollands-Midden;3;0
2021-01-05 10:00:00;2020-09-24;VR16;Hollands-Midden;10;0
2021-01-05 10:00:00;2020-09-25;VR16;Hollands-Midden;5;1
2021-01-05 10:00:00;2020-09-26;VR16;Hollands-Midden;4;0
2021-01-05 10:00:00;2020-09-27;VR16;Hollands-Midden;3;0
2021-01-05 10:00:00;2020-09-28;VR16;Hollands-Midden;6;1
2021-01-05 10:00:00;2020-09-29;VR16;Hollands-Midden;6;1
2021-01-05 10:00:00;2020-09-30;VR16;Hollands-Midden;7;0
2021-01-05 10:00:00;2020-10-01;VR16;Hollands-Midden;5;0
2021-01-05 10:00:00;2020-10-02;VR16;Hollands-Midden;12;0
2021-01-05 10:00:00;2020-10-03;VR16;Hollands-Midden;7;2
2021-01-05 10:00:00;2020-10-04;VR16;Hollands-Midden;14;0
2021-01-05 10:00:00;2020-10-05;VR16;Hollands-Midden;5;0
2021-01-05 10:00:00;2020-10-06;VR16;Hollands-Midden;18;1
2021-01-05 10:00:00;2020-10-07;VR16;Hollands-Midden;18;0
2021-01-05 10:00:00;2020-10-08;VR16;Hollands-Midden;13;0
2021-01-05 10:00:00;2020-10-09;VR16;Hollands-Midden;30;1
2021-01-05 10:00:00;2020-10-10;VR16;Hollands-Midden;27;0
2021-01-05 10:00:00;2020-10-11;VR16;Hollands-Midden;21;0
2021-01-05 10:00:00;2020-10-12;VR16;Hollands-Midden;28;0
2021-01-05 10:00:00;2020-10-13;VR16;Hollands-Midden;21;1
2021-01-05 10:00:00;2020-10-14;VR16;Hollands-Midden;38;1
2021-01-05 10:00:00;2020-10-15;VR16;Hollands-Midden;32;0
2021-01-05 10:00:00;2020-10-16;VR16;Hollands-Midden;20;1
2021-01-05 10:00:00;2020-10-17;VR16;Hollands-Midden;39;1
2021-01-05 10:00:00;2020-10-18;VR16;Hollands-Midden;35;2
2021-01-05 10:00:00;2020-10-19;VR16;Hollands-Midden;33;0
2021-01-05 10:00:00;2020-10-20;VR16;Hollands-Midden;41;1
2021-01-05 10:00:00;2020-10-21;VR16;Hollands-Midden;35;0
2021-01-05 10:00:00;2020-10-22;VR16;Hollands-Midden;34;1
2021-01-05 10:00:00;2020-10-23;VR16;Hollands-Midden;30;2
2021-01-05 10:00:00;2020-10-24;VR16;Hollands-Midden;41;1
2021-01-05 10:00:00;2020-10-25;VR16;Hollands-Midden;47;0
2021-01-05 10:00:00;2020-10-26;VR16;Hollands-Midden;34;0
2021-01-05 10:00:00;2020-10-27;VR16;Hollands-Midden;25;0
2021-01-05 10:00:00;2020-10-28;VR16;Hollands-Midden;37;0
2021-01-05 10:00:00;2020-10-29;VR16;Hollands-Midden;52;0
2021-01-05 10:00:00;2020-10-30;VR16;Hollands-Midden;30;0
2021-01-05 10:00:00;2020-10-31;VR16;Hollands-Midden;37;1
2021-01-05 10:00:00;2020-11-01;VR16;Hollands-Midden;28;1
2021-01-05 10:00:00;2020-11-02;VR16;Hollands-Midden;26;1
2021-01-05 10:00:00;2020-11-03;VR16;Hollands-Midden;16;1
2021-01-05 10:00:00;2020-11-04;VR16;Hollands-Midden;23;0
2021-01-05 10:00:00;2020-11-05;VR16;Hollands-Midden;27;0
2021-01-05 10:00:00;2020-11-06;VR16;Hollands-Midden;25;2
2021-01-05 10:00:00;2020-11-07;VR16;Hollands-Midden;15;0
2021-01-05 10:00:00;2020-11-08;VR16;Hollands-Midden;10;2
2021-01-05 10:00:00;2020-11-09;VR16;Hollands-Midden;15;0
2021-01-05 10:00:00;2020-11-10;VR16;Hollands-Midden;20;3
2021-01-05 10:00:00;2020-11-11;VR16;Hollands-Midden;21;0
2021-01-05 10:00:00;2020-11-12;VR16;Hollands-Midden;20;0
2021-01-05 10:00:00;2020-11-13;VR16;Hollands-Midden;20;1
2021-01-05 10:00:00;2020-11-14;VR16;Hollands-Midden;20;0
2021-01-05 10:00:00;2020-11-15;VR16;Hollands-Midden;12;3
2021-01-05 10:00:00;2020-11-16;VR16;Hollands-Midden;12;2
2021-01-05 10:00:00;2020-11-17;VR16;Hollands-Midden;16;2
2021-01-05 10:00:00;2020-11-18;VR16;Hollands-Midden;29;1
2021-01-05 10:00:00;2020-11-19;VR16;Hollands-Midden;20;0
2021-01-05 10:00:00;2020-11-20;VR16;Hollands-Midden;21;0
2021-01-05 10:00:00;2020-11-21;VR16;Hollands-Midden;18;1
2021-01-05 10:00:00;2020-11-22;VR16;Hollands-Midden;17;1
2021-01-05 10:00:00;2020-11-23;VR16;Hollands-Midden;19;0
2021-01-05 10:00:00;2020-11-24;VR16;Hollands-Midden;27;1
2021-01-05 10:00:00;2020-11-25;VR16;Hollands-Midden;25;0
2021-01-05 10:00:00;2020-11-26;VR16;Hollands-Midden;25;2
2021-01-05 10:00:00;2020-11-27;VR16;Hollands-Midden;31;0
2021-01-05 10:00:00;2020-11-28;VR16;Hollands-Midden;15;0
2021-01-05 10:00:00;2020-11-29;VR16;Hollands-Midden;16;0
2021-01-05 10:00:00;2020-11-30;VR16;Hollands-Midden;10;0
2021-01-05 10:00:00;2020-12-01;VR16;Hollands-Midden;24;0
2021-01-05 10:00:00;2020-12-02;VR16;Hollands-Midden;24;2
2021-01-05 10:00:00;2020-12-03;VR16;Hollands-Midden;24;1
2021-01-05 10:00:00;2020-12-04;VR16;Hollands-Midden;27;2
2021-01-05 10:00:00;2020-12-05;VR16;Hollands-Midden;17;1
2021-01-05 10:00:00;2020-12-06;VR16;Hollands-Midden;29;0
2021-01-05 10:00:00;2020-12-07;VR16;Hollands-Midden;12;1
2021-01-05 10:00:00;2020-12-08;VR16;Hollands-Midden;19;0
2021-01-05 10:00:00;2020-12-09;VR16;Hollands-Midden;36;0
2021-01-05 10:00:00;2020-12-10;VR16;Hollands-Midden;33;1
2021-01-05 10:00:00;2020-12-11;VR16;Hollands-Midden;45;0
2021-01-05 10:00:00;2020-12-12;VR16;Hollands-Midden;21;1
2021-01-05 10:00:00;2020-12-13;VR16;Hollands-Midden;31;0
2021-01-05 10:00:00;2020-12-14;VR16;Hollands-Midden;21;1
2021-01-05 10:00:00;2020-12-15;VR16;Hollands-Midden;29;0
2021-01-05 10:00:00;2020-12-16;VR16;Hollands-Midden;31;1
2021-01-05 10:00:00;2020-12-17;VR16;Hollands-Midden;39;2
2021-01-05 10:00:00;2020-12-18;VR16;Hollands-Midden;48;0
2021-01-05 10:00:00;2020-12-19;VR16;Hollands-Midden;43;1
2021-01-05 10:00:00;2020-12-20;VR16;Hollands-Midden;48;0
2021-01-05 10:00:00;2020-12-21;VR16;Hollands-Midden;28;0
2021-01-05 10:00:00;2020-12-22;VR16;Hollands-Midden;36;2
2021-01-05 10:00:00;2020-12-23;VR16;Hollands-Midden;40;0
2021-01-05 10:00:00;2020-12-24;VR16;Hollands-Midden;53;0
2021-01-05 10:00:00;2020-12-25;VR16;Hollands-Midden;26;0
2021-01-05 10:00:00;2020-12-26;VR16;Hollands-Midden;32;0
2021-01-05 10:00:00;2020-12-27;VR16;Hollands-Midden;38;1
2021-01-05 10:00:00;2020-12-28;VR16;Hollands-Midden;42;1
2021-01-05 10:00:00;2020-12-29;VR16;Hollands-Midden;31;1
2021-01-05 10:00:00;2020-12-30;VR16;Hollands-Midden;57;2
2021-01-05 10:00:00;2020-12-31;VR16;Hollands-Midden;36;1
2021-01-05 10:00:00;2021-01-01;VR16;Hollands-Midden;31;2
2021-01-05 10:00:00;2021-01-02;VR16;Hollands-Midden;19;0
2021-01-05 10:00:00;2021-01-03;VR16;Hollands-Midden;34;0
2021-01-05 10:00:00;2021-01-04;VR16;Hollands-Midden;24;0
2021-01-05 10:00:00;2021-01-05;VR16;Hollands-Midden;14;0
2021-01-05 10:00:00;2020-07-01;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-02;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-03;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-04;VR17;Rotterdam-Rijnmond;1;0
2021-01-05 10:00:00;2020-07-05;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-06;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-07;VR17;Rotterdam-Rijnmond;1;0
2021-01-05 10:00:00;2020-07-08;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-09;VR17;Rotterdam-Rijnmond;1;0
2021-01-05 10:00:00;2020-07-10;VR17;Rotterdam-Rijnmond;1;0
2021-01-05 10:00:00;2020-07-11;VR17;Rotterdam-Rijnmond;0;0
2021-01-05 10:00:00;2020-07-12;VR17;Rotterdam-Rijnmond;2;0
2021-01-05 10:00:00;2020-07-13;VR17;Rotterdam-Rijnmond;2;0
