Updated;Confirmed;ConfirmedChange;Deaths;DeathsChange;Recovered;RecoveredChange;Latitude;Longitude;ISO2;ISO3;Country_Region;AdminRegion1;AdminRegion2
02/27/2020;1;;0;;;;52.34226;5.52816;NL;NLD;Netherlands;;
02/28/2020;2;1;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
02/29/2020;6;4;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
3-1-2020;9;3;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
3-2-2020;19;10;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
3-3-2020;24;5;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
3-4-2020;38;14;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
3-5-2020;82;44;0;0;;;52.34226;5.52816;NL;NLD;Netherlands;;
3-6-2020;128;46;1;1;0;;52.34226;5.52816;NL;NLD;Netherlands;;
3-7-2020;188;60;1;0;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
3-8-2020;264;76;3;2;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
3-9-2020;321;57;4;1;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
3-10-2020;382;61;4;0;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
3-11-2020;503;121;5;1;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
3-12-2020;614;111;5;0;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
03/13/2020;804;190;10;5;0;0;52.34226;5.52816;NL;NLD;Netherlands;;
03/14/2020;959;155;12;2;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/15/2020;1135;176;20;8;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/16/2020;1413;278;24;4;0;;52.34226;5.52816;NL;NLD;Netherlands;;
03/17/2020;1705;292;43;19;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/18/2020;2051;346;58;15;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/19/2020;2460;409;76;18;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/20/2020;2994;534;106;30;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/21/2020;3631;637;136;30;;;52.34226;5.52816;NL;NLD;Netherlands;;
03/22/2020;4204;573;179;43;;;52.34226;5.52816;NL;NLD;Netherlands;;
