ID;Updated;Confirmed;ConfirmedChange;Deaths;DeathsChange;Recovered;RecoveredChange;Latitude;Longitude;ISO2;ISO3;Country_Region;AdminRegion1
20119177;27-5-2020;598;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
20685614;28-5-2020;598;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
21233642;29-5-2020;598;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
21796340;30-5-2020;599;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
22320634;31-5-2020;600;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
22918801;1-6-2020;601;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
23454337;2-6-2020;602;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
23986957;3-6-2020;603;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
24519681;4-6-2020;604;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
25044120;5-6-2020;605;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
25561561;6-6-2020;606;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
26109055;7-6-2020;607;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
26646098;8-6-2020;608;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
27212724;9-6-2020;609;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
27756507;10-6-2020;610;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
28323650;11-6-2020;611;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
28866312;12-6-2020;612;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
29356794;13-6-2020;613;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
29864380;14-6-2020;614;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
30352058;15-6-2020;615;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
30858451;16-6-2020;616;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
31452930;17-6-2020;617;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
32033583;18-6-2020;618;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
32610257;19-6-2020;619;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
33197345;20-6-2020;620;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
33778870;21-6-2020;621;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
34412458;22-6-2020;622;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
34940107;23-6-2020;623;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
35481601;24-6-2020;624;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
36090916;25-6-2020;625;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
36688053;26-6-2020;626;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
37298148;27-6-2020;627;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
37925304;28-6-2020;628;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
38543313;29-6-2020;629;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
39017863;30-6-2020;630;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
39305088;1-7-2020;631;1;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
39588815;2-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
39883706;3-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
40158347;4-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
40455499;5-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
40771402;6-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
41186661;7-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
41494767;8-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
41809034;9-7-2020;631;0;;;;;5.306.741;580.652;NL;NLD;Netherlands;Friesland
4485023;8-4-2020;926;;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
4859746;10-4-2020;1289;363;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
5106704;12-4-2020;1652;363;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
5296239;14-4-2020;2015;363;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
5412866;16-4-2020;2378;363;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
5447044;18-4-2020;2742;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
5464652;20-4-2020;3106;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
5543839;22-4-2020;3470;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
6892359;24-4-2020;3834;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
6987561;26-4-2020;4198;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
7085027;28-4-2020;4562;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
7521924;29-4-2020;4926;364;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
8002068;30-4-2020;4958;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
8477536;1-5-2020;4990;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
8920657;2-5-2020;5022;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
9388981;3-5-2020;5054;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
9863772;4-5-2020;5086;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
10307501;5-5-2020;5118;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
10778412;6-5-2020;5150;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
11284944;7-5-2020;5182;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
11776537;8-5-2020;5214;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
12224329;9-5-2020;5246;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
12675078;10-5-2020;5278;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
13153029;11-5-2020;5310;32;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
13613455;12-5-2020;5343;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
14063068;13-5-2020;5376;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
14495275;14-5-2020;5409;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
14920577;15-5-2020;5442;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
15334666;16-5-2020;5475;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
15765680;17-5-2020;5508;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
16188080;18-5-2020;5541;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
16630766;19-5-2020;5574;33;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
17054594;20-5-2020;5594;20;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
17464444;21-5-2020;5614;20;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
17858052;22-5-2020;5634;20;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
18284950;23-5-2020;5654;20;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
18685208;24-5-2020;5674;20;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
19069093;25-5-2020;5695;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
19507703;26-5-2020;5716;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
20119178;27-5-2020;5737;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
20685616;28-5-2020;5758;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
21233645;29-5-2020;5779;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
21796341;30-5-2020;5800;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
22320636;31-5-2020;5821;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
22918802;1-6-2020;5842;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
23454338;2-6-2020;5863;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
23986960;3-6-2020;5884;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
24519683;4-6-2020;5905;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
25044121;5-6-2020;5926;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
25561562;6-6-2020;5947;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
26109056;7-6-2020;5968;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
26646101;8-6-2020;5989;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
27212727;9-6-2020;6010;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
27756510;10-6-2020;6031;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
28323652;11-6-2020;6052;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
28866315;12-6-2020;6073;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
29356796;13-6-2020;6094;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
29864381;14-6-2020;6115;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
30352072;15-6-2020;6136;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
30858454;16-6-2020;6157;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
31452931;17-6-2020;6178;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
32033585;18-6-2020;6199;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
32610259;19-6-2020;6220;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
33197346;20-6-2020;6241;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
33778872;21-6-2020;6262;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
34412460;22-6-2020;6283;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
34940108;23-6-2020;6304;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
35481602;24-6-2020;6325;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
36090917;25-6-2020;6346;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
36688056;26-6-2020;6367;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
37298150;27-6-2020;6388;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
37925306;28-6-2020;6409;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
38543316;29-6-2020;6430;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
39017864;30-6-2020;6451;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
39305089;1-7-2020;6472;21;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
39588816;2-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
39883708;3-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
40158349;4-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
40455502;5-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
40771403;6-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
41186662;7-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
41494768;8-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
41809038;9-7-2020;6472;0;;;;;5.206.172;593.912;NL;NLD;Netherlands;Gelderland
4485025;8-4-2020;120;;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
4859747;10-4-2020;139;19;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
5106705;12-4-2020;158;19;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
5296240;14-4-2020;177;19;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
5412867;16-4-2020;196;19;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
5447045;18-4-2020;215;19;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
5464653;20-4-2020;234;19;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
5543840;22-4-2020;254;20;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
6892360;24-4-2020;274;20;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
6987562;26-4-2020;294;20;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
7085028;28-4-2020;314;20;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
7521925;29-4-2020;334;20;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
8002070;30-4-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
8477537;1-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
8920660;2-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
9388984;3-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
9863773;4-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
10307503;5-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
10778413;6-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
11284947;7-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
11776540;8-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
12224331;9-5-2020;334;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
12675080;10-5-2020;335;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
13153031;11-5-2020;336;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
13613457;12-5-2020;337;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
14063070;13-5-2020;338;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
14495277;14-5-2020;339;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
14920580;15-5-2020;340;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
15334668;16-5-2020;341;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
15765684;17-5-2020;342;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
16188081;18-5-2020;343;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
16630769;19-5-2020;344;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
17054595;20-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
17464445;21-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
17858053;22-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
18284953;23-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
18685210;24-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
19069095;25-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
19507704;26-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
20119179;27-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
20685618;28-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
21233649;29-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
21796343;30-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
22320638;31-5-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
22918805;1-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
23454339;2-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
23986964;3-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
24519684;4-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
25044122;5-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
25561564;6-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
26109057;7-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
26646104;8-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
27212730;9-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
27756512;10-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
28323654;11-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
28866317;12-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
29356797;13-6-2020;344;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
29864382;14-6-2020;345;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
30352077;15-6-2020;346;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
30858458;16-6-2020;347;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
31452932;17-6-2020;348;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
32033587;18-6-2020;349;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
32610260;19-6-2020;350;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
33197347;20-6-2020;351;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
33778873;21-6-2020;352;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
34412461;22-6-2020;353;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
34940109;23-6-2020;354;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
35481603;24-6-2020;355;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
36090919;25-6-2020;356;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
36688059;26-6-2020;357;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
37298153;27-6-2020;358;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
37925308;28-6-2020;359;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
38543319;29-6-2020;360;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
39017865;30-6-2020;361;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
39305090;1-7-2020;362;1;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
39588818;2-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
39883711;3-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
40158350;4-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
40455505;5-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
40771404;6-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
41186663;7-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
41494771;8-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
41809041;9-7-2020;362;0;;;;;5.321.801;675.363;NL;NLD;Netherlands;Groningen
4485027;8-4-2020;943;;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
4859748;10-4-2020;1220;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
5106706;12-4-2020;1497;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
5296241;14-4-2020;1774;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
5412868;16-4-2020;2051;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
5447046;18-4-2020;2328;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
5464654;20-4-2020;2605;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
5543841;22-4-2020;2882;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
6892361;24-4-2020;3159;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
6987563;26-4-2020;3436;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
7085029;28-4-2020;3713;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
7521926;29-4-2020;3990;277;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
8002072;30-4-2020;4017;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
8477538;1-5-2020;4044;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
8920662;2-5-2020;4071;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
9388987;3-5-2020;4098;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
9863774;4-5-2020;4125;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
10307504;5-5-2020;4152;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
10778415;6-5-2020;4179;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
11284951;7-5-2020;4206;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
11776543;8-5-2020;4233;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
12224332;9-5-2020;4260;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
12675081;10-5-2020;4287;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
13153033;11-5-2020;4314;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
13613459;12-5-2020;4341;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
14063072;13-5-2020;4368;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
14495279;14-5-2020;4395;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
14920581;15-5-2020;4422;27;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
15334670;16-5-2020;4450;28;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
15765688;17-5-2020;4478;28;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
16188082;18-5-2020;4506;28;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
16630771;19-5-2020;4534;28;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
17054596;20-5-2020;4541;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
17464447;21-5-2020;4548;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
17858055;22-5-2020;4555;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
18284958;23-5-2020;4562;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
18685212;24-5-2020;4569;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
19069096;25-5-2020;4576;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
19507705;26-5-2020;4583;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
20119180;27-5-2020;4590;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
20685620;28-5-2020;4597;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
21233653;29-5-2020;4604;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
21796344;30-5-2020;4611;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
22320639;31-5-2020;4618;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
22918806;1-6-2020;4625;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
23454341;2-6-2020;4632;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
23986967;3-6-2020;4639;7;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
24519686;4-6-2020;4647;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
25044124;5-6-2020;4655;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
25561565;6-6-2020;4663;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
26109058;7-6-2020;4671;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
26646106;8-6-2020;4679;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
27212733;9-6-2020;4687;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
27756514;10-6-2020;4695;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
28323655;11-6-2020;4703;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
28866318;12-6-2020;4711;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
29356798;13-6-2020;4719;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
29864383;14-6-2020;4727;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
30352090;15-6-2020;4735;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
30858461;16-6-2020;4743;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
31452933;17-6-2020;4751;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
32033590;18-6-2020;4759;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
32610261;19-6-2020;4767;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
33197348;20-6-2020;4775;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
33778874;21-6-2020;4783;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
34412463;22-6-2020;4791;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
34940110;23-6-2020;4799;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
35481604;24-6-2020;4807;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
36090920;25-6-2020;4815;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
36688061;26-6-2020;4823;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
37298156;27-6-2020;4831;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
37925309;28-6-2020;4839;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
38543322;29-6-2020;4847;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
39017866;30-6-2020;4855;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
39305091;1-7-2020;4863;8;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
39588819;2-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
39883713;3-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
40158353;4-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
40455508;5-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
40771405;6-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
41186665;7-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
