ID;Updated;Confirmed;ConfirmedChange;Deaths;DeathsChange;Recovered;RecoveredChange;Latitude;Longitude;ISO2;ISO3;Country_Region;AdminRegion1
41494774;8-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
41809044;9-7-2020;4863;0;;;;;5.120.924;593.392;NL;NLD;Netherlands;Limburg
4485029;8-4-2020;2426;;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
4859749;10-4-2020;2892;466;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
5106707;12-4-2020;3358;466;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
5296242;14-4-2020;3825;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
5412869;16-4-2020;4292;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
5447047;18-4-2020;4759;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
5464655;20-4-2020;5226;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
5543842;22-4-2020;5693;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
6892362;24-4-2020;6160;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
6987564;26-4-2020;6627;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
7085030;28-4-2020;7094;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
7165113;29-4-2020;7561;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
8477539;1-5-2020;8028;467;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
8920667;2-5-2020;8064;36;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
9388989;3-5-2020;8100;36;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
9863775;4-5-2020;8137;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
10307505;5-5-2020;8174;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
10778416;6-5-2020;8211;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
11284954;7-5-2020;8248;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
11776546;8-5-2020;8285;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
12224334;9-5-2020;8322;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
12675082;10-5-2020;8359;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
13153035;11-5-2020;8396;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
13613461;12-5-2020;8433;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
14063075;13-5-2020;8470;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
14495281;14-5-2020;8507;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
14920583;15-5-2020;8544;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
15334671;16-5-2020;8581;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
15765692;17-5-2020;8618;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
16188083;18-5-2020;8655;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
16630774;19-5-2020;8692;37;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
17054597;20-5-2020;8712;20;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
17464448;21-5-2020;8732;20;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
17858056;22-5-2020;8753;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
18284964;23-5-2020;8774;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
18685214;24-5-2020;8795;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
19069097;25-5-2020;8816;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
19507706;26-5-2020;8837;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
20119181;27-5-2020;8858;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
20685622;28-5-2020;8879;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
21233658;29-5-2020;8900;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
21796345;30-5-2020;8921;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
22320640;31-5-2020;8942;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
22918809;1-6-2020;8963;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
23454342;2-6-2020;8984;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
23986970;3-6-2020;9005;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
24519687;4-6-2020;9026;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
25044125;5-6-2020;9047;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
25561566;6-6-2020;9068;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
26109059;7-6-2020;9089;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
26646109;8-6-2020;9110;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
27212735;9-6-2020;9131;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
27756516;10-6-2020;9152;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
28323656;11-6-2020;9173;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
28866319;12-6-2020;9194;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
29356799;13-6-2020;9215;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
29864384;14-6-2020;9236;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
30352104;15-6-2020;9257;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
30858464;16-6-2020;9278;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
31452935;17-6-2020;9299;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
32033592;18-6-2020;9320;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
32610263;19-6-2020;9341;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
33197349;20-6-2020;9362;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
33778875;21-6-2020;9383;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
34412465;22-6-2020;9404;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
34940111;23-6-2020;9425;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
35481606;24-6-2020;9446;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
36090921;25-6-2020;9467;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
36688064;26-6-2020;9488;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
37298159;27-6-2020;9509;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
37925311;28-6-2020;9530;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
38543325;29-6-2020;9551;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
39017867;30-6-2020;9572;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
39305092;1-7-2020;9593;21;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
39588821;2-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
39883717;3-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
40158355;4-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
40455511;5-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
40771406;6-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
41186667;7-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
41494777;8-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
41809047;9-7-2020;9593;0;;;;;5.156.118;518.496;NL;NLD;Netherlands;North Brabant
4485032;8-4-2020;1175;;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
4859750;10-4-2020;1544;369;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5106708;12-4-2020;1913;369;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5296243;14-4-2020;2282;369;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5412870;16-4-2020;2652;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5447048;18-4-2020;3022;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5464656;20-4-2020;3392;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5543843;22-4-2020;3762;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
6892363;24-4-2020;4132;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
6987565;26-4-2020;4502;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
7085031;28-4-2020;4872;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
7165116;29-4-2020;5242;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
8477541;1-5-2020;5612;370;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
8920671;2-5-2020;5658;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
9388992;3-5-2020;5704;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
9863776;4-5-2020;5750;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
10307507;5-5-2020;5796;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
10778418;6-5-2020;5842;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
11284958;7-5-2020;5888;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
11776548;8-5-2020;5934;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
12224335;9-5-2020;5980;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
12675083;10-5-2020;6026;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
13153038;11-5-2020;6072;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
13613463;12-5-2020;6118;46;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
14063078;13-5-2020;6165;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
14495283;14-5-2020;6212;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
14920584;15-5-2020;6259;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
15334673;16-5-2020;6306;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
15765695;17-5-2020;6353;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
16188084;18-5-2020;6400;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
16630775;19-5-2020;6447;47;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
17054598;20-5-2020;6465;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
17464450;21-5-2020;6483;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
17858058;22-5-2020;6501;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
18284968;23-5-2020;6519;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
18685216;24-5-2020;6537;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
19069098;25-5-2020;6555;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
19507707;26-5-2020;6573;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
20119182;27-5-2020;6591;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
20685623;28-5-2020;6609;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
21233661;29-5-2020;6627;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
21796346;30-5-2020;6645;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
22320641;31-5-2020;6663;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
22918811;1-6-2020;6681;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
23454343;2-6-2020;6699;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
23986973;3-6-2020;6717;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
24519688;4-6-2020;6735;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
25044128;5-6-2020;6753;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
25561567;6-6-2020;6771;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
26109060;7-6-2020;6789;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
26646111;8-6-2020;6807;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
27212736;9-6-2020;6825;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
27756518;10-6-2020;6843;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
28323657;11-6-2020;6861;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
28866320;12-6-2020;6879;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
29356800;13-6-2020;6897;18;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
29864385;14-6-2020;6916;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
30352117;15-6-2020;6935;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
30858466;16-6-2020;6954;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
31452936;17-6-2020;6973;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
32033593;18-6-2020;6992;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
32610264;19-6-2020;7011;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
33197350;20-6-2020;7030;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
33778877;21-6-2020;7049;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
34412467;22-6-2020;7068;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
34940112;23-6-2020;7087;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
35481607;24-6-2020;7106;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
36090922;25-6-2020;7125;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
36688066;26-6-2020;7144;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
37298162;27-6-2020;7163;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
37925312;28-6-2020;7182;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
38543329;29-6-2020;7201;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
39017868;30-6-2020;7220;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
39305093;1-7-2020;7239;19;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
39588822;2-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
39883719;3-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
40158358;4-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
40455514;5-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
40771407;6-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
41186669;7-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
41494780;8-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
41809050;9-7-2020;7239;0;;;;;5.257.687;492.427;NL;NLD;Netherlands;North Holland
5478056;28-3-2020;2;;0;;0;;52.433;4.833;NL;NLD;Netherlands;North Holland
2486612;1-4-2020;10;8;2;2;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
2769633;2-4-2020;11;1;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
3091150;3-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
3430082;4-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
3750868;5-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
4016555;6-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
4309362;7-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
4551731;8-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
4729133;9-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
4909483;10-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
4927994;11-4-2020;11;0;2;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
5207701;13-4-2020;13;2;4;2;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
5323376;15-4-2020;13;0;4;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
5428192;16-4-2020;13;0;4;0;0;0;52.433;4.833;NL;NLD;Netherlands;North Holland
5429834;17-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
5451960;19-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
5484955;21-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
5562612;22-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
6651378;23-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
6906930;24-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
6955393;25-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
7002527;26-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
7055360;27-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
7098473;28-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
7522401;29-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
8001392;30-4-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
8479967;1-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
8922370;2-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
9388243;3-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
9863412;4-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
10306638;5-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
10777231;6-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
11287484;7-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
11778565;8-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
12224884;9-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
12675595;10-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
13153386;11-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
13612895;12-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
14064911;13-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
14495317;14-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
14923878;15-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
15333764;16-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
15764157;17-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
16189311;18-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
16632537;19-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
17054572;20-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
17464004;21-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
17857759;22-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
18284450;23-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
18684460;24-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
19070582;25-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
19507953;26-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
20117035;27-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
20686668;28-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
21233766;29-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
21796912;30-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
22324211;31-5-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
22918702;1-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
23454188;2-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
23986467;3-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
24518796;4-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
25045335;5-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
25563862;6-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
26104270;7-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
26642865;8-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
27209904;9-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
27755278;10-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
28324055;11-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
28865279;12-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
29356554;13-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
29863963;14-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
30354670;15-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
31230651;16-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
31455563;17-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
32032820;18-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
32608724;19-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
33195345;20-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
33780572;21-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
34413636;22-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
34940879;23-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
35482113;24-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
36080655;25-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
36689084;26-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
37272243;27-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
37923492;28-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
38540916;29-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
39018099;30-6-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
39305379;1-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
39589125;2-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
39884337;3-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
40158361;4-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
40455431;5-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
40773516;6-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
41187909;7-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
41494059;8-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
41808584;9-7-2020;13;0;4;0;;;52.433;4.833;NL;NLD;Netherlands;North Holland
4485034;8-4-2020;443;;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
4859751;10-4-2020;642;199;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
5106709;12-4-2020;841;199;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
5296244;14-4-2020;1040;199;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
5412871;16-4-2020;1240;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
5447049;18-4-2020;1440;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
5464657;20-4-2020;1640;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
5543844;22-4-2020;1840;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
6892364;24-4-2020;2040;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
6987566;26-4-2020;2240;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
7085032;28-4-2020;2440;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
7521930;29-4-2020;2640;200;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
8002074;30-4-2020;2653;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
8477542;1-5-2020;2666;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
8920676;2-5-2020;2679;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
9388995;3-5-2020;2692;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
9863777;4-5-2020;2705;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
10307509;5-5-2020;2718;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
10778420;6-5-2020;2731;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
11284962;7-5-2020;2744;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
11776551;8-5-2020;2757;13;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
12224337;9-5-2020;2771;14;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
12675084;10-5-2020;2785;14;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
13153040;11-5-2020;2799;14;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
13613465;12-5-2020;2813;14;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
14063081;13-5-2020;2827;14;;;;;5.244.455;644.175;NL;NLD;Netherlands;Overijssel
