Date_of_report;Municipality_code;Municipality_name;Province;Total_reported;Hospital_admission;Deceased
5-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
6-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
7-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
8-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
9-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
10-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
11-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
12-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
13-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
14-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
15-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
16-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
17-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
18-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
19-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
20-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
21-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
22-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
23-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
24-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
25-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
26-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
27-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
28-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
29-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
30-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
31-5-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
1-5-2020 10:00;GM0034;Almere;Flevoland;324;116;12
2-5-2020 10:00;GM0034;Almere;Flevoland;335;118;12
3-5-2020 10:00;GM0034;Almere;Flevoland;337;118;12
4-5-2020 10:00;GM0034;Almere;Flevoland;341;119;12
5-5-2020 10:00;GM0034;Almere;Flevoland;345;119;12
6-5-2020 10:00;GM0034;Almere;Flevoland;359;119;12
7-5-2020 10:00;GM0034;Almere;Flevoland;360;119;13
8-5-2020 10:00;GM0034;Almere;Flevoland;368;120;14
9-5-2020 10:00;GM0034;Almere;Flevoland;376;121;17
10-5-2020 10:00;GM0034;Almere;Flevoland;385;121;17
11-5-2020 10:00;GM0034;Almere;Flevoland;385;121;17
12-5-2020 10:00;GM0034;Almere;Flevoland;392;121;18
13-5-2020 10:00;GM0034;Almere;Flevoland;395;122;19
14-5-2020 10:00;GM0034;Almere;Flevoland;396;122;19
15-5-2020 10:00;GM0034;Almere;Flevoland;400;123;26
16-5-2020 10:00;GM0034;Almere;Flevoland;402;123;27
17-5-2020 10:00;GM0034;Almere;Flevoland;405;123;27
18-5-2020 10:00;GM0034;Almere;Flevoland;407;123;27
19-5-2020 10:00;GM0034;Almere;Flevoland;407;123;27
20-5-2020 10:00;GM0034;Almere;Flevoland;411;123;27
21-5-2020 10:00;GM0034;Almere;Flevoland;412;123;27
22-5-2020 10:00;GM0034;Almere;Flevoland;413;123;27
23-5-2020 10:00;GM0034;Almere;Flevoland;414;123;27
24-5-2020 10:00;GM0034;Almere;Flevoland;415;123;27
25-5-2020 10:00;GM0034;Almere;Flevoland;415;123;27
26-5-2020 10:00;GM0034;Almere;Flevoland;416;123;27
27-5-2020 10:00;GM0034;Almere;Flevoland;418;123;29
28-5-2020 10:00;GM0034;Almere;Flevoland;420;123;30
29-5-2020 10:00;GM0034;Almere;Flevoland;421;123;30
30-5-2020 10:00;GM0034;Almere;Flevoland;421;123;30
31-5-2020 10:00;GM0034;Almere;Flevoland;423;123;30
1-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
2-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
3-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
4-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
5-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
6-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
7-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
8-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
9-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
10-5-2020 10:00;GM0037;Stadskanaal;Groningen;5;2;1
11-5-2020 10:00;GM0037;Stadskanaal;Groningen;6;2;1
12-5-2020 10:00;GM0037;Stadskanaal;Groningen;6;2;1
13-5-2020 10:00;GM0037;Stadskanaal;Groningen;6;2;1
14-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
15-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
16-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
17-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
18-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
19-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
20-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
21-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
22-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
23-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
24-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
25-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
26-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;1
27-5-2020 10:00;GM0037;Stadskanaal;Groningen;7;2;2
28-5-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
29-5-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
30-5-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
31-5-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
1-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
2-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
3-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
4-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
5-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
6-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
7-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
8-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
9-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
10-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
11-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
12-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
13-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
14-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
15-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
16-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
17-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
18-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
19-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
20-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
21-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
22-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
23-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
24-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
25-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
26-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
27-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
28-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
29-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
30-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
31-5-2020 10:00;GM0047;Veendam;Groningen;8;2;0
1-5-2020 10:00;GM0050;Zeewolde;Flevoland;34;11;4
2-5-2020 10:00;GM0050;Zeewolde;Flevoland;34;11;4
3-5-2020 10:00;GM0050;Zeewolde;Flevoland;36;11;4
4-5-2020 10:00;GM0050;Zeewolde;Flevoland;37;11;4
5-5-2020 10:00;GM0050;Zeewolde;Flevoland;37;11;4
6-5-2020 10:00;GM0050;Zeewolde;Flevoland;38;11;4
7-5-2020 10:00;GM0050;Zeewolde;Flevoland;38;11;4
8-5-2020 10:00;GM0050;Zeewolde;Flevoland;38;11;4
9-5-2020 10:00;GM0050;Zeewolde;Flevoland;40;11;4
10-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;4
11-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;4
12-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;4
13-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;4
14-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;4
15-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;5
16-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;5
17-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;5
18-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;5
19-5-2020 10:00;GM0050;Zeewolde;Flevoland;41;12;5
20-5-2020 10:00;GM0050;Zeewolde;Flevoland;42;12;5
21-5-2020 10:00;GM0050;Zeewolde;Flevoland;43;12;5
22-5-2020 10:00;GM0050;Zeewolde;Flevoland;43;12;5
23-5-2020 10:00;GM0050;Zeewolde;Flevoland;42;12;5
24-5-2020 10:00;GM0050;Zeewolde;Flevoland;42;12;5
25-5-2020 10:00;GM0050;Zeewolde;Flevoland;42;12;5
26-5-2020 10:00;GM0050;Zeewolde;Flevoland;42;12;5
27-5-2020 10:00;GM0050;Zeewolde;Flevoland;42;12;5
28-5-2020 10:00;GM0050;Zeewolde;Flevoland;44;12;5
29-5-2020 10:00;GM0050;Zeewolde;Flevoland;45;12;5
30-5-2020 10:00;GM0050;Zeewolde;Flevoland;46;12;5
31-5-2020 10:00;GM0050;Zeewolde;Flevoland;46;12;5
1-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
2-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
3-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
4-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
5-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
6-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
7-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
8-5-2020 10:00;GM0059;Achtkarspelen;Friesland;10;0;0
9-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
10-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
11-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
12-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
13-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
14-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
15-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
16-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
17-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
18-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
19-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
20-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
21-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
22-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
23-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
24-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
25-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
26-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
27-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
28-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
29-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
30-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
31-5-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
1-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
2-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
3-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
4-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
5-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
6-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
7-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
8-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
9-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
10-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
11-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
12-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
13-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
14-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
15-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
16-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
17-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
18-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
19-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
20-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
21-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
22-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
23-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
24-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
25-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
26-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
27-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
28-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
29-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
30-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
31-5-2020 10:00;GM0060;Ameland;Friesland;0;0;0
1-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
2-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
3-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
4-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
5-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
6-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
7-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
8-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
9-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
10-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
11-5-2020 10:00;GM0072;Harlingen;Friesland;16;4;1
12-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
13-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
14-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
15-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
16-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
17-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
18-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
19-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
20-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
21-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
22-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
23-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
24-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
25-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
26-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
27-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
28-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
29-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
30-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
31-5-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
1-5-2020 10:00;GM0074;Heerenveen;Friesland;83;13;19
2-5-2020 10:00;GM0074;Heerenveen;Friesland;86;13;19
3-5-2020 10:00;GM0074;Heerenveen;Friesland;86;13;19
4-5-2020 10:00;GM0074;Heerenveen;Friesland;86;13;19
5-5-2020 10:00;GM0074;Heerenveen;Friesland;87;13;19
6-5-2020 10:00;GM0074;Heerenveen;Friesland;87;13;19
7-5-2020 10:00;GM0074;Heerenveen;Friesland;87;13;19
8-5-2020 10:00;GM0074;Heerenveen;Friesland;87;13;19
9-5-2020 10:00;GM0074;Heerenveen;Friesland;87;13;19
10-5-2020 10:00;GM0074;Heerenveen;Friesland;88;13;19
11-5-2020 10:00;GM0074;Heerenveen;Friesland;88;13;19
12-5-2020 10:00;GM0074;Heerenveen;Friesland;88;13;19
13-5-2020 10:00;GM0074;Heerenveen;Friesland;88;13;19
14-5-2020 10:00;GM0074;Heerenveen;Friesland;88;13;19
15-5-2020 10:00;GM0074;Heerenveen;Friesland;89;13;19
16-5-2020 10:00;GM0074;Heerenveen;Friesland;88;13;19
17-5-2020 10:00;GM0074;Heerenveen;Friesland;89;13;19
18-5-2020 10:00;GM0074;Heerenveen;Friesland;89;13;19
19-5-2020 10:00;GM0074;Heerenveen;Friesland;89;13;19
20-5-2020 10:00;GM0074;Heerenveen;Friesland;90;13;19
21-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;19
22-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
23-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
24-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
25-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
26-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
27-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
28-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
29-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
30-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
31-5-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
1-5-2020 10:00;GM0080;Leeuwarden;Friesland;55;33;6
2-5-2020 10:00;GM0080;Leeuwarden;Friesland;55;33;6
3-5-2020 10:00;GM0080;Leeuwarden;Friesland;55;33;6
4-5-2020 10:00;GM0080;Leeuwarden;Friesland;54;33;6
5-5-2020 10:00;GM0080;Leeuwarden;Friesland;54;33;6
6-5-2020 10:00;GM0080;Leeuwarden;Friesland;54;33;6
7-5-2020 10:00;GM0080;Leeuwarden;Friesland;54;33;6
8-5-2020 10:00;GM0080;Leeuwarden;Friesland;55;33;6
9-5-2020 10:00;GM0080;Leeuwarden;Friesland;56;33;6
10-5-2020 10:00;GM0080;Leeuwarden;Friesland;56;33;6
11-5-2020 10:00;GM0080;Leeuwarden;Friesland;56;33;6
12-5-2020 10:00;GM0080;Leeuwarden;Friesland;57;33;6
13-5-2020 10:00;GM0080;Leeuwarden;Friesland;57;33;6
14-5-2020 10:00;GM0080;Leeuwarden;Friesland;57;33;6
15-5-2020 10:00;GM0080;Leeuwarden;Friesland;57;33;6
16-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
17-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
18-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
19-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
20-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
21-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
22-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
23-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
24-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
25-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
26-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
27-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
28-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
29-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
30-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
31-5-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
1-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
2-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
3-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
4-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
5-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
6-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
7-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
8-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
9-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
10-5-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
