Updated;Municipality_code;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
5-5-2020;Dronten;16;38,5;3;7,2;0;0
19-5-2020;Dronten;6;14,4;0;0;0;0
2-6-2020;Dronten;6;14,4;0;0;0;0
16-6-2020;Dronten;2;4,8;0;0;1;2,4
30-6-2020;Dronten;3;7,2;0;0;0;0
14-7-2020;Dronten;0;0;0;0;0;0
28-7-2020;Dronten;0;0;0;0;0;0
11-8-2020;Dronten;0;0;0;0;0;0
10-3-2020;Druten;1;5,3;0;0;0;0
25-3-2020;Druten;7;37;7;37;0;0
7-4-2020;Druten;30;158,5;12;63,4;4;21,1
21-4-2020;Druten;65;343,4;2;10,6;3;15,9
5-5-2020;Druten;8;42,3;3;15,9;1;5,3
19-5-2020;Druten;0;0;0;0;0;0
2-6-2020;Druten;3;15,9;1;5,3;0;0
16-6-2020;Druten;0;0;0;0;0;0
30-6-2020;Druten;1;5,3;0;0;0;0
14-7-2020;Druten;0;0;0;0;0;0
28-7-2020;Druten;0;0;0;0;0;0
11-8-2020;Druten;0;0;0;0;0;0
10-3-2020;Duiven;0;0;0;0;0;0
25-3-2020;Duiven;3;11,9;2;8;0;0
7-4-2020;Duiven;18;71,6;7;27,9;1;4
21-4-2020;Duiven;16;63,7;4;15,9;3;11,9
5-5-2020;Duiven;8;31,8;1;4;2;8
19-5-2020;Duiven;1;4;0;0;0;0
2-6-2020;Duiven;3;11,9;0;0;0;0
16-6-2020;Duiven;2;8;0;0;0;0
30-6-2020;Duiven;1;4;0;0;0;0
14-7-2020;Duiven;0;0;0;0;0;0
28-7-2020;Duiven;0;0;0;0;0;0
11-8-2020;Duiven;2;8;0;0;0;0
10-3-2020;Echt-Susteren;0;0;0;0;0;0
25-3-2020;Echt-Susteren;21;66,4;17;53,8;5;15,8
7-4-2020;Echt-Susteren;33;104,4;17;53,8;6;19
21-4-2020;Echt-Susteren;22;69,6;3;9,5;4;12,7
5-5-2020;Echt-Susteren;9;28,5;2;6,3;0;0
19-5-2020;Echt-Susteren;4;12,7;0;0;0;0
2-6-2020;Echt-Susteren;4;12,7;0;0;1;3,2
16-6-2020;Echt-Susteren;0;0;0;0;0;0
30-6-2020;Echt-Susteren;0;0;0;0;0;0
14-7-2020;Echt-Susteren;0;0;0;0;0;0
28-7-2020;Echt-Susteren;0;0;0;0;0;0
11-8-2020;Echt-Susteren;1;3,2;0;0;0;0
10-3-2020;Edam-Volendam;0;0;1;2,8;0;0
25-3-2020;Edam-Volendam;9;24,9;6;16,6;0;0
7-4-2020;Edam-Volendam;21;58;10;27,6;0;0
21-4-2020;Edam-Volendam;42;116;3;8,3;2;5,5
5-5-2020;Edam-Volendam;10;27,6;0;0;1;2,8
19-5-2020;Edam-Volendam;18;49,7;3;8,3;0;0
2-6-2020;Edam-Volendam;22;60,8;0;0;0;0
16-6-2020;Edam-Volendam;3;8,3;1;2,8;0;0
30-6-2020;Edam-Volendam;1;2,8;0;0;0;0
14-7-2020;Edam-Volendam;0;0;0;0;0;0
28-7-2020;Edam-Volendam;0;0;0;0;0;0
11-8-2020;Edam-Volendam;3;8,3;0;0;0;0
10-3-2020;Ede;0;0;0;0;0;0
25-3-2020;Ede;28;23,9;15;12,8;0;0
7-4-2020;Ede;70;59,7;31;26,5;11;9,4
21-4-2020;Ede;68;58;7;6;7;6
5-5-2020;Ede;26;22,2;0;0;2;1,7
19-5-2020;Ede;11;9,4;1;0,9;0;0
2-6-2020;Ede;9;7,7;0;0;0;0
16-6-2020;Ede;3;2,6;0;0;0;0
30-6-2020;Ede;7;6;0;0;0;0
14-7-2020;Ede;0;0;0;0;0;0
28-7-2020;Ede;8;6,8;0;0;0;0
11-8-2020;Ede;24;20,5;0;0;0;0
10-3-2020;Eemnes;0;0;0;0;0;0
25-3-2020;Eemnes;1;10,8;0;0;0;0
7-4-2020;Eemnes;6;64,9;0;0;1;10,8
21-4-2020;Eemnes;7;75,7;1;10,8;0;0
5-5-2020;Eemnes;0;0;0;0;0;0
19-5-2020;Eemnes;3;32,4;0;0;0;0
2-6-2020;Eemnes;0;0;0;0;0;0
16-6-2020;Eemnes;0;0;0;0;0;0
30-6-2020;Eemnes;0;0;0;0;0;0
14-7-2020;Eemnes;1;10,8;0;0;0;0
28-7-2020;Eemnes;5;54,1;0;0;0;0
11-8-2020;Eemnes;0;0;0;0;0;0
10-3-2020;Eersel;0;0;0;0;0;0
25-3-2020;Eersel;16;82,8;9;46,6;0;0
7-4-2020;Eersel;20;103,6;11;57;3;15,5
21-4-2020;Eersel;19;98,4;5;25,9;5;25,9
5-5-2020;Eersel;6;31,1;1;5,2;1;5,2
19-5-2020;Eersel;3;15,5;0;0;1;5,2
2-6-2020;Eersel;4;20,7;0;0;0;0
16-6-2020;Eersel;0;0;0;0;0;0
30-6-2020;Eersel;1;5,2;1;5,2;0;0
14-7-2020;Eersel;0;0;0;0;0;0
28-7-2020;Eersel;0;0;0;0;0;0
11-8-2020;Eersel;2;10,4;0;0;0;0
10-3-2020;Eijsden-Margraten;0;0;1;3,9;0;0
25-3-2020;Eijsden-Margraten;21;81,5;14;54,3;0;0
7-4-2020;Eijsden-Margraten;70;271,7;27;104,8;11;42,7
21-4-2020;Eijsden-Margraten;40;155,2;7;27,2;9;34,9
5-5-2020;Eijsden-Margraten;20;77,6;1;3,9;6;23,3
19-5-2020;Eijsden-Margraten;10;38,8;2;7,8;1;3,9
2-6-2020;Eijsden-Margraten;6;23,3;0;0;0;0
16-6-2020;Eijsden-Margraten;4;15,5;0;0;0;0
30-6-2020;Eijsden-Margraten;1;3,9;0;0;0;0
14-7-2020;Eijsden-Margraten;0;0;0;0;0;0
28-7-2020;Eijsden-Margraten;1;3,9;0;0;0;0
11-8-2020;Eijsden-Margraten;2;7,8;0;0;0;0
10-3-2020;Eindhoven;6;2,6;1;0,4;0;0
25-3-2020;Eindhoven;97;41,4;48;20,5;4;1,7
7-4-2020;Eindhoven;155;66,1;73;31,1;35;14,9
21-4-2020;Eindhoven;131;55,9;30;12,8;30;12,8
5-5-2020;Eindhoven;68;29;8;3,4;10;4,3
19-5-2020;Eindhoven;31;13,2;7;3;3;1,3
2-6-2020;Eindhoven;23;9,8;2;0,9;2;0,9
16-6-2020;Eindhoven;18;7,7;1;0,4;1;0,4
30-6-2020;Eindhoven;9;3,8;0;0;0;0
14-7-2020;Eindhoven;11;4,7;0;0;0;0
28-7-2020;Eindhoven;20;8,5;0;0;0;0
11-8-2020;Eindhoven;55;23,5;1;0,4;1;0,4
10-3-2020;Elburg;0;0;0;0;0;0
25-3-2020;Elburg;7;30,2;2;8,6;0;0
7-4-2020;Elburg;37;159,8;14;60,4;2;8,6
21-4-2020;Elburg;55;237,5;7;30,2;3;13
5-5-2020;Elburg;21;90,7;3;13;3;13
19-5-2020;Elburg;7;30,2;0;0;0;0
2-6-2020;Elburg;16;69,1;0;0;0;0
16-6-2020;Elburg;6;25,9;0;0;0;0
30-6-2020;Elburg;1;4,3;0;0;0;0
14-7-2020;Elburg;0;0;0;0;0;0
28-7-2020;Elburg;1;4,3;0;0;0;0
11-8-2020;Elburg;0;0;0;0;0;0
10-3-2020;Emmen;1;0,9;0;0;0;0
25-3-2020;Emmen;8;7,5;4;3,7;0;0
7-4-2020;Emmen;32;29,9;10;9,3;5;4,7
21-4-2020;Emmen;35;32,7;4;3,7;5;4,7
5-5-2020;Emmen;24;22,4;0;0;1;0,9
19-5-2020;Emmen;1;0,9;0;0;0;0
2-6-2020;Emmen;1;0,9;0;0;0;0
16-6-2020;Emmen;1;0,9;0;0;0;0
30-6-2020;Emmen;0;0;0;0;0;0
14-7-2020;Emmen;0;0;0;0;0;0
28-7-2020;Emmen;2;1,9;0;0;0;0
11-8-2020;Emmen;5;4,7;0;0;0;0
10-3-2020;Enkhuizen;0;0;0;0;0;0
25-3-2020;Enkhuizen;11;59,2;12;64,5;1;5,4
7-4-2020;Enkhuizen;12;64,5;4;21,5;3;16,1
21-4-2020;Enkhuizen;4;21,5;2;10,8;0;0
5-5-2020;Enkhuizen;2;10,8;0;0;0;0
19-5-2020;Enkhuizen;0;0;0;0;0;0
2-6-2020;Enkhuizen;0;0;0;0;0;0
16-6-2020;Enkhuizen;0;0;0;0;0;0
30-6-2020;Enkhuizen;1;5,4;0;0;0;0
14-7-2020;Enkhuizen;0;0;0;0;0;0
28-7-2020;Enkhuizen;0;0;0;0;0;0
11-8-2020;Enkhuizen;2;10,8;0;0;0;0
10-3-2020;Enschede;2;1,3;0;0;0;0
25-3-2020;Enschede;24;15;12;7,5;1;0,6
7-4-2020;Enschede;94;58,9;31;19,4;11;6,9
21-4-2020;Enschede;44;27,6;6;3,8;4;2,5
5-5-2020;Enschede;22;13,8;2;1,3;3;1,9
19-5-2020;Enschede;28;17,5;0;0;4;2,5
2-6-2020;Enschede;13;8,1;0;0;2;1,3
16-6-2020;Enschede;6;3,8;0;0;0;0
30-6-2020;Enschede;6;3,8;0;0;0;0
14-7-2020;Enschede;8;5;0;0;0;0
28-7-2020;Enschede;8;5;1;0,6;0;0
11-8-2020;Enschede;18;11,3;0;0;0;0
10-3-2020;Epe;0;0;0;0;0;0
25-3-2020;Epe;17;51,2;13;39,2;0;0
7-4-2020;Epe;40;120,6;17;51,2;6;18,1
21-4-2020;Epe;54;162,8;11;33,2;11;33,2
5-5-2020;Epe;18;54,3;1;3;5;15,1
19-5-2020;Epe;4;12,1;0;0;1;3
2-6-2020;Epe;1;3;0;0;0;0
16-6-2020;Epe;4;12,1;0;0;0;0
30-6-2020;Epe;0;0;0;0;0;0
14-7-2020;Epe;0;0;0;0;0;0
28-7-2020;Epe;0;0;0;0;0;0
11-8-2020;Epe;0;0;0;0;0;0
10-3-2020;Ermelo;1;3,7;3;11,1;0;0
25-3-2020;Ermelo;19;70,3;9;33,3;2;7,4
7-4-2020;Ermelo;33;122,2;12;44,4;7;25,9
21-4-2020;Ermelo;35;129,6;2;7,4;4;14,8
5-5-2020;Ermelo;30;111,1;2;7,4;3;11,1
19-5-2020;Ermelo;6;22,2;1;3,7;7;25,9
2-6-2020;Ermelo;9;33,3;1;3,7;1;3,7
16-6-2020;Ermelo;13;48,1;1;3,7;0;0
30-6-2020;Ermelo;4;14,8;0;0;0;0
14-7-2020;Ermelo;0;0;0;0;0;0
28-7-2020;Ermelo;0;0;0;0;0;0
11-8-2020;Ermelo;2;7,4;0;0;0;0
10-3-2020;Etten-Leur;5;11,4;1;2,3;1;2,3
25-3-2020;Etten-Leur;26;59,3;16;36,5;3;6,8
7-4-2020;Etten-Leur;61;139;18;41;17;38,7
21-4-2020;Etten-Leur;50;114;4;9,1;4;9,1
5-5-2020;Etten-Leur;25;57;0;0;2;4,6
19-5-2020;Etten-Leur;6;13,7;0;0;3;6,8
2-6-2020;Etten-Leur;15;34,2;0;0;0;0
16-6-2020;Etten-Leur;12;27,3;0;0;0;0
30-6-2020;Etten-Leur;3;6,8;0;0;0;0
14-7-2020;Etten-Leur;3;6,8;0;0;0;0
28-7-2020;Etten-Leur;10;22,8;0;0;0;0
11-8-2020;Etten-Leur;10;22,8;1;2,3;0;0
10-3-2020;Geertruidenberg;1;4,6;0;0;0;0
25-3-2020;Geertruidenberg;11;51,1;5;23,2;1;4,6
7-4-2020;Geertruidenberg;5;23,2;2;9,3;2;9,3
21-4-2020;Geertruidenberg;16;74,3;1;4,6;2;9,3
5-5-2020;Geertruidenberg;9;41,8;0;0;1;4,6
19-5-2020;Geertruidenberg;0;0;0;0;0;0
2-6-2020;Geertruidenberg;1;4,6;0;0;0;0
16-6-2020;Geertruidenberg;0;0;0;0;0;0
30-6-2020;Geertruidenberg;0;0;0;0;0;0
14-7-2020;Geertruidenberg;0;0;0;0;0;0
28-7-2020;Geertruidenberg;0;0;0;0;0;0
11-8-2020;Geertruidenberg;6;27,8;0;0;0;0
10-3-2020;Geldrop-Mierlo;1;2,5;0;0;0;0
25-3-2020;Geldrop-Mierlo;15;37,8;8;20,1;1;2,5
7-4-2020;Geldrop-Mierlo;41;103,2;14;35,2;4;10,1
21-4-2020;Geldrop-Mierlo;30;75,5;4;10,1;9;22,7
5-5-2020;Geldrop-Mierlo;15;37,8;5;12,6;2;5
19-5-2020;Geldrop-Mierlo;4;10,1;0;0;0;0
2-6-2020;Geldrop-Mierlo;2;5;0;0;0;0
16-6-2020;Geldrop-Mierlo;2;5;0;0;0;0
30-6-2020;Geldrop-Mierlo;0;0;0;0;0;0
14-7-2020;Geldrop-Mierlo;0;0;0;0;0;0
28-7-2020;Geldrop-Mierlo;0;0;0;0;0;0
11-8-2020;Geldrop-Mierlo;10;25,2;0;0;0;0
10-3-2020;Gemert-Bakel;7;22,8;5;16,3;0;0
25-3-2020;Gemert-Bakel;73;237,6;42;136,7;10;32,5
7-4-2020;Gemert-Bakel;43;140;20;65,1;12;39,1
21-4-2020;Gemert-Bakel;33;107,4;4;13;7;22,8
5-5-2020;Gemert-Bakel;17;55,3;2;6,5;1;3,3
19-5-2020;Gemert-Bakel;3;9,8;0;0;0;0
2-6-2020;Gemert-Bakel;9;29,3;0;0;1;3,3
16-6-2020;Gemert-Bakel;18;58,6;0;0;0;0
30-6-2020;Gemert-Bakel;4;13;0;0;1;3,3
14-7-2020;Gemert-Bakel;8;26;0;0;0;0
28-7-2020;Gemert-Bakel;2;6,5;0;0;0;0
11-8-2020;Gemert-Bakel;3;9,8;0;0;0;0
10-3-2020;Gennep;0;0;0;0;0;0
25-3-2020;Gennep;7;41,4;4;23,6;1;5,9
7-4-2020;Gennep;27;159,6;9;53,2;5;29,5
21-4-2020;Gennep;16;94,6;1;5,9;4;23,6
5-5-2020;Gennep;5;29,5;1;5,9;0;0
19-5-2020;Gennep;0;0;0;0;0;0
2-6-2020;Gennep;0;0;0;0;0;0
16-6-2020;Gennep;3;17,7;0;0;0;0
30-6-2020;Gennep;0;0;0;0;0;0
14-7-2020;Gennep;0;0;0;0;0;0
28-7-2020;Gennep;0;0;0;0;0;0
11-8-2020;Gennep;0;0;0;0;0;0
10-3-2020;Gilze en Rijen;0;0;0;0;0;0
25-3-2020;Gilze en Rijen;22;83,2;11;41,6;0;0
7-4-2020;Gilze en Rijen;23;87;7;26,5;9;34,1
21-4-2020;Gilze en Rijen;21;79,5;1;3,8;4;15,1
5-5-2020;Gilze en Rijen;7;26,5;0;0;2;7,6
19-5-2020;Gilze en Rijen;0;0;0;0;0;0
2-6-2020;Gilze en Rijen;2;7,6;0;0;0;0
16-6-2020;Gilze en Rijen;3;11,4;0;0;0;0
30-6-2020;Gilze en Rijen;2;7,6;0;0;0;0
14-7-2020;Gilze en Rijen;5;18,9;0;0;0;0
28-7-2020;Gilze en Rijen;2;7,6;0;0;0;0
11-8-2020;Gilze en Rijen;6;22,7;0;0;0;0
10-3-2020;Goeree-Overflakkee;0;0;0;0;0;0
25-3-2020;Goeree-Overflakkee;45;89,9;15;30;3;6
7-4-2020;Goeree-Overflakkee;147;293,7;30;59,9;14;28
21-4-2020;Goeree-Overflakkee;49;97,9;6;12;13;26
5-5-2020;Goeree-Overflakkee;6;12;0;0;3;6
19-5-2020;Goeree-Overflakkee;10;20;0;0;1;2
2-6-2020;Goeree-Overflakkee;4;8;0;0;0;0
16-6-2020;Goeree-Overflakkee;0;0;0;0;0;0
30-6-2020;Goeree-Overflakkee;2;4;1;2;0;0
14-7-2020;Goeree-Overflakkee;0;0;0;0;0;0
28-7-2020;Goeree-Overflakkee;2;4;0;0;0;0
11-8-2020;Goeree-Overflakkee;10;20;0;0;0;0
10-3-2020;Goes;2;5,3;0;0;0;0
25-3-2020;Goes;2;5,3;2;5,3;0;0
7-4-2020;Goes;30;78,8;7;18,4;4;10,5
21-4-2020;Goes;32;84;1;2,6;5;13,1
5-5-2020;Goes;3;7,9;0;0;1;2,6
19-5-2020;Goes;0;0;0;0;1;2,6
2-6-2020;Goes;2;5,3;0;0;0;0
16-6-2020;Goes;0;0;0;0;0;0
30-6-2020;Goes;0;0;0;0;0;0
14-7-2020;Goes;15;39,4;0;0;0;0
28-7-2020;Goes;36;94,5;0;0;0;0
11-8-2020;Goes;10;26,3;1;2,6;0;0
10-3-2020;Goirle;6;25,1;0;0;1;4,2
25-3-2020;Goirle;16;66,9;14;58,6;3;12,6
7-4-2020;Goirle;28;117,1;8;33,5;8;33,5
21-4-2020;Goirle;16;66,9;4;16,7;4;16,7
5-5-2020;Goirle;4;16,7;0;0;1;4,2
19-5-2020;Goirle;3;12,6;1;4,2;0;0
2-6-2020;Goirle;4;16,7;0;0;0;0
16-6-2020;Goirle;0;0;0;0;0;0
30-6-2020;Goirle;2;8,4;0;0;0;0
14-7-2020;Goirle;4;16,7;0;0;0;0
28-7-2020;Goirle;3;12,6;0;0;0;0
11-8-2020;Goirle;7;29,3;0;0;0;0
10-3-2020;Gooise Meren;4;6,9;0;0;0;0
25-3-2020;Gooise Meren;16;27,6;8;13,8;0;0
7-4-2020;Gooise Meren;33;56,8;12;20,7;5;8,6
21-4-2020;Gooise Meren;36;62;2;3,4;3;5,2
5-5-2020;Gooise Meren;9;15,5;0;0;0;0
19-5-2020;Gooise Meren;7;12,1;0;0;1;1,7
2-6-2020;Gooise Meren;2;3,4;0;0;0;0
16-6-2020;Gooise Meren;4;6,9;0;0;0;0
30-6-2020;Gooise Meren;7;12,1;0;0;0;0
14-7-2020;Gooise Meren;3;5,2;0;0;0;0
28-7-2020;Gooise Meren;5;8,6;0;0;0;0
11-8-2020;Gooise Meren;9;15,5;0;0;0;0
10-3-2020;Gorinchem;0;0;0;0;0;0
25-3-2020;Gorinchem;10;27;7;18,9;0;0
7-4-2020;Gorinchem;70;189,1;8;21,6;5;13,5
21-4-2020;Gorinchem;48;129,7;2;5,4;7;18,9
5-5-2020;Gorinchem;14;37,8;0;0;2;5,4
19-5-2020;Gorinchem;4;10,8;1;2,7;1;2,7
2-6-2020;Gorinchem;3;8,1;0;0;0;0
16-6-2020;Gorinchem;1;2,7;0;0;0;0
30-6-2020;Gorinchem;2;5,4;0;0;0;0
14-7-2020;Gorinchem;0;0;0;0;0;0
28-7-2020;Gorinchem;8;21,6;0;0;0;0
11-8-2020;Gorinchem;40;108;0;0;0;0
10-3-2020;Gouda;2;2,7;0;0;0;0
25-3-2020;Gouda;17;23,2;8;10,9;2;2,7
7-4-2020;Gouda;80;109;20;27,2;10;13,6
21-4-2020;Gouda;112;152,5;5;6,8;14;19,1
5-5-2020;Gouda;19;25,9;4;5,4;13;17,7
19-5-2020;Gouda;8;10,9;1;1,4;1;1,4
2-6-2020;Gouda;9;12,3;1;1,4;1;1,4
16-6-2020;Gouda;9;12,3;0;0;0;0
30-6-2020;Gouda;5;6,8;0;0;0;0
14-7-2020;Gouda;12;16,3;1;1,4;0;0
28-7-2020;Gouda;17;23,2;1;1,4;0;0
11-8-2020;Gouda;107;145,7;2;2,7;0;0
10-3-2020;Grave;0;0;0;0;0;0
25-3-2020;Grave;13;104,5;5;40,2;1;8
7-4-2020;Grave;24;193;10;80,4;5;40,2
21-4-2020;Grave;17;136,7;2;16,1;2;16,1
5-5-2020;Grave;12;96,5;1;8;2;16,1
19-5-2020;Grave;3;24,1;1;8;1;8
2-6-2020;Grave;1;8;0;0;0;0
16-6-2020;Grave;1;8;0;0;0;0
30-6-2020;Grave;0;0;0;0;0;0
14-7-2020;Grave;0;0;0;0;0;0
28-7-2020;Grave;0;0;0;0;0;0
11-8-2020;Grave;0;0;0;0;0;0
10-3-2020;Groningen (gemeente);0;0;0;0;0;0
25-3-2020;Groningen (gemeente);71;30,5;6;2,6;0;0
7-4-2020;Groningen (gemeente);47;20,2;8;3,4;2;0,9
21-4-2020;Groningen (gemeente);32;13,7;3;1,3;0;0
5-5-2020;Groningen (gemeente);13;5,6;1;0,4;1;0,4
19-5-2020;Groningen (gemeente);2;0,9;0;0;0;0
2-6-2020;Groningen (gemeente);1;0,4;0;0;0;0
16-6-2020;Groningen (gemeente);6;2,6;0;0;0;0
30-6-2020;Groningen (gemeente);0;0;0;0;0;0
14-7-2020;Groningen (gemeente);4;1,7;0;0;0;0
28-7-2020;Groningen (gemeente);8;3,4;0;0;0;0
11-8-2020;Groningen (gemeente);48;20,6;0;0;0;0
10-3-2020;Gulpen-Wittem;0;0;0;0;0;0
25-3-2020;Gulpen-Wittem;5;35,3;3;21,2;0;0
7-4-2020;Gulpen-Wittem;30;211,7;8;56,5;2;14,1
21-4-2020;Gulpen-Wittem;27;190,5;5;35,3;6;42,3
5-5-2020;Gulpen-Wittem;12;84,7;3;21,2;5;35,3
19-5-2020;Gulpen-Wittem;1;7,1;0;0;1;7,1
2-6-2020;Gulpen-Wittem;2;14,1;0;0;0;0
16-6-2020;Gulpen-Wittem;1;7,1;0;0;0;0
30-6-2020;Gulpen-Wittem;0;0;0;0;0;0
14-7-2020;Gulpen-Wittem;1;7,1;0;0;0;0
28-7-2020;Gulpen-Wittem;1;7,1;0;0;0;0
11-8-2020;Gulpen-Wittem;0;0;0;0;0;0
10-3-2020;Haaksbergen;0;0;0;0;0;0
25-3-2020;Haaksbergen;3;12,3;1;4,1;0;0
7-4-2020;Haaksbergen;21;86,4;11;45,2;1;4,1
21-4-2020;Haaksbergen;25;102,8;1;4,1;4;16,5
5-5-2020;Haaksbergen;3;12,3;0;0;2;8,2
19-5-2020;Haaksbergen;2;8,2;0;0;0;0
2-6-2020;Haaksbergen;1;4,1;0;0;0;0
16-6-2020;Haaksbergen;0;0;0;0;0;0
30-6-2020;Haaksbergen;1;4,1;0;0;0;0
14-7-2020;Haaksbergen;0;0;0;0;0;0
28-7-2020;Haaksbergen;0;0;0;0;0;0
11-8-2020;Haaksbergen;1;4,1;0;0;0;0
10-3-2020;Haaren;6;41,8;1;7;0;0
25-3-2020;Haaren;8;55,7;5;34,8;3;20,9
7-4-2020;Haaren;15;104,4;4;27,8;2;13,9
21-4-2020;Haaren;8;55,7;2;13,9;2;13,9
5-5-2020;Haaren;5;34,8;1;7;0;0
19-5-2020;Haaren;7;48,7;0;0;0;0
2-6-2020;Haaren;3;20,9;0;0;1;7
16-6-2020;Haaren;2;13,9;0;0;0;0
30-6-2020;Haaren;2;13,9;0;0;0;0
14-7-2020;Haaren;1;7;0;0;0;0
28-7-2020;Haaren;1;7;0;0;0;0
11-8-2020;Haaren;1;7;0;0;0;0
10-3-2020;Haarlem;2;1,2;1;0,6;0;0
25-3-2020;Haarlem;46;28,2;14;8,6;2;1,2
7-4-2020;Haarlem;132;81;31;19;23;14,1
21-4-2020;Haarlem;51;31,3;7;4,3;20;12,3
5-5-2020;Haarlem;23;14,1;4;2,5;3;1,8
19-5-2020;Haarlem;19;11,7;0;0;3;1,8
2-6-2020;Haarlem;6;3,7;0;0;5;3,1
16-6-2020;Haarlem;6;3,7;0;0;1;0,6
30-6-2020;Haarlem;8;4,9;0;0;0;0
14-7-2020;Haarlem;6;3,7;0;0;0;0
28-7-2020;Haarlem;18;11;0;0;1;0,6
11-8-2020;Haarlem;48;29,5;0;0;0;0
10-3-2020;Haarlemmermeer;0;0;1;0,6;0;0
25-3-2020;Haarlemmermeer;28;17,9;17;10,9;3;1,9
7-4-2020;Haarlemmermeer;106;67,9;31;19,9;10;6,4
21-4-2020;Haarlemmermeer;51;32,7;11;7,1;4;2,6
5-5-2020;Haarlemmermeer;36;23,1;3;1,9;6;3,8
19-5-2020;Haarlemmermeer;44;28,2;1;0,6;4;2,6
2-6-2020;Haarlemmermeer;6;3,8;0;0;0;0
16-6-2020;Haarlemmermeer;8;5,1;0;0;0;0
30-6-2020;Haarlemmermeer;3;1,9;0;0;0;0
14-7-2020;Haarlemmermeer;12;7,7;0;0;0;0
28-7-2020;Haarlemmermeer;40;25,6;0;0;0;0
11-8-2020;Haarlemmermeer;55;35,3;1;0,6;1;0,6
10-3-2020;Halderberge;0;0;0;0;0;0
25-3-2020;Halderberge;8;26,4;7;23,1;1;3,3
7-4-2020;Halderberge;25;82,6;2;6,6;3;9,9
21-4-2020;Halderberge;18;59,4;3;9,9;2;6,6
5-5-2020;Halderberge;2;6,6;0;0;0;0
19-5-2020;Halderberge;2;6,6;0;0;0;0
2-6-2020;Halderberge;2;6,6;1;3,3;0;0
16-6-2020;Halderberge;1;3,3;0;0;1;3,3
30-6-2020;Halderberge;0;0;0;0;0;0
14-7-2020;Halderberge;2;6,6;0;0;0;0
28-7-2020;Halderberge;3;9,9;0;0;0;0
11-8-2020;Halderberge;9;29,7;0;0;0;0
10-3-2020;Hardenberg;0;0;0;0;0;0
25-3-2020;Hardenberg;7;11,5;5;8,2;0;0
7-4-2020;Hardenberg;68;111,6;13;21,3;5;8,2
21-4-2020;Hardenberg;78;128;4;6,6;2;3,3
5-5-2020;Hardenberg;15;24,6;0;0;1;1,6
19-5-2020;Hardenberg;2;3,3;0;0;0;0
2-6-2020;Hardenberg;0;0;0;0;0;0
16-6-2020;Hardenberg;0;0;0;0;0;0
30-6-2020;Hardenberg;0;0;0;0;0;0
14-7-2020;Hardenberg;0;0;0;0;0;0
28-7-2020;Hardenberg;1;1,6;0;0;0;0
11-8-2020;Hardenberg;2;3,3;0;0;0;0
10-3-2020;Harderwijk;1;2,1;4;8,3;0;0
25-3-2020;Harderwijk;14;28,9;6;12,4;2;4,1
7-4-2020;Harderwijk;37;76,4;14;28,9;5;10,3
21-4-2020;Harderwijk;46;95;9;18,6;3;6,2
5-5-2020;Harderwijk;37;76,4;3;6,2;6;12,4
19-5-2020;Harderwijk;14;28,9;0;0;2;4,1
2-6-2020;Harderwijk;20;41,3;2;4,1;1;2,1
16-6-2020;Harderwijk;8;16,5;0;0;2;4,1
30-6-2020;Harderwijk;3;6,2;0;0;0;0
14-7-2020;Harderwijk;0;0;0;0;0;0
28-7-2020;Harderwijk;1;2,1;0;0;0;0
11-8-2020;Harderwijk;5;10,3;0;0;0;0
10-3-2020;Hardinxveld-Giessendam;5;27,3;0;0;0;0
25-3-2020;Hardinxveld-Giessendam;1;5,5;0;0;0;0
7-4-2020;Hardinxveld-Giessendam;9;49,2;1;5,5;2;10,9
21-4-2020;Hardinxveld-Giessendam;11;60,1;0;0;0;0
5-5-2020;Hardinxveld-Giessendam;3;16,4;0;0;0;0
19-5-2020;Hardinxveld-Giessendam;3;16,4;1;5,5;0;0
2-6-2020;Hardinxveld-Giessendam;1;5,5;0;0;0;0
16-6-2020;Hardinxveld-Giessendam;0;0;0;0;0;0
30-6-2020;Hardinxveld-Giessendam;0;0;0;0;0;0
14-7-2020;Hardinxveld-Giessendam;1;5,5;0;0;0;0
28-7-2020;Hardinxveld-Giessendam;3;16,4;0;0;0;0
11-8-2020;Hardinxveld-Giessendam;5;27,3;0;0;0;0
10-3-2020;Harlingen;0;0;0;0;0;0
25-3-2020;Harlingen;3;19,1;1;6,4;0;0
7-4-2020;Harlingen;3;19,1;1;6,4;0;0
21-4-2020;Harlingen;10;63,6;2;12,7;1;6,4
5-5-2020;Harlingen;0;0;0;0;0;0
19-5-2020;Harlingen;1;6,4;0;0;0;0
2-6-2020;Harlingen;0;0;0;0;0;0
16-6-2020;Harlingen;0;0;0;0;0;0
30-6-2020;Harlingen;0;0;0;0;0;0
14-7-2020;Harlingen;0;0;0;0;0;0
28-7-2020;Harlingen;0;0;0;0;0;0
11-8-2020;Harlingen;1;6,4;0;0;0;0
10-3-2020;Hattem;0;0;0;0;0;0
25-3-2020;Hattem;5;41;4;32,8;0;0
7-4-2020;Hattem;21;172;9;73,7;3;24,6
21-4-2020;Hattem;13;106,5;0;0;2;16,4
5-5-2020;Hattem;2;16,4;0;0;0;0
19-5-2020;Hattem;0;0;0;0;0;0
2-6-2020;Hattem;0;0;0;0;0;0
16-6-2020;Hattem;0;0;0;0;0;0
