Date_of_report;Municipality_code;Municipality_name;Province;Total_reported;Hospital_admission;Deceased
16-6-2020 10:00;GM0014;Groningen;Groningen;170;18;3
17-6-2020 10:00;GM0014;Groningen;Groningen;170;18;3
18-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
19-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
20-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
21-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
22-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
23-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
24-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
25-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
26-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
27-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
28-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
29-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
30-6-2020 10:00;GM0014;Groningen;Groningen;172;18;3
1-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
2-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
3-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
4-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
5-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
6-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
7-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
8-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
9-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
10-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
11-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
12-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
13-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
14-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
15-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
16-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
17-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
18-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
19-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
20-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
21-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
22-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
23-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
24-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
25-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
26-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
27-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
28-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
29-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
30-6-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
1-6-2020 10:00;GM0034;Almere;Flevoland;425;123;30
2-6-2020 10:00;GM0034;Almere;Flevoland;425;123;30
3-6-2020 10:00;GM0034;Almere;Flevoland;426;123;30
4-6-2020 10:00;GM0034;Almere;Flevoland;434;123;30
5-6-2020 10:00;GM0034;Almere;Flevoland;436;124;30
6-6-2020 10:00;GM0034;Almere;Flevoland;437;124;30
7-6-2020 10:00;GM0034;Almere;Flevoland;438;124;30
8-6-2020 10:00;GM0034;Almere;Flevoland;438;124;30
9-6-2020 10:00;GM0034;Almere;Flevoland;438;124;30
10-6-2020 10:00;GM0034;Almere;Flevoland;439;125;30
11-6-2020 10:00;GM0034;Almere;Flevoland;439;125;30
12-6-2020 10:00;GM0034;Almere;Flevoland;439;125;30
13-6-2020 10:00;GM0034;Almere;Flevoland;439;125;30
14-6-2020 10:00;GM0034;Almere;Flevoland;440;125;30
15-6-2020 10:00;GM0034;Almere;Flevoland;443;125;31
16-6-2020 10:00;GM0034;Almere;Flevoland;444;125;31
17-6-2020 10:00;GM0034;Almere;Flevoland;446;125;31
18-6-2020 10:00;GM0034;Almere;Flevoland;448;125;31
19-6-2020 10:00;GM0034;Almere;Flevoland;450;125;31
20-6-2020 10:00;GM0034;Almere;Flevoland;450;125;31
21-6-2020 10:00;GM0034;Almere;Flevoland;450;125;31
22-6-2020 10:00;GM0034;Almere;Flevoland;450;125;31
23-6-2020 10:00;GM0034;Almere;Flevoland;448;125;31
24-6-2020 10:00;GM0034;Almere;Flevoland;449;125;31
25-6-2020 10:00;GM0034;Almere;Flevoland;449;125;31
26-6-2020 10:00;GM0034;Almere;Flevoland;448;124;31
27-6-2020 10:00;GM0034;Almere;Flevoland;449;124;31
28-6-2020 10:00;GM0034;Almere;Flevoland;451;124;31
29-6-2020 10:00;GM0034;Almere;Flevoland;451;124;31
30-6-2020 10:00;GM0034;Almere;Flevoland;453;124;31
1-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
2-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
3-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
4-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
5-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
6-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
7-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
8-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
9-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
10-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
11-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
12-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
13-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
14-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
15-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
16-6-2020 10:00;GM0037;Stadskanaal;Groningen;8;2;2
17-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
18-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
19-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
20-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
21-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
22-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
23-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
24-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
25-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
26-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
27-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
28-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
29-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
30-6-2020 10:00;GM0037;Stadskanaal;Groningen;9;2;2
1-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
2-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
3-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
4-6-2020 10:00;GM0047;Veendam;Groningen;9;2;0
5-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
6-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
7-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
8-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
9-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
10-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
11-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
12-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
13-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
14-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
15-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
16-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
17-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
18-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
19-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
20-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
21-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
22-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
23-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
24-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
25-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
26-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
27-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
28-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
29-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
30-6-2020 10:00;GM0047;Veendam;Groningen;8;2;0
1-6-2020 10:00;GM0050;Zeewolde;Flevoland;46;12;5
2-6-2020 10:00;GM0050;Zeewolde;Flevoland;46;12;5
3-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
4-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
5-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
6-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
7-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
8-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
9-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
10-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
11-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
12-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
13-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
14-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
15-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
16-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
17-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
18-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
19-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
20-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
21-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
22-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
23-6-2020 10:00;GM0050;Zeewolde;Flevoland;47;12;5
24-6-2020 10:00;GM0050;Zeewolde;Flevoland;48;12;5
25-6-2020 10:00;GM0050;Zeewolde;Flevoland;48;12;5
26-6-2020 10:00;GM0050;Zeewolde;Flevoland;48;12;5
27-6-2020 10:00;GM0050;Zeewolde;Flevoland;48;12;5
28-6-2020 10:00;GM0050;Zeewolde;Flevoland;48;12;5
29-6-2020 10:00;GM0050;Zeewolde;Flevoland;48;12;5
30-6-2020 10:00;GM0050;Zeewolde;Flevoland;49;12;5
1-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
2-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
3-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
4-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
5-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
6-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
7-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
8-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
9-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
10-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
11-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
12-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
13-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
14-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
15-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
16-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
17-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
18-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
19-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
20-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
21-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
22-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
23-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
24-6-2020 10:00;GM0059;Achtkarspelen;Friesland;11;0;0
25-6-2020 10:00;GM0059;Achtkarspelen;Friesland;12;0;0
26-6-2020 10:00;GM0059;Achtkarspelen;Friesland;12;0;0
27-6-2020 10:00;GM0059;Achtkarspelen;Friesland;12;0;0
28-6-2020 10:00;GM0059;Achtkarspelen;Friesland;12;0;0
29-6-2020 10:00;GM0059;Achtkarspelen;Friesland;12;0;0
30-6-2020 10:00;GM0059;Achtkarspelen;Friesland;12;0;0
1-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
2-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
3-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
4-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
5-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
6-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
7-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
8-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
9-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
10-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
11-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
12-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
13-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
14-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
15-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
16-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
17-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
18-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
19-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
20-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
21-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
22-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
23-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
24-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
25-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
26-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
27-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
28-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
29-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
30-6-2020 10:00;GM0060;Ameland;Friesland;0;0;0
1-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
2-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
3-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
4-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
5-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
6-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
7-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
8-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
9-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
10-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
11-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
12-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
13-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
14-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
15-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
16-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
17-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
18-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
19-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
20-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
21-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
22-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
23-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
24-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
25-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
26-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
27-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
28-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
29-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
30-6-2020 10:00;GM0072;Harlingen;Friesland;17;4;1
1-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
2-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
3-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
4-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
5-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
6-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
7-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
8-6-2020 10:00;GM0074;Heerenveen;Friesland;91;13;20
9-6-2020 10:00;GM0074;Heerenveen;Friesland;92;13;20
10-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
11-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
12-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
13-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
14-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
15-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
16-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
17-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
18-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
19-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
20-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
21-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
22-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
23-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
24-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
25-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
26-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
27-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
28-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
29-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
30-6-2020 10:00;GM0074;Heerenveen;Friesland;93;13;20
1-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
2-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
3-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
4-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
5-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
6-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
7-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
8-6-2020 10:00;GM0080;Leeuwarden;Friesland;58;33;6
9-6-2020 10:00;GM0080;Leeuwarden;Friesland;59;33;6
10-6-2020 10:00;GM0080;Leeuwarden;Friesland;59;33;6
11-6-2020 10:00;GM0080;Leeuwarden;Friesland;60;33;6
12-6-2020 10:00;GM0080;Leeuwarden;Friesland;61;33;6
13-6-2020 10:00;GM0080;Leeuwarden;Friesland;63;33;6
14-6-2020 10:00;GM0080;Leeuwarden;Friesland;63;33;6
15-6-2020 10:00;GM0080;Leeuwarden;Friesland;64;33;6
16-6-2020 10:00;GM0080;Leeuwarden;Friesland;64;33;6
17-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
18-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
19-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
20-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
21-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
22-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
23-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
24-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
25-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
26-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
27-6-2020 10:00;GM0080;Leeuwarden;Friesland;65;33;6
28-6-2020 10:00;GM0080;Leeuwarden;Friesland;66;33;6
29-6-2020 10:00;GM0080;Leeuwarden;Friesland;66;33;6
30-6-2020 10:00;GM0080;Leeuwarden;Friesland;66;33;6
1-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
2-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
3-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
4-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
5-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
6-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
7-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
8-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
9-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
10-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
11-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
12-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
13-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
14-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
15-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
16-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
17-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
18-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
19-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
20-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
21-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
22-6-2020 10:00;GM0085;Ooststellingwerf;Friesland;7;3;0
