Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Aa en Hunze;79;310,5;0;0;0;0
Aalsmeer;157;492,8;0;0;0;0
Aalten;78;287,6;2;7,4;0;0
Achtkarspelen;64;229,9;0;0;0;0
Alblasserdam;140;694,3;0;0;0;0
Albrandswaard;150;586,2;0;0;0;0
Alkmaar;243;222;2;1,8;0;0
Almelo;260;355,6;4;5,5;2;2,7
Almere;644;303,9;7;3,3;0;0
Alphen aan den Rijn;453;404,8;4;3,6;2;1,8
Alphen-Chaam;20;196;0;0;0;0
Altena;238;425,3;1;1,8;0;0
Ameland;17;457,5;0;0;0;0
Amersfoort;637;405;7;4,5;1;0,6
Amstelveen;416;453,8;0;0;0;0
Amsterdam;6198;710,2;79;9,1;9;1
Apeldoorn;354;216,1;3;1,8;1;0,6
Appingedam;14;120,3;2;17,2;0;0
Arnhem;426;264;3;1,9;0;0
Assen;138;201,2;0;0;0;0
Asten;52;311;0;0;0;0
Baarle-Nassau;9;131,2;0;0;0;0
Baarn;86;345,8;0;0;0;0
Barendrecht;323;663,1;1;2,1;1;2,1
Barneveld;164;277,6;3;5,1;1;1,7
Beek (L.);28;176,5;0;0;0;0
Beekdaelen;56;155,8;0;0;0;0
Beemster;23;229,5;0;0;0;0
Beesel;16;118,7;0;0;0;0
Berg en Dal;165;471,5;3;8,6;1;2,9
Bergeijk;78;418,6;0;0;0;0
Bergen (L.);30;229,3;0;0;0;0
Bergen (NH.);97;325,1;1;3,4;2;6,7
Bergen op Zoom;326;483;4;5,9;0;0
Berkelland;139;317,7;0;0;0;0
Bernheze;96;307,3;0;0;0;0
Best;75;250,1;0;0;0;0
Beuningen;81;312,9;1;3,9;0;0
Beverwijk;161;386,8;1;2,4;0;0
Bladel;229;1123,1;0;0;0;0
Blaricum;41;355,3;0;0;0;0
Bloemendaal;68;288,5;1;4,2;0;0
Bodegraven-Reeuwijk;125;358,5;2;5,7;2;5,7
Boekel;17;157,6;0;0;0;0
Borger-Odoorn;80;313;1;3,9;1;3,9
Borne;99;424,7;1;4,3;0;0
Borsele;35;153,9;0;0;0;0
Boxmeer;83;282,6;0;0;1;3,4
Boxtel;60;194,8;0;0;0;0
Breda;644;349,9;3;1,6;3;1,6
Brielle;92;532,7;0;0;0;0
Bronckhorst;112;310,6;1;2,8;0;0
Brummen;35;168,9;0;0;0;0
Brunssum;45;161,7;1;3,6;0;0
Bunnik;53;348,9;2;13,2;0;0
Bunschoten;76;347,6;0;0;0;0
Buren;92;343,9;2;7,5;0;0
Capelle aan den IJssel;362;539,3;1;1,5;2;3
Castricum;61;169,5;0;0;1;2,8
Coevorden;89;252,1;1;2,8;0;0
Cranendonck;92;435,2;0;0;0;0
Cuijk;71;282,5;0;0;0;0
Culemborg;103;355,7;0;0;0;0
Dalfsen;103;360,3;1;3,5;0;0
Dantumadiel;39;206,1;0;0;0;0
De Bilt;226;523,9;1;2,3;0;0
De Fryske Marren;103;199,8;1;1,9;0;0
De Ronde Venen;202;454,4;1;2,2;0;0
De Wolden;48;197,3;0;0;0;0
Delft;503;485,5;2;1,9;0;0
Delfzijl;18;72,9;0;0;0;0
Den Helder;67;119;0;0;0;0
Deurne;95;292,6;1;3,1;1;3,1
Deventer;282;280;1;1;1;1
Diemen;231;750,5;0;0;0;0
Dinkelland;146;551,8;0;0;0;0
Doesburg;55;496,5;1;9;0;0
Doetinchem;175;301,7;1;1,7;0;0
Dongen;87;331,8;1;3,8;0;0
Dordrecht;552;462,8;1;0,8;3;2,5
Drechterland;26;131,9;0;0;0;0
Drimmelen;57;209;2;7,3;1;3,7
Dronten;54;129,9;3;7,2;0;0
Druten;33;174,4;0;0;0;0
Duiven;104;413,9;2;8;0;0
Echt-Susteren;42;132,9;0;0;0;0
Edam-Volendam;241;665,8;1;2,8;0;0
Ede;456;389,2;6;5,1;3;2,6
Eemnes;27;292;0;0;0;0
Eersel;97;502,3;0;0;0;0
Eijsden-Margraten;84;326;1;3,9;0;0
Eindhoven;809;345,1;1;0,4;4;1,7
Elburg;35;151,1;0;0;0;0
Emmen;416;388,6;11;10,3;5;4,7
Enkhuizen;26;139,9;1;5,4;0;0
Enschede;470;294,4;1;0,6;0;0
Epe;54;162,8;0;0;0;0
Ermelo;37;137;0;0;0;0
Etten-Leur;136;310;0;0;0;0
Geertruidenberg;51;236,7;1;4,6;0;0
Geldrop-Mierlo;125;314,7;0;0;0;0
Gemert-Bakel;75;244,1;0;0;0;0
Gennep;31;183,2;0;0;0;0
Gilze en Rijen;82;310,2;0;0;0;0
Goeree-Overflakkee;118;235,8;1;2;0;0
Goes;56;147,1;1;2,6;0;0
Goirle;84;351,4;0;0;1;4,2
Gooise Meren;246;423,7;1;1,7;0;0
Gorinchem;130;351,1;0;0;0;0
Gouda;377;513,4;3;4,1;2;2,7
Grave;52;418,1;0;0;0;0
Groningen (gemeente);946;406,2;5;2,1;0;0
Gulpen-Wittem;41;289,3;0;0;1;7,1
Haaksbergen;114;468,9;1;4,1;1;4,1
Haaren;35;243,6;0;0;0;0
Haarlem;560;343,8;12;7,4;6;3,7
Haarlemmermeer;708;453,8;7;4,5;6;3,8
Halderberge;120;396,2;0;0;1;3,3
Hardenberg;109;178,8;0;0;0;0
Harderwijk;142;293,3;0;0;0;0
Hardinxveld-Giessendam;66;360,8;0;0;0;0
Harlingen;23;146,3;0;0;0;0
Hattem;27;221,1;0;0;0;0
Heemskerk;144;367,5;1;2,6;3;7,7
Heemstede;64;235;0;0;0;0
Heerde;19;102,2;0;0;0;0
Heerenveen;101;200;2;4;1;2
Heerhugowaard;83;144,1;0;0;0;0
Heerlen;76;87,3;0;0;0;0
Heeze-Leende;68;421;0;0;0;0
Heiloo;43;179,4;0;0;0;0
Hellendoorn;79;220;3;8,4;1;2,8
Hellevoetsluis;132;328,8;2;5;0;0
Helmond;400;432,8;1;1,1;0;0
Hendrik-Ido-Ambacht;182;583,3;0;0;0;0
Hengelo (O.);359;442,4;9;11,1;4;4,9
Het Hogeland;90;188,3;1;2,1;1;2,1
Heumen;104;632,1;1;6,1;2;12,2
Heusden;159;355,8;0;0;1;2,2
Hillegom;85;382,7;0;0;0;0
Hilvarenbeek;41;264,2;0;0;0;0
Hilversum;275;302,8;0;0;1;1,1
Hoeksche Waard;452;517,2;2;2,3;1;1,1
Hof van Twente;169;482,6;0;0;1;2,9
Hollands Kroon;79;163,1;0;0;0;0
Hoogeveen;116;208,3;5;9;0;0
Hoorn;142;193,8;1;1,4;0;0
Horst aan de Maas;125;294,6;0;0;3;7,1
Houten;150;299,1;3;6;0;0
Huizen;155;375,5;2;4,8;0;0
Hulst;49;177,8;1;3,6;0;0
IJsselstein;140;410,4;1;2,9;0;0
Kaag en Braassem;104;381;0;0;0;0
Kampen;88;162;0;0;0;0
Kapelle;15;118,2;0;0;0;0
Katwijk;331;503,4;5;7,6;0;0
Kerkrade;41;89,6;0;0;0;0
Koggenland;53;233;0;0;0;0
Krimpen aan den IJssel;201;680,8;1;3,4;0;0
Krimpenerwaard;262;465,2;0;0;0;0
Laarbeek;61;270,8;0;0;0;0
Landerd;82;521,3;0;0;0;0
Landgraaf;38;101,5;1;2,7;0;0
Landsmeer;43;374,2;1;8,7;0;0
Langedijk;94;333,8;2;7,1;2;7,1
Lansingerland;314;503,3;2;3,2;4;6,4
Laren (NH.);38;336,9;1;8,9;1;8,9
Leeuwarden;456;367,5;4;3,2;0;0
Leiden;556;444,4;3;2,4;1;0,8
Leiderdorp;153;565,5;2;7,4;0;0
Leidschendam-Voorburg;350;457,3;3;3,9;4;5,2
Lelystad;190;241,7;4;5,1;0;0
Leudal;52;144,9;0;0;0;0
Leusden;117;384,9;0;0;0;0
Lingewaard;145;311,2;0;0;1;2,1
Lisse;61;265,7;1;4,4;0;0
Lochem;97;287,6;0;0;0;0
Loon op Zand;96;410,1;0;0;2;8,5
Lopik;57;394;1;6,9;0;0
Loppersum;8;83,9;0;0;0;0
Losser;96;423,2;1;4,4;0;0
Maasdriel;85;339,6;1;4;0;0
Maasgouw;27;112,7;0;0;0;0
Maassluis;195;587,1;0;0;0;0
Maastricht;202;166,2;0;0;0;0
Medemblik;82;181,8;0;0;0;0
Meerssen;22;116,8;0;0;0;0
Meierijstad;219;269,7;0;0;0;0
Meppel;51;150,4;0;0;0;0
Middelburg (Z.);44;90,1;0;0;0;0
Midden-Delfland;83;429,1;0;0;0;0
Midden-Drenthe;47;141,6;0;0;0;0
Midden-Groningen;79;129,9;0;0;0;0
Mill en Sint Hubert;68;621,6;0;0;0;0
Moerdijk;136;366,3;0;0;1;2,7
Molenlanden;164;373,5;0;0;0;0
Montferland;63;174,9;0;0;0;0
Montfoort;50;359,3;0;0;0;0
Mook en Middelaar;28;356,8;0;0;0;0
