Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Aa en Hunze;65;255,5;0;0;0;0
Aalsmeer;277;869,5;0;0;0;0
Aalten;128;472;0;0;0;0
Achtkarspelen;54;193,9;0;0;0;0
Alblasserdam;227;1125,7;0;0;4;19,8
Albrandswaard;297;1160,6;1;3,9;1;3,9
Alkmaar;545;498;5;4,6;1;0,9
Almelo;563;770,1;0;0;2;2,7
Almere;1176;555;12;5,7;1;0,5
Alphen aan den Rijn;973;869,5;8;7,1;3;2,7
Alphen-Chaam;60;588,1;0;0;0;0
Altena;306;546,8;1;1,8;4;7,1
Ameland;13;349,8;0;0;0;0
Amersfoort;1165;740,7;7;4,5;1;0,6
Amstelveen;701;764,7;5;5,5;4;4,4
Amsterdam;8724;999,6;101;11,6;15;1,7
Apeldoorn;557;340;5;3,1;3;1,8
Appingedam;14;120,3;2;17,2;0;0
Arnhem;854;529,3;8;5;1;0,6
Assen;288;419,8;2;2,9;0;0
Asten;85;508,3;0;0;0;0
Baarle-Nassau;39;568,6;0;0;0;0
Baarn;183;735,9;3;12,1;0;0
Barendrecht;426;874,5;2;4,1;3;6,2
Barneveld;390;660,1;2;3,4;1;1,7
Beek (L.);63;397,1;0;0;2;12,6
Beekdaelen;107;297,7;0;0;2;5,6
Beemster;51;508,9;0;0;0;0
Beesel;80;593,4;0;0;0;0
Berg en Dal;240;685,9;3;8,6;4;11,4
Bergeijk;122;654,7;1;5,4;0;0
Bergen (L.);71;542,6;2;15,3;0;0
Bergen (NH.);206;690,4;1;3,4;5;16,8
Bergen op Zoom;633;937,8;6;8,9;1;1,5
Berkelland;248;566,9;4;9,1;0;0
Bernheze;210;672,2;0;0;1;3,2
Best;188;626,9;3;10;1;3,3
Beuningen;92;355,3;0;0;1;3,9
Beverwijk;237;569,4;0;0;1;2,4
Bladel;182;892,6;1;4,9;0;0
Blaricum;57;493,9;0;0;0;0
Bloemendaal;103;437;2;8,5;1;4,2
Bodegraven-Reeuwijk;244;699,7;2;5,7;1;2,9
Boekel;63;584,1;0;0;0;0
Borger-Odoorn;101;395,2;2;7,8;2;7,8
Borne;160;686,3;1;4,3;0;0
Borsele;46;202,3;0;0;0;0
Boxmeer;195;664,1;0;0;0;0
Boxtel;200;649,3;0;0;0;0
Breda;1362;739,9;14;7,6;9;4,9
Brielle;114;660,1;2;11,6;0;0
