Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Bronckhorst;232;643,5;0;0;0;0
Brummen;58;279,8;1;4,8;0;0
Brunssum;81;291,1;2;7,2;2;7,2
Bunnik;99;651,7;0;0;0;0
Bunschoten;308;1408,6;4;18,3;1;4,6
Buren;153;572;1;3,7;0;0
Capelle aan den IJssel;471;701,7;4;6;0;0
Castricum;171;475,2;0;0;0;0
Coevorden;117;331,5;0;0;0;0
Cranendonck;129;610,3;0;0;0;0
Cuijk;194;772;1;4;0;0
Culemborg;193;666,6;3;10,4;1;3,5
Dalfsen;176;615,7;0;0;0;0
Dantumadiel;19;100,4;0;0;0;0
De Bilt;336;778,9;2;4,6;0;0
De Fryske Marren;165;320;3;5,8;2;3,9
De Ronde Venen;301;677,1;4;9;0;0
De Wolden;96;394,6;3;12,3;0;0
Delft;879;848,5;2;1,9;3;2,9
Delfzijl;37;149,9;0;0;0;0
Den Helder;190;337,5;1;1,8;0;0
Deurne;253;779,2;0;0;0;0
Deventer;464;460,7;0;0;2;2
Diemen;285;925,9;4;13;2;6,5
Dinkelland;288;1088,4;1;3,8;0;0
Doesburg;50;451,4;0;0;1;9
Doetinchem;246;424,1;2;3,4;1;1,7
Dongen;177;675;0;0;0;0
Dordrecht;1045;876,1;0;0;4;3,4
Drechterland;119;603,5;1;5,1;0;0
Drimmelen;173;634,4;0;0;0;0
Dronten;115;276,7;3;7,2;1;2,4
Druten;100;528,4;3;15,9;0;0
Duiven;131;521,4;0;0;0;0
Echt-Susteren;78;246,8;1;3,2;1;3,2
Edam-Volendam;326;900,6;4;11,1;1;2,8
Ede;720;614,5;3;2,6;4;3,4
Eemnes;59;638;0;0;0;0
Eersel;154;797,4;2;10,4;0;0
Eijsden-Margraten;106;411,4;3;11,6;1;3,9
Eindhoven;1361;580,6;9;3,8;5;2,1
Elburg;74;319,5;0;0;0;0
Emmen;464;433,5;5;4,7;4;3,7
Enkhuizen;91;489,5;1;5,4;0;0
Enschede;1320;826,9;4;2,5;7;4,4
Epe;141;425;1;3;0;0
Ermelo;92;340,6;0;0;0;0
Etten-Leur;353;804,5;3;6,8;1;2,3
Geertruidenberg;137;635,9;1;4,6;0;0
Geldrop-Mierlo;265;667,1;2;5;0;0
Gemert-Bakel;147;478,5;0;0;0;0
Gennep;72;425,5;0;0;0;0
Gilze en Rijen;164;620,5;0;0;1;3,8
Goeree-Overflakkee;268;535,5;1;2;0;0
Goes;86;225,8;1;2,6;0;0
Goirle;126;527,1;1;4,2;1;4,2
Gooise Meren;316;544,3;0;0;0;0
Gorinchem;251;678;0;0;0;0
Gouda;593;807,6;8;10,9;4;5,4
Grave;97;780;2;16,1;0;0
Groningen (gemeente);792;340,1;7;3;1;0,4
Gulpen-Wittem;66;465,7;1;7,1;0;0
Haaksbergen;161;662,3;0;0;2;8,2
Haaren;129;897,7;1;7;0;0
Haarlem;908;557,4;11;6,8;6;3,7
Haarlemmermeer;969;621,1;6;3,8;2;1,3
Halderberge;249;822,2;5;16,5;2;6,6
Hardenberg;287;470,9;0;0;0;0
Harderwijk;167;344,9;2;4,1;1;2,1
Hardinxveld-Giessendam;151;825,4;0;0;1;5,5
Harlingen;29;184,5;0;0;0;0
Hattem;38;311,2;0;0;0;0
Heemskerk;247;630,4;1;2,6;2;5,1
Heemstede;116;425,9;1;3,7;2;7,3
Heerde;38;204,4;0;0;0;0
Heerenveen;96;190,1;1;2;0;0
Heerhugowaard;277;481;2;3,5;0;0
Heerlen;258;296,3;3;3,4;1;1,1
Heeze-Leende;132;817,2;2;12,4;0;0
Heiloo;124;517,4;1;4,2;1;4,2
Hellendoorn;235;654,3;0;0;1;2,8
Hellevoetsluis;244;607,8;1;2,5;2;5
Helmond;741;801,7;1;1,1;1;1,1
Hendrik-Ido-Ambacht;253;810,8;0;0;1;3,2
Hengelo (O.);577;711,1;3;3,7;0;0
Het Hogeland;103;215,5;0;0;2;4,2
Heumen;80;486,2;0;0;2;12,2
Heusden;310;693,6;3;6,7;0;0
Hillegom;130;585,3;0;0;0;0
Hilvarenbeek;128;824,8;2;12,9;1;6,4
Hilversum;541;595,6;2;2,2;0;0
Hoeksche Waard;581;664,8;2;2,3;6;6,9
Hof van Twente;197;562,6;0;0;0;0
Hollands Kroon;178;367,5;0;0;0;0
Hoogeveen;278;499,1;1;1,8;3;5,4
Hoorn;381;520,1;0;0;2;2,7
Horst aan de Maas;280;659,9;0;0;0;0
Houten;383;763,8;2;4;2;4
Huizen;303;734,1;2;4,8;0;0
Hulst;106;384,7;1;3,6;0;0
IJsselstein;269;788,6;5;14,7;0;0
Kaag en Braassem;236;864,6;0;0;0;0
Kampen;133;244,8;0;0;0;0
Kapelle;26;204,8;0;0;0;0
Katwijk;728;1107,2;5;7,6;3;4,6
Kerkrade;143;312,6;4;8,7;1;2,2
Koggenland;94;413,2;2;8,8;0;0
Krimpen aan den IJssel;254;860,3;0;0;1;3,4
Krimpenerwaard;422;749,3;3;5,3;1;1,8
Laarbeek;137;608,3;0;0;0;0
Landerd;125;794,7;0;0;0;0
Landgraaf;91;243;1;2,7;0;0
Landsmeer;71;617,9;0;0;0;0
Langedijk;135;479,4;1;3,6;1;3,6
Lansingerland;514;823,9;0;0;0;0
Laren (NH.);63;558,5;0;0;0;0
Leeuwarden;289;232,9;3;2,4;2;1,6
Leiden;1172;936,9;8;6,4;2;1,6
Leiderdorp;243;898,1;6;22,2;0;0
Leidschendam-Voorburg;507;662,5;1;1,3;2;2,6
Lelystad;300;381,7;3;3,8;2;2,5
Leudal;110;306,6;0;0;0;0
Leusden;188;618,4;1;3,3;0;0
Lingewaard;313;671,7;2;4,3;1;2,1
Lisse;189;823,4;2;8,7;2;8,7
Lochem;120;355,8;1;3;0;0
Loon op Zand;148;632,3;0;0;6;25,6
Lopik;97;670,5;2;13,8;0;0
Loppersum;16;167,8;0;0;0;0
Losser;173;762,7;0;0;1;4,4
Maasdriel;146;583,3;0;0;2;8
Maasgouw;66;275,4;0;0;0;0
Maassluis;279;840;4;12;2;6
Maastricht;451;371;4;3,3;0;0
Medemblik;208;461,2;0;0;0;0
Meerssen;39;207,1;0;0;0;0
Meierijstad;484;596,1;2;2,5;2;2,5
Meppel;114;336,1;0;0;0;0
Middelburg (Z.);82;168;2;4,1;0;0
Midden-Delfland;167;863,5;0;0;1;5,2
Midden-Drenthe;160;482,1;0;0;0;0
Midden-Groningen;146;240,1;2;3,3;1;1,6
Mill en Sint Hubert;83;758,8;0;0;0;0
Moerdijk;282;759,5;2;5,4;1;2,7
Molenlanden;317;721,9;0;0;2;4,6
Montferland;174;483,2;3;8,3;0;0
Montfoort;80;574,8;0;0;1;7,2
Mook en Middelaar;49;624,4;0;0;0;0
Neder-Betuwe;165;677,9;2;8,2;0;0
Nederweert;98;575,8;1;5,9;0;0
Nieuwegein;441;694,9;4;6,3;1;1,6
Nieuwkoop;199;690,7;3;10,4;0;0
Nijkerk;256;593;0;0;1;2,3
Nijmegen;881;495,9;15;8,4;3;1,7
Nissewaard;728;854,3;4;4,7;2;2,3
Noardeast-Fryslân;95;210;0;0;0;0
Noord-Beveland;22;297,6;0;0;1;13,5
Noordenveld;51;163,2;0;0;0;0
Noordoostpolder;128;270,7;2;4,2;1;2,1
Noordwijk;353;811,3;8;18,4;0;0
Nuenen, Gerwen en Nederwetten;122;521,7;0;0;1;4,3
Nunspeet;77;276,5;3;10,8;1;3,6
Oegstgeest;182;732,7;1;4;0;0
Oirschot;123;657,3;1;5,3;0;0
Oisterwijk;171;651,6;0;0;0;0
Oldambt;64;167,5;0;0;0;0
Oldebroek;42;177,6;0;0;0;0
Oldenzaal;309;970,6;0;0;7;22
Olst-Wijhe;62;339,7;0;0;0;0
Ommen;49;272,1;0;0;0;0
Oost Gelre;173;583,9;2;6,8;3;10,1
Oosterhout;363;648,4;0;0;0;0
Ooststellingwerf;82;322;1;3,9;0;0
Oostzaan;98;1006,7;0;0;0;0
Opmeer;66;557,6;0;0;1;8,4
Opsterland;66;222;0;0;0;0
Oss;689;749,6;1;1,1;4;4,4
Oude IJsselstreek;117;297;1;2,5;0;0
Ouder-Amstel;113;805,6;1;7,1;0;0
Oudewater;63;615,8;3;29,3;1;9,8
Overbetuwe;206;430;2;4,2;2;4,2
Papendrecht;284;883,7;0;0;2;6,2
Peel en Maas;254;584,9;0;0;0;0
Pekela;27;221,4;0;0;0;0
Pijnacker-Nootdorp;455;822,7;1;1,8;0;0
Purmerend;486;598,2;4;4,9;2;2,5
Putten;75;311;0;0;0;0
Raalte;177;469,3;0;0;0;0
Reimerswaal;69;303,6;0;0;0;0
Renkum;139;442,4;3;9,5;1;3,2
Renswoude;30;551,1;0;0;0;0
Reusel-De Mierden;137;1044,8;1;7,6;0;0
Rheden;195;445,6;1;2,3;1;2,3
Rhenen;172;854,9;1;5;0;0
Ridderkerk;420;909,3;2;4,3;1;2,2
Rijssen-Holten;232;607,7;1;2,6;0;0
Rijswijk (ZH.);518;951,3;2;3,7;6;11
Roerdalen;36;175;0;0;0;0
Roermond;187;321;1;1,7;1;1,7
Roosendaal;608;787;4;5,2;3;3,9
Rotterdam;6102;937,1;47;7,2;25;3,8
Rozendaal;0;0;0;0;0;0
Rucphen;164;716,8;1;4,4;0;0
Schagen;244;524,9;1;2,2;0;0
Scherpenzeel;63;637,7;0;0;0;0
Schiedam;734;932,3;2;2,5;2;2,5
Schiermonnikoog;2;211,2;1;105,6;0;0
Schouwen-Duiveland;101;298,5;0;0;0;0
's-Gravenhage (gemeente);4470;818,9;57;10,4;22;4
's-Hertogenbosch;893;575,7;7;4,5;6;3,9
Simpelveld;25;236,9;0;0;0;0
Sint Anthonis;75;643;0;0;0;0
Sint-Michielsgestel;205;701,9;0;0;0;0
Sittard-Geleen;245;265,1;3;3,2;1;1,1
Sliedrecht;186;737,5;0;0;0;0
Sluis;39;168;0;0;0;0
Smallingerland;150;267,1;2;3,6;1;1,8
Soest;400;858,3;6;12,9;1;2,1
Someren;106;547,3;0;0;0;0
Son en Breugel;90;519,6;0;0;1;5,8
Stadskanaal;116;366,1;5;15,8;0;0
Staphorst;140;816,6;0;0;0;0
Stede Broec;90;414,3;0;0;0;0
Steenbergen;188;770;3;12,3;0;0
Steenwijkerland;111;251,6;0;0;0;0
Stein (L.);69;275,9;1;4;0;0
Stichtse Vecht;450;693;1;1,5;2;3,1
Súdwest-Fryslân;336;373,4;1;1,1;0;0
Terneuzen;151;277,4;0;0;0;0
Terschelling;24;491;0;0;1;20,5
Texel;31;228,4;1;7,4;0;0
Teylingen;291;777,2;0;0;1;2,7
Tholen;108;419,3;0;0;1;3,9
Tiel;306;725,8;3;7,1;0;0
Tilburg;1346;612,4;6;2,7;4;1,8
Tubbergen;317;1490;0;0;1;4,7
Twenterand;230;681,6;0;0;0;0
Tynaarlo;91;268,5;2;5,9;1;3
Tytsjerksteradiel;60;187,2;0;0;2;6,2
Uden;196;465,3;0;0;0;0
Uitgeest;86;629,3;2;14,6;0;0
Uithoorn;227;770,1;2;6,8;1;3,4
Urk;43;204,5;1;4,8;0;0
Utrecht (gemeente);3442;962,5;21;5,9;5;1,4
Utrechtse Heuvelrug;368;742,2;3;6,1;2;4
Vaals;18;178,1;0;0;0;0
Valkenburg aan de Geul;69;421,6;1;6,1;1;6,1
Valkenswaard;274;878,4;2;6,4;0;0
Veendam;59;215,5;0;0;0;0
Veenendaal;695;1045,2;3;4,5;2;3
Veere;31;141,7;1;4,6;0;0
Veldhoven;344;756,6;2;4,4;0;0
Velsen;404;588,5;7;10,2;0;0
Venlo;617;606,1;4;3,9;4;3,9
Venray;354;811,7;2;4,6;1;2,3
Vijfheerenlanden;336;591,4;4;7;1;1,8
Vlaardingen;748;1019,1;3;4,1;3;4,1
Vlieland;3;259,7;0;0;0;0
Vlissingen;89;200,6;0;0;0;0
Voerendaal;38;304,6;0;0;0;0
Voorschoten;161;629;0;0;0;0
Voorst;75;305,5;1;4,1;0;0
Vught;154;579,9;0;0;0;0
Waadhoeke;139;301,6;0;0;2;4,3
Waalre;112;641,6;0;0;3;17,2
Waalwijk;341;701,1;3;6,2;1;2,1
Waddinxveen;238;812,5;3;10,2;0;0
Wageningen;184;463,9;0;0;8;20,2
Wassenaar;178;676,7;0;0;0;0
Waterland;137;786,3;1;5,7;3;17,2
Weert;246;491;3;6;0;0
Weesp;179;906,9;0;0;0;0
West Betuwe;290;567,2;3;5,9;0;0
West Maas en Waal;107;553,7;1;5,2;1;5,2
Westerkwartier;115;181,6;0;0;0;0
Westerveld;26;133,6;0;0;0;0
Westervoort;53;354;0;0;0;0
Westerwolde;94;365,3;1;3,9;1;3,9
Westland;901;816,3;4;3,6;0;0
Weststellingwerf;92;355;0;0;1;3,9
Westvoorne;102;692,4;0;0;0;0
Wierden;272;1112,7;0;0;0;0
Wijchen;197;479,2;2;4,9;1;2,4
Wijdemeren;173;710,2;2;8,2;1;4,1
Wijk bij Duurstede;161;673,2;1;4,2;2;8,4
Winterswijk;115;398,6;2;6,9;1;3,5
Woensdrecht;150;685,7;3;13,7;1;4,6
Woerden;332;634,8;4;7,6;1;1,9
Wormerland;111;682,2;0;0;4;24,6
Woudenberg;83;621,2;0;0;0;0
Zaanstad;1323;843,8;6;3,8;7;4,5
Zaltbommel;143;495,1;1;3,5;1;3,5
Zandvoort;69;403,1;0;0;0;0
Zeewolde;70;309;0;0;0;0
Zeist;432;665,6;3;4,6;1;1,5
Zevenaar;174;397,7;2;4,6;1;2,3
Zoetermeer;848;676,9;3;2,4;5;4
Zoeterwoude;67;778,6;0;0;0;0
Zuidplas;326;742,9;2;4,6;1;2,3
Zundert;148;678;0;0;0;0
Zutphen;168;350,5;2;4,2;0;0
Zwartewaterland;127;559,8;0;0;1;4,4
Zwijndrecht;426;952,2;2;4,5;1;2,2
Zwolle;516;400,5;0;0;1;0,8
