"Gemeente";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Krimpen aan den IJssel";2;6,8;0;0;0;0
"Krimpenerwaard";22;39,1;0;0;4;7,1
"Laarbeek";4;17,8;1;4,4;0;0
"Landerd";5;31,8;0;0;0;0
"Landgraaf";6;16;0;0;0;0
"Landsmeer";0;0;0;0;0;0
"Langedijk";0;0;0;0;1;3,6
"Lansingerland";5;8;0;0;1;1,6
"Laren (NH.)";1;8,9;0;0;0;0
"Leeuwarden";0;0;0;0;0;0
"Leiden";5;4;0;0;0;0
"Leiderdorp";0;0;0;0;0;0
"Leidschendam-Voorburg";4;5,2;0;0;1;1,3
"Lelystad";11;14;1;1,3;3;3,8
"Leudal";8;22,3;0;0;0;0
"Leusden";3;9,9;0;0;0;0
"Lingewaard";11;23,6;0;0;0;0
"Lisse";0;0;0;0;0;0
"Lochem";5;14,8;0;0;0;0
"Loon op Zand";3;12,8;0;0;0;0
"Lopik";1;6,9;0;0;0;0
"Loppersum";0;0;0;0;0;0
"Losser";2;8,8;0;0;0;0
"Maasdriel";2;8;0;0;0;0
"Maasgouw";2;8,3;0;0;0;0
"Maassluis";1;3;0;0;0;0
"Maastricht";55;45,2;2;1,6;11;9
"Medemblik";1;2,2;0;0;0;0
"Meerssen";8;42,5;0;0;1;5,3
"Meierijstad";3;3,7;0;0;1;1,2
"Meppel";6;17,7;0;0;0;0
"Middelburg (Z.)";0;0;0;0;0;0
"Midden-Delfland";0;0;0;0;0;0
"Midden-Drenthe";0;0;0;0;0;0
"Midden-Groningen";1;1,6;0;0;0;0
"Mill en Sint Hubert";2;18,3;0;0;0;0
"Moerdijk";4;10,8;0;0;0;0
"Molenlanden";9;20,5;0;0;0;0
"Montferland";1;2,8;0;0;1;2,8
"Montfoort";3;21,6;1;7,2;0;0
"Mook en Middelaar";2;25,5;0;0;0;0
"Neder-Betuwe";9;37;1;4,1;0;0
"Nederweert";0;0;0;0;0;0
"Nieuwegein";15;23,6;0;0;0;0
"Nieuwkoop";1;3,5;0;0;0;0
"Nijkerk";2;4,6;0;0;0;0
"Nijmegen";33;18,6;2;1,1;5;2,8
"Nissewaard";4;4,7;0;0;0;0
"Noardeast-Frysl̢n";1;2,2;0;0;0;0
"Noord-Beveland";1;13,5;0;0;0;0
"Noordenveld";0;0;0;0;0;0
"Noordoostpolder";1;2,1;0;0;0;0
"Noordwijk";2;4,6;0;0;1;2,3
"Nuenen, Gerwen en Nederwetten";1;4,3;0;0;0;0
"Nunspeet";8;28,7;0;0;0;0
"Oegstgeest";1;4;0;0;0;0
"Oirschot";3;16;0;0;0;0
"Oisterwijk";8;30,5;0;0;0;0
"Oldambt";0;0;0;0;0;0
"Oldebroek";6;25,4;1;4,2;0;0
"Oldenzaal";0;0;0;0;0;0
"Olst-Wijhe";1;5,5;0;0;0;0
"Ommen";2;11,1;0;0;0;0
"Oost Gelre";11;37,1;0;0;0;0
"Oosterhout";6;10,7;0;0;0;0
"Ooststellingwerf";0;0;0;0;0;0
"Oostzaan";0;0;0;0;0;0
"Opmeer";0;0;0;0;0;0
"Opsterland";0;0;0;0;0;0
"Oss";12;13,1;0;0;0;0
"Oude IJsselstreek";3;7,6;0;0;0;0
"Ouder-Amstel";0;0;0;0;0;0
"Oudewater";3;29,3;0;0;0;0
"Overbetuwe";5;10,4;0;0;0;0
"Papendrecht";4;12,4;0;0;1;3,1
"Peel en Maas";7;16,1;0;0;2;4,6
"Pekela";0;0;0;0;0;0
"Pijnacker-Nootdorp";2;3,6;0;0;1;1,8
"Purmerend";3;3,7;0;0;2;2,5
"Putten";5;20,7;2;8,3;0;0
"Raalte";2;5,3;0;0;0;0
"Reimerswaal";2;8,8;0;0;0;0
"Renkum";9;28,6;0;0;1;3,2
"Renswoude";0;0;0;0;0;0
"Reusel-De Mierden";0;0;0;0;0;0
"Rheden";31;70,8;0;0;0;0
"Rhenen";7;34,8;1;5;0;0
"Ridderkerk";2;4,3;0;0;1;2,2
"Rijssen-Holten";6;15,7;0;0;1;2,6
"Rijswijk (ZH.)";10;18,4;3;5,5;0;0
"Roerdalen";1;4,9;0;0;0;0
"Roermond";2;3,4;0;0;1;1,7
"Roosendaal";7;9,1;0;0;1;1,3
"Rotterdam";120;18,4;8;1,2;10;1,5
"Rozendaal";0;0;0;0;0;0
"Rucphen";0;0;0;0;0;0
"Schagen";1;2,2;0;0;0;0
"Scherpenzeel";4;40,5;0;0;0;0
"Schiedam";20;25,4;1;1,3;0;0
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";21;62,1;0;0;3;8,9
"Simpelveld";2;18,9;0;0;0;0
"Sint Anthonis";1;8,6;0;0;0;0
"Sint-Michielsgestel";4;13,7;0;0;2;6,8
"Sittard-Geleen";7;7,6;0;0;2;2,2
"Sliedrecht";4;15,9;0;0;0;0
"Sluis";0;0;0;0;0;0
"Smallingerland";0;0;0;0;0;0
"Soest";4;8,6;0;0;0;0
"Someren";1;5,2;0;0;0;0
"Son en Breugel";3;17,3;0;0;0;0
"Stadskanaal";1;3,2;0;0;0;0
"Staphorst";0;0;0;0;0;0
"Stede Broec";0;0;0;0;0;0
"Steenbergen";4;16,4;0;0;0;0
"Steenwijkerland";0;0;0;0;0;0
"Stein (L.)";1;4;0;0;0;0
"Stichtse Vecht";10;15,4;1;1,5;3;4,6
"S̼dwest-Frysl̢n";2;2,2;1;1,1;1;1,1
"Terneuzen";7;12,9;0;0;0;0
"Terschelling";0;0;0;0;0;0
"Texel";0;0;0;0;0;0
"Teylingen";1;2,7;0;0;0;0
"Tholen";15;58,2;0;0;1;3,9
"Tiel";21;49,8;1;2,4;0;0
"Tilburg";45;20,5;1;0,5;3;1,4
"Tubbergen";0;0;0;0;0;0
"Twenterand";2;5,9;0;0;0;0
"Tynaarlo";0;0;0;0;0;0
"Tytsjerksteradiel";0;0;0;0;0;0
"Uden";0;0;0;0;0;0
"Uitgeest";1;7,3;0;0;0;0
"Uithoorn";1;3,4;0;0;0;0
"Urk";4;19;0;0;0;0
"Utrecht (gemeente)";127;35,5;4;1,1;5;1,4
"Utrechtse Heuvelrug";8;16,1;0;0;0;0
"Vaals";0;0;0;0;0;0
"Valkenburg aan de Geul";3;18,3;1;6,1;0;0
"Valkenswaard";1;3,2;0;0;0;0
"Veendam";0;0;0;0;0;0
"Veenendaal";15;22,6;0;0;0;0
"Veere";1;4,6;0;0;0;0
"Veldhoven";3;6,6;0;0;0;0
"Velsen";18;26,2;0;0;0;0
"Venlo";7;6,9;2;2;1;1
"Venray";5;11,5;0;0;0;0
"Vijfheerenlanden";19;33,4;0;0;0;0
"Vlaardingen";14;19,1;0;0;2;2,7
"Vlieland";0;0;0;0;0;0
"Vlissingen";0;0;0;0;0;0
"Voerendaal";0;0;0;0;0;0
"Voorschoten";1;3,9;0;0;0;0
"Voorst";4;16,3;1;4,1;0;0
"Vught";1;3,8;0;0;0;0
"Waadhoeke";1;2,2;1;2,2;1;2,2
"Waalre";0;0;0;0;0;0
"Waalwijk";12;24,7;0;0;1;2,1
"Waddinxveen";7;23,9;0;0;0;0
"Wageningen";3;7,6;0;0;0;0
"Wassenaar";3;11,4;0;0;0;0
"Waterland";0;0;0;0;0;0
"Weert";4;8;1;2;0;0
"Weesp";3;15,2;0;0;0;0
"West Betuwe";15;29,3;0;0;1;2
"West Maas en Waal";3;15,5;1;5,2;0;0
"Westerkwartier";0;0;0;0;0;0
"Westerveld";0;0;0;0;0;0
"Westervoort";2;13,4;0;0;0;0
"Westerwolde";0;0;0;0;0;0
"Westland";10;9,1;0;0;0;0
"Weststellingwerf";0;0;0;0;0;0
"Westvoorne";0;0;0;0;0;0
"Wierden";0;0;0;0;0;0
"Wijchen";2;4,9;0;0;1;2,4
"Wijdemeren";2;8,2;0;0;0;0
"Wijk bij Duurstede";3;12,5;0;0;0;0
"Winterswijk";2;6,9;0;0;0;0
"Woensdrecht";0;0;0;0;0;0
"Woerden";4;7,6;0;0;1;1,9
"Wormerland";3;18,4;0;0;0;0
"Woudenberg";0;0;0;0;0;0
"Zaanstad";38;24,2;4;2,6;1;0,6
"Zaltbommel";3;10,4;0;0;0;0
"Zandvoort";0;0;0;0;0;0
"Zeewolde";5;22,1;0;0;0;0
"Zeist";16;24,7;1;1,5;3;4,6
"Zevenaar";6;13,7;0;0;0;0
"Zoetermeer";5;4;1;0,8;0;0
"Zoeterwoude";2;23,2;0;0;0;0
"Zuidplas";3;6,8;1;2,3;1;2,3
"Zundert";12;55;1;4,6;0;0
"Zutphen";7;14,6;0;0;0;0
"Zwartewaterland";5;22;0;0;1;4,4
"Zwijndrecht";5;11,2;0;0;1;2,2
"Zwolle";3;2,3;0;0;0;0
