"Gemeente";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"De Bilt";5;11,6;0;0;0;0
"De Fryske Marren";4;7,8;0;0;0;0
"De Ronde Venen";4;9;0;0;0;0
"De Wolden";0;0;0;0;0;0
"Delft";24;23,2;0;0;0;0
"Delfzijl";0;0;0;0;0;0
"Den Helder";3;5,3;0;0;0;0
"Deurne";3;9,2;0;0;0;0
"Deventer";5;5;0;0;0;0
"Diemen";11;35,7;0;0;0;0
"Dinkelland";1;3,8;0;0;0;0
"Doesburg";0;0;0;0;0;0
"Doetinchem";1;1,7;0;0;0;0
"Dongen";1;3,8;0;0;0;0
"Dordrecht";27;22,6;1;0,8;0;0
"Drechterland";0;0;0;0;0;0
"Drimmelen";2;7,3;0;0;0;0
"Dronten";0;0;0;0;0;0
"Druten";0;0;0;0;0;0
"Duiven";2;8;0;0;0;0
"Echt-Susteren";0;0;0;0;0;0
"Edam-Volendam";0;0;0;0;0;0
"Ede";19;16,2;0;0;0;0
"Eemnes";1;10,8;0;0;0;0
"Eersel";0;0;0;0;0;0
"Eijsden-Margraten";4;15,5;0;0;0;0
"Eindhoven";38;16,2;1;0,4;0;0
"Elburg";0;0;0;0;0;0
"Emmen";2;1,9;0;0;0;0
"Enkhuizen";0;0;0;0;0;0
"Enschede";7;4,4;1;0,6;0;0
"Epe";0;0;0;0;0;0
"Ermelo";1;3,7;0;0;0;0
"Etten-Leur";10;22,8;1;2,3;0;0
"Geertruidenberg";6;27,8;0;0;0;0
"Geldrop-Mierlo";2;5;0;0;0;0
"Gemert-Bakel";3;9,8;0;0;0;0
"Gennep";0;0;0;0;0;0
"Gilze en Rijen";4;15,1;0;0;0;0
"Goeree-Overflakkee";3;6;0;0;0;0
"Goes";14;36,8;1;2,6;0;0
"Goirle";5;20,9;0;0;0;0
"Gooise Meren";6;10,3;0;0;0;0
"Gorinchem";27;72,9;0;0;0;0
"Gouda";51;69,5;2;2,7;0;0
"Grave";0;0;0;0;0;0
"Groningen (gemeente)";24;10,3;0;0;0;0
"Gulpen-Wittem";1;7,1;0;0;0;0
"Haaksbergen";0;0;0;0;0;0
"Haaren";0;0;0;0;0;0
"Haarlem";31;19;0;0;1;0,6
"Haarlemmermeer";47;30,1;0;0;0;0
"Halderberge";7;23,1;0;0;0;0
"Hardenberg";1;1,6;0;0;0;0
"Harderwijk";1;2,1;0;0;0;0
"Hardinxveld-Giessendam";3;16,4;0;0;0;0
"Harlingen";0;0;0;0;0;0
"Hattem";0;0;0;0;0;0
"Heemskerk";0;0;0;0;0;0
"Heemstede";1;3,7;0;0;0;0
"Heerde";0;0;0;0;0;0
"Heerenveen";0;0;0;0;0;0
"Heerhugowaard";8;13,9;0;0;0;0
"Heerlen";4;4,6;0;0;0;0
"Heeze-Leende";1;6,2;0;0;0;0
"Heiloo";2;8,3;0;0;0;0
"Hellendoorn";1;2,8;0;0;0;0
"Hellevoetsluis";11;27,4;0;0;0;0
"Helmond";16;17,3;0;0;0;0
"Hendrik-Ido-Ambacht";9;28,8;0;0;0;0
"Hengelo (O.)";7;8,6;0;0;0;0
"Het Hogeland";3;6,3;0;0;0;0
"Heumen";2;12,2;0;0;0;0
"Heusden";13;29,1;0;0;0;0
"Hillegom";10;45;0;0;0;0
"Hilvarenbeek";1;6,4;0;0;0;0
"Hilversum";13;14,3;0;0;0;0
"Hoeksche Waard";13;14,9;0;0;0;0
"Hof van Twente";0;0;0;0;0;0
"Hollands Kroon";1;2,1;0;0;0;0
"Hoogeveen";2;3,6;0;0;0;0
"Hoorn";16;21,8;0;0;0;0
"Horst aan de Maas";1;2,4;0;0;0;0
"Houten";14;27,9;0;0;0;0
"Huizen";11;26,7;0;0;0;0
"Hulst";4;14,5;0;0;0;0
"IJsselstein";2;5,9;0;0;0;0
"Kaag en Braassem";1;3,7;0;0;0;0
"Kampen";2;3,7;0;0;0;0
"Kapelle";2;15,8;0;0;0;0
"Katwijk";6;9,1;0;0;0;0
"Kerkrade";0;0;0;0;0;0
"Koggenland";0;0;0;0;0;0
"Krimpen aan den IJssel";7;23,7;0;0;0;0
"Krimpenerwaard";17;30,2;0;0;0;0
"Laarbeek";0;0;0;0;0;0
"Landerd";0;0;0;0;0;0
"Landgraaf";0;0;0;0;0;0
"Landsmeer";1;8,7;0;0;0;0
"Langedijk";6;21,3;0;0;0;0
"Lansingerland";20;32,1;0;0;0;0
"Laren (NH.)";3;26,6;0;0;0;0
"Leeuwarden";2;1,6;0;0;0;0
"Leiden";26;20,8;0;0;0;0
"Leiderdorp";4;14,8;0;0;0;0
"Leidschendam-Voorburg";11;14,4;1;1,3;0;0
"Lelystad";1;1,3;0;0;0;0
"Leudal";0;0;0;0;0;0
"Leusden";5;16,4;0;0;0;0
"Lingewaard";0;0;0;0;0;0
"Lisse";8;34,9;0;0;0;0
"Lochem";1;3;0;0;0;0
"Loon op Zand";3;12,8;0;0;0;0
"Lopik";6;41,5;0;0;0;0
"Loppersum";0;0;0;0;0;0
"Losser";0;0;0;0;0;0
"Maasdriel";0;0;0;0;0;0
"Maasgouw";0;0;0;0;0;0
"Maassluis";13;39,1;0;0;0;0
"Maastricht";5;4,1;0;0;0;0
"Medemblik";0;0;0;0;0;0
"Meerssen";2;10,6;0;0;0;0
"Meierijstad";4;4,9;0;0;0;0
"Meppel";3;8,8;0;0;0;0
"Middelburg (Z.)";16;32,8;0;0;0;0
"Midden-Delfland";4;20,7;0;0;0;0
"Midden-Drenthe";1;3;0;0;0;0
"Midden-Groningen";2;3,3;0;0;0;0
"Mill en Sint Hubert";0;0;0;0;0;0
"Moerdijk";4;10,8;0;0;0;0
"Molenlanden";3;6,8;0;0;0;0
"Montferland";2;5,6;0;0;0;0
"Montfoort";3;21,6;0;0;0;0
"Mook en Middelaar";0;0;0;0;0;0
"Neder-Betuwe";0;0;0;0;0;0
"Nederweert";0;0;0;0;0;0
"Nieuwegein";23;36,2;0;0;0;0
"Nieuwkoop";4;13,9;0;0;0;0
"Nijkerk";3;6,9;0;0;0;0
"Nijmegen";19;10,7;0;0;0;0
"Nissewaard";28;32,9;1;1,2;0;0
"Noardeast-Fryslân";2;4,4;0;0;0;0
"Noord-Beveland";2;27,1;0;0;0;0
"Noordenveld";0;0;0;0;0;0
"Noordoostpolder";2;4,2;0;0;0;0
"Noordwijk";7;16,1;0;0;0;0
"Nuenen, Gerwen en Nederwetten";0;0;0;0;0;0
"Nunspeet";1;3,6;0;0;0;0
"Oegstgeest";2;8,1;0;0;0;0
"Oirschot";2;10,7;0;0;0;0
"Oisterwijk";2;7,6;0;0;0;0
"Oldambt";0;0;0;0;0;0
"Oldebroek";5;21,1;0;0;0;0
"Oldenzaal";1;3,1;0;0;0;0
"Olst-Wijhe";1;5,5;0;0;0;0
"Ommen";1;5,6;0;0;0;0
"Oost Gelre";1;3,4;0;0;0;0
"Oosterhout";14;25;0;0;0;0
"Ooststellingwerf";0;0;0;0;0;0
"Oostzaan";5;51,4;0;0;0;0
"Opmeer";0;0;0;0;0;0
"Opsterland";0;0;0;0;0;0
"Oss";4;4,4;1;1,1;1;1,1
"Oude IJsselstreek";0;0;0;0;0;0
"Ouder-Amstel";4;28,5;0;0;0;0
"Oudewater";2;19,6;0;0;0;0
"Overbetuwe";3;6,3;0;0;0;0
"Papendrecht";4;12,4;0;0;0;0
"Peel en Maas";3;6,9;0;0;0;0
"Pekela";0;0;0;0;0;0
"Pijnacker-Nootdorp";18;32,5;0;0;0;0
"Purmerend";8;9,8;0;0;0;0
"Putten";0;0;0;0;0;0
"Raalte";1;2,7;0;0;0;0
"Reimerswaal";1;4,4;0;0;0;0
"Renkum";1;3,2;0;0;0;0
"Renswoude";0;0;0;0;0;0
"Reusel-De Mierden";0;0;0;0;0;0
"Rheden";1;2,3;0;0;0;0
"Rhenen";0;0;0;0;0;0
"Ridderkerk";22;47,6;0;0;0;0
"Rijssen-Holten";0;0;0;0;0;0
"Rijswijk (ZH.)";21;38,6;1;1,8;0;0
"Roerdalen";0;0;0;0;0;0
"Roermond";7;12;0;0;0;0
"Roosendaal";31;40,1;1;1,3;0;0
"Rotterdam";796;122,2;6;0,9;1;0,2
"Rozendaal";0;0;0;0;0;0
"Rucphen";2;8,7;0;0;0;0
"Schagen";1;2,2;0;0;0;0
"Scherpenzeel";1;10,1;0;0;0;0
"Schiedam";32;40,6;0;0;0;0
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";3;8,9;0;0;0;0
"Simpelveld";0;0;0;0;0;0
"Sint Anthonis";2;17,1;0;0;0;0
"Sint-Michielsgestel";2;6,8;0;0;0;0
"Sittard-Geleen";4;4,3;0;0;1;1,1
"Sliedrecht";5;19,8;0;0;0;0
"Sluis";1;4,3;0;0;0;0
"Smallingerland";1;1,8;0;0;0;0
"Soest";1;2,1;0;0;1;2,1
"Someren";2;10,3;0;0;0;0
"Son en Breugel";0;0;0;0;0;0
"Stadskanaal";0;0;0;0;0;0
"Staphorst";0;0;0;0;0;0
"Stede Broec";2;9,2;0;0;0;0
"Steenbergen";5;20,5;0;0;0;0
"Steenwijkerland";2;4,5;0;0;0;0
"Stein (L.)";0;0;0;0;0;0
"Stichtse Vecht";10;15,4;0;0;0;0
"Súdwest-Fryslân";0;0;0;0;0;0
"Terneuzen";2;3,7;0;0;0;0
"Terschelling";0;0;0;0;0;0
"Texel";0;0;0;0;0;0
"Teylingen";6;16;0;0;0;0
"Tholen";4;15,5;0;0;0;0
"Tiel";1;2,4;0;0;0;0
"Tilburg";38;17,3;0;0;0;0
"Tubbergen";0;0;0;0;0;0
"Twenterand";0;0;0;0;0;0
"Tynaarlo";0;0;0;0;0;0
"Tytsjerksteradiel";0;0;0;0;0;0
"Uden";0;0;0;0;0;0
"Uitgeest";0;0;0;0;0;0
"Uithoorn";4;13,6;0;0;0;0
"Urk";1;4,8;1;4,8;0;0
"Utrecht (gemeente)";126;35,2;2;0,6;0;0
"Utrechtse Heuvelrug";9;18,2;0;0;0;0
"Vaals";0;0;0;0;0;0
"Valkenburg aan de Geul";0;0;0;0;0;0
"Valkenswaard";6;19,2;0;0;0;0
"Veendam";0;0;0;0;0;0
"Veenendaal";1;1,5;0;0;0;0
"Veere";6;27,4;0;0;0;0
"Veldhoven";7;15,4;0;0;0;0
"Velsen";4;5,8;0;0;0;0
"Venlo";4;3,9;0;0;0;0
"Venray";3;6,9;0;0;0;0
"Vijfheerenlanden";5;8,8;0;0;0;0
"Vlaardingen";38;51,8;0;0;0;0
"Vlieland";0;0;0;0;0;0
"Vlissingen";17;38,3;0;0;0;0
"Voerendaal";1;8;0;0;0;0
"Voorschoten";4;15,6;0;0;0;0
"Voorst";0;0;0;0;0;0
"Vught";1;3,8;0;0;0;0
"Waadhoeke";0;0;0;0;0;0
"Waalre";3;17,2;0;0;0;0
"Waalwijk";6;12,3;0;0;0;0
"Waddinxveen";30;102,4;2;6,8;0;0
"Wageningen";1;2,5;0;0;0;0
"Wassenaar";4;15,2;0;0;0;0
"Waterland";0;0;0;0;0;0
"Weert";1;2;0;0;0;0
"Weesp";7;35,5;0;0;0;0
"West Betuwe";2;3,9;0;0;0;0
"West Maas en Waal";0;0;0;0;0;0
"Westerkwartier";1;1,6;0;0;0;0
"Westerveld";1;5,1;0;0;0;0
"Westervoort";0;0;0;0;0;0
"Westerwolde";1;3,9;0;0;0;0
"Westland";15;13,6;0;0;0;0
"Weststellingwerf";1;3,9;0;0;0;0
"Westvoorne";3;20,4;0;0;0;0
"Wierden";0;0;0;0;0;0
"Wijchen";0;0;0;0;0;0
"Wijdemeren";4;16,4;0;0;0;0
"Wijk bij Duurstede";1;4,2;0;0;0;0
"Winterswijk";0;0;0;0;0;0
"Woensdrecht";4;18,3;0;0;0;0
"Woerden";8;15,3;0;0;0;0
"Wormerland";2;12,3;0;0;0;0
"Woudenberg";0;0;0;0;0;0
"Zaanstad";26;16,6;3;1,9;0;0
"Zaltbommel";3;10,4;0;0;0;0
"Zandvoort";4;23,4;0;0;0;0
"Zeewolde";1;4,4;0;0;0;0
"Zeist";5;7,7;0;0;0;0
"Zevenaar";4;9,1;1;2,3;0;0
"Zoetermeer";17;13,6;0;0;0;0
"Zoeterwoude";3;34,9;0;0;0;0
"Zuidplas";5;11,4;0;0;0;0
"Zundert";6;27,5;0;0;0;0
"Zutphen";8;16,7;0;0;0;0
"Zwartewaterland";0;0;0;0;0;0
"Zwijndrecht";4;8,9;0;0;0;0
"Zwolle";4;3,1;0;0;0;0
