Municipality_code;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
Oostzaan;6;61,6;1;10,3;0;0
Opmeer;0;0;1;8,4;0;0
Opsterland;2;6,7;1;3,4;0;0
Oss;101;109,9;59;64,2;9;9,8
Oude IJsselstreek;4;10,2;4;10,2;0;0
Ouder-Amstel;9;64,2;2;14,3;0;0
Oudewater;11;107,5;13;127,1;1;9,8
Overbetuwe;40;83,5;25;52,2;3;6,3
Papendrecht;6;18,7;1;3,1;0;0
Peel en Maas;97;223,4;71;163,5;17;39,1
Pekela;2;16,4;1;8,2;0;0
Pijnacker-Nootdorp;12;21,7;7;12,7;0;0
Purmerend;37;45,5;22;27,1;1;1,2
Putten;5;20,7;3;12,4;0;0
Raalte;10;26,5;9;23,9;0;0
Reimerswaal;6;26,4;2;8,8;1;4,4
Renkum;6;19,1;4;12,7;0;0
Renswoude;0;0;1;18,4;0;0
Reusel-De Mierden;5;38,1;3;22,9;0;0
Rheden;16;36,6;11;25,1;1;2,3
Rhenen;2;9,9;0;0;0;0
Ridderkerk;8;17,3;9;19,5;1;2,2
Rijssen-Holten;9;23,6;2;5,2;0;0
Rijswijk (ZH.);11;20,2;10;18,4;0;0
Roerdalen;11;53,5;7;34;0;0
Roermond;27;46,3;18;30,9;3;5,1
Roosendaal;19;24,6;9;11,7;0;0
Rotterdam;177;27,2;79;12,1;3;0,5
Rozendaal;2;117,4;1;58,7;0;0
Rucphen;6;26,2;2;8,7;0;0
S̼dwest-Frysl̢n;8;8,9;7;7,8;0;0
Schagen;9;19,4;5;10,8;0;0
Scherpenzeel;3;30,4;0;0;0;0
Schiedam;14;17,8;9;11,4;1;1,3
Schiermonnikoog;0;0;0;0;0;0
Schouwen-Duiveland;5;14,8;4;11,8;0;0
's-Gravenhage (gemeente);78;14,3;44;8,1;0;0
's-Hertogenbosch;88;56,7;45;29;8;5,2
Simpelveld;6;56,8;4;37,9;0;0
Sint Anthonis;15;128,6;8;68,6;1;8,6
Sint-Michielsgestel;17;58,2;7;24;1;3,4
Sittard-Geleen;68;73,6;36;38,9;14;15,1
Sliedrecht;5;19,8;2;7,9;0;0
Sluis;5;21,5;3;12,9;2;8,6
Smallingerland;3;5,3;1;1,8;0;0
Soest;13;27,9;8;17,2;0;0
Someren;14;72,3;8;41,3;1;5,2
Son en Breugel;17;98,1;13;75;3;17,3
Stadskanaal;0;0;0;0;0;0
Staphorst;3;17,5;1;5,8;0;0
Stede Broec;11;50,6;8;36,8;1;4,6
Steenbergen;11;45,1;6;24,6;1;4,1
Steenwijkerland;6;13,6;5;11,3;0;0
