Date_of_report;Date_of_measurement;Wave;Region_code;Region_name;Subgroup_category;Subgroup;Indicator_category;Indicator;Sample_size;Figure_type;Value;Lower_limit;Upper_limit;Change_wrt_previous_measurement
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;40-54;Zorgen;Zorgen_over_Coronavirus;1381;Percentage;65.2;62.4;67.9;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;55-69;Zorgen;Zorgen_over_Coronavirus;1192;Percentage;73.8;71;76.5;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Leeftijd;70+;Zorgen;Zorgen_over_Coronavirus;640;Percentage;75.9;72.1;79.3;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Man;Zorgen;Zorgen_over_Coronavirus;2446;Percentage;65;62.8;67.1;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Geslacht;Vrouw;Zorgen;Zorgen_over_Coronavirus;2580;Percentage;67.7;65.7;69.6;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Laag;Zorgen;Zorgen_over_Coronavirus;1264;Percentage;66.5;63.6;69.2;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Midden;Zorgen;Zorgen_over_Coronavirus;2055;Percentage;65.7;63.5;67.9;
2021-01-05 10:00:00;2020-09-28;01;NL00;Nederland;Opleiding;Hoog;Zorgen;Zorgen_over_Coronavirus;1707;Percentage;66.9;64.4;69.3;
2021-01-05 10:00:00;2020-09-28;01;VR01;Groningen;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;212;Percentage;71.8;65.3;77.6;
2021-01-05 10:00:00;2020-09-28;01;VR02;Fryslân;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;194;Percentage;67;60;73.3;
2021-01-05 10:00:00;2020-09-28;01;VR03;Drenthe;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;203;Percentage;65;57.9;71.6;
2021-01-05 10:00:00;2020-09-28;01;VR04;IJsselland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;216;Percentage;63.1;56.3;69.5;
2021-01-05 10:00:00;2020-09-28;01;VR05;Twente;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;215;Percentage;58.8;51.9;65.3;
2021-01-05 10:00:00;2020-09-28;01;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;193;Percentage;59.7;52.2;66.8;
2021-01-05 10:00:00;2020-09-28;01;VR07;Gelderland-Midden;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;197;Percentage;65.6;58.4;72.1;
2021-01-05 10:00:00;2020-09-28;01;VR08;Gelderland-Zuid;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;204;Percentage;71.1;64.1;77.2;
2021-01-05 10:00:00;2020-09-28;01;VR09;Utrecht;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;208;Percentage;67.1;60.2;73.4;
2021-01-05 10:00:00;2020-09-28;01;VR10;Noord-Holland-Noord;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;198;Percentage;62.1;54.6;69;
2021-01-05 10:00:00;2020-09-28;01;VR11;Zaanstreek-Waterland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;189;Percentage;63.1;55.4;70.2;
2021-01-05 10:00:00;2020-09-28;01;VR12;Kennemerland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;193;Percentage;68.9;61.5;75.4;
2021-01-05 10:00:00;2020-09-28;01;VR13;Amsterdam-Amstelland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;211;Percentage;70.4;63.6;76.4;
2021-01-05 10:00:00;2020-09-28;01;VR14;Gooi en Vechtstreek;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;117;Percentage;65;55.2;73.6;
2021-01-05 10:00:00;2020-09-28;01;VR15;Haaglanden;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;200;Percentage;70.4;63.4;76.6;
2021-01-05 10:00:00;2020-09-28;01;VR16;Hollands-Midden;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;201;Percentage;66.9;59.5;73.5;
2021-01-05 10:00:00;2020-09-28;01;VR17;Rotterdam-Rijnmond;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;228;Percentage;66.2;59.7;72.2;
2021-01-05 10:00:00;2020-09-28;01;VR18;Zuid-Holland-Zuid;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;193;Percentage;69.2;62.1;75.5;
2021-01-05 10:00:00;2020-09-28;01;VR19;Zeeland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;214;Percentage;62.5;55.7;68.9;
2021-01-05 10:00:00;2020-09-28;01;VR20;Midden- en West-Brabant;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;209;Percentage;67;60;73.2;
2021-01-05 10:00:00;2020-09-28;01;VR21;Brabant-Noord;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;201;Percentage;67.9;60.9;74.1;
2021-01-05 10:00:00;2020-09-28;01;VR22;Brabant-Zuidoost;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;205;Percentage;66.9;60;73.1;
2021-01-05 10:00:00;2020-09-28;01;VR23;Limburg-Noord;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;212;Percentage;65;58.3;71.2;
2021-01-05 10:00:00;2020-09-28;01;VR24;Limburg-Zuid;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;211;Percentage;63.8;56.9;70.2;
2021-01-05 10:00:00;2020-09-28;01;VR25;Flevoland;Alle;Totaal;Zorgen;Zorgen_over_Coronavirus;202;Percentage;65.5;58.5;72;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;5262;Percentage;91.2;90.3;92;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;16-24;Draagvlak;Bij_klachten_blijf_thuis;636;Percentage;89.8;86.8;92.1;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;25-39;Draagvlak;Bij_klachten_blijf_thuis;1259;Percentage;88.4;86.3;90.2;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;40-54;Draagvlak;Bij_klachten_blijf_thuis;1453;Percentage;91;89.3;92.5;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;55-69;Draagvlak;Bij_klachten_blijf_thuis;1276;Percentage;92.9;91.3;94.2;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;70+;Draagvlak;Bij_klachten_blijf_thuis;638;Percentage;93.9;91.5;95.7;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Man;Draagvlak;Bij_klachten_blijf_thuis;2556;Percentage;90.5;89.1;91.7;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Bij_klachten_blijf_thuis;2706;Percentage;91.9;90.7;92.9;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Laag;Draagvlak;Bij_klachten_blijf_thuis;1321;Percentage;90.9;89;92.4;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Midden;Draagvlak;Bij_klachten_blijf_thuis;2080;Percentage;90.6;89.1;91.8;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Hoog;Draagvlak;Bij_klachten_blijf_thuis;1861;Percentage;92;90.5;93.3;1
2021-01-05 10:00:00;2020-10-19;02;VR01;Groningen;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;212;Percentage;90.9;86;94.1;0
2021-01-05 10:00:00;2020-10-19;02;VR02;Fryslân;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;204;Percentage;92;86.9;95.3;1
2021-01-05 10:00:00;2020-10-19;02;VR03;Drenthe;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;216;Percentage;90.7;86;93.9;1
2021-01-05 10:00:00;2020-10-19;02;VR04;IJsselland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;207;Percentage;87.7;82.4;91.6;0
2021-01-05 10:00:00;2020-10-19;02;VR05;Twente;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;213;Percentage;91.8;86.9;95;1
2021-01-05 10:00:00;2020-10-19;02;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;214;Percentage;93;88.7;95.8;1
2021-01-05 10:00:00;2020-10-19;02;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;215;Percentage;92.6;88.1;95.5;1
2021-01-05 10:00:00;2020-10-19;02;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;210;Percentage;91.2;86.7;94.3;1
2021-01-05 10:00:00;2020-10-19;02;VR09;Utrecht;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;210;Percentage;88.2;82.8;92;0
2021-01-05 10:00:00;2020-10-19;02;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;213;Percentage;90.6;85.6;93.9;1
2021-01-05 10:00:00;2020-10-19;02;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;206;Percentage;93.6;88.8;96.4;1
2021-01-05 10:00:00;2020-10-19;02;VR12;Kennemerland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;215;Percentage;93.1;88.7;95.9;1
2021-01-05 10:00:00;2020-10-19;02;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;215;Percentage;91.7;87;94.8;0
2021-01-05 10:00:00;2020-10-19;02;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;123;Percentage;90.1;80.2;95.4;0
2021-01-05 10:00:00;2020-10-19;02;VR15;Haaglanden;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;212;Percentage;93.1;89;95.7;1
2021-01-05 10:00:00;2020-10-19;02;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;217;Percentage;92.8;88.7;95.5;1
2021-01-05 10:00:00;2020-10-19;02;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;215;Percentage;92.2;87.8;95.2;1
2021-01-05 10:00:00;2020-10-19;02;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;218;Percentage;88.2;82.5;92.2;0
2021-01-05 10:00:00;2020-10-19;02;VR19;Zeeland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;216;Percentage;85.6;80;89.8;0
2021-01-05 10:00:00;2020-10-19;02;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;207;Percentage;90.8;85.6;94.3;1
2021-01-05 10:00:00;2020-10-19;02;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;218;Percentage;94.8;90.9;97.1;1
2021-01-05 10:00:00;2020-10-19;02;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;218;Percentage;91.5;86.8;94.6;1
2021-01-05 10:00:00;2020-10-19;02;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;227;Percentage;89.6;85;93;1
2021-01-05 10:00:00;2020-10-19;02;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;224;Percentage;88.5;83.4;92.2;1
2021-01-05 10:00:00;2020-10-19;02;VR25;Flevoland;Alle;Totaal;Draagvlak;Bij_klachten_blijf_thuis;217;Percentage;91;86;94.3;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;5262;Percentage;84.1;83;85.2;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;16-24;Draagvlak;Bij_klachten_laat_testen;636;Percentage;81.6;78.1;84.6;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;25-39;Draagvlak;Bij_klachten_laat_testen;1259;Percentage;81;78.5;83.2;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;40-54;Draagvlak;Bij_klachten_laat_testen;1453;Percentage;82.1;79.8;84.2;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;55-69;Draagvlak;Bij_klachten_laat_testen;1276;Percentage;87.1;85;88.9;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;70+;Draagvlak;Bij_klachten_laat_testen;638;Percentage;89.4;86.5;91.7;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Man;Draagvlak;Bij_klachten_laat_testen;2556;Percentage;83.2;81.5;84.7;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Bij_klachten_laat_testen;2706;Percentage;85.1;83.6;86.5;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Laag;Draagvlak;Bij_klachten_laat_testen;1321;Percentage;82.2;79.9;84.4;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Midden;Draagvlak;Bij_klachten_laat_testen;2080;Percentage;83.5;81.8;85.2;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Hoog;Draagvlak;Bij_klachten_laat_testen;1861;Percentage;85.9;84;87.5;1
2021-01-05 10:00:00;2020-10-19;02;VR01;Groningen;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;212;Percentage;87.9;82.9;91.7;1
2021-01-05 10:00:00;2020-10-19;02;VR02;Fryslân;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;204;Percentage;85.6;79.8;89.9;1
2021-01-05 10:00:00;2020-10-19;02;VR03;Drenthe;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;216;Percentage;85.3;79.9;89.4;1
2021-01-05 10:00:00;2020-10-19;02;VR04;IJsselland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;207;Percentage;83.1;77.2;87.7;1
2021-01-05 10:00:00;2020-10-19;02;VR05;Twente;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;213;Percentage;83.3;77.2;88;1
2021-01-05 10:00:00;2020-10-19;02;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;214;Percentage;84.8;79.2;89.1;1
2021-01-05 10:00:00;2020-10-19;02;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;215;Percentage;82.2;76.4;86.8;1
2021-01-05 10:00:00;2020-10-19;02;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;210;Percentage;81.7;75.8;86.4;1
2021-01-05 10:00:00;2020-10-19;02;VR09;Utrecht;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;210;Percentage;87.9;82.6;91.7;1
2021-01-05 10:00:00;2020-10-19;02;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;213;Percentage;83.2;77.1;87.8;1
2021-01-05 10:00:00;2020-10-19;02;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;206;Percentage;88.2;83;92;1
2021-01-05 10:00:00;2020-10-19;02;VR12;Kennemerland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;215;Percentage;85.7;80.2;89.8;1
2021-01-05 10:00:00;2020-10-19;02;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;215;Percentage;83.8;78;88.2;1
2021-01-05 10:00:00;2020-10-19;02;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;123;Percentage;84.2;74.2;90.8;1
2021-01-05 10:00:00;2020-10-19;02;VR15;Haaglanden;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;212;Percentage;81.4;75.4;86.2;1
2021-01-05 10:00:00;2020-10-19;02;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;217;Percentage;81.6;75.9;86.3;1
2021-01-05 10:00:00;2020-10-19;02;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;215;Percentage;85.1;79.6;89.3;1
2021-01-05 10:00:00;2020-10-19;02;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;218;Percentage;80.3;74;85.4;1
2021-01-05 10:00:00;2020-10-19;02;VR19;Zeeland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;216;Percentage;78.7;72.7;83.8;1
2021-01-05 10:00:00;2020-10-19;02;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;207;Percentage;89.6;84.5;93.2;1
2021-01-05 10:00:00;2020-10-19;02;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;218;Percentage;89.1;84.3;92.6;1
2021-01-05 10:00:00;2020-10-19;02;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;218;Percentage;85.8;80.5;89.8;1
2021-01-05 10:00:00;2020-10-19;02;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;227;Percentage;80.2;74.5;84.9;1
2021-01-05 10:00:00;2020-10-19;02;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;224;Percentage;77.1;70.9;82.3;1
2021-01-05 10:00:00;2020-10-19;02;VR25;Flevoland;Alle;Totaal;Draagvlak;Bij_klachten_laat_testen;217;Percentage;76.4;69.9;81.9;1
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;5262;Percentage;84.7;83.6;85.7;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;16-24;Draagvlak;Draag_mondkapje_in_ov;636;Percentage;83.8;80.6;86.6;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;25-39;Draagvlak;Draag_mondkapje_in_ov;1259;Percentage;77.8;75.2;80.3;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;40-54;Draagvlak;Draag_mondkapje_in_ov;1453;Percentage;84.2;82;86.1;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;55-69;Draagvlak;Draag_mondkapje_in_ov;1276;Percentage;89;87;90.7;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;70+;Draagvlak;Draag_mondkapje_in_ov;638;Percentage;89.5;86.6;91.8;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Man;Draagvlak;Draag_mondkapje_in_ov;2556;Percentage;84.4;82.8;85.9;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Draag_mondkapje_in_ov;2706;Percentage;85;83.4;86.4;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Laag;Draagvlak;Draag_mondkapje_in_ov;1321;Percentage;84.7;82.5;86.7;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Midden;Draagvlak;Draag_mondkapje_in_ov;2080;Percentage;84.7;83;86.3;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Hoog;Draagvlak;Draag_mondkapje_in_ov;1861;Percentage;84.6;82.7;86.4;
2021-01-05 10:00:00;2020-10-19;02;VR01;Groningen;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;212;Percentage;88;82.6;91.9;
2021-01-05 10:00:00;2020-10-19;02;VR02;Fryslân;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;204;Percentage;82.3;76.3;87.1;
2021-01-05 10:00:00;2020-10-19;02;VR03;Drenthe;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;216;Percentage;83.4;77.7;87.8;
2021-01-05 10:00:00;2020-10-19;02;VR04;IJsselland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;207;Percentage;79.7;73.7;84.6;
2021-01-05 10:00:00;2020-10-19;02;VR05;Twente;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;213;Percentage;87;81.8;90.8;
2021-01-05 10:00:00;2020-10-19;02;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;214;Percentage;89;83.9;92.6;
2021-01-05 10:00:00;2020-10-19;02;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;215;Percentage;88.3;83.3;92;
2021-01-05 10:00:00;2020-10-19;02;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;210;Percentage;83.8;77.9;88.3;
2021-01-05 10:00:00;2020-10-19;02;VR09;Utrecht;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;210;Percentage;86.9;81.4;91;
2021-01-05 10:00:00;2020-10-19;02;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;213;Percentage;80.6;74.1;85.7;
2021-01-05 10:00:00;2020-10-19;02;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;206;Percentage;89.5;84.6;93;
2021-01-05 10:00:00;2020-10-19;02;VR12;Kennemerland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;215;Percentage;91.3;86.8;94.3;
2021-01-05 10:00:00;2020-10-19;02;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;215;Percentage;85.9;80.1;90.2;
2021-01-05 10:00:00;2020-10-19;02;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;123;Percentage;82.7;72.8;89.5;
2021-01-05 10:00:00;2020-10-19;02;VR15;Haaglanden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;212;Percentage;81.4;75.5;86.2;
2021-01-05 10:00:00;2020-10-19;02;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;217;Percentage;80.3;74.3;85.2;
2021-01-05 10:00:00;2020-10-19;02;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;215;Percentage;86.3;80.9;90.3;
2021-01-05 10:00:00;2020-10-19;02;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;218;Percentage;79.6;73.1;84.8;
2021-01-05 10:00:00;2020-10-19;02;VR19;Zeeland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;216;Percentage;78.1;72.1;83.2;
2021-01-05 10:00:00;2020-10-19;02;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;207;Percentage;88.3;83.1;92.1;
2021-01-05 10:00:00;2020-10-19;02;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;218;Percentage;88.4;83.6;91.9;
2021-01-05 10:00:00;2020-10-19;02;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;218;Percentage;80.3;74.4;85.1;
2021-01-05 10:00:00;2020-10-19;02;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;227;Percentage;83.2;77.7;87.6;
2021-01-05 10:00:00;2020-10-19;02;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;224;Percentage;80.2;74.2;85.1;
2021-01-05 10:00:00;2020-10-19;02;VR25;Flevoland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_ov;217;Percentage;84.3;78.6;88.7;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;5262;Percentage;81.5;80.4;82.6;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;16-24;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;636;Percentage;78.2;74.6;81.4;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;25-39;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;1259;Percentage;71.8;69;74.5;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;40-54;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;1453;Percentage;79.7;77.3;81.8;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;55-69;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;1276;Percentage;85.8;83.6;87.8;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Leeftijd;70+;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;638;Percentage;94.1;91.8;95.8;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Man;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;2556;Percentage;81.7;80;83.3;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;2706;Percentage;81.4;79.7;82.9;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Laag;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;1321;Percentage;84.1;81.9;86.1;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Midden;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;2080;Percentage;81.5;79.6;83.2;
2021-01-05 10:00:00;2020-10-19;02;NL00;Nederland;Opleiding;Hoog;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;1861;Percentage;80.2;78.1;82.1;
2021-01-05 10:00:00;2020-10-19;02;VR01;Groningen;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;212;Percentage;83.9;78.2;88.3;
2021-01-05 10:00:00;2020-10-19;02;VR02;Fryslân;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;204;Percentage;80.5;74.4;85.4;
2021-01-05 10:00:00;2020-10-19;02;VR03;Drenthe;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;216;Percentage;84;78.4;88.3;
2021-01-05 10:00:00;2020-10-19;02;VR04;IJsselland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;207;Percentage;78.3;72.2;83.4;
2021-01-05 10:00:00;2020-10-19;02;VR05;Twente;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;213;Percentage;85;79.6;89.2;
2021-01-05 10:00:00;2020-10-19;02;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;214;Percentage;84.4;78.8;88.7;
2021-01-05 10:00:00;2020-10-19;02;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;215;Percentage;84.8;79.4;89;
2021-01-05 10:00:00;2020-10-19;02;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;210;Percentage;78.6;72.3;83.9;
2021-01-05 10:00:00;2020-10-19;02;VR09;Utrecht;Alle;Totaal;Draagvlak;Draag_mondkapje_in_publieke_binnenruimtes;210;Percentage;82.9;77;87.5;
