Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement
2020-07-29,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,0,TRUE
2020-07-29,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,0,TRUE
2020-07-29,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,149,TRUE
2020-07-29,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,144,TRUE
2020-07-29,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,132,TRUE
2020-07-29,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,60,TRUE
2020-07-30,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,70,TRUE
2020-07-30,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,379,TRUE
2020-07-30,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,124,TRUE
2020-07-30,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,0,TRUE
2020-07-30,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,150,TRUE
2020-07-30,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,97,TRUE
2020-07-30,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",0,TRUE
2020-07-30,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",0,TRUE
2020-07-31,29003,Land van Cuijk,189957,411781,5443PL,VR21,Brabant-Noord,1,197,TRUE
2020-08-01,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",334,TRUE
2020-08-01,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",334,TRUE
2020-08-01,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,49,TRUE
2020-08-01,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,0,TRUE
2020-08-01,27008,'s Hertogenbosch,147493,415446,5221CD,VR21,Brabant-Noord,1,526,TRUE
2020-08-01,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,310,TRUE
2020-08-01,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,387,TRUE
2020-08-01,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,0,TRUE
2020-08-01,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,156,TRUE
2020-08-01,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,0,TRUE
2020-08-01,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,0,TRUE
2020-08-01,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,399,TRUE
2020-08-01,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,0,TRUE
2020-08-01,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,152,TRUE
2020-08-01,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,0,TRUE
2020-08-01,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,0,TRUE
2020-08-02,12006,Alkmaar,110983,517113,1817ET,VR10,Noord-Holland-Noord,1,493,TRUE
2020-08-02,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",470,TRUE
2020-08-02,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",470,TRUE
2020-08-02,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,387,FALSE
2020-08-02,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,0,TRUE
2020-08-02,12022,Beverwijk,106373,498868,1948NS,VR12,Kennemerland,"0,435961337",87,TRUE
2020-08-02,12022,Beverwijk,106373,498868,1948NS,VR10,Noord-Holland-Noord,"0,107744265",87,TRUE
2020-08-02,12022,Beverwijk,106373,498868,1948NS,VR11,Zaanstreek-Waterland,"0,456294399",87,TRUE
2020-08-02,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,609,TRUE
2020-08-02,10008,Driebergen,146869,451529,3972EH,VR09,Utrecht,1,0,TRUE
2020-08-02,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",90,TRUE
2020-08-02,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",90,TRUE
2020-08-02,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,78,TRUE
2020-08-02,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,0,TRUE
2020-08-02,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,0,TRUE
2020-08-02,13033,Leiden Zuid-west,92339,461320,2324AB,VR15,Haaglanden,"0,007372899",0,TRUE
2020-08-02,13033,Leiden Zuid-west,92339,461320,2324AB,VR16,Hollands-Midden,"0,992627101",0,TRUE
2020-08-02,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,0,TRUE
2020-08-02,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,0,TRUE
2020-08-02,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,6582,TRUE
2020-08-02,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,0,FALSE
2020-08-02,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,0,TRUE
2020-08-03,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",189,TRUE
2020-08-03,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",189,TRUE
2020-08-03,28002,Asten,180032,377360,5725TB,VR22,Brabant-Zuidoost,1,0,TRUE
2020-08-03,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,0,TRUE
2020-08-03,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,0,TRUE
2020-08-03,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,548,TRUE
2020-08-03,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",1134,TRUE
2020-08-03,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",1134,TRUE
2020-08-03,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",1134,TRUE
2020-08-02,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,1200,TRUE
2020-08-03,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,0,TRUE
2020-08-03,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,603,TRUE
2020-08-03,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,132,TRUE
2020-08-03,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,2877,TRUE
2020-08-03,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,750,TRUE
2020-08-04,16010,Kralingseveer,96982,435734,2909LM,VR17,Rotterdam-Rijnmond,1,1006,FALSE
2020-08-04,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",406,TRUE
2020-08-04,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",406,TRUE
2020-08-04,5025,Den Ham,228453,497777,7683PC,VR05,Twente,1,75,TRUE
2020-08-04,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,0,TRUE
2020-08-04,4024,Hardenberg,237908,506639,7691PZ,VR04,IJsselland,1,0,TRUE
2020-08-04,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,169,TRUE
2020-08-04,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,0,TRUE
2020-08-04,25017,Nieuwveer,107848,404705,4823ZJ,VR20,Midden- en West-Brabant,1,289,TRUE
2020-08-04,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,0,TRUE
2020-08-04,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,570,TRUE
2020-08-04,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,84,TRUE
2020-08-04,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,186,TRUE
2020-08-04,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,396,TRUE
2020-08-04,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,0,TRUE
2020-08-05,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,296,TRUE
2020-08-05,11008,Blaricum,145454,475392,1261JL,VR14,Gooi en Vechtstreek,"0,706612903",0,TRUE
2020-08-05,11008,Blaricum,145454,475392,1261JL,VR09,Utrecht,"0,293387097",0,TRUE
2020-08-05,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,191,TRUE
2020-08-05,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,173,TRUE
2020-08-05,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,69,TRUE
2020-08-05,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",0,TRUE
2020-08-05,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",0,TRUE
2020-08-05,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,55,TRUE
2020-08-05,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,36,TRUE
2020-08-05,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,571,TRUE
2020-08-05,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,0,TRUE
2020-08-05,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,0,TRUE
2020-08-05,27010,Sint-Oedenrode,159021,396687,5492VB,VR21,Brabant-Noord,"0,29726163",0,TRUE
2020-08-05,27010,Sint-Oedenrode,159021,396687,5492VB,VR22,Brabant-Zuidoost,"0,70273837",0,TRUE
2020-08-05,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",0,TRUE
2020-08-05,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",0,TRUE
2020-08-05,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,41,TRUE
2020-08-05,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,0,TRUE
2020-08-05,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020-08-05,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",0,TRUE
2020-08-05,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",0,TRUE
2020-08-06,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,136,TRUE
2020-08-06,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,33,TRUE
2020-08-06,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,0,TRUE
2020-08-06,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,58,TRUE
2020-08-06,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,141,TRUE
2020-08-06,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,0,TRUE
2020-08-07,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",322,TRUE
2020-08-07,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",322,TRUE
2020-08-07,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020-08-07,27008,'s Hertogenbosch,147493,415446,5221CD,VR21,Brabant-Noord,1,151,TRUE
2020-08-07,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,79,TRUE
2020-08-07,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,164,TRUE
2020-08-07,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,119,TRUE
2020-08-07,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,0,TRUE
2020-08-08,1034,Feerwerd,227917,590220,9892TC,VR01,Groningen,1,0,TRUE
2020-08-08,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,0,TRUE
2020-08-09,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",96,TRUE
2020-08-09,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",96,TRUE
2020-08-09,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",594,TRUE
2020-08-09,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",594,TRUE
2020-08-09,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,526,TRUE
2020-08-09,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,111,TRUE
2020-08-10,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,264,TRUE
2020-08-10,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,194,TRUE
2020-08-10,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",210,TRUE
2020-08-10,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",210,TRUE
2020-08-10,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,353,TRUE
2020-08-10,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,116,TRUE
2020-08-10,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",1121,TRUE
2020-08-10,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",1121,TRUE
2020-08-10,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",1121,TRUE
2020-08-10,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,946,TRUE
2020-08-10,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,288,TRUE
2020-08-10,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,0,TRUE
2020-08-10,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,0,TRUE
2020-08-10,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,72,FALSE
2020-08-10,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,310,TRUE
2020-08-10,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,0,TRUE
2020-08-10,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,132,TRUE
2020-08-10,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,334,TRUE
2020-08-10,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,0,TRUE
2020-08-10,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,0,TRUE
2020-08-11,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,689,TRUE
2020-08-11,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",1041,TRUE
2020-08-11,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",1041,TRUE
2020-08-11,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",76,TRUE
2020-08-11,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",76,TRUE
2020-08-11,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,0,TRUE
2020-08-11,28002,Asten,180032,377360,5725TB,VR22,Brabant-Zuidoost,1,0,TRUE
2020-08-11,25021,Bath,75411,379662,4411SV,VR20,Midden- en West-Brabant,1,350,TRUE
2020-08-11,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,0,TRUE
2020-08-11,11008,Blaricum,145454,475392,1261JL,VR14,Gooi en Vechtstreek,"0,706612903",188,TRUE
2020-08-11,11008,Blaricum,145454,475392,1261JL,VR09,Utrecht,"0,293387097",188,TRUE
2020-08-11,16010,Kralingseveer,96982,435734,2909LM,VR17,Rotterdam-Rijnmond,1,590,TRUE
2020-08-11,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,1000,TRUE
2020-08-11,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,0,TRUE
2020-08-11,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,238,TRUE
2020-08-11,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,0,TRUE
2020-08-11,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,0,TRUE
2020-08-11,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,385,TRUE
2020-08-11,13033,Leiden Zuid-west,92339,461320,2324AB,VR15,Haaglanden,"0,007372899",390,TRUE
2020-08-11,13033,Leiden Zuid-west,92339,461320,2324AB,VR16,Hollands-Midden,"0,992627101",390,TRUE
2020-08-11,25017,Nieuwveer,107848,404705,4823ZJ,VR20,Midden- en West-Brabant,1,111,TRUE
2020-08-11,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,159,TRUE
2020-08-11,25012,Putte,85592,375476,4645BH,VR20,Midden- en West-Brabant,1,0,TRUE
2020-08-11,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,628,TRUE
2020-08-11,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,0,TRUE
2020-08-11,27010,Sint-Oedenrode,159021,396687,5492VB,VR21,Brabant-Noord,"0,29726163",0,TRUE
2020-08-11,27010,Sint-Oedenrode,159021,396687,5492VB,VR22,Brabant-Zuidoost,"0,70273837",0,TRUE
2020-08-11,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,980,TRUE
2020-08-11,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",107,TRUE
2020-08-11,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",107,TRUE
2020-08-12,5025,Den Ham,228453,497777,7683PC,VR05,Twente,1,0,TRUE
2020-08-12,10008,Driebergen,146869,451529,3972EH,VR09,Utrecht,1,75,TRUE
2020-08-12,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,243,TRUE
2020-08-12,4024,Hardenberg,237908,506639,7691PZ,VR04,IJsselland,1,0,TRUE
2020-08-12,29003,Land van Cuijk,189957,411781,5443PL,VR21,Brabant-Noord,1,69,TRUE
2020-08-12,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",0,TRUE
2020-08-12,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",0,TRUE
2020-08-12,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,102,TRUE
2020-08-12,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,235,TRUE
2020-08-12,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,213,TRUE
2020-08-12,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,201,TRUE
2020-08-12,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,0,TRUE
2020-08-12,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,122,TRUE
2020-08-12,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,0,TRUE
2020-08-12,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",40,TRUE
2020-08-12,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",40,TRUE
2020-08-12,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,228,TRUE
2020-08-12,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,0,TRUE
2020-08-12,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020-08-13,12006,Alkmaar,110983,517113,1817ET,VR10,Noord-Holland-Noord,1,499,TRUE
2020-08-13,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,479,TRUE
2020-08-13,12022,Beverwijk,106373,498868,1948NS,VR12,Kennemerland,"0,435961337",243,TRUE
2020-08-13,12022,Beverwijk,106373,498868,1948NS,VR10,Noord-Holland-Noord,"0,107744265",243,TRUE
2020-08-13,12022,Beverwijk,106373,498868,1948NS,VR11,Zaanstreek-Waterland,"0,456294399",243,TRUE
2020-08-13,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020-08-13,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,0,TRUE
2020-08-13,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,354,TRUE
2020-08-13,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,0,TRUE
2020-08-13,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,448,TRUE
2020-08-13,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,1645,TRUE
2020-08-14,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",651,TRUE
2020-08-14,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",651,TRUE
2020-08-14,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,0,TRUE
2020-08-15,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",263,TRUE
2020-08-15,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",263,TRUE
2020-08-15,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,299,TRUE
2020-08-15,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,288,TRUE
2020-08-16,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,156,TRUE
2020-08-16,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,130,TRUE
2020-08-16,28002,Asten,180032,377360,5725TB,VR22,Brabant-Zuidoost,1,108,TRUE
2020-08-16,16010,Kralingseveer,96982,435734,2909LM,VR17,Rotterdam-Rijnmond,1,359,TRUE
2020-08-16,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,139,TRUE
2020-08-16,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,144,TRUE
2020-08-16,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,173,TRUE
2020-08-16,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,86,TRUE
2020-08-16,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,130,TRUE
2020-08-16,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,135,TRUE
2020-08-16,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,0,TRUE
2020-08-16,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,297,TRUE
2020-08-16,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,193,TRUE
2020-08-16,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,0,TRUE
2020-08-16,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,602,TRUE
2020-08-16,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,47,TRUE
2020-08-17,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,221,TRUE
2020-08-17,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",361,TRUE
2020-08-17,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",361,TRUE
2020-08-17,11008,Blaricum,145454,475392,1261JL,VR14,Gooi en Vechtstreek,"0,706612903",516,TRUE
2020-08-17,11008,Blaricum,145454,475392,1261JL,VR09,Utrecht,"0,293387097",516,TRUE
2020-08-17,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,110,TRUE
2020-08-17,29003,Land van Cuijk,189957,411781,5443PL,VR21,Brabant-Noord,1,267,TRUE
2020-08-17,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,90,TRUE
2020-08-17,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",34,TRUE
2020-08-17,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",34,TRUE
2020-08-18,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",114,TRUE
2020-08-18,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",114,TRUE
2020-08-18,25021,Bath,75411,379662,4411SV,VR20,Midden- en West-Brabant,1,46,TRUE
2020-08-18,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,0,TRUE
2020-08-18,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,93,TRUE
2020-08-18,27008,'s Hertogenbosch,147493,415446,5221CD,VR21,Brabant-Noord,1,244,TRUE
2020-08-18,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,0,TRUE
2020-08-18,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",0,TRUE
2020-08-18,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",0,TRUE
2020-08-18,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,0,TRUE
2020-08-18,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",434,TRUE
2020-08-18,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",434,TRUE
2020-08-18,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",434,TRUE
2020-08-18,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,320,TRUE
2020-08-18,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,389,TRUE
2020-08-18,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,0,TRUE
2020-08-18,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,291,TRUE
2020-08-18,13033,Leiden Zuid-west,92339,461320,2324AB,VR15,Haaglanden,"0,007372899",204,TRUE
2020-08-18,13033,Leiden Zuid-west,92339,461320,2324AB,VR16,Hollands-Midden,"0,992627101",204,TRUE
2020-08-18,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,196,TRUE
2020-08-18,25017,Nieuwveer,107848,404705,4823ZJ,VR20,Midden- en West-Brabant,1,401,TRUE
2020-08-18,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,0,TRUE
2020-08-18,25012,Putte,85592,375476,4645BH,VR20,Midden- en West-Brabant,1,521,TRUE
2020-08-18,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,0,TRUE
2020-08-18,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,0,TRUE
2020-08-18,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,93,TRUE
2020-08-19,12006,Alkmaar,110983,517113,1817ET,VR10,Noord-Holland-Noord,1,171,TRUE
2020-08-19,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,80,TRUE
2020-08-19,5025,Den Ham,228453,497777,7683PC,VR05,Twente,1,0,TRUE
2020-08-19,10008,Driebergen,146869,451529,3972EH,VR09,Utrecht,1,282,TRUE
2020-08-19,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,0,TRUE
