Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000;;;;
Dalfsen;7;24,5;0;0;0;0;;;WAAR;Dalfsen
Dantumadiel;6;31,7;0;0;0;0;;;WAAR;Dantumadiel
De Bilt;21;48,7;0;0;0;0;;;WAAR;De Bilt
De Fryske Marren;3;5,8;0;0;0;0;;;WAAR;De Fryske Marren
De Ronde Venen;37;83,2;0;0;0;0;;;WAAR;De Ronde Venen
De Wolden;7;28,8;0;0;0;0;;;WAAR;De Wolden
Delft;264;254,8;0;0;0;0;;;WAAR;Delft
Delfzijl;3;12,2;0;0;0;0;;;WAAR;Delfzijl
Den Helder;5;8,9;1;1,8;0;0;;;WAAR;Den Helder
Deurne;18;55,4;0;0;0;0;;;WAAR;Deurne
Deventer;24;23,8;0;0;0;0;;;WAAR;Deventer
Diemen;49;159,2;0;0;0;0;;;WAAR;Diemen
Dinkelland;1;3,8;0;0;0;0;;;WAAR;Dinkelland
Doesburg;9;81,2;0;0;0;0;;;WAAR;Doesburg
Doetinchem;35;60,3;1;1,7;0;0;;;WAAR;Doetinchem
Dongen;11;41,9;0;0;0;0;;;WAAR;Dongen
Dordrecht;106;88,9;1;0,8;1;0,8;;;WAAR;Dordrecht
Drechterland;9;45,6;0;0;0;0;;;WAAR;Drechterland
Drimmelen;12;44;0;0;0;0;;;WAAR;Drimmelen
Dronten;7;16,8;0;0;0;0;;;WAAR;Dronten
Druten;1;5,3;0;0;0;0;;;WAAR;Druten
Duiven;12;47,8;0;0;0;0;;;WAAR;Duiven
Echt-Susteren;6;19;0;0;0;0;;;WAAR;Echt-Susteren
Edam-Volendam;16;44,2;0;0;0;0;;;WAAR;Edam-Volendam
Ede;78;66,6;1;0,9;0;0;;;WAAR;Ede
Eemnes;3;32,4;0;0;0;0;;;WAAR;Eemnes
Eersel;26;134,6;0;0;0;0;;;WAAR;Eersel
Eijsden-Margraten;4;15,5;0;0;0;0;;;WAAR;Eijsden-Margraten
Eindhoven;150;64;0;0;0;0;;;WAAR;Eindhoven
Elburg;11;47,5;0;0;0;0;;;WAAR;Elburg
Emmen;15;14;0;0;0;0;;;WAAR;Emmen
Enkhuizen;4;21,5;0;0;0;0;;;WAAR;Enkhuizen
Enschede;55;34,5;0;0;0;0;;;WAAR;Enschede
Epe;10;30,1;0;0;0;0;;;WAAR;Epe
Ermelo;10;37;0;0;0;0;;;WAAR;Ermelo
Etten-Leur;15;34,2;0;0;0;0;;;WAAR;Etten-Leur
Geertruidenberg;4;18,6;0;0;0;0;;;WAAR;Geertruidenberg
Geldrop-Mierlo;7;17,6;0;0;0;0;;;WAAR;Geldrop-Mierlo
Gemert-Bakel;10;32,5;0;0;0;0;;;WAAR;Gemert-Bakel
Gennep;7;41,4;0;0;0;0;;;WAAR;Gennep
Gilze en Rijen;6;22,7;0;0;0;0;;;WAAR;Gilze en Rijen
Goeree-Overflakkee;21;42;0;0;0;0;;;WAAR;Goeree-Overflakkee
Goes;11;28,9;0;0;0;0;;;WAAR;Goes
Goirle;30;125,5;0;0;0;0;;;WAAR;Goirle
Gooise Meren;44;75,8;0;0;0;0;;;WAAR;Gooise Meren
Gorinchem;22;59,4;0;0;0;0;;;WAAR;Gorinchem
Gouda;51;69,5;0;0;1;1,4;;;WAAR;Gouda
Grave;6;48,2;0;0;0;0;;;WAAR;Grave
Groningen (gemeente);169;72,6;0;0;0;0;;;WAAR;Groningen (gemeente)
Gulpen-Wittem;3;21,2;0;0;0;0;;;WAAR;Gulpen-Wittem
Haaksbergen;9;37;0;0;0;0;;;WAAR;Haaksbergen
Haaren;2;13,9;0;0;0;0;;;WAAR;Haaren
Haarlem;134;82,3;4;2,5;1;0,6;;;WAAR;Haarlem
Haarlemmermeer;146;93,6;2;1,3;0;0;;;WAAR;Haarlemmermeer
Halderberge;13;42,9;0;0;1;3,3;;;WAAR;Halderberge
Hardenberg;4;6,6;0;0;0;0;;;WAAR;Hardenberg
Harderwijk;28;57,8;0;0;0;0;;;WAAR;Harderwijk
Hardinxveld-Giessendam;4;21,9;0;0;0;0;;;WAAR;Hardinxveld-Giessendam
Harlingen;3;19,1;0;0;0;0;;;WAAR;Harlingen
Hattem;5;41;0;0;0;0;;;WAAR;Hattem
Heemskerk;19;48,5;0;0;0;0;;;WAAR;Heemskerk
Heemstede;17;62,4;0;0;0;0;;;WAAR;Heemstede
Heerde;10;53,8;0;0;0;0;;;WAAR;Heerde
Heerenveen;10;19,8;0;0;0;0;;;WAAR;Heerenveen
Heerhugowaard;34;59;0;0;0;0;;;WAAR;Heerhugowaard
Heerlen;46;52,8;1;1,1;0;0;;;WAAR;Heerlen
Heeze-Leende;1;6,2;0;0;0;0;;;WAAR;Heeze-Leende
Heiloo;7;29,2;0;0;0;0;;;WAAR;Heiloo
Hellendoorn;0;0;0;0;0;0;;;WAAR;Hellendoorn
Hellevoetsluis;18;44,8;0;0;0;0;;;WAAR;Hellevoetsluis
Helmond;42;45,4;0;0;0;0;;;WAAR;Helmond
Hendrik-Ido-Ambacht;31;99,4;0;0;0;0;;;WAAR;Hendrik-Ido-Ambacht
Hengelo (O.);28;34,5;1;1,2;0;0;;;WAAR;Hengelo (O.)
Het Hogeland;19;39,7;0;0;0;0;;;WAAR;Het Hogeland
Heumen;8;48,6;0;0;0;0;;;WAAR;Heumen
Heusden;21;47;0;0;0;0;;;WAAR;Heusden
Hillegom;14;63;0;0;0;0;;;WAAR;Hillegom
Hilvarenbeek;13;83,8;0;0;0;0;;;WAAR;Hilvarenbeek
Hilversum;69;76;1;1,1;0;0;;;WAAR;Hilversum
Hoeksche Waard;87;99,5;0;0;0;0;;;WAAR;Hoeksche Waard
Hof van Twente;3;8,6;0;0;0;0;;;WAAR;Hof van Twente
Hollands Kroon;8;16,5;0;0;0;0;;;WAAR;Hollands Kroon
Hoogeveen;2;3,6;1;1,8;0;0;;;WAAR;Hoogeveen
Hoorn;42;57,3;0;0;0;0;;;WAAR;Hoorn
Horst aan de Maas;9;21,2;0;0;0;0;;;WAAR;Horst aan de Maas
Houten;34;67,8;0;0;0;0;;;WAAR;Houten
Huizen;23;55,7;0;0;0;0;;;WAAR;Huizen
Hulst;2;7,3;0;0;0;0;;;WAAR;Hulst
IJsselstein;10;29,3;0;0;0;0;;;WAAR;IJsselstein
Kaag en Braassem;9;33;0;0;0;0;;;WAAR;Kaag en Braassem
Kampen;27;49,7;0;0;0;0;;;WAAR;Kampen
Kapelle;0;0;0;0;0;0;;;WAAR;Kapelle
Katwijk;20;30,4;1;1,5;0;0;;;WAAR;Katwijk
Kerkrade;21;45,9;0;0;0;0;;;WAAR;Kerkrade
Koggenland;9;39,6;0;0;0;0;;;WAAR;Koggenland
Krimpen aan den IJssel;16;54,2;0;0;0;0;;;WAAR;Krimpen aan den IJssel
Krimpenerwaard;38;67,5;0;0;0;0;;;WAAR;Krimpenerwaard
Laarbeek;6;26,6;0;0;0;0;;;WAAR;Laarbeek
Landerd;1;6,4;0;0;0;0;;;WAAR;Landerd
Landgraaf;8;21,4;0;0;0;0;;;WAAR;Landgraaf
Landsmeer;16;139,2;0;0;0;0;;;WAAR;Landsmeer
Langedijk;13;46,2;0;0;0;0;;;WAAR;Langedijk
Lansingerland;50;80,1;0;0;0;0;;;WAAR;Lansingerland
Laren (NH.);2;17,7;0;0;0;0;;;WAAR;Laren (NH.)
Leeuwarden;29;23,4;0;0;0;0;;;WAAR;Leeuwarden
Leiden;166;132,7;1;0,8;0;0;;;WAAR;Leiden
Leiderdorp;8;29,6;0;0;0;0;;;WAAR;Leiderdorp
Leidschendam-Voorburg;104;135,9;0;0;0;0;;;WAAR;Leidschendam-Voorburg
Lelystad;25;31,8;0;0;0;0;;;WAAR;Lelystad
Leudal;5;13,9;0;0;0;0;;;WAAR;Leudal
Leusden;21;69,1;0;0;0;0;;;WAAR;Leusden
Lingewaard;25;53,6;0;0;0;0;;;WAAR;Lingewaard
Lisse;9;39,2;0;0;0;0;;;WAAR;Lisse
Lochem;5;14,8;0;0;0;0;;;WAAR;Lochem
Loon op Zand;8;34,2;0;0;0;0;;;WAAR;Loon op Zand
Lopik;7;48,4;1;6,9;0;0;;;WAAR;Lopik
Loppersum;2;21;0;0;0;0;;;WAAR;Loppersum
Losser;8;35,3;0;0;0;0;;;WAAR;Losser
Maasdriel;7;28;0;0;0;0;;;WAAR;Maasdriel
Maasgouw;6;25;0;0;0;0;;;WAAR;Maasgouw
Maassluis;28;84,3;0;0;0;0;;;WAAR;Maassluis
Maastricht;42;34,5;0;0;0;0;;;WAAR;Maastricht
Medemblik;3;6,7;0;0;0;0;;;WAAR;Medemblik
Meerssen;3;15,9;0;0;0;0;;;WAAR;Meerssen
Meierijstad;15;18,5;0;0;0;0;;;WAAR;Meierijstad
Meppel;2;5,9;0;0;0;0;;;WAAR;Meppel
Middelburg (Z.);21;43;0;0;0;0;;;WAAR;Middelburg (Z.)
Midden-Delfland;14;72,4;0;0;0;0;;;WAAR;Midden-Delfland
Midden-Drenthe;1;3;0;0;0;0;;;WAAR;Midden-Drenthe
Midden-Groningen;14;23;1;1,6;0;0;;;WAAR;Midden-Groningen
Mill en Sint Hubert;7;64;0;0;0;0;;;WAAR;Mill en Sint Hubert
Moerdijk;19;51,2;0;0;0;0;;;WAAR;Moerdijk
Molenlanden;9;20,5;1;2,3;0;0;;;WAAR;Molenlanden
Montferland;10;27,8;1;2,8;0;0;;;WAAR;Montferland
Montfoort;13;93,4;0;0;0;0;;;WAAR;Montfoort
Mook en Middelaar;4;51;0;0;0;0;;;WAAR;Mook en Middelaar
Neder-Betuwe;1;4,1;0;0;0;0;;;WAAR;Neder-Betuwe
Nederweert;2;11,8;0;0;0;0;;;WAAR;Nederweert
Nieuwegein;37;58,3;0;0;0;0;;;WAAR;Nieuwegein
Nieuwkoop;5;17,4;0;0;0;0;;;WAAR;Nieuwkoop
Nijkerk;19;44;0;0;0;0;;;WAAR;Nijkerk
Nijmegen;260;146,3;2;1,1;0;0;;;WAAR;Nijmegen
Nissewaard;47;55,2;1;1,2;0;0;;;WAAR;Nissewaard
Noardeast-Fryslan;4;8,8;0;0;0;0;;;WAAR;Noardeast-Fryslan
Noord-Beveland;2;27,1;0;0;0;0;;;WAAR;Noord-Beveland
Noordenveld;5;16;0;0;0;0;;;WAAR;Noordenveld
Noordoostpolder;9;19;0;0;0;0;;;WAAR;Noordoostpolder
Noordwijk;35;80,4;0;0;0;0;;;WAAR;Noordwijk
Nuenen, Gerwen en Nederwetten;9;38,5;0;0;0;0;;;WAAR;Nuenen, Gerwen en Nederwetten
Nunspeet;11;39,5;0;0;0;0;;;WAAR;Nunspeet
Oegstgeest;17;68,4;0;0;0;0;;;WAAR;Oegstgeest
Oirschot;7;37,4;0;0;0;0;;;WAAR;Oirschot
Oisterwijk;7;26,7;0;0;0;0;;;WAAR;Oisterwijk
Oldambt;9;23,6;0;0;0;0;;;WAAR;Oldambt
Oldebroek;3;12,7;0;0;0;0;;;WAAR;Oldebroek
Oldenzaal;9;28,3;0;0;0;0;;;WAAR;Oldenzaal
Olst-Wijhe;2;11;0;0;0;0;;;WAAR;Olst-Wijhe
Ommen;11;61,1;0;0;0;0;;;WAAR;Ommen
Oost Gelre;15;50,6;0;0;0;0;;;WAAR;Oost Gelre
Oosterhout;34;60,7;0;0;0;0;;;WAAR;Oosterhout
Ooststellingwerf;0;0;0;0;0;0;;;WAAR;Ooststellingwerf
Oostzaan;2;20,5;0;0;0;0;;;WAAR;Oostzaan
Opmeer;0;0;0;0;0;0;;;WAAR;Opmeer
Opsterland;4;13,5;0;0;0;0;;;WAAR;Opsterland
Oss;76;82,7;0;0;0;0;;;WAAR;Oss
Oude IJsselstreek;12;30,5;0;0;0;0;;;WAAR;Oude IJsselstreek
Ouder-Amstel;28;199,6;0;0;0;0;;;WAAR;Ouder-Amstel
Oudewater;6;58,7;0;0;0;0;;;WAAR;Oudewater
Overbetuwe;21;43,8;0;0;0;0;;;WAAR;Overbetuwe
Papendrecht;16;49,8;0;0;0;0;;;WAAR;Papendrecht
Peel en Maas;11;25,3;0;0;0;0;;;WAAR;Peel en Maas
Pekela;0;0;0;0;0;0;;;WAAR;Pekela
Pijnacker-Nootdorp;68;122,9;3;5,4;0;0;;;WAAR;Pijnacker-Nootdorp
Purmerend;35;43,1;0;0;0;0;;;WAAR;Purmerend
Putten;9;37,3;0;0;0;0;;;WAAR;Putten
Raalte;9;23,9;0;0;0;0;;;WAAR;Raalte
Reimerswaal;4;17,6;0;0;0;0;;;WAAR;Reimerswaal
Renkum;18;57,3;0;0;0;0;;;WAAR;Renkum
Renswoude;0;0;0;0;0;0;;;WAAR;Renswoude
Reusel-De Mierden;11;83,9;0;0;0;0;;;WAAR;Reusel-De Mierden
Rheden;14;32;0;0;0;0;;;WAAR;Rheden
Rhenen;7;34,8;0;0;0;0;;;WAAR;Rhenen
Ridderkerk;36;77,9;0;0;0;0;;;WAAR;Ridderkerk
Rijssen-Holten;10;26,2;0;0;0;0;;;WAAR;Rijssen-Holten
Rijswijk (ZH.);77;141,4;0;0;0;0;;;WAAR;Rijswijk (ZH.)
Roerdalen;0;0;0;0;0;0;;;WAAR;Roerdalen
Roermond;21;36;0;0;0;0;;;WAAR;Roermond
Roosendaal;27;35;0;0;0;0;;;WAAR;Roosendaal
Rotterdam;1131;173,7;14;2,2;0;0;;;WAAR;Rotterdam
Rozendaal;0;0;0;0;0;0;;;WAAR;Rozendaal
Rucphen;4;17,5;0;0;0;0;;;WAAR;Rucphen
Schagen;7;15,1;0;0;0;0;;;WAAR;Schagen
Scherpenzeel;0;0;0;0;0;0;;;WAAR;Scherpenzeel
Schiedam;103;130,8;0;0;0;0;;;WAAR;Schiedam
Schiermonnikoog;0;0;0;0;0;0;;;WAAR;Schiermonnikoog
Schouwen-Duiveland;19;56,1;0;0;0;0;;;WAAR;Schouwen-Duiveland
's-Gravenhage (gemeente);1187;217,5;9;1,6;1;0,2;;;WAAR;'s-Gravenhage (gemeente)
's-Hertogenbosch;67;43,2;0;0;0;0;;;WAAR;'s-Hertogenbosch
Simpelveld;2;18,9;0;0;0;0;;;WAAR;Simpelveld
Sint Anthonis;3;25,7;0;0;0;0;;;WAAR;Sint Anthonis
Sint-Michielsgestel;12;41,1;0;0;0;0;;;WAAR;Sint-Michielsgestel
Sittard-Geleen;19;20,6;0;0;0;0;;;WAAR;Sittard-Geleen
Sliedrecht;9;35,7;0;0;0;0;;;WAAR;Sliedrecht
Sluis;0;0;0;0;0;0;;;WAAR;Sluis
Smallingerland;4;7,1;0;0;0;0;;;WAAR;Smallingerland
Soest;27;57,9;0;0;0;0;;;WAAR;Soest
Someren;1;5,2;0;0;0;0;;;WAAR;Someren
Son en Breugel;6;34,6;0;0;0;0;;;WAAR;Son en Breugel
Stadskanaal;4;12,6;0;0;0;0;;;WAAR;Stadskanaal
Staphorst;4;23,3;0;0;0;0;;;WAAR;Staphorst
Stede Broec;4;18,4;0;0;0;0;;;WAAR;Stede Broec
Steenbergen;2;8,2;0;0;0;0;;;WAAR;Steenbergen
Steenwijkerland;7;15,9;0;0;0;0;;;WAAR;Steenwijkerland
Stein (L.);2;8;0;0;0;0;;;WAAR;Stein (L.)
Stichtse Vecht;68;104,7;0;0;0;0;;;WAAR;Stichtse Vecht
Sudwest-Fryslan;15;16,7;1;1,1;0;0;;;WAAR;Sudwest-Fryslan
Terneuzen;6;11;0;0;0;0;;;WAAR;Terneuzen
Terschelling;0;0;0;0;0;0;;;WAAR;Terschelling
Texel;2;14,7;0;0;0;0;;;WAAR;Texel
Teylingen;20;53,4;0;0;0;0;;;WAAR;Teylingen
Tholen;5;19,4;0;0;0;0;;;WAAR;Tholen
Tiel;17;40,3;0;0;0;0;;;WAAR;Tiel
Tilburg;199;90,5;1;0,5;0;0;;;WAAR;Tilburg
Tubbergen;3;14,1;0;0;0;0;;;WAAR;Tubbergen
Twenterand;1;3;0;0;0;0;;;WAAR;Twenterand
Tynaarlo;5;14,8;0;0;0;0;;;WAAR;Tynaarlo
Tytsjerksteradiel;1;3,1;0;0;0;0;;;WAAR;Tytsjerksteradiel
Uden;9;21,4;0;0;0;0;;;WAAR;Uden
Uitgeest;8;58,5;0;0;0;0;;;WAAR;Uitgeest
Uithoorn;37;125,5;0;0;0;0;;;WAAR;Uithoorn
Urk;0;0;0;0;0;0;;;WAAR;Urk
Utrecht (gemeente);438;122,5;4;1,1;0;0;;;WAAR;Utrecht (gemeente)
Utrechtse Heuvelrug;23;46,4;0;0;0;0;;;WAAR;Utrechtse Heuvelrug
Vaals;1;9,9;0;0;0;0;;;WAAR;Vaals
Valkenburg aan de Geul;1;6,1;0;0;0;0;;;WAAR;Valkenburg aan de Geul
Valkenswaard;20;64,1;0;0;0;0;;;WAAR;Valkenswaard
Veendam;8;29,2;0;0;0;0;;;WAAR;Veendam
Veenendaal;25;37,6;0;0;0;0;;;WAAR;Veenendaal
Veere;3;13,7;0;0;0;0;;;WAAR;Veere
Veldhoven;13;28,6;0;0;0;0;;;WAAR;Veldhoven
Velsen;70;102;1;1,5;1;1,5;;;WAAR;Velsen
Venlo;52;51,1;1;1;1;1;;;WAAR;Venlo
Venray;18;41,3;0;0;0;0;;;WAAR;Venray
Vijfheerenlanden;36;63,4;0;0;0;0;;;WAAR;Vijfheerenlanden
Vlaardingen;74;100,8;0;0;0;0;;;WAAR;Vlaardingen
Vlieland;0;0;0;0;0;0;;;WAAR;Vlieland
Vlissingen;11;24,8;0;0;0;0;;;WAAR;Vlissingen
Voerendaal;1;8;0;0;0;0;;;WAAR;Voerendaal
Voorschoten;23;89,9;0;0;0;0;;;WAAR;Voorschoten
Voorst;1;4,1;0;0;0;0;;;WAAR;Voorst
Vught;11;41,4;0;0;0;0;;;WAAR;Vught
Waadhoeke;3;6,5;0;0;0;0;;;WAAR;Waadhoeke
Waalre;9;51,6;0;0;0;0;;;WAAR;Waalre
Waalwijk;30;61,7;1;2,1;0;0;;;WAAR;Waalwijk
Waddinxveen;28;95,6;0;0;0;0;;;WAAR;Waddinxveen
Wageningen;42;105,9;0;0;0;0;;;WAAR;Wageningen
Wassenaar;26;98,8;1;3,8;0;0;;;WAAR;Wassenaar
Waterland;18;103,3;0;0;0;0;;;WAAR;Waterland
Weert;7;14;0;0;0;0;;;WAAR;Weert
Weesp;30;152;0;0;0;0;;;WAAR;Weesp
West Betuwe;11;21,5;0;0;0;0;;;WAAR;West Betuwe
West Maas en Waal;5;25,9;1;5,2;0;0;;;WAAR;West Maas en Waal
Westerkwartier;6;9,5;0;0;0;0;;;WAAR;Westerkwartier
Westerveld;1;5,1;0;0;0;0;;;WAAR;Westerveld
Westervoort;4;26,7;0;0;0;0;;;WAAR;Westervoort
Westerwolde;2;7,8;0;0;0;0;;;WAAR;Westerwolde
Westland;85;77;0;0;0;0;;;WAAR;Westland
Weststellingwerf;5;19,3;0;0;0;0;;;WAAR;Weststellingwerf
Westvoorne;7;47,5;0;0;0;0;;;WAAR;Westvoorne
Wierden;11;45;0;0;0;0;;;WAAR;Wierden
Wijchen;18;43,8;0;0;0;0;;;WAAR;Wijchen
Wijdemeren;24;98,5;0;0;0;0;;;WAAR;Wijdemeren
Wijk bij Duurstede;9;37,6;0;0;0;0;;;WAAR;Wijk bij Duurstede
Winterswijk;2;6,9;0;0;0;0;;;WAAR;Winterswijk
Woensdrecht;5;22,9;0;0;0;0;;;WAAR;Woensdrecht
Woerden;24;45,9;2;3,8;0;0;;;WAAR;Woerden
Wormerland;4;24,6;0;0;0;0;;;WAAR;Wormerland
Woudenberg;8;59,9;0;0;0;0;;;WAAR;Woudenberg
Zaanstad;150;95,7;3;1,9;1;0,6;;;WAAR;Zaanstad
Zaltbommel;7;24,2;0;0;0;0;;;WAAR;Zaltbommel
Zandvoort;11;64,3;0;0;0;0;;;WAAR;Zandvoort
Zeewolde;16;70,6;0;0;0;0;;;WAAR;Zeewolde
Zeist;59;90,9;0;0;0;0;;;WAAR;Zeist
Zevenaar;20;45,7;0;0;0;0;;;WAAR;Zevenaar
Zoetermeer;143;114,1;1;0,8;0;0;;;WAAR;Zoetermeer
Zoeterwoude;4;46,5;0;0;0;0;;;WAAR;Zoeterwoude
Zuidplas;54;123;0;0;0;0;;;WAAR;Zuidplas
Zundert;5;22,9;0;0;0;0;;;WAAR;Zundert
Zutphen;6;12,5;0;0;0;0;;;WAAR;Zutphen
Zwartewaterland;3;13,2;0;0;0;0;;;WAAR;Zwartewaterland
Zwijndrecht;33;73,8;0;0;0;0;;;WAAR;Zwijndrecht
Zwolle;56;43,5;0;0;0;0;;;WAAR;Zwolle
