"Gemeente";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"'s-Gravenhage (gemeente)";2024;370,8;42;7,7;12;2,2
"'s-Hertogenbosch";224;144,4;3;1,9;0;0
"Aa en Hunze";26;102,2;0;0;0;0
"Aalsmeer";58;182,1;0;0;0;0
"Aalten";18;66,4;0;0;0;0
"Achtkarspelen";9;32,3;0;0;0;0
"Alblasserdam";59;292,6;0;0;1;5
"Albrandswaard";51;199,3;1;3,9;0;0
"Alkmaar";110;100,5;2;1,8;0;0
"Almelo";65;88,9;2;2,7;0;0
"Almere";318;150,1;4;1,9;3;1,4
"Alphen aan den Rijn";236;210,9;3;2,7;0;0
"Alphen-Chaam";4;39,2;0;0;0;0
"Altena";39;69,7;0;0;0;0
"Ameland";1;26,9;0;0;0;0
"Amersfoort";247;157;7;4,5;1;0,6
"Amstelveen";280;305,4;6;6,5;4;4,4
"Amsterdam";4116;471,6;45;5,2;4;0,5
"Apeldoorn";180;109,9;3;1,8;1;0,6
"Appingedam";8;68,7;0;0;0;0
"Arnhem";225;139,5;2;1,2;0;0
"Assen";57;83,1;0;0;0;0
"Asten";6;35,9;0;0;0;0
"Baarle-Nassau";7;102,1;0;0;0;0
"Baarn";30;120,6;0;0;0;0
"Barendrecht";160;328,4;0;0;0;0
"Barneveld";45;76,2;0;0;0;0
"Beek (L.)";5;31,5;0;0;0;0
"Beekdaelen";21;58,4;0;0;0;0
"Beemster";10;99,8;0;0;0;0
"Beesel";4;29,7;0;0;0;0
"Berg en Dal";62;177,2;0;0;3;8,6
"Bergeijk";55;295,1;0;0;0;0
"Bergen (L.)";13;99,4;0;0;0;0
"Bergen (NH.)";59;197,7;2;6,7;0;0
"Bergen op Zoom";124;183,7;0;0;0;0
"Berkelland";35;80;1;2,3;0;0
"Bernheze";30;96;0;0;0;0
"Best";23;76,7;0;0;0;0
"Beuningen";50;193,1;0;0;0;0
"Beverwijk";71;170,6;0;0;2;4,8
"Bladel";68;333,5;0;0;1;4,9
"Blaricum";15;130;0;0;0;0
"Bloemendaal";44;186,7;0;0;0;0
"Bodegraven-Reeuwijk";70;200,7;1;2,9;5;14,3
"Boekel";5;46,4;0;0;0;0
"Borger-Odoorn";22;86,1;0;0;0;0
"Borne";10;42,9;0;0;0;0
"Borsele";11;48,4;0;0;0;0
"Boxmeer";34;115,8;0;0;0;0
"Boxtel";19;61,7;0;0;0;0
"Breda";233;126,6;3;1,6;0;0
"Brielle";25;144,8;0;0;0;0
"Bronckhorst";19;52,7;0;0;0;0
"Brummen";19;91,7;0;0;0;0
"Brunssum";18;64,7;1;3,6;0;0
"Bunnik";17;111,9;0;0;0;0
"Bunschoten";23;105,2;1;4,6;0;0
"Buren";12;44,9;0;0;0;0
"Capelle aan den IJssel";180;268,2;0;0;0;0
"Castricum";24;66,7;0;0;0;0
"Coevorden";24;68;0;0;0;0
"Cranendonck";35;165,6;0;0;0;0
"Cuijk";30;119,4;0;0;0;0
"Culemborg";68;234,8;2;6,9;0;0
"Dalfsen";26;91;0;0;0;0
"Dantumadiel";21;111;0;0;0;0
"De Bilt";63;146;0;0;0;0
"De Fryske Marren";59;114,4;1;1,9;0;0
"De Ronde Venen";89;200,2;0;0;0;0
"De Wolden";10;41,1;0;0;0;0
"Delft";305;294,4;2;1,9;0;0
"Delfzijl";3;12,2;0;0;0;0
"Den Helder";24;42,6;0;0;0;0
"Deurne";26;80,1;0;0;0;0
"Deventer";111;110,2;0;0;0;0
"Diemen";152;493,8;1;3,2;0;0
"Dinkelland";18;68;0;0;0;0
"Doesburg";9;81,2;0;0;0;0
"Doetinchem";55;94,8;0;0;0;0
"Dongen";19;72,5;0;0;0;0
"Dordrecht";175;146,7;0;0;2;1,7
"Drechterland";20;101,4;0;0;0;0
"Drimmelen";27;99;0;0;0;0
"Dronten";14;33,7;1;2,4;0;0
"Druten";19;100,4;0;0;0;0
"Duiven";29;115,4;0;0;0;0
"Echt-Susteren";3;9,5;0;0;0;0
"Edam-Volendam";102;281,8;1;2,8;0;0
"Ede";161;137,4;0;0;0;0
"Eemnes";8;86,5;0;0;0;0
"Eersel";56;290;0;0;0;0
"Eijsden-Margraten";14;54,3;0;0;0;0
"Eindhoven";397;169,4;1;0,4;1;0,4
"Elburg";9;38,9;0;0;0;0
"Emmen";194;181,2;1;0,9;1;0,9
"Enkhuizen";9;48,4;0;0;0;0
"Enschede";110;68,9;1;0,6;0;0
"Epe";28;84,4;1;3;0;0
"Ermelo";28;103,7;0;0;0;0
"Etten-Leur";61;139;0;0;0;0
"Geertruidenberg";18;83,5;0;0;0;0
"Geldrop-Mierlo";38;95,7;0;0;0;0
"Gemert-Bakel";16;52,1;0;0;0;0
"Gennep";16;94,6;1;5,9;0;0
"Gilze en Rijen";21;79,5;0;0;0;0
"Goeree-Overflakkee";80;159,8;2;4;1;2
"Goes";23;60,4;0;0;0;0
"Goirle";41;171,5;0;0;1;4,2
"Gooise Meren";88;151,6;1;1,7;5;8,6
"Gorinchem";66;178,3;0;0;0;0
"Gouda";158;215,2;3;4,1;0;0
"Grave";14;112,6;0;0;0;0
"Groningen (gemeente)";599;257,2;1;0,4;0;0
"Gulpen-Wittem";12;84,7;0;0;0;0
"Haaksbergen";107;440,1;1;4,1;0;0
"Haaren";9;62,6;0;0;0;0
"Haarlem";296;181,7;5;3,1;2;1,2
"Haarlemmermeer";330;211,5;3;1,9;0;0
"Halderberge";38;125,5;1;3,3;0;0
"Hardenberg";18;29,5;0;0;0;0
"Harderwijk";60;123,9;1;2,1;0;0
"Hardinxveld-Giessendam";18;98,4;0;0;0;0
"Harlingen";4;25,4;0;0;0;0
"Hattem";12;98,3;0;0;0;0
"Heemskerk";39;99,5;0;0;0;0
"Heemstede";55;202;1;3,7;1;3,7
"Heerde";31;166,8;0;0;0;0
"Heerenveen";23;45,6;0;0;0;0
"Heerhugowaard";55;95,5;0;0;0;0
"Heerlen";37;42,5;0;0;0;0
"Heeze-Leende";8;49,5;0;0;0;0
"Heiloo";12;50,1;1;4,2;0;0
"Hellendoorn";6;16,7;0;0;0;0
"Hellevoetsluis";88;219,2;0;0;1;2,5
"Helmond";181;195,8;0;0;0;0
"Hendrik-Ido-Ambacht";81;259,6;0;0;0;0
"Hengelo (O.)";91;112,2;0;0;0;0
"Het Hogeland";36;75,3;0;0;0;0
"Heumen";41;249,2;1;6,1;0;0
"Heusden";48;107,4;0;0;2;4,5
"Hillegom";29;130,6;0;0;0;0
"Hilvarenbeek";33;212,7;1;6,4;1;6,4
"Hilversum";135;148,6;1;1,1;1;1,1
"Hoeksche Waard";161;184,2;1;1,1;1;1,1
"Hof van Twente";17;48,5;0;0;0;0
"Hollands Kroon";18;37,2;0;0;0;0
"Hoogeveen";26;46,7;0;0;0;0
"Hoorn";87;118,8;1;1,4;0;0
"Horst aan de Maas";31;73,1;0;0;1;2,4
"Houten";65;129,6;1;2;0;0
"Huizen";60;145,4;0;0;0;0
"Hulst";14;50,8;0;0;0;0
"IJsselstein";41;120,2;0;0;0;0
"Kaag en Braassem";46;168,5;0;0;1;3,7
"Kampen";33;60,8;0;0;0;0
"Kapelle";3;23,6;0;0;0;0
"Katwijk";77;117,1;0;0;0;0
"Kerkrade";39;85,2;0;0;0;0
"Koggenland";41;180,2;1;4,4;0;0
"Krimpen aan den IJssel";63;213,4;1;3,4;0;0
"Krimpenerwaard";113;200,6;1;1,8;1;1,8
"Laarbeek";19;84,4;0;0;0;0
"Landerd";22;139,9;1;6,4;0;0
"Landgraaf";13;34,7;0;0;0;0
"Landsmeer";28;243,7;0;0;0;0
"Langedijk";37;131,4;1;3,6;0;0
"Lansingerland";178;285,3;0;0;0;0
"Laren (NH.)";23;203,9;0;0;0;0
"Leeuwarden";234;188,6;3;2,4;0;0
"Leiden";438;350,1;2;1,6;0;0
"Leiderdorp";33;122;0;0;0;0
"Leidschendam-Voorburg";178;232,6;3;3,9;0;0
"Lelystad";109;138,7;0;0;0;0
"Leudal";11;30,7;0;0;0;0
"Leusden";52;171;0;0;1;3,3
"Lingewaard";74;158,8;2;4,3;0;0
"Lisse";18;78,4;0;0;0;0
"Lochem";34;100,8;1;3;0;0
"Loon op Zand";28;119,6;2;8,5;0;0
"Lopik";38;262,7;0;0;0;0
"Loppersum";8;83,9;0;0;0;0
"Losser";23;101,4;2;8,8;0;0
"Maasdriel";23;91,9;0;0;0;0
"Maasgouw";12;50,1;0;0;0;0
"Maassluis";64;192,7;0;0;0;0
"Maastricht";99;81,4;2;1,6;0;0
"Medemblik";29;64,3;0;0;0;0
"Meerssen";13;69;0;0;0;0
"Meierijstad";104;128,1;0;0;0;0
"Meppel";30;88,4;0;0;0;0
"Middelburg (Z.)";35;71,7;1;2;0;0
"Midden-Delfland";41;212;0;0;0;0
"Midden-Drenthe";18;54,2;0;0;0;0
"Midden-Groningen";29;47,7;0;0;0;0
"Mill en Sint Hubert";7;64;0;0;0;0
"Moerdijk";35;94,3;1;2,7;0;0
"Molenlanden";57;129,8;0;0;1;2,3
"Montferland";14;38,9;0;0;0;0
"Montfoort";18;129,3;1;7,2;0;0
"Mook en Middelaar";18;229,4;0;0;0;0
"Neder-Betuwe";8;32,9;0;0;0;0
"Nederweert";9;52,9;0;0;0;0
"Nieuwegein";103;162,3;0;0;0;0
"Nieuwkoop";34;118;0;0;0;0
"Nijkerk";102;236,3;0;0;0;0
"Nijmegen";574;323,1;6;3,4;1;0,6
"Nissewaard";138;161,9;0;0;4;4,7
"Noardeast-Fryslân";22;48,6;0;0;0;0
"Noord-Beveland";6;81,2;0;0;0;0
"Noordenveld";51;163,2;0;0;4;12,8
"Noordoostpolder";20;42,3;3;6,3;0;0
"Noordwijk";75;172,4;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";47;201;0;0;0;0
"Nunspeet";24;86,2;0;0;0;0
"Oegstgeest";38;153;0;0;0;0
"Oirschot";32;171;0;0;0;0
"Oisterwijk";32;121,9;1;3,8;0;0
"Oldambt";23;60,2;0;0;1;2,6
"Oldebroek";13;55;0;0;0;0
"Oldenzaal";48;150,8;2;6,3;0;0
"Olst-Wijhe";11;60,3;0;0;0;0
"Ommen";25;138,8;0;0;0;0
"Oost Gelre";40;135;0;0;0;0
"Oosterhout";58;103,6;1;1,8;0;0
"Ooststellingwerf";6;23,6;0;0;0;0
"Oostzaan";21;215,7;2;20,5;0;0
"Opmeer";18;152,1;0;0;0;0
"Opsterland";11;37;0;0;0;0
"Oss";197;214,3;1;1,1;0;0
"Oude IJsselstreek";29;73,6;0;0;0;0
"Ouder-Amstel";53;377,9;1;7,1;0;0
"Oudewater";16;156,4;0;0;0;0
"Overbetuwe";77;160,7;1;2,1;0;0
"Papendrecht";40;124,5;0;0;0;0
"Peel en Maas";11;25,3;0;0;0;0
"Pekela";2;16,4;0;0;0;0
"Pijnacker-Nootdorp";140;253,1;2;3,6;1;1,8
"Purmerend";99;121,8;1;1,2;0;0
"Putten";28;116,1;0;0;0;0
"Raalte";34;90,2;0;0;0;0
"Reimerswaal";10;44;1;4,4;0;0
"Renkum";35;111,4;0;0;0;0
"Renswoude";4;73,5;0;0;0;0
"Reusel-De Mierden";68;518,6;0;0;0;0
"Rheden";33;75,4;0;0;0;0
"Rhenen";10;49,7;0;0;0;0
"Ridderkerk";83;179,7;1;2,2;0;0
"Rijssen-Holten";25;65,5;0;0;0;0
"Rijswijk (ZH.)";144;264,5;2;3,7;0;0
"Roerdalen";6;29,2;0;0;0;0
"Roermond";41;70,4;1;1,7;0;0
"Roosendaal";106;137,2;3;3,9;0;0
"Rotterdam";2474;379,9;19;2,9;5;0,8
"Rozendaal";2;117,4;0;0;0;0
"Rucphen";24;104,9;0;0;0;0
"Schagen";52;111,9;1;2,2;0;0
"Scherpenzeel";8;81;0;0;0;0
"Schiedam";276;350,6;3;3,8;1;1,3
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";19;56,1;0;0;0;0
"Simpelveld";3;28,4;0;0;0;0
"Sint Anthonis";5;42,9;0;0;0;0
"Sint-Michielsgestel";76;260,2;0;0;0;0
"Sittard-Geleen";27;29,2;0;0;0;0
"Sliedrecht";29;115;0;0;0;0
"Sluis";6;25,9;0;0;0;0
"Smallingerland";22;39,2;0;0;0;0
"Soest";99;212,4;0;0;0;0
"Someren";6;31;0;0;0;0
