Date_of_report;Municipality_code;Municipality_name;Province;Total_reported;Hospital_admission;Deceased
1-4-2020 10:00;GM0003;Appingedam;Groningen;1;1;0
2-4-2020 10:00;GM0003;Appingedam;Groningen;1;1;0
3-4-2020 10:00;GM0003;Appingedam;Groningen;1;1;0
4-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
5-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
6-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
7-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
8-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
9-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
10-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
11-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
12-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
13-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
14-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
15-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
16-4-2020 10:00;GM0003;Appingedam;Groningen;2;2;0
17-4-2020 10:00;GM0003;Appingedam;Groningen;3;2;0
18-4-2020 10:00;GM0003;Appingedam;Groningen;3;2;0
19-4-2020 10:00;GM0003;Appingedam;Groningen;3;2;0
20-4-2020 10:00;GM0003;Appingedam;Groningen;3;2;0
21-4-2020 10:00;GM0003;Appingedam;Groningen;3;2;0
22-4-2020 10:00;GM0003;Appingedam;Groningen;4;3;0
23-4-2020 10:00;GM0003;Appingedam;Groningen;4;3;0
24-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
25-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
26-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
27-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
28-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
29-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
30-4-2020 10:00;GM0003;Appingedam;Groningen;5;3;0
1-4-2020 10:00;GM0010;Delfzijl;Groningen;9;4;0
2-4-2020 10:00;GM0010;Delfzijl;Groningen;9;4;0
3-4-2020 10:00;GM0010;Delfzijl;Groningen;10;4;0
4-4-2020 10:00;GM0010;Delfzijl;Groningen;10;4;0
5-4-2020 10:00;GM0010;Delfzijl;Groningen;11;5;0
6-4-2020 10:00;GM0010;Delfzijl;Groningen;12;5;0
7-4-2020 10:00;GM0010;Delfzijl;Groningen;12;5;0
8-4-2020 10:00;GM0010;Delfzijl;Groningen;12;5;0
9-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
10-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
11-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
12-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
13-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
14-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
15-4-2020 10:00;GM0010;Delfzijl;Groningen;13;5;0
16-4-2020 10:00;GM0010;Delfzijl;Groningen;14;5;0
17-4-2020 10:00;GM0010;Delfzijl;Groningen;14;5;0
18-4-2020 10:00;GM0010;Delfzijl;Groningen;14;5;0
19-4-2020 10:00;GM0010;Delfzijl;Groningen;14;5;0
20-4-2020 10:00;GM0010;Delfzijl;Groningen;15;5;0
21-4-2020 10:00;GM0010;Delfzijl;Groningen;15;5;0
22-4-2020 10:00;GM0010;Delfzijl;Groningen;15;5;0
23-4-2020 10:00;GM0010;Delfzijl;Groningen;15;5;0
24-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
25-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
26-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
27-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
28-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
29-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
30-4-2020 10:00;GM0010;Delfzijl;Groningen;16;5;0
1-4-2020 10:00;GM0014;Groningen;Groningen;96;11;1
2-4-2020 10:00;GM0014;Groningen;Groningen;98;12;1
3-4-2020 10:00;GM0014;Groningen;Groningen;102;12;2
4-4-2020 10:00;GM0014;Groningen;Groningen;106;13;2
5-4-2020 10:00;GM0014;Groningen;Groningen;110;13;2
6-4-2020 10:00;GM0014;Groningen;Groningen;110;13;2
7-4-2020 10:00;GM0014;Groningen;Groningen;111;14;2
8-4-2020 10:00;GM0014;Groningen;Groningen;119;14;2
9-4-2020 10:00;GM0014;Groningen;Groningen;120;14;2
10-4-2020 10:00;GM0014;Groningen;Groningen;122;14;2
11-4-2020 10:00;GM0014;Groningen;Groningen;129;15;2
12-4-2020 10:00;GM0014;Groningen;Groningen;134;16;2
13-4-2020 10:00;GM0014;Groningen;Groningen;136;16;2
14-4-2020 10:00;GM0014;Groningen;Groningen;137;16;2
15-4-2020 10:00;GM0014;Groningen;Groningen;138;16;2
16-4-2020 10:00;GM0014;Groningen;Groningen;141;16;2
17-4-2020 10:00;GM0014;Groningen;Groningen;143;16;2
18-4-2020 10:00;GM0014;Groningen;Groningen;143;16;2
19-4-2020 10:00;GM0014;Groningen;Groningen;147;16;2
20-4-2020 10:00;GM0014;Groningen;Groningen;149;16;2
21-4-2020 10:00;GM0014;Groningen;Groningen;150;16;2
22-4-2020 10:00;GM0014;Groningen;Groningen;150;16;2
23-4-2020 10:00;GM0014;Groningen;Groningen;153;17;3
24-4-2020 10:00;GM0014;Groningen;Groningen;156;17;3
25-4-2020 10:00;GM0014;Groningen;Groningen;156;17;3
26-4-2020 10:00;GM0014;Groningen;Groningen;156;17;3
27-4-2020 10:00;GM0014;Groningen;Groningen;156;17;3
28-4-2020 10:00;GM0014;Groningen;Groningen;156;17;3
29-4-2020 10:00;GM0014;Groningen;Groningen;157;18;3
30-4-2020 10:00;GM0014;Groningen;Groningen;158;18;3
1-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
2-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
3-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
4-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
5-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
6-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
7-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
8-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
9-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
10-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
11-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
12-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
13-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
14-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
15-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
16-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
17-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
18-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
19-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
20-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
21-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
22-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
23-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
24-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
25-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
26-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
27-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
28-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
29-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
30-4-2020 10:00;GM0024;Loppersum;Groningen;2;0;0
1-4-2020 10:00;GM0034;Almere;Flevoland;83;50;1
2-4-2020 10:00;GM0034;Almere;Flevoland;91;61;1
3-4-2020 10:00;GM0034;Almere;Flevoland;102;67;2
4-4-2020 10:00;GM0034;Almere;Flevoland;105;72;4
5-4-2020 10:00;GM0034;Almere;Flevoland;115;77;4
6-4-2020 10:00;GM0034;Almere;Flevoland;119;77;4
7-4-2020 10:00;GM0034;Almere;Flevoland;127;80;4
8-4-2020 10:00;GM0034;Almere;Flevoland;131;83;4
9-4-2020 10:00;GM0034;Almere;Flevoland;137;84;4
10-4-2020 10:00;GM0034;Almere;Flevoland;146;88;4
11-4-2020 10:00;GM0034;Almere;Flevoland;150;90;4
12-4-2020 10:00;GM0034;Almere;Flevoland;154;91;4
13-4-2020 10:00;GM0034;Almere;Flevoland;171;94;5
14-4-2020 10:00;GM0034;Almere;Flevoland;175;95;5
15-4-2020 10:00;GM0034;Almere;Flevoland;181;98;5
16-4-2020 10:00;GM0034;Almere;Flevoland;192;99;5
17-4-2020 10:00;GM0034;Almere;Flevoland;206;101;5
18-4-2020 10:00;GM0034;Almere;Flevoland;226;101;5
19-4-2020 10:00;GM0034;Almere;Flevoland;236;103;5
20-4-2020 10:00;GM0034;Almere;Flevoland;240;103;5
21-4-2020 10:00;GM0034;Almere;Flevoland;255;105;5
22-4-2020 10:00;GM0034;Almere;Flevoland;265;107;6
23-4-2020 10:00;GM0034;Almere;Flevoland;275;108;6
24-4-2020 10:00;GM0034;Almere;Flevoland;277;109;6
25-4-2020 10:00;GM0034;Almere;Flevoland;286;109;7
26-4-2020 10:00;GM0034;Almere;Flevoland;301;113;10
27-4-2020 10:00;GM0034;Almere;Flevoland;303;113;11
28-4-2020 10:00;GM0034;Almere;Flevoland;306;113;11
29-4-2020 10:00;GM0034;Almere;Flevoland;312;115;11
30-4-2020 10:00;GM0034;Almere;Flevoland;316;115;12
1-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
2-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
3-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
4-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
5-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
6-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
7-4-2020 10:00;GM0037;Stadskanaal;Groningen;1;0;0
8-4-2020 10:00;GM0037;Stadskanaal;Groningen;2;1;0
