Date_of_report;Date_of_statistic_reported;Security_region_code;Security_region_name;Total_cases_reported;Total_deceased_reported;Total_new_infected_locations_reported;Total_infected_locations_reported
2021-01-05 10:00:00;2020-02-27;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-02-28;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-02-29;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-01;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-02;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-03;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-04;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-05;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-06;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-07;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-08;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-09;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-10;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-11;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-12;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-13;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-14;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-15;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-16;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-17;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-18;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-19;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-20;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-21;VR01;Groningen;1;0;0;0
2021-01-05 10:00:00;2020-03-22;VR01;Groningen;0;0;0;0
2021-01-05 10:00:00;2020-03-23;VR01;Groningen;0;0;1;1
2021-01-05 10:00:00;2020-03-24;VR01;Groningen;1;0;0;1
2021-01-05 10:00:00;2020-03-25;VR01;Groningen;0;0;0;1
2021-01-05 10:00:00;2020-03-26;VR01;Groningen;0;0;0;1
2021-01-05 10:00:00;2020-03-27;VR01;Groningen;0;0;0;1
2021-01-05 10:00:00;2020-03-28;VR01;Groningen;0;0;0;1
2021-01-05 10:00:00;2020-03-29;VR01;Groningen;0;0;0;1
2021-01-05 10:00:00;2020-03-30;VR01;Groningen;3;0;0;1
2021-01-05 10:00:00;2020-03-31;VR01;Groningen;0;0;3;4
2021-01-05 10:00:00;2020-04-01;VR01;Groningen;0;0;0;4
2021-01-05 10:00:00;2020-04-02;VR01;Groningen;0;0;0;4
2021-01-05 10:00:00;2020-04-03;VR01;Groningen;0;1;0;4
2021-01-05 10:00:00;2020-04-04;VR01;Groningen;1;0;0;4
2021-01-05 10:00:00;2020-04-05;VR01;Groningen;0;0;0;4
2021-01-05 10:00:00;2020-04-06;VR01;Groningen;2;0;0;4
2021-01-05 10:00:00;2020-04-07;VR01;Groningen;1;0;1;5
2021-01-05 10:00:00;2020-04-08;VR01;Groningen;1;0;1;6
2021-01-05 10:00:00;2020-04-09;VR01;Groningen;1;0;0;6
2021-01-05 10:00:00;2020-04-10;VR01;Groningen;1;0;0;6
2021-01-05 10:00:00;2020-04-11;VR01;Groningen;0;0;1;7
2021-01-05 10:00:00;2020-04-12;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-13;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-14;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-15;VR01;Groningen;0;1;0;7
2021-01-05 10:00:00;2020-04-16;VR01;Groningen;0;1;0;7
2021-01-05 10:00:00;2020-04-17;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-18;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-19;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-20;VR01;Groningen;0;0;0;7
2021-01-05 10:00:00;2020-04-21;VR01;Groningen;0;0;0;6
2021-01-05 10:00:00;2020-04-22;VR01;Groningen;0;1;0;6
2021-01-05 10:00:00;2020-04-23;VR01;Groningen;1;0;0;5
2021-01-05 10:00:00;2020-04-24;VR01;Groningen;1;0;1;6
2021-01-05 10:00:00;2020-04-25;VR01;Groningen;0;0;0;6
2021-01-05 10:00:00;2020-04-26;VR01;Groningen;0;0;0;6
2021-01-05 10:00:00;2020-04-27;VR01;Groningen;0;0;0;5
2021-01-05 10:00:00;2020-04-28;VR01;Groningen;0;0;0;5
2021-01-05 10:00:00;2020-04-29;VR01;Groningen;0;0;0;5
2021-01-05 10:00:00;2020-04-30;VR01;Groningen;1;0;0;5
2021-01-05 10:00:00;2020-05-01;VR01;Groningen;0;0;0;4
2021-01-05 10:00:00;2020-05-02;VR01;Groningen;0;0;0;3
2021-01-05 10:00:00;2020-05-03;VR01;Groningen;0;0;0;3
